time,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSGD00004.chdata
="2026/04/02 16:37:44.220",-0.07717,-0.05135,0.2281,-0.61392,-0.01835,0.20913,0.00883,-0.01796,-0.02352,81.50681,1.14403,-0.05151,0.05903,-0.03369,0.05007,-0.11586,0.78101,0.0111,0.15693,810.40314
="2026/04/02 16:37:44.240",0.06936,-0.02553,0.12382,0.3501,0.02635,-0.66058,0.00109,-0.0121,-0.01175,95.87442,0.96977,-0.02449,0.22623,-0.20103,0.07986,-0.19931,0.14035,-0.07778,0.50825,843.34216
="2026/04/02 16:37:44.260",-0.49455,0.00955,0.04258,1.08733,0.0557,-1.13184,0.00575,0.00554,0.00974,96.8901,1.15139,-0.06571,0.16064,0.01383,0.05491,-0.11025,-0.42339,-0.03672,0.67348,879.27539
="2026/04/02 16:37:44.280",-0.36065,0.03384,-0.04281,1.49272,-0.03324,-1.049,0.01009,0.00457,0.00659,84.01373,0.63727,-0.03659,0.29393,-0.08578,0.06816,-0.13223,-0.91659,-0.04542,0.77786,912.11285
="2026/04/02 16:37:44.300",-0.44559,0.05778,-0.14639,2.03827,0.05796,-1.65572,0.00044,-0.00221,-0.01084,59.99019,0.3169,-0.03955,0.23412,-0.00241,0.03139,-0.07742,-1.30628,-0.07461,0.7285,936.7442
="2026/04/02 16:37:44.320",-0.59603,0.06356,-0.21649,1.70133,-0.07142,-0.83862,0.01022,-0.0022,0.00499,27.90187,-0.0686,-0.02991,0.12876,0.125,0.00226,0.04247,-1.36723,0.01719,0.48189,947.6925
="2026/04/02 16:37:44.340",-0.1372,0.06288,-0.26795,1.52681,-0.01155,-0.79844,0.00618,-0.00823,0.01768,0,-0.733,0.0076,0.11416,0.00495,-0.0157,-0.01015,-1.26834,-0.04059,0.26589,944.12531
="2026/04/02 16:37:44.360",-0.32326,0.0649,-0.24503,0.81844,-0.01596,-0.24196,0.0073,-0.00443,0.00255,0,-0.76719,0.00483,-0.08401,0.21493,-0.07288,0.12513,-0.88399,0.04499,-0.09221,925.58685
="2026/04/02 16:37:44.380",0.15944,0.04658,-0.17518,-0.03221,-0.09398,0.63753,-0.00248,0.00018,0.00316,0,-1.19164,0.05402,-0.08491,0.059,-0.05678,0.11621,-0.3788,0.03399,-0.4124,896.07263
="2026/04/02 16:37:44.400",0.25319,0.02196,-0.11066,-0.57358,0.02761,0.6208,-0.0004,-0.00559,-0.0131,0,-1.03622,0.05417,-0.19922,0.09714,-0.05761,0.17121,0.18949,0.03463,-0.6361,861.59143
="2026/04/02 16:37:44.420",0.31227,-0.01184,0.00978,-1.46431,-0.07551,1.52273,0.00243,-0.00711,-0.002,0,-0.77764,0.05347,-0.28039,0.11193,-0.06009,0.14644,0.77893,0.10463,-0.83832,826.80981
="2026/04/02 16:37:44.440",0.65381,-0.03071,0.11045,-1.66984,0.02974,1.20454,0.00337,-0.01419,-0.01455,0,-0.62224,0.07621,-0.20371,-0.06428,-0.02918,0.08334,1.09576,0.02288,-0.78257,799.07623
="2026/04/02 16:37:44.460",0.29673,-0.04718,0.19742,-1.82767,0.02619,1.19137,-0.01383,-0.01978,-0.02221,0,0.13455,0.00646,-0.2997,0.047,-0.02183,0.10086,1.33158,0.06273,-0.6716,782.5708
="2026/04/02 16:37:44.480",0.50456,-0.06303,0.242,-1.70264,-0.01457,1.08186,0.03301,-0.0056,-0.00312,29.5329,0.32513,0.02173,-0.08986,-0.14426,0.0181,-0.05651,1.29511,0.01739,-0.38621,780.56995
="2026/04/02 16:37:44.500",0.19726,-0.05238,0.25927,-0.98816,0.08369,0.02822,-0.00293,-0.00979,-0.02545,59.14542,0.84336,-0.01024,-0.10162,-0.10509,0.03607,-0.05386,1.00042,-0.03732,-0.05049,793.68201
="2026/04/02 16:37:44.520",-0.08297,-0.03702,0.20697,-0.50703,-0.03091,0.0096,-0.00247,-0.00478,-0.00396,81.22989,1.07797,-0.01754,0.02012,-0.07062,0.0379,-0.13171,0.61432,0.00173,0.28242,817.91595
="2026/04/02 16:37:44.540",-0.02958,-0.02241,0.15277,0.45694,0.07021,-0.95235,-0.00361,-0.00391,-0.02537,94.076,0.95607,-0.0186,0.1882,-0.20533,0.07503,-0.16062,-0.00277,-0.08687,0.61678,850.36108
="2026/04/02 16:37:44.560",-0.54568,0.01239,0.06656,1.08718,0.04063,-1.17891,0.00462,-0.00668,-0.01188,93.65467,1.05594,-0.04718,0.17337,0.01756,0.05041,-0.11863,-0.51612,-0.05035,0.76229,885.37262
="2026/04/02 16:37:44.580",-0.34536,0.02877,-0.06944,1.4885,0.00126,-1.23167,0.00787,-0.01313,0.00219,79.00715,0.4843,-0.05523,0.28927,-0.09975,0.05294,-0.14434,-0.9807,-0.06379,0.84723,916.36536
="2026/04/02 16:37:44.600",-0.5269,0.04122,-0.16202,1.9408,0.07078,-1.60362,0.00727,0.01004,0.00243,53.78409,0.25757,-0.05518,0.23144,0.04658,0.01402,-0.0483,-1.25825,-0.05481,0.75945,937.46106
="2026/04/02 16:37:44.620",-0.4934,0.06146,-0.21613,1.55926,-0.07625,-0.72481,-0.00427,0.00901,0.00074,23.22607,-0.22521,-0.02549,0.17767,0.11189,-0.00398,0.00659,-1.28539,0.00209,0.48363,944.07928
="2026/04/02 16:37:44.640",-0.15335,0.06693,-0.26317,1.39212,-0.00561,-0.7168,0.01348,0.02468,0.01326,0,-0.76838,0.00911,0.16481,0.03,-0.0263,-0.01539,-1.14156,-0.02882,0.1948,937.44751
="2026/04/02 16:37:44.660",-0.25901,0.05607,-0.21972,0.67936,-0.0559,0.11193,-0.00339,0.01047,0.01738,0,-0.80966,0.00882,-0.03497,0.21735,-0.07067,0.14785,-0.729,0.0514,-0.19361,917.55933
="2026/04/02 16:37:44.680",0.25024,0.0499,-0.18355,-0.09288,-0.07349,0.73862,0.02583,0.01346,-0.0015,0,-1.18908,0.06253,-0.01387,0.04565,-0.05032,0.12042,-0.24005,0.04522,-0.50323,888.35687
="2026/04/02 16:37:44.700",0.25456,0.0245,-0.10087,-0.62932,0.01054,0.86372,-0.00445,-0.00679,0.00106,0,-0.92115,0.04929,-0.19727,0.1252,-0.07038,0.1541,0.30566,0.05348,-0.74904,854.24615
="2026/04/02 16:37:44.720",0.39868,-0.00166,0.03189,-1.46893,-0.08731,1.66093,-0.01389,-0.01145,0.00936,0,-0.70906,0.06003,-0.24362,0.07048,-0.05875,0.14453,0.82746,0.09539,-0.88545,821.35669
="2026/04/02 16:37:44.740",0.61757,-0.02602,0.10502,-1.58354,0.02748,1.13537,-0.02631,-0.00181,0.00392,0,-0.43402,0.05873,-0.24142,-0.08323,-0.01915,0.05644,1.12304,0.02669,-0.78916,797.6366
="2026/04/02 16:37:44.760",0.28735,-0.05231,0.16741,-1.75524,0.00712,1.20438,0.01894,0.00739,0.00275,3.6984,0.22365,0.01945,-0.35046,0.01669,-0.02915,0.0514,1.2858,0.06547,-0.67711,784.52283
="2026/04/02 16:37:44.780",0.4752,-0.05234,0.2213,-1.50802,0.00313,0.82718,0.00664,0.00416,-0.00442,34.19603,0.38278,0.03235,-0.13662,-0.17264,0.03623,-0.04069,1.17249,0.00153,-0.32861,784.71338
="2026/04/02 16:37:44.800",0.08078,-0.04108,0.23875,-0.85303,0.09383,-0.10941,0.01936,-0.00317,-0.01172,62.72902,0.92066,-0.0133,-0.12947,-0.08699,0.02535,-0.06057,0.88132,-0.03062,0.03159,799.47632
="2026/04/02 16:37:44.820",-0.07536,-0.03383,0.20697,-0.37176,-0.00454,-0.20242,-0.00403,-0.01126,-0.02478,82.84548,1.01609,-0.02877,0.01402,-0.09691,0.04607,-0.12108,0.45277,-0.01441,0.3874,825.25244
="2026/04/02 16:37:44.840",-0.14545,-0.02885,0.13633,0.52546,0.09276,-1.21679,-0.00675,-0.00822,-0.00995,91.89258,0.92148,-0.02847,0.1437,-0.15933,0.05587,-0.14318,-0.12635,-0.08552,0.72147,858.46716
="2026/04/02 16:37:44.860",-0.5481,0.00843,0.03315,1.03325,0.01728,-1.23787,-0.00454,0.00065,0,88.12086,0.95136,-0.0643,0.16847,0.01769,0.04186,-0.04156,-0.58332,-0.04609,0.83394,891.12671
="2026/04/02 16:37:44.880",-0.32835,0.02543,-0.05318,1.51208,0.0223,-1.31499,0.00154,0.00118,0.0004,72.43465,0.37002,-0.03405,0.35506,-0.09806,0.05431,-0.10819,-1.00044,-0.07019,0.89187,918.45007
="2026/04/02 16:37:44.900",-0.55716,0.05524,-0.14056,1.78656,0.04161,-1.46448,-0.00202,-0.00337,0.00854,47.7219,0.16846,-0.05321,0.26439,0.08131,0.01204,-0.00519,-1.2076,-0.0492,0.7633,936.90057
="2026/04/02 16:37:44.920",-0.38458,0.05857,-0.18939,1.48572,-0.07295,-0.59498,-0.00621,-0.00049,0.00343,18.29059,-0.38877,-0.01956,0.24429,0.08778,-0.00217,-0.01056,-1.16826,0.0017,0.46314,941.98956
="2026/04/02 16:37:44.940",-0.13927,0.06641,-0.22467,1.28515,0.02453,-0.57319,0.00886,0.00427,-0.00428,0,-0.78877,0.00799,0.23114,0.07581,-0.01933,0.05953,-0.99687,-0.02211,0.12988,932.65594
="2026/04/02 16:37:44.960",-0.16981,0.05864,-0.2258,0.52532,-0.07386,0.43087,0.01277,-0.00224,-0.02064,0,-0.82305,0.00425,0.01745,0.20129,-0.0578,0.15336,-0.55943,0.05535,-0.31946,910.09784
="2026/04/02 16:37:44.980",0.32791,0.04355,-0.17418,-0.12448,-0.07216,0.85551,0.00038,-0.01719,-0.01426,0,-1.1557,0.05179,-0.00764,0.03635,-0.04514,0.11262,-0.10269,0.04403,-0.60466,880.13861
="2026/04/02 16:37:45.000",0.26076,0.0249,-0.08606,-0.73007,-0.01989,1.07987,0.02103,-0.00282,-0.01639,0,-0.79435,0.03858,-0.21147,0.13874,-0.05644,0.18153,0.42168,0.07335,-0.85248,847.32245
="2026/04/02 16:37:45.020",0.47216,-0.00948,0.00612,-1.41015,-0.07288,1.72799,-0.0016,0.00202,0.00511,0,-0.64744,0.05296,-0.26721,0.02116,-0.03683,0.10201,0.85362,0.09288,-0.9793,817.08221
="2026/04/02 16:37:45.040",0.56182,-0.02045,0.0906,-1.47447,0.04283,1.1256,-0.0083,-0.00204,-0.0099,0,-0.27396,0.05911,-0.28348,-0.07867,-0.02234,0.07678,1.08334,0.03962,-0.83242,796.12598
="2026/04/02 16:37:45.060",0.29765,-0.05615,0.17179,-1.67209,-0.02219,1.25049,0.00362,-0.00982,-0.00418,9.44398,0.30228,0.0209,-0.35594,-0.0137,-0.01307,0.05438,1.20894,0.0614,-0.65047,786.79797
="2026/04/02 16:37:45.080",0.4348,-0.05356,0.21583,-1.33128,0.02979,0.5383,-0.00457,-0.00329,-0.00448,38.75856,0.48579,0.03514,-0.17757,-0.18076,0.02027,-0.08076,1.00796,-0.0042,-0.24813,790.58032
="2026/04/02 16:37:45.100",-0.01082,-0.04919,0.22293,-0.7622,0.08025,-0.16084,-0.00608,-0.0097,-0.00128,64.85418,0.97949,-0.01059,-0.17577,-0.09666,0.02316,-0.06095,0.7383,-0.02035,0.12132,806.9433
="2026/04/02 16:37:45.120",-0.08186,-0.03597,0.20491,-0.25145,0.01832,-0.43452,-0.00555,-0.00341,-0.00491,82.83006,0.9747,-0.02127,0.03158,-0.14689,0.05267,-0.09817,0.2681,-0.03575,0.49877,833.14746
="2026/04/02 16:37:45.140",-0.25029,-0.00864,0.09666,0.58648,0.1077,-1.42483,0.00653,0.00124,-0.0076,89.32944,0.92595,-0.02015,0.12515,-0.12113,0.05773,-0.12597,-0.22241,-0.09907,0.82913,865.50665
="2026/04/02 16:37:45.160",-0.55004,0.00722,0.04821,1.00335,0.01908,-1.23864,-0.00737,-0.00358,0.00784,82.72135,0.81387,-0.05261,0.16807,0.01357,0.02967,-0.06869,-0.65173,-0.04679,0.92873,896.6427
="2026/04/02 16:37:45.180",-0.34267,0.03212,-0.05195,1.50067,0.05556,-1.45352,0.01059,0.00338,-0.00738,65.70683,0.26488,-0.03379,0.34193,-0.05677,0.04308,-0.10825,-1.00143,-0.08107,0.9517,921.62512
="2026/04/02 16:37:45.200",-0.55426,0.04609,-0.13477,1.60093,0.0275,-1.29299,-0.00104,-0.00042,-0.00431,41.00471,0.06729,-0.04911,0.29437,0.10152,-0.0039,-0.01348,-1.13739,-0.03539,0.73107,935.64642
="2026/04/02 16:37:45.220",-0.29309,0.04776,-0.18932,1.34778,-0.06265,-0.49481,-0.00207,-0.00652,-0.00504,12.37498,-0.51997,-0.0254,0.32622,0.08017,-0.00921,-0.00205,-1.07898,-0.0048,0.40242,936.72327
="2026/04/02 16:37:45.240",-0.10703,0.06297,-0.2324,1.14159,-0.00118,-0.37291,0.01901,-0.00286,0.00572,0,-0.77675,-0.011,0.24103,0.11513,-0.02717,0.06779,-0.86271,0.00061,0.04273,925.12103
="2026/04/02 16:37:45.260",-0.0553,0.0527,-0.19032,0.36205,-0.0979,0.67747,0.01126,0.00413,-0.00191,0,-0.88472,0.0082,0.06504,0.18125,-0.046,0.1443,-0.40996,0.06761,-0.40616,901.72711
="2026/04/02 16:37:45.280",0.36511,0.03249,-0.14731,-0.14689,-0.05489,0.97729,-0.00627,-0.00709,-0.01032,0,-1.08748,0.0557,-0.01285,0.03043,-0.03406,0.11067,0.03507,0.04878,-0.70336,872.07648
="2026/04/02 16:37:45.300",0.27163,0.01468,-0.0802,-0.78837,-0.04135,1.31122,-0.00335,-0.00394,0.00654,0,-0.70891,0.03501,-0.24826,0.13692,-0.06346,0.14007,0.52996,0.07726,-0.93972,840.99261
="2026/04/02 16:37:45.320",0.53524,0.00309,0.01323,-1.34916,-0.08134,1.67079,-0.02744,0.00192,0.00579,0,-0.56608,0.06673,-0.25034,-0.01217,-0.03001,0.09018,0.8893,0.08481,-0.98913,813.84515
="2026/04/02 16:37:45.340",0.48065,-0.02117,0.06706,-1.40621,0.03433,1.07315,0.01224,-0.01212,-0.01972,0,-0.1059,0.05221,-0.32549,-0.05622,-0.019,0.07017,1.06723,0.04188,-0.82796,795.48181
="2026/04/02 16:37:45.360",0.30932,-0.03392,0.15916,-1.56305,-0.01783,1.11367,-0.00326,-0.00257,-0.00441,15.36397,0.36072,0.0327,-0.36384,-0.05361,-0.00543,0.02756,1.10933,0.06085,-0.59286,788.89722
="2026/04/02 16:37:45.380",0.36252,-0.0435,0.20286,-1.1249,0.0625,0.23922,0.00874,-0.00251,0.00874,43.1039,0.55081,0.0267,-0.22383,-0.18766,0.04055,-0.04944,0.89394,-0.01192,-0.15707,796.3811
="2026/04/02 16:37:45.400",-0.10511,-0.03833,0.20498,-0.69425,0.06953,-0.35556,0.001,-0.00232,-0.00324,66.32536,1.00012,-0.00897,-0.21566,-0.07921,0.01825,-0.03184,0.57644,-0.01478,0.20892,815.16016
="2026/04/02 16:37:45.420",-0.08223,-0.02872,0.1854,-0.14169,0.03952,-0.68948,0.00205,-0.008,0.0041,81.38294,0.89643,-0.0029,0.00419,-0.16071,0.06354,-0.12899,0.13551,-0.04257,0.61275,842.00208
="2026/04/02 16:37:45.440",-0.33385,-0.01343,0.12813,0.63806,0.1152,-1.53165,0.00664,-0.0053,-0.00351,85.71415,0.89945,-0.03132,0.11405,-0.0931,0.05658,-0.11601,-0.32508,-0.09131,0.91566,872.98071
="2026/04/02 16:37:45.460",-0.53667,-0.00217,0.04165,0.99312,0.01774,-1.32644,0.02276,-0.00566,-0.01472,77.48287,0.66195,-0.05354,0.2115,0.00525,0.04018,-0.08026,-0.69107,-0.04568,0.99192,901.56024
="2026/04/02 16:37:45.480",-0.36143,0.01484,-0.0239,1.44976,0.05939,-1.52705,0.02178,0.00517,0.0056,59.39608,0.16531,-0.03636,0.38592,-0.03543,0.03277,-0.09349,-1.009,-0.09162,0.97767,923.65741
="2026/04/02 16:37:45.500",-0.54867,0.04517,-0.1105,1.46365,0.01437,-1.10805,0.00335,-0.00192,0.00264,33.90923,-0.04457,-0.04646,0.34095,0.13722,0.00385,0.01509,-1.07156,-0.02028,0.69877,934.88184
="2026/04/02 16:37:45.520",-0.22151,0.0529,-0.15468,1.23926,-0.06096,-0.43443,0.00041,0.00081,0.00205,6.74328,-0.62586,-0.02635,0.38025,0.07969,-0.00432,0.01709,-0.97363,-0.01258,0.35233,932.93317
="2026/04/02 16:37:45.540",-0.10632,0.05728,-0.19998,0.97389,-0.01338,-0.13415,0.00652,0.0054,-0.01195,0,-0.76931,-0.0105,0.26003,0.14214,-0.03977,0.08416,-0.67428,0.00648,-0.0357,918.44208
="2026/04/02 16:37:45.560",0.03898,0.05437,-0.17871,0.23457,-0.11004,0.92431,0.00282,-0.004,0.00004,0,-0.9188,0.00581,0.11876,0.16228,-0.05391,0.10387,-0.28487,0.07119,-0.50843,894.42786
="2026/04/02 16:37:45.580",0.3832,0.03515,-0.16839,-0.18518,-0.05627,1.06245,0.00686,0.00334,0.00181,0,-0.99318,0.03486,-0.0137,0.0345,-0.04334,0.08859,0.13894,0.06213,-0.795,865.6701
="2026/04/02 16:37:45.600",0.299,0.01251,-0.10156,-0.83844,-0.06561,1.51092,0.00459,0.00733,0.00359,0,-0.61773,0.04326,-0.22386,0.12146,-0.0479,0.16271,0.60166,0.09788,-1.0291,835.8736
="2026/04/02 16:37:45.620",0.56264,0.00297,0.00934,-1.28601,-0.07151,1.62299,0.02953,-0.00075,-0.00725,0,-0.47388,0.06115,-0.26529,-0.04925,-0.02406,0.07263,0.88436,0.07346,-1.00845,811.33221
="2026/04/02 16:37:45.640",0.42301,-0.01941,0.0693,-1.32043,0.02636,1.03292,-0.00964,-0.00523,-0.01013,0,0.04317,0.04829,-0.36863,-0.04749,-0.01702,0.08171,1.03928,0.04093,-0.82919,796.21552
="2026/04/02 16:37:45.660",0.2962,-0.04045,0.14901,-1.47179,-0.02181,0.97872,0.03492,0.00723,-0.00844,21.18424,0.40094,0.04219,-0.38243,-0.08853,-0.00633,0.01522,1.04222,0.05379,-0.53275,793.18347
="2026/04/02 16:37:45.680",0.27174,-0.03599,0.19039,-0.96362,0.07457,-0.01116,0.009,-0.0086,-0.00178,47.26377,0.63759,0.03752,-0.26723,-0.19242,0.02195,-0.06692,0.7473,-0.01466,-0.08188,802.91632
="2026/04/02 16:37:45.700",-0.15713,-0.03439,0.17843,-0.56587,0.06952,-0.46896,-0.00053,-0.00682,-0.00582,67.94777,1.01428,-0.00947,-0.26932,-0.07393,0.01822,-0.0415,0.4424,-0.01558,0.32052,822.56995
="2026/04/02 16:37:45.720",-0.1308,-0.02746,0.18283,0.01131,0.06993,-0.97881,0.0001,-0.00223,-0.00378,79.99004,0.82913,0.00306,-0.0157,-0.17509,0.04436,-0.09544,-0.00755,-0.0617,0.73341,849.66101
="2026/04/02 16:37:45.740",-0.42953,-0.01116,0.10923,0.65139,0.12137,-1.60649,0.00266,0.00542,0.0091,81.00944,0.83459,-0.03963,0.08889,-0.06949,0.03457,-0.08885,-0.4129,-0.07461,0.9655,879.1532
="2026/04/02 16:37:45.760",-0.51119,-0.00024,0.05047,0.9728,0.03503,-1.32052,-0.01353,0.00564,-0.00288,70.56969,0.5062,-0.04537,0.26369,-0.00905,0.02446,-0.07026,-0.72764,-0.05443,1.04883,905.6803
="2026/04/02 16:37:45.780",-0.3744,0.01042,-0.03424,1.38655,0.07881,-1.54832,0.00396,0.00489,0.0107,52.12413,0.07184,-0.04043,0.36313,-0.01065,0.02462,-0.095,-0.96887,-0.09695,0.97678,925.18469
="2026/04/02 16:37:45.800",-0.50259,0.03856,-0.1138,1.31101,0.00066,-0.92749,0.01422,0.00368,0.00756,28.42902,-0.15615,-0.05052,0.34884,0.13845,-0.00622,0.01531,-0.97236,-0.02414,0.64123,932.82141
="2026/04/02 16:37:45.820",-0.133,0.04748,-0.14766,1.14125,-0.04846,-0.33309,0.00355,0.003,0.00705,3.29873,-0.68783,-0.02577,0.41765,0.08432,-0.00518,0.00983,-0.85471,-0.00692,0.29072,927.97089
="2026/04/02 16:37:45.840",-0.08451,0.05244,-0.20393,0.8145,-0.03172,0.13038,0.00469,-0.00644,-0.01205,0,-0.76331,-0.02285,0.23989,0.15665,-0.03724,0.09248,-0.53454,0.01296,-0.15196,911.79492
="2026/04/02 16:37:45.860",0.14147,0.04702,-0.17741,0.12599,-0.1214,1.10307,0.00846,0.00519,0.00473,0,-0.91865,0.00564,0.12504,0.14198,-0.03992,0.09401,-0.11659,0.07902,-0.59537,886.36572
="2026/04/02 16:37:45.880",0.40416,0.03158,-0.14824,-0.25652,-0.05579,1.18395,0.01065,-0.00029,0.01042,0,-0.88465,0.03504,0.00005,0.03665,-0.04296,0.09604,0.26435,0.061,-0.86474,857.35272
="2026/04/02 16:37:45.900",0.33783,0.01431,-0.07795,-0.87888,-0.09111,1.64615,0.00169,-0.00513,0.00423,0,-0.52639,0.03133,-0.24552,0.09827,-0.05194,0.12076,0.66054,0.10317,-1.07694,829.89325
="2026/04/02 16:37:45.920",0.57685,0.00101,0.00438,-1.16081,-0.05773,1.55538,0.00921,0.00509,0.00352,0,-0.36179,0.05767,-0.30441,-0.07812,-0.02062,0.03916,0.8857,0.08091,-1.00705,809.13135
="2026/04/02 16:37:45.940",0.36613,-0.01629,0.05808,-1.24229,0.01693,1.04459,0.00863,0.00462,-0.00668,3.25389,0.17756,0.05688,-0.41535,-0.05601,-0.01745,0.04674,0.9775,0.05247,-0.82928,797.97314
="2026/04/02 16:37:45.960",0.29284,-0.02063,0.13421,-1.28009,-0.01315,0.81765,0.00298,-0.01343,-0.02821,27.31776,0.46444,0.05217,-0.40965,-0.13061,0.01172,-0.00631,0.88181,0.04644,-0.47374,798.25348
="2026/04/02 16:37:45.980",0.16698,-0.03886,0.16099,-0.80126,0.0845,-0.21431,0.01153,-0.01043,-0.01644,50.53834,0.70936,0.04119,-0.30809,-0.17815,0.02648,-0.04791,0.62227,-0.02917,-0.01126,810.30023
="2026/04/02 16:37:46.000",-0.19085,-0.03339,0.17648,-0.4761,0.05892,-0.59628,0.00344,-0.00015,-0.00107,68.31807,0.97332,0.00528,-0.2474,-0.09014,0.02211,-0.05304,0.29376,-0.02062,0.42447,831.49194
="2026/04/02 16:37:46.020",-0.17697,-0.02411,0.15332,0.12586,0.08763,-1.20626,-0.00064,-0.0099,-0.01227,77.01728,0.79101,0.00246,0.00061,-0.16465,0.04179,-0.10416,-0.13788,-0.08159,0.80659,858.69208
="2026/04/02 16:37:46.040",-0.49197,-0.01192,0.10633,0.66459,0.1092,-1.66298,0.00487,-0.00298,0.00792,75.28158,0.77343,-0.03672,0.09989,-0.03256,0.02762,-0.07883,-0.49507,-0.07282,1.03965,886.13116
="2026/04/02 16:37:46.060",-0.46957,0.00028,0.07068,0.95433,0.04113,-1.39527,-0.00112,0.01024,0.00371,64.15113,0.36308,-0.04033,0.26803,-0.01783,0.03222,-0.05362,-0.75902,-0.06693,1.07054,909.0343
="2026/04/02 16:37:46.080",-0.39054,0.022,-0.02207,1.31666,0.07469,-1.50537,0.00285,-0.00091,-0.01331,45.48506,-0.00699,-0.04606,0.40805,0.03857,0.02119,-0.04072,-0.92431,-0.08059,0.96001,924.20776
="2026/04/02 16:37:46.100",-0.43643,0.02876,-0.08343,1.16967,-0.01252,-0.72422,0.01361,-0.00556,0.00247,21.84518,-0.29236,-0.05,0.37567,0.13634,-0.02242,0.01268,-0.8647,-0.01985,0.5951,928.19623
="2026/04/02 16:37:46.120",-0.07809,0.0454,-0.14321,1.02424,-0.04034,-0.18604,-0.00173,-0.00237,0.00223,0,-0.74072,-0.02542,0.43812,0.07802,-0.00158,0.02082,-0.70334,-0.01419,0.20637,921.11688
="2026/04/02 16:37:46.140",-0.06292,0.04341,-0.17998,0.64541,-0.04874,0.38979,0.00772,0.00409,0.00169,0,-0.76839,-0.02409,0.26659,0.16671,-0.03415,0.0831,-0.38235,0.03332,-0.25477,903.13348
="2026/04/02 16:37:46.160",0.24329,0.05329,-0.17027,0.03738,-0.12494,1.24159,-0.00167,-0.0129,-0.01068,0,-0.92622,0.00713,0.13842,0.11074,-0.04636,0.07752,0.01396,0.0685,-0.67304,877.62311
="2026/04/02 16:37:46.180",0.40948,0.03827,-0.1412,-0.30434,-0.05422,1.29125,0.01447,0.00355,-0.00444,0,-0.76749,0.02475,-0.03447,0.05325,-0.03901,0.10195,0.37078,0.07245,-0.96987,850.66321
="2026/04/02 16:37:46.200",0.36962,0.02907,-0.10068,-0.88733,-0.10427,1.74413,0.02735,0.00587,-0.00396,0,-0.4483,0.03715,-0.2325,0.05462,-0.04167,0.10673,0.70137,0.11038,-1.10463,826.23901
="2026/04/02 16:37:46.220",0.57211,0.00357,-0.00369,-1.08679,-0.05288,1.43718,-0.01416,-0.01223,0.00421,0,-0.23805,0.06731,-0.32458,-0.08441,-0.0123,0.04172,0.85982,0.06937,-1.02864,808.60559
="2026/04/02 16:37:46.240",0.28878,-0.01641,0.04421,-1.16235,-0.00218,0.97004,-0.0027,-0.00986,-0.01387,8.63903,0.29692,0.05899,-0.46944,-0.068,-0.02193,0.05663,0.90162,0.06546,-0.79192,800.16113
="2026/04/02 16:37:46.260",0.27166,-0.01819,0.11514,-1.10975,0.00174,0.57164,0.00565,-0.00372,-0.0131,31.77577,0.50103,0.05529,-0.43181,-0.14926,0.01031,-0.03126,0.7806,0.03084,-0.37719,803.14471
="2026/04/02 16:37:46.280",0.08107,-0.02601,0.16184,-0.65935,0.09724,-0.41441,-0.0056,-0.00626,-0.00569,52.63559,0.78172,0.04388,-0.36296,-0.17896,0.01136,-0.03123,0.47804,-0.02752,0.10757,817.34869
="2026/04/02 16:37:46.300",-0.23535,-0.02634,0.16058,-0.35821,0.0597,-0.75385,0.00432,-0.0042,-0.00147,66.78599,0.90872,0.00749,-0.22601,-0.10584,0.02234,-0.04612,0.15876,-0.0295,0.52063,839.20001
="2026/04/02 16:37:46.320",-0.22564,-0.01496,0.17217,0.22804,0.10326,-1.41738,0.00828,-0.00427,0.00531,73.43105,0.72978,0.00538,-0.03877,-0.16129,0.04759,-0.10109,-0.24517,-0.0788,0.91873,865.26007
="2026/04/02 16:37:46.340",-0.52523,-0.01627,0.10112,0.6529,0.10208,-1.67414,-0.01272,-0.01091,0.01171,70.87881,0.68073,-0.02608,0.11281,-0.01177,0.01791,-0.06266,-0.57075,-0.07119,1.06837,890.60889
="2026/04/02 16:37:46.360",-0.42529,0.00648,0.06678,0.92166,0.04952,-1.43358,0.01233,-0.00469,0.00515,59.23609,0.22072,-0.03953,0.31397,-0.0169,0.02193,-0.05824,-0.78057,-0.08367,1.0826,910.76874
="2026/04/02 16:37:46.380",-0.415,0.02446,-0.02758,1.21344,0.0801,-1.40916,0.00315,0.0006,-0.00206,39.81884,-0.08361,-0.04595,0.41851,0.05992,0.01007,-0.04175,-0.86035,-0.06715,0.91585,922.52887
="2026/04/02 16:37:46.400",-0.35735,0.03115,-0.08953,1.01185,-0.02496,-0.55741,0.01113,-0.00155,-0.00306,16.61289,-0.38009,-0.05113,0.42971,0.14945,-0.01661,0.01688,-0.77621,-0.0146,0.53871,923.57544
="2026/04/02 16:37:46.420",-0.01812,0.0427,-0.13167,0.89734,-0.04012,-0.0352,0.00834,-0.00124,-0.0116,0,-0.75487,-0.02227,0.4604,0.09243,-0.01582,-0.00442,-0.57674,-0.00652,0.12527,914.3277
