time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSGD00003.chdata,WSGD00004.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ
="2026/04/02 15:51:10.680",-0.45731,-0.17714,0.72494,1.51799,0.25151,-0.27315,22.08643,879.16089,0.40727,-0.00385,0.30382,-2.8277,-0.0025,-0.0464,-0.05754,-0.05209,0.05572,-0.57734,-0.05187,-0.05248
="2026/04/02 15:51:10.700",-0.67511,-0.18805,0.12528,1.41162,0.10805,0.99127,21.79861,879.59955,0.72385,-0.03161,-0.15619,-2.12207,-0.05545,0.13428,-0.77108,-0.02878,0.66801,-0.40555,0.0118,-0.08955
="2026/04/02 15:51:10.720",-0.4392,-0.19672,0.37442,0.94706,0.67312,-0.4595,22.08937,878.77136,0.08788,0.14327,0.16397,-2.555,-0.20515,0.44534,0.07414,-0.02205,-0.10931,-0.20639,-0.06475,0.02246
="2026/04/02 15:51:10.740",-0.37768,-0.13003,0.36232,0.9033,0.02127,0.7276,21.98435,876.13055,0.45429,-0.13978,-0.67127,-1.77412,-0.02984,0.34241,0.05907,0.17186,-0.43912,0.26362,-0.1185,-0.08226
="2026/04/02 15:51:10.760",-0.28791,0.19244,-0.38891,0.45129,-0.31773,0.37389,22.279,873.18311,0.10256,0.09428,-0.3782,-1.31122,-0.06253,0.22436,0.16257,0.01227,-0.09562,0.36998,-0.02898,-0.07215
="2026/04/02 15:51:10.780",-0.26838,-0.1482,-0.70226,-0.05502,0.15806,-0.83646,23.24122,869.44983,0.1296,0.16334,-0.68797,-0.80728,-0.18279,0.04856,0.46674,-0.15006,-0.65536,0.70781,-0.04422,-0.01931
="2026/04/02 15:51:10.800",-0.23925,-0.10108,-0.87703,-0.44464,-0.03737,0.4752,23.70533,864.60944,0.04176,-0.00964,-1.14801,0.10959,-0.11939,-0.1472,0.08929,-0.00801,-0.21768,1.02328,-0.0719,-0.05581
="2026/04/02 15:51:10.820",0.15889,-0.03594,-1.26692,-0.90296,0.08085,-0.9506,25.409,860.79803,-0.20087,0.17339,-0.7832,0.57674,-0.06252,-0.02358,0.78194,0.00757,-0.50528,1.14365,-0.02353,0.00457
="2026/04/02 15:51:10.840",0.06321,-0.28995,-0.94071,-1.47425,-0.10194,-0.04256,26.91192,858.29205,0.10203,-0.01253,-1.40758,1.20743,-0.01882,-0.22833,0.42632,-0.06725,-0.52165,1.05732,-0.06642,0.00205
="2026/04/02 15:51:10.860",0.28908,0.13434,-1.28236,-1.46347,-0.39796,-0.2159,27.3846,856.60107,-0.01978,0.05369,-1.42704,2.00101,-0.02957,-0.60845,0.51246,-0.16784,-0.47802,0.40973,0.02222,0.02813
="2026/04/02 15:51:10.880",0.18818,0.15518,-1.38486,-1.86687,-0.36889,-0.79992,27.50727,856.37714,-0.15846,0.12986,-0.45855,2.03341,-0.02381,-0.62433,0.756,-0.18915,-0.40132,1.208,0.04398,0.04375
="2026/04/02 15:51:10.900",0.3761,0.43557,-0.36506,-1.93995,-0.65194,0.28576,25.80892,856.7879,-0.22264,-0.08118,-0.60232,2.23414,-0.07414,-0.24523,0.68001,-0.09626,-1.05792,1.02786,0.00868,0.06856
="2026/04/02 15:51:10.920",0.33812,0.48917,-1.08367,-1.12728,-1.27784,0.32359,24.24839,857.59821,-0.49289,-0.14562,-0.81322,2.67365,0.05475,-0.87713,-0.03493,-0.05204,-0.08183,0.60812,-0.07205,-0.03322
="2026/04/02 15:51:10.940",0.15136,0.24041,-1.06928,-2.1233,-0.38477,-0.90024,22.26205,858.09949,-0.59394,0.18891,0.04491,2.53238,-0.06966,-0.6656,0.56758,-0.13691,-0.60848,0.38897,0.05408,-0.00176
="2026/04/02 15:51:10.960",0.41213,0.00981,-0.31445,-1.46443,-0.26218,-0.04407,18.87718,858.12543,-0.5793,-0.11858,-0.30286,2.50798,0.05554,-0.30397,0.16552,0.09908,-0.09182,0.30588,-0.07955,0.05142
="2026/04/02 15:51:10.980",0.3963,0.26714,0.13434,-0.87928,-0.3689,-0.03885,16.16281,859.25421,-0.62511,0.01992,0.45542,2.20941,0.05696,-0.15259,0.05692,0.117,0.25819,0.15098,-0.04357,0.12908
="2026/04/02 15:51:11.000",0.31712,-0.07066,0.27383,-1.20342,0.09643,-0.49831,12.57544,860.133,-0.47129,-0.02723,0.92925,1.73838,-0.08059,0.16237,0.08201,0.03146,-0.34606,-0.1967,0.01195,-0.01067
="2026/04/02 15:51:11.020",0.3914,-0.0782,0.33115,0.30289,-0.01594,0.38931,10.32136,861.11969,-0.43746,-0.17779,0.6789,1.55173,0.00149,-0.2958,-0.46148,0.05033,0.55758,-0.54642,0.03816,0.04414
="2026/04/02 15:51:11.040",0.24719,0.23964,0.4992,-0.03482,0.10177,-0.55229,10.13071,860.89062,-0.36981,0.00897,1.25365,0.55414,-0.00716,-0.053,-0.13118,0.10186,0.27672,-0.85867,0.04802,0.02308
="2026/04/02 15:51:11.060",0.25546,-0.14589,1.11878,0.6222,0.26384,0.34999,9.39396,860.12311,-0.19219,-0.06349,0.98761,-0.30201,0.00015,0.42073,-0.39246,0.14471,0.54813,-0.84701,0.04323,-0.02638
="2026/04/02 15:51:11.080",0.22206,-0.02893,1.25503,1.37848,0.26998,0.47231,9.65244,860.70197,0.00487,-0.10489,1.01208,-0.62193,0.16066,0.50873,-0.37435,0.11588,0.72332,-0.99488,0.05496,-0.03028
="2026/04/02 15:51:11.100",-0.0566,-0.03119,0.96298,1.08197,0.41096,-0.18022,12.14032,861.41907,0.55074,-0.0411,0.56812,-1.64357,0.03359,0.66777,-0.46715,0.11995,0.34313,-0.89073,0.01267,-0.02096
="2026/04/02 15:51:11.120",-0.04288,-0.37565,0.94271,1.87205,0.6505,0.45451,15.6133,863.45905,0.29786,0.14562,1.43762,-2.01552,0.03962,0.54125,-0.67413,-0.02935,0.76324,-1.49302,0.02694,-0.05883
="2026/04/02 15:51:11.140",-0.2513,-0.20342,1.02504,1.93805,0.81979,-0.0015,18.45039,865.90588,0.75604,-0.14774,0.49511,-2.5074,0.10242,0.37971,-0.62137,0.11504,0.97144,-0.78406,0.03745,0.03122
="2026/04/02 15:51:11.160",-0.31054,0.02464,1.03711,1.91217,0.23831,1.02828,21.65064,869.26227,0.28781,-0.04327,0.7868,-3.24608,0.13062,0.55402,-0.79964,0.05704,0.36025,-0.66582,0.07153,0.09333
="2026/04/02 15:51:11.180",-0.38403,-0.1656,0.63068,1.46318,0.2762,-0.25757,25.03818,872.85669,0.53669,-0.00067,0.28806,-2.87261,-0.02292,0.01973,-0.06075,-0.03865,0.07367,-0.55032,-0.03924,0.00618
="2026/04/02 15:51:11.200",-0.62497,-0.19221,0.07037,1.48835,0.18932,0.89307,26.6831,874.86975,0.83761,-0.02804,-0.19734,-2.09724,-0.04712,0.15768,-0.77027,-0.01665,0.60806,-0.41213,0.05847,-0.03255
="2026/04/02 15:51:11.220",-0.45224,-0.18398,0.34849,1.02844,0.68629,-0.65396,27.45875,876.85712,0.23694,0.14107,0.10395,-2.53448,-0.18749,0.39798,-0.02938,-0.01423,-0.0687,-0.18726,-0.08982,0.04815
="2026/04/02 15:51:11.240",-0.47614,-0.11537,0.42289,0.98765,0.03684,0.57413,27.88116,877.23401,0.57204,-0.11401,-0.77027,-1.85503,-0.02076,0.32159,-0.07904,0.17745,-0.39287,0.23007,-0.15178,-0.11904
="2026/04/02 15:51:11.260",-0.37815,0.16324,-0.22443,0.60586,-0.34311,0.10695,28.37086,877.12823,0.18474,0.05334,-0.42857,-1.17788,-0.01517,0.16546,0.11639,0.01705,-0.16213,0.28014,0.00694,-0.0718
="2026/04/02 15:51:11.280",-0.39405,-0.16168,-0.56418,0.02313,0.07079,-1.04988,28.44266,876.37189,0.12259,0.16999,-0.63642,-0.78027,-0.14885,-0.00019,0.37429,-0.12989,-0.62227,0.79955,-0.04624,0.02951
="2026/04/02 15:51:11.300",-0.36792,-0.09858,-0.7961,-0.35619,-0.0546,0.27037,26.6384,873.46417,0.0108,0.02682,-1.14284,0.17096,-0.11391,-0.21891,0.05551,-0.01557,-0.29375,1.08538,-0.04742,-0.06272
="2026/04/02 15:51:11.320",0.0377,-0.0305,-1.20483,-0.8552,0.0474,-1.0283,24.48601,869.49481,-0.27338,0.18052,-0.7843,0.60123,-0.10657,0.19767,0.74104,0.01234,-0.52384,1.10516,-0.04471,0.02439
="2026/04/02 15:51:11.340",0.02594,-0.27937,-0.85321,-1.45423,-0.11486,-0.01331,22.62087,864.96552,-0.02767,0.01637,-1.33969,1.19703,-0.04709,-0.10239,0.40305,-0.0647,-0.49401,1.0937,-0.02961,0.02775
="2026/04/02 15:51:11.360",0.25343,0.10054,-1.24811,-1.50804,-0.42386,-0.16424,21.01905,860.0199,-0.14645,0.0396,-1.3854,1.97916,-0.064,-0.53052,0.52833,-0.14088,-0.4734,0.36015,0.00948,0.00108
="2026/04/02 15:51:11.380",0.25453,0.10267,-1.38168,-1.98758,-0.41709,-0.66585,20.40273,855.7431,-0.30068,0.13757,-0.4049,2.05746,-0.04717,-0.6204,0.78235,-0.17764,-0.36425,1.2447,0.03498,0.04769
="2026/04/02 15:51:11.400",0.46867,0.43765,-0.44495,-2.04924,-0.65256,0.47704,19.50135,852.53876,-0.32974,-0.08748,-0.53542,2.22079,-0.0555,-0.19628,0.73898,-0.09608,-1.04642,1.0932,0.01541,0.05338
="2026/04/02 15:51:11.420",0.47296,0.52514,-1.14457,-1.23135,-1.28642,0.62953,19.65104,850.34717,-0.54229,-0.17649,-0.71959,2.65913,0.03871,-0.91219,0.06383,-0.1075,-0.04477,0.55346,-0.05872,-0.02677
="2026/04/02 15:51:11.440",0.25335,0.29965,-1.15699,-2.20254,-0.39483,-0.76145,20.37398,849.55939,-0.60436,0.21313,0.06777,2.53945,-0.03545,-0.64592,0.62123,-0.14119,-0.61398,0.36868,0.01657,-0.02625
="2026/04/02 15:51:11.460",0.53016,0.00203,-0.48472,-1.48717,-0.28238,0.0484,19.62506,850.14771,-0.50388,-0.13202,-0.34455,2.52076,0.0486,-0.31113,0.20567,0.10082,-0.15729,0.19573,0.00637,-0.02521
="2026/04/02 15:51:11.480",0.48496,0.2392,-0.0064,-0.8619,-0.3474,0.06753,19.13898,852.66095,-0.52125,0.01466,0.46189,2.21314,0.0455,-0.21562,0.03507,0.15379,0.22842,0.16934,-0.04476,0.08151
="2026/04/02 15:51:11.500",0.34121,-0.06351,0.22948,-1.16557,0.08495,-0.55019,18.59215,855.83545,-0.34241,-0.03113,0.86364,1.77854,-0.06477,0.08775,0.10711,0.04731,-0.24106,-0.22994,-0.00196,0.00869
="2026/04/02 15:51:11.520",0.31565,-0.05206,0.35375,0.38293,-0.06057,0.2888,17.77925,860.45953,-0.29751,-0.18018,0.56215,1.564,0.02297,-0.23825,-0.43125,0.03345,0.54958,-0.40201,0.03162,0.06333
="2026/04/02 15:51:11.540",0.22917,0.22671,0.55641,0.09353,0.09503,-0.8358,16.7787,863.61346,-0.28621,-0.0015,1.22179,0.4472,-0.00453,0.02156,-0.19902,0.09462,0.24596,-0.81793,0.0595,0.06641
="2026/04/02 15:51:11.560",0.10511,-0.20473,1.25981,0.78036,0.2446,0.11263,15.36692,865.67401,-0.10412,-0.07492,0.91887,-0.17826,-0.03339,0.46019,-0.43155,0.09367,0.58246,-0.86171,0.06754,0.01102
="2026/04/02 15:51:11.580",0.06823,-0.05924,1.38463,1.54797,0.33175,0.34698,14.25229,868.06561,0.01452,-0.07149,1.02458,-0.72451,0.13054,0.46577,-0.41894,0.11649,0.59985,-0.97343,0.05506,-0.00545
="2026/04/02 15:51:11.600",-0.16746,-0.03588,1.00314,1.15816,0.46515,-0.43725,13.41891,870.47052,0.51697,-0.04874,0.56902,-1.62889,0.00857,0.58917,-0.49975,0.12732,0.38681,-0.89637,-0.00798,-0.01456
="2026/04/02 15:51:11.620",-0.12028,-0.40323,1.05687,1.93166,0.64919,0.3173,12.73822,872.56403,0.23563,0.11822,1.4844,-2.00031,0.04603,0.62662,-0.71475,-0.01759,0.75816,-1.46708,0.01484,-0.08727
="2026/04/02 15:51:11.640",-0.32512,-0.19433,1.2505,1.93244,0.86736,-0.04525,12.80863,871.9433,0.61731,-0.17412,0.5749,-2.48034,0.13096,0.45002,-0.61256,0.11964,0.94072,-0.83593,0.06766,0.04867
="2026/04/02 15:51:11.660",-0.25956,0.05007,0.97843,1.82661,0.29258,1.13105,14.2291,870.52155,0.17926,-0.03192,0.7667,-3.26277,0.13957,0.59557,-0.8065,0.04045,0.33775,-0.65091,0.1135,0.0932
="2026/04/02 15:51:11.680",-0.34474,-0.15835,0.60907,1.38515,0.23313,0.02013,17.49588,869.7392,0.38359,-0.02645,0.31102,-2.8511,-0.00324,0.01674,-0.03321,-0.06127,0.09466,-0.61382,-0.04721,-0.04489
="2026/04/02 15:51:11.700",-0.48951,-0.18434,-0.09541,1.35322,0.10115,1.06211,21.1083,869.50323,0.70181,0.03373,-0.15281,-2.12683,-0.06001,0.07452,-0.65446,-0.00862,0.66216,-0.55772,0.00654,-0.10315
="2026/04/02 15:51:11.720",-0.30457,-0.2032,0.29612,0.84109,0.69266,-0.31032,24.56416,870.11029,0.22683,0.12229,0.04518,-2.55703,-0.19083,0.39423,0.11736,0.02018,-0.0509,-0.16871,-0.09977,0.03243
="2026/04/02 15:51:11.740",-0.27725,-0.14208,0.47614,0.91036,0.00425,0.7981,27.38205,869.3714,0.58292,-0.11136,-0.77132,-1.84561,-0.03233,0.24549,0.02294,0.1892,-0.33716,0.16191,-0.17827,-0.08927
="2026/04/02 15:51:11.760",-0.25428,0.18904,-0.22752,0.56919,-0.31934,0.37324,29.55756,869.19232,0.22054,-0.01055,-0.34551,-1.25611,0.01344,0.13248,0.17071,-0.03846,-0.09779,0.35987,-0.04564,0.03689
="2026/04/02 15:51:11.780",-0.33393,-0.13492,-0.57895,-0.03176,0.04172,-0.99183,30.85261,869.96637,0.20034,0.15595,-0.70336,-0.78267,-0.13219,-0.15812,0.38985,-0.16379,-0.78735,0.828,-0.06516,0.01978
="2026/04/02 15:51:11.800",-0.29988,-0.05441,-0.82212,-0.29555,-0.07266,0.20003,30.84243,870.14307,0.15663,0.00759,-1.25624,0.1537,-0.1398,-0.28548,0.04286,-0.06885,-0.28787,1.09409,-0.03438,-0.0283
="2026/04/02 15:51:11.820",-0.03553,-0.011,-1.17504,-0.69425,0.06227,-1.13301,31.02316,870.12384,-0.15233,0.21638,-0.78472,0.59467,-0.09088,0.14735,0.73243,-0.01736,-0.53483,1.09511,-0.0395,-0.00202
="2026/04/02 15:51:11.840",-0.08394,-0.25651,-0.80623,-1.34914,-0.01387,-0.26775,29.63021,869.02069,0.07098,0.02877,-1.43453,1.19394,-0.05789,-0.02973,0.3727,-0.05049,-0.59356,1.01936,-0.04382,0.0001
="2026/04/02 15:51:11.860",0.11882,0.11762,-1.15463,-1.40867,-0.39743,-0.39307,26.58842,866.54248,-0.0799,0.03774,-1.39269,1.92048,-0.07103,-0.47253,0.47068,-0.12111,-0.47767,0.47402,0.0276,0.04458
="2026/04/02 15:51:11.880",0.1051,0.10416,-1.21575,-1.86349,-0.42978,-0.90391,23.78375,864.13525,-0.29839,0.13062,-0.3845,2.03962,-0.07786,-0.62422,0.72398,-0.15615,-0.40657,1.26508,0.0496,0.04943
="2026/04/02 15:51:11.900",0.32682,0.42858,-0.29564,-1.9714,-0.66216,0.30273,19.70483,860.74603,-0.37457,-0.06792,-0.53335,2.24648,-0.07363,-0.23237,0.7069,-0.07542,-1.03435,0.95368,-0.0187,0.08155
="2026/04/02 15:51:11.920",0.3838,0.50406,-1.05778,-1.20571,-1.24274,0.46769,16.51931,857.03406,-0.61183,-0.13311,-0.77209,2.63924,0.03529,-0.94728,-0.03941,-0.0966,-0.06202,0.54535,-0.09783,0.02641
="2026/04/02 15:51:11.940",0.24754,0.29051,-1.14595,-2.22024,-0.35456,-0.67658,15.21965,853.64825,-0.71729,0.22402,0.13297,2.56033,-0.06564,-0.70155,0.64199,-0.14429,-0.56574,0.3349,0.01954,-0.03427
="2026/04/02 15:51:11.960",0.57762,0.02028,-0.47275,-1.61105,-0.30441,0.22491,13.61015,851.17731,-0.63066,-0.14692,-0.24322,2.48933,0.04528,-0.33954,0.23258,0.08089,-0.13055,0.01866,-0.00921,-0.01395
="2026/04/02 15:51:11.980",0.55758,0.256,-0.04555,-1.03977,-0.39213,0.29421,13.28079,850.23737,-0.62304,-0.01659,0.50386,2.21836,0.07915,-0.18303,0.07497,0.11203,0.36611,0.13519,-0.06121,0.10834
="2026/04/02 15:51:12.000",0.46119,-0.04319,0.155,-1.29275,0.04834,-0.26775,14.08071,849.87781,-0.41365,-0.0511,0.94435,1.69644,-0.06169,0.05185,0.16173,0.05598,-0.24803,-0.20951,0.00659,-0.01164
="2026/04/02 15:51:12.020",0.48497,-0.07437,0.24534,0.28166,-0.04086,0.55487,15.08773,852.00262,-0.28176,-0.16242,0.50742,1.57486,0.00849,-0.31609,-0.40354,0.03074,0.51547,-0.3405,0.06934,0.00328
="2026/04/02 15:51:12.040",0.3236,0.24379,0.36356,0.00763,0.07902,-0.62638,15.65304,854.98376,-0.23511,0.00908,1.24337,0.47221,-0.01535,0.08558,-0.08998,0.10227,0.17711,-0.78868,0.02562,0.04434
="2026/04/02 15:51:12.060",0.21206,-0.16032,1.1165,0.7235,0.20861,0.15633,16.53436,858.55676,-0.0127,-0.05681,0.93785,-0.21307,-0.03523,0.41403,-0.40549,0.11505,0.41426,-0.84547,0.06764,-0.01491
="2026/04/02 15:51:12.080",0.13868,-0.05917,1.23015,1.49928,0.34882,0.29032,18.60667,863.80249,0.13696,-0.06219,1.01622,-0.58462,0.14206,0.39975,-0.44605,0.09306,0.66226,-1.02638,0.04167,0.00026
="2026/04/02 15:51:12.100",-0.20806,-0.03954,0.98863,1.23396,0.49831,-0.59177,19.83564,868.81531,0.64311,-0.06941,0.53313,-1.6451,0.01318,0.53,-0.49269,0.13616,0.36394,-0.91554,-0.00013,0.00949
="2026/04/02 15:51:12.120",-0.21748,-0.41148,1.12219,2.02447,0.6487,0.18551,19.90421,873.61206,0.36209,0.13472,1.39714,-1.97094,0.05408,0.68907,-0.73315,-0.02322,0.75372,-1.5046,0.0142,-0.09173
="2026/04/02 15:51:12.140",-0.41117,-0.23983,1.21173,2.05812,0.89091,-0.24201,19.74082,876.38232,0.68449,-0.14789,0.55773,-2.5716,0.09924,0.37612,-0.62334,0.14783,0.91189,-0.72525,0.06729,0.00522
="2026/04/02 15:51:12.160",-0.42132,-0.05727,1.15525,1.93608,0.32212,0.87066,19.52542,877.90985,0.25188,-0.03368,0.73811,-3.27808,0.1422,0.58674,-0.88476,0.05586,0.45126,-0.65279,0.06377,0.0607
="2026/04/02 15:51:12.180",-0.43686,-0.24134,0.68624,1.51526,0.22896,-0.1675,20.05303,878.13318,0.38705,-0.02028,0.31179,-2.80338,-0.01463,0.03884,-0.08236,-0.01325,0.08489,-0.63899,-0.0055,-0.00557
="2026/04/02 15:51:12.200",-0.59853,-0.28518,0.10818,1.4071,0.14816,0.87697,19.68761,877.29724,0.64212,0.06931,-0.11063,-2.13135,-0.04371,0.06646,-0.69668,-0.0307,0.74246,-0.51102,0.03749,-0.07409
="2026/04/02 15:51:12.220",-0.36172,-0.19412,0.4315,0.83442,0.63346,-0.33133,19.70969,875.33301,0.14942,0.13676,0.13569,-2.53823,-0.20202,0.4575,0.04111,-0.00952,0.00691,-0.13381,-0.07451,0.02746
="2026/04/02 15:51:12.240",-0.29304,-0.08686,0.48333,0.85795,-0.02434,0.78107,20.90589,872.20685,0.45486,-0.10249,-0.67066,-1.88081,-0.09255,0.33263,0.06708,0.1451,-0.39519,0.19389,-0.16362,-0.15947
="2026/04/02 15:51:12.260",-0.19671,0.22019,-0.33132,0.3979,-0.27417,0.5401,22.70402,869.49261,0.12611,-0.01818,-0.21593,-1.19536,-0.07847,0.1231,0.20725,-0.05611,-0.168,0.31929,-0.04332,-0.02547
="2026/04/02 15:51:12.280",-0.26288,-0.11229,-0.68175,-0.13371,0.0117,-0.73243,25.0039,867.01624,0.12647,0.13075,-0.67076,-0.66226,-0.19603,-0.17471,0.48922,-0.20073,-0.69895,0.70192,-0.06773,0.00134
="2026/04/02 15:51:12.300",-0.21418,-0.07571,-0.97,-0.45315,-0.10145,0.37053,26.80454,864.34607,0.12632,0.03971,-1.1853,0.12826,-0.16143,-0.36035,0.14146,-0.02591,-0.32253,1.10914,-0.0274,-0.0821
="2026/04/02 15:51:12.320",0.12891,-0.01014,-1.22348,-0.83793,0.0072,-0.89697,28.63987,861.7417,-0.14299,0.16681,-0.79639,0.62525,-0.08382,0.06566,0.79213,0.03205,-0.54855,1.16333,-0.05826,-0.01637
="2026/04/02 15:51:12.340",0.01871,-0.28906,-0.94422,-1.35189,-0.08152,-0.15613,29.36987,860.19928,0.1349,0.06701,-1.42116,1.24936,-0.03949,-0.07064,0.41786,-0.06686,-0.59544,0.99617,-0.03532,0.016
="2026/04/02 15:51:12.360",0.18461,0.0785,-1.33214,-1.43991,-0.33309,-0.36783,28.85025,859.39966,0.02977,0.0383,-1.44675,1.9609,-0.05246,-0.49201,0.47451,-0.135,-0.46409,0.45017,0.03051,0.02215
="2026/04/02 15:51:12.380",0.13393,0.09335,-1.31614,-1.8374,-0.3798,-0.88969,27.64359,859.34521,-0.17255,0.13493,-0.4866,2.05454,-0.0347,-0.55218,0.75183,-0.16701,-0.43153,1.30085,0.05318,0.08116
="2026/04/02 15:51:12.400",0.3019,0.41844,-0.31322,-1.91569,-0.65935,0.20775,25.69521,859.44922,-0.25765,-0.08453,-0.56928,2.26515,-0.06088,-0.23788,0.6731,-0.08314,-1.0625,1.05301,0.01566,0.05215
="2026/04/02 15:51:12.420",0.28785,0.54103,-0.9441,-1.14521,-1.27601,0.32052,23.63794,859.4563,-0.51345,-0.13402,-0.74034,2.687,0.03856,-0.91756,-0.05458,-0.12322,-0.03303,0.5388,-0.08421,-0.02598
="2026/04/02 15:51:12.440",0.10569,0.31304,-1.04372,-2.1042,-0.3859,-0.89972,20.55989,859.22546,-0.65887,0.21252,0.0496,2.57967,-0.03665,-0.64441,0.60269,-0.14642,-0.66561,0.40794,0.01118,-0.07089
="2026/04/02 15:51:12.460",0.43193,0.03332,-0.39393,-1.44679,-0.26991,-0.01845,17.18447,858.49054,-0.58005,-0.09261,-0.28253,2.52967,0.0677,-0.2389,0.10694,0.05679,-0.0909,0.02417,-0.04733,-0.04916
="2026/04/02 15:51:12.480",0.37311,0.29012,0.05448,-0.91689,-0.31463,0.1461,14.97047,858.54358,-0.64721,-0.02587,0.43261,2.24884,0.05611,-0.22636,0.04623,0.15766,0.22936,0.06432,-0.03841,0.07716
="2026/04/02 15:51:12.500",0.34319,-0.02271,0.22313,-1.25212,0.04054,-0.41277,12.38135,858.16431,-0.51552,-0.03577,0.94434,1.80375,-0.08383,0.0719,0.08957,0.04143,-0.2368,-0.24854,-0.02144,-0.00333
="2026/04/02 15:51:12.520",0.41488,-0.07144,0.21467,0.2089,-0.06454,0.54705,10.45532,857.88367,-0.38573,-0.10559,0.56309,1.61309,0.01822,-0.25912,-0.52596,0.03116,0.50272,-0.3844,0.0651,0.05083
="2026/04/02 15:51:12.540",0.24825,0.21198,0.17056,-0.01462,0.0608,-0.38676,10.48994,857.52551,-0.41311,-0.00473,1.36113,0.48172,-0.02695,0.01239,-0.10027,0.14131,0.15154,-0.81497,0.07162,0.03411
="2026/04/02 15:51:12.560",0.31359,-0.24027,0.94499,0.60664,0.22932,0.31826,10.9488,857.62018,-0.12061,-0.06024,0.95614,-0.26629,-0.05127,0.36649,-0.37488,0.13542,0.42205,-0.89078,0.08251,-0.0074
="2026/04/02 15:51:12.580",0.24255,-0.10086,1.09139,1.34203,0.34817,0.45861,12.78435,859.22992,0.06125,-0.08797,0.99638,-0.67462,0.12844,0.48355,-0.41234,0.10076,0.70415,-0.97632,0.05191,-0.0228
="2026/04/02 15:51:12.600",-0.09761,-0.03065,0.85024,1.19952,0.46985,-0.39463,15.44599,861.76428,0.62103,-0.05359,0.61892,-1.58423,0.01337,0.6102,-0.45374,0.10571,0.36537,-0.89501,0.01407,-0.00231
="2026/04/02 15:51:12.620",-0.04685,-0.40073,0.87102,1.90434,0.6752,0.3791,17.96333,865.27704,0.40914,0.17465,1.38368,-1.99371,0.04986,0.6276,-0.70806,-0.03994,0.83271,-1.49438,0.02811,-0.08221
="2026/04/02 15:51:12.640",-0.26575,-0.30068,1.12921,2.00066,0.90629,-0.10107,20.42865,868.56989,0.74629,-0.18267,0.54894,-2.56162,0.10737,0.45769,-0.59392,0.13563,0.96169,-0.7843,0.07596,0.04451
="2026/04/02 15:51:12.660",-0.31106,-0.00944,1.13983,1.94522,0.22069,0.90421,22.51778,872.09924,0.35741,-0.02396,0.76371,-3.30304,0.12338,0.58807,-0.8743,0.0506,0.37451,-0.62702,0.1087,0.07261
="2026/04/02 15:51:12.680",-0.43411,-0.03391,0.62975,1.50624,0.24152,-0.16627,24.94951,875.31519,0.484,-0.04414,0.22135,-2.87789,-0.01885,0.00255,-0.07527,-0.04134,0.09539,-0.61473,-0.03384,-0.02989
="2026/04/02 15:51:12.700",-0.62614,-0.17369,0.12039,1.52982,0.14036,0.60841,26.04325,877.71155,0.7936,0.08151,-0.20828,-2.23538,-0.04056,0.04822,-0.88054,-0.07081,0.76913,-0.49171,-0.00622,-0.06977
="2026/04/02 15:51:12.720",-0.50607,-0.17768,0.47511,0.92324,0.71869,-0.47587,26.09572,879.54541,0.22369,0.19899,0.01095,-2.55988,-0.16544,0.45173,0.00235,0.05555,0.05705,-0.27719,-0.06069,-0.00822
="2026/04/02 15:51:12.740",-0.40079,-0.15457,0.68341,0.99612,0.02146,0.67415,25.53279,879.04346,0.49756,-0.09347,-0.71692,-1.86847,-0.0442,0.27194,-0.00326,0.22855,-0.33152,0.23689,-0.13617,-0.13844
="2026/04/02 15:51:12.760",-0.35813,0.16294,-0.22527,0.43326,-0.30844,0.38321,25.15512,876.4339,0.10352,0.02896,-0.29191,-1.17749,-0.05559,0.11045,0.06135,-0.00805,-0.09647,0.44838,-0.06397,0.00025
="2026/04/02 15:51:12.780",-0.38086,-0.17013,-0.58964,-0.15174,-0.01064,-0.77893,25.49003,873.69861,0.07392,0.13189,-0.70078,-0.76453,-0.19345,-0.15525,0.49405,-0.1802,-0.71973,0.70743,-0.05301,-0.0016
="2026/04/02 15:51:12.800",-0.28603,-0.14411,-0.92536,-0.40943,-0.14051,0.43856,24.80632,870.39148,-0.00239,0.01552,-1.17663,0.19544,-0.14389,-0.24552,0.03688,-0.02112,-0.32031,1.09251,-0.07412,-0.05642
="2026/04/02 15:51:12.820",0.08474,0.01351,-1.11535,-0.88593,-0.03224,-0.89535,23.59319,866.20197,-0.27266,0.14021,-0.77403,0.5925,-0.0791,0.19896,0.87826,-0.02154,-0.45125,1.05879,-0.03501,0.00788
="2026/04/02 15:51:12.840",0.04866,-0.24839,-0.88092,-1.4493,-0.11021,-0.00065,22.34836,861.30719,0.01062,0.06038,-1.41744,1.1967,-0.04928,-0.07587,0.47538,-0.0699,-0.6222,1.18457,-0.02949,-0.02301
="2026/04/02 15:51:12.860",0.26982,0.10046,-1.30043,-1.48792,-0.35698,-0.11678,21.82961,856.875,-0.07454,0.04153,-1.38525,1.96657,-0.03665,-0.54347,0.48353,-0.16361,-0.45724,0.40112,0.00244,0.0193
