time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSGD00003.chdata,WSGD00004.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ
="2026/04/02 15:51:08.480",0.59429,0.30569,-0.17291,-0.97274,-0.37785,0.14425,14.60093,848.87512,-0.5865,-0.00043,0.44303,2.16559,0.02857,-0.22263,0.14788,0.13386,0.34075,-0.11152,0.06064,0.04773
="2026/04/02 15:51:08.500",0.48445,-0.0375,0.14294,-1.34026,0.01658,-0.26209,15.42583,850.01178,-0.32675,-0.07737,0.88234,1.70363,-0.09765,0.24846,0.06907,0.04445,-0.23509,0.02852,-0.02026,0.05266
="2026/04/02 15:51:08.520",0.45515,-0.07525,0.29697,0.28071,-0.06011,0.5204,16.56596,852.83301,-0.3093,-0.15314,0.5781,1.53806,0.01317,-0.19841,-0.31843,-0.02271,0.62589,-0.59245,0.04487,0.05016
="2026/04/02 15:51:08.540",0.23902,0.20237,0.29499,0.08103,0.09388,-0.44397,17.94878,856.58411,-0.18932,-0.04033,1.14402,0.51762,0.06486,0.06616,-0.21851,0.10496,0.27942,-0.7604,0.02944,0.08142
="2026/04/02 15:51:08.560",0.20247,-0.22864,1.04603,0.63653,0.29532,0.04602,17.72999,861.30048,0.02672,0.04525,0.91344,-0.17258,0.07391,0.39949,-0.46765,0.10663,0.53887,-0.76583,0.06689,-0.00671
="2026/04/02 15:51:08.580",0.0619,0.02366,1.25106,1.5268,0.40171,0.19152,18.08501,866.68732,0.10797,-0.12525,0.97227,-0.6302,0.17284,0.28602,-0.47372,0.18752,0.79409,-0.90597,0.04859,-0.01702
="2026/04/02 15:51:08.600",-0.2037,0.0502,1.26895,1.17494,0.3662,-0.44284,18.66508,870.70142,0.6771,-0.03249,0.53723,-1.69201,-0.05646,0.65419,-0.55252,0.12664,0.3122,-0.85966,-0.00373,-0.00447
="2026/04/02 15:51:08.620",-0.21227,-0.29851,1.2573,2.00523,0.57798,0.24087,17.97175,874.45734,0.28242,0.10765,1.45652,-2.00719,0.0206,0.48626,-0.67723,-0.03232,0.77654,-1.49026,0.00228,-0.08389
="2026/04/02 15:51:08.640",-0.43329,-0.11086,1.34468,2.08868,0.73505,-0.15498,17.75356,876.63525,0.71472,-0.17967,0.49179,-2.51747,0.08389,0.3707,-0.6534,0.11471,0.91493,-0.80665,0.0579,0.03786
="2026/04/02 15:51:08.660",-0.39848,0.05302,1.11927,1.90016,0.27338,0.98681,17.48409,876.6084,0.1551,0.02439,0.7454,-3.17413,0.15173,0.58897,-0.88989,0.09062,0.35877,-0.6824,0.10523,0.06431
="2026/04/02 15:51:08.680",-0.42312,-0.20914,0.6261,1.47447,0.30252,-0.18973,17.48092,876.28986,0.39607,0.03587,0.24991,-2.8511,-0.00929,-0.08406,0.11325,0.02592,-0.12408,-0.52345,-0.05224,-0.03217
="2026/04/02 15:51:08.700",-0.55938,-0.21128,0.23091,1.42523,0.09978,1.37211,17.7347,874.81665,0.60658,-0.07208,-0.12811,-2.14488,-0.08685,0.28426,-0.71951,-0.00302,0.66923,-0.37073,-0.05187,-0.059
="2026/04/02 15:51:08.720",-0.32364,-0.13292,0.22053,0.88193,0.67126,-0.35034,19.78028,873.03821,0.08149,0.17821,0.18069,-2.35918,-0.18443,0.47246,0.14429,-0.13588,-0.08633,-0.2394,-0.05283,0.05372
="2026/04/02 15:51:08.740",-0.42986,-0.03171,0.25919,0.85988,0.05706,0.83483,22.33917,870.62616,0.49949,-0.18984,-0.72291,-1.79465,-0.0477,0.28388,0.08792,0.09158,-0.26228,0.23565,-0.03961,-0.1419
="2026/04/02 15:51:08.760",-0.21219,0.13237,-0.22533,0.54584,-0.15342,0.29719,24.13963,867.54468,0.19585,0.11663,-0.43863,-1.21097,-0.09436,0.15552,0.20893,0.05416,-0.16843,0.34351,-0.01005,-0.00581
="2026/04/02 15:51:08.780",-0.22197,-0.24705,-0.70931,0.02017,0.26138,-0.6496,26.23796,865.20343,0.18769,0.13486,-0.63859,-0.8967,-0.12147,0.00092,0.47409,-0.01241,-0.69204,0.68207,-0.03397,-0.0393
="2026/04/02 15:51:08.800",-0.15531,-0.17875,-1.19674,-0.32826,-0.08653,0.55189,28.08866,863.46967,0.15921,0.03255,-1.13478,0.16723,-0.08352,0.02799,-0.12686,-0.00469,-0.36444,1.05512,-0.10026,-0.10122
="2026/04/02 15:51:08.820",-0.0773,-0.05511,-1.56505,-0.94841,0.00396,-1.29264,30.53862,862.97668,-0.17088,0.16891,-0.7854,0.55797,-0.02209,-0.05561,0.81869,-0.03925,-0.40203,1.07013,-0.0308,-0.01523
="2026/04/02 15:51:08.840",0.00181,-0.26163,-0.86326,-1.29492,-0.04431,-0.14418,31.3348,862.87738,0.16399,0.00684,-1.41734,1.08746,-0.05115,-0.15255,0.38586,-0.12526,-0.57722,1.10982,-0.0296,0.01433
="2026/04/02 15:51:08.860",0.16621,0.1013,-1.31193,-1.37764,-0.31825,-0.28472,30.36933,862.1756,-0.01526,0.04076,-1.40638,1.94829,-0.05531,-0.53815,0.50031,-0.18306,-0.38745,0.40512,0.01462,0.01563
="2026/04/02 15:51:08.880",0.10794,0.08723,-1.20915,-1.78311,-0.31731,-1.10734,28.43067,861.79639,-0.20453,0.12904,-0.43644,2.00486,-0.05243,-0.5467,0.76727,-0.14059,-0.38133,1.28858,0.04967,0.08078
="2026/04/02 15:51:08.900",0.298,0.4124,-0.27096,-1.91821,-0.61613,0.28036,24.75603,861.31488,-0.24554,-0.05497,-0.60029,2.2075,-0.10072,-0.23166,0.59444,-0.06483,-1.07764,0.90803,0.01546,0.09072
="2026/04/02 15:51:08.920",0.31383,0.48258,-1.07184,-1.09418,-1.22549,0.24283,21.14629,861.13922,-0.62799,-0.16638,-0.68619,2.6623,0.01322,-0.92783,-0.01246,-0.07951,-0.02433,0.56815,-0.04851,-0.02639
="2026/04/02 15:51:08.940",0.13498,0.22801,-1.12473,-2.23807,-0.3501,-0.86768,17.77594,860.30792,-0.6452,0.19355,0.08637,2.5418,-0.07985,-0.71178,0.57849,-0.16018,-0.57404,0.51628,0.07599,-0.0256
="2026/04/02 15:51:08.960",0.47426,0.02122,-0.43776,-1.58545,-0.27852,0.15166,14.03421,857.80078,-0.64262,-0.12326,-0.29431,2.57236,0.0502,-0.25576,0.16875,0.09438,-0.22077,0.35358,-0.07737,0.03008
="2026/04/02 15:51:08.980",0.4738,0.3114,-0.02908,-0.99553,-0.3839,0.02023,11.80107,855.99799,-0.65602,0.01488,0.52014,2.16399,0.05564,-0.14154,0.10568,0.12468,0.32841,-0.11273,0.03578,0.0787
="2026/04/02 15:51:09.000",0.42039,-0.037,0.21924,-1.35328,-0.0427,-0.33482,10.09073,854.37537,-0.44992,-0.01085,0.91486,1.7414,-0.10621,0.27864,0.08946,0.03988,-0.22547,0.07751,-0.01976,0.02302
="2026/04/02 15:51:09.020",0.48838,-0.08212,0.31512,0.25349,-0.06242,0.49717,10.47337,853.7724,-0.40009,-0.13903,0.64714,1.50064,-0.0025,-0.2276,-0.31055,0.03669,0.5177,-0.41305,0.0196,0.06681
="2026/04/02 15:51:09.040",0.33611,0.18063,0.08993,-0.05532,0.10235,-0.31222,11.6435,853.65259,-0.27088,-0.05744,1.18111,0.55221,0.0387,0.07467,-0.14378,0.11651,0.1673,-0.86632,0.01739,0.00748
="2026/04/02 15:51:09.060",0.28271,-0.19142,0.84665,0.6021,0.28091,0.37937,11.92438,854.85541,-0.06617,0.02162,0.91082,-0.15118,0.02684,0.43354,-0.36393,0.10681,0.55904,-0.8321,0.05609,-0.02586
="2026/04/02 15:51:09.080",0.22457,0.05855,1.17434,1.37554,0.34207,0.44505,13.69303,857.85815,0.07478,-0.11874,0.99601,-0.57561,0.19871,0.43735,-0.36135,0.16087,0.69214,-0.86971,0.04787,-0.01927
="2026/04/02 15:51:09.100",-0.06444,0.06159,1.10583,1.06182,0.35052,-0.15273,16.93939,861.22589,0.68074,-0.04304,0.52647,-1.73996,-0.02356,0.64232,-0.4843,0.08655,0.31644,-0.86409,0.00975,-0.02507
="2026/04/02 15:51:09.120",-0.09938,-0.35431,1.00609,1.98313,0.56139,0.34852,20.35799,866.4176,0.35024,0.12771,1.39305,-2.08903,0.05462,0.58948,-0.66402,-0.02915,0.76755,-1.45984,0.01301,-0.07239
="2026/04/02 15:51:09.140",-0.35123,-0.23731,1.18877,2.0341,0.74721,-0.12472,22.44861,870.57336,0.85075,-0.17076,0.44923,-2.51196,0.0954,0.3783,-0.62683,0.16522,0.90936,-0.77502,0.03557,0.03725
="2026/04/02 15:51:09.160",-0.37933,-0.02485,1.07218,2.02235,0.22928,0.89664,23.42699,873.8974,0.29492,0.0103,0.71177,-3.16252,0.12631,0.53217,-0.88854,0.13401,0.37872,-0.63175,0.08607,0.0673
="2026/04/02 15:51:09.180",-0.49527,-0.25007,0.58013,1.57388,0.32169,-0.48251,24.10125,877.38977,0.51716,0.01677,0.25385,-2.81133,-0.01588,-0.0537,0.06147,-0.02224,-0.00472,-0.5079,-0.0341,-0.01792
="2026/04/02 15:51:09.200",-0.65037,-0.29464,0.30064,1.48614,0.1412,1.08996,24.32729,879.44586,0.7276,-0.06664,-0.19836,-2.03677,-0.04901,0.2232,-0.80079,-0.00934,0.69813,-0.42013,-0.03646,-0.04111
="2026/04/02 15:51:09.220",-0.46605,-0.19854,0.40784,1.05092,0.64177,-0.6129,24.95586,880.72754,0.13727,0.17383,0.03484,-2.32576,-0.18253,0.51518,0.00006,-0.11006,-0.08309,-0.14033,-0.04732,0.0303
="2026/04/02 15:51:09.240",-0.53508,-0.07936,0.39389,0.91731,0.0554,0.66728,24.45184,879.62457,0.49041,-0.20056,-0.7029,-1.72171,-0.02639,0.31055,0.00406,0.1003,-0.29998,0.30496,-0.02226,-0.12813
="2026/04/02 15:51:09.260",-0.31161,0.20876,-0.09288,0.60328,-0.21702,0.03317,23.24239,876.82629,0.09845,0.08638,-0.32894,-1.20328,-0.00212,0.25683,0.21162,-0.00308,-0.17293,0.3173,-0.01194,0.01332
="2026/04/02 15:51:09.280",-0.31644,-0.15137,-0.53991,0.02399,0.25644,-0.71748,23.13752,873.11615,0.04719,0.11651,-0.58561,-0.83522,-0.10844,0.03511,0.52527,-0.13215,-0.68107,0.69668,-0.07249,-0.00511
="2026/04/02 15:51:09.300",-0.20733,-0.14944,-1.04205,-0.41597,-0.06879,0.50148,22.58117,868.07446,0.02843,0.06939,-1.05673,0.23111,-0.08539,-0.08479,-0.06695,-0.02994,-0.33938,1.13444,-0.05305,-0.06315
="2026/04/02 15:51:09.320",0.03064,-0.04913,-1.52603,-0.97723,0.01582,-1.10356,23.4293,862.83588,-0.30284,0.17993,-0.78923,0.53348,-0.1151,-0.07701,0.74912,-0.01116,-0.47416,1.14353,-0.00639,0.01119
="2026/04/02 15:51:09.340",0.05518,-0.20355,-1.00962,-1.45536,-0.10143,0.0134,24.01235,858.4917,0.07371,0.025,-1.4023,1.18381,-0.05918,-0.00602,0.41875,-0.06198,-0.60779,1.08356,-0.02747,0.00496
="2026/04/02 15:51:09.360",0.26642,0.12665,-1.37775,-1.49185,-0.37767,0.00255,24.31964,856.3089,-0.09714,0.04967,-1.39004,1.91938,-0.06966,-0.45936,0.51688,-0.15843,-0.39173,0.38396,0.01923,0.01305
="2026/04/02 15:51:09.380",0.27469,0.0971,-1.32849,-1.88147,-0.36941,-0.77481,25.26144,854.96918,-0.2052,0.13705,-0.39688,1.9666,-0.05043,-0.47646,0.85378,-0.1435,-0.36526,1.3787,0.07613,0.06093
="2026/04/02 15:51:09.400",0.43081,0.40712,-0.37865,-2.08605,-0.6314,0.34725,25.13674,852.89349,-0.23183,-0.07475,-0.55776,2.19664,-0.05377,-0.20359,0.6787,-0.06545,-1.09404,0.87701,0.00825,0.10595
="2026/04/02 15:51:09.420",0.39324,0.48101,-1.14511,-1.07754,-1.24413,0.39155,24.76105,852.82294,-0.52033,-0.19814,-0.77555,2.65309,0.0709,-0.913,-0.0164,-0.05938,-0.03967,0.55133,-0.05238,0.01026
="2026/04/02 15:51:09.440",0.17202,0.24243,-1.15106,-2.2055,-0.35316,-0.96187,23.2874,854.32819,-0.50988,0.20028,0.0591,2.5714,-0.06324,-0.68125,0.57514,-0.15121,-0.65849,0.4989,0.06476,-0.02951
="2026/04/02 15:51:09.460",0.44884,0.01995,-0.42343,-1.4497,-0.26811,-0.03398,21.20538,856.94507,-0.50341,-0.12187,-0.35464,2.59363,0.05317,-0.26466,0.14895,0.05798,-0.13851,0.10901,-0.05871,-0.03038
="2026/04/02 15:51:09.480",0.37985,0.31011,0.09084,-0.83201,-0.367,-0.12227,19.8513,859.4375,-0.58332,-0.00314,0.46558,2.15712,0.02283,-0.14058,0.0415,0.13517,0.27349,0.00936,-0.01884,0.12161
="2026/04/02 15:51:09.500",0.30623,-0.00554,0.33119,-1.21085,-0.00591,-0.55878,17.02837,860.55457,-0.45394,-0.04344,0.91068,1.70614,-0.07097,0.21603,0.02644,0.02868,-0.25876,-0.02134,-0.03412,0.03593
="2026/04/02 15:51:09.520",0.35209,-0.08052,0.41384,0.39287,-0.03704,0.34162,13.48097,862.46313,-0.39105,-0.16621,0.50877,1.50394,0.01535,-0.2485,-0.52072,0.04241,0.58312,-0.37897,0.00743,0.04728
="2026/04/02 15:51:09.540",0.19799,0.17453,0.19958,0.03695,0.11601,-0.51426,11.46336,863.33588,-0.33341,-0.07035,1.18733,0.56661,0.01012,-0.04506,-0.2462,0.11584,0.25851,-0.82044,0.00423,0.03369
="2026/04/02 15:51:09.560",0.15724,-0.18682,1.07788,0.68452,0.34902,0.29751,10.69972,863.86627,-0.15625,-0.00247,0.96404,-0.16952,-0.06318,0.33621,-0.401,0.10786,0.58593,-0.79339,0.0564,-0.04624
="2026/04/02 15:51:09.580",0.15215,0.00433,1.25831,1.35788,0.28623,0.43659,10.55362,864.26422,-0.01227,-0.12184,1.01801,-0.61313,0.12318,0.54415,-0.38836,0.15323,0.67437,-0.89604,0.04976,0.01181
="2026/04/02 15:51:09.600",-0.07512,0.01001,1.00758,1.04174,0.37184,-0.16458,11.03686,863.85413,0.54221,-0.00313,0.57159,-1.74774,-0.03179,0.69444,-0.42858,0.11306,0.35215,-0.89057,0.01601,-0.01545
="2026/04/02 15:51:09.620",-0.03594,-0.40248,1.02188,1.86709,0.53309,0.58523,13.26204,864.84552,0.21053,0.08099,1.45153,-2.02046,0.03411,0.61741,-0.65064,-0.04328,0.77111,-1.48009,0.02227,-0.06533
="2026/04/02 15:51:09.640",-0.24417,-0.16386,1.11623,1.93744,0.69333,0.1622,15.77038,865.67847,0.73385,-0.13013,0.46791,-2.53093,0.09201,0.4686,-0.57165,0.13796,0.93377,-0.77947,0.06366,0.05812
="2026/04/02 15:51:09.660",-0.2507,0.05161,0.9504,1.85229,0.21697,1.1505,18.12531,867.60089,0.23677,-0.00866,0.73016,-3.25895,0.15058,0.58829,-0.81487,0.06334,0.35318,-0.66211,0.11923,0.06279
="2026/04/02 15:51:09.680",-0.33063,-0.16946,0.58362,1.49345,0.30579,-0.10429,22.00589,869.8642,0.53586,0.0188,0.28052,-2.87861,0.00135,-0.01553,0.11172,-0.06399,0.01247,-0.48166,-0.08202,-0.03236
="2026/04/02 15:51:09.700",-0.51773,-0.18367,0.1423,1.42339,0.11062,1.2441,25.50189,870.9751,0.81527,-0.06748,-0.23797,-2.04166,-0.07039,0.20544,-0.66461,0.00663,0.60501,-0.41796,0.00282,-0.12099
="2026/04/02 15:51:09.720",-0.33501,-0.17784,0.3623,1.03741,0.57795,-0.51391,28.74694,873.12122,0.23954,0.15318,0.01846,-2.50093,-0.19964,0.49186,0.00506,-0.05961,-0.12605,-0.17648,-0.0684,0.01863
="2026/04/02 15:51:09.740",-0.46707,-0.10396,0.24235,1.03668,-0.00316,0.56585,30.55209,874.39282,0.59198,-0.18102,-0.77157,-1.81748,-0.05467,0.26281,0.00117,0.16136,-0.34061,0.22256,-0.09209,-0.10034
="2026/04/02 15:51:09.760",-0.38272,0.21349,-0.17499,0.7869,-0.19152,0.08778,30.9173,875.02869,0.1719,0.05741,-0.35952,-1.28828,0.0168,0.23044,0.17543,0.03996,-0.18062,0.41735,-0.04787,-0.02251
="2026/04/02 15:51:09.780",-0.40858,-0.21172,-0.44526,0.16813,0.30952,-0.93836,30.64717,875.1499,0.14414,0.10553,-0.65434,-0.90184,-0.15109,-0.05038,0.41307,-0.14272,-0.62941,0.73929,-0.04968,0.02608
="2026/04/02 15:51:09.800",-0.36537,-0.15136,-0.81534,-0.26091,-0.00876,0.1555,28.49357,874.05731,0.05855,0.05602,-1.07905,0.18892,-0.09261,-0.09199,-0.10262,-0.03964,-0.17685,1.15786,-0.06161,-0.07801
="2026/04/02 15:51:09.820",-0.11065,-0.08847,-1.21107,-0.78568,0.0685,-1.39923,26.70624,871.90662,-0.29705,0.14178,-0.76907,0.66499,-0.04316,0.01434,0.7574,-0.0194,-0.50753,1.11889,-0.05665,-0.00633
="2026/04/02 15:51:09.840",-0.08026,-0.27299,-0.83245,-1.33894,-0.11126,-0.21846,24.28598,867.96368,0.01109,0.02965,-1.41775,1.17064,-0.01273,0.00234,0.37896,-0.10072,-0.59518,1.07457,-0.04266,0.00271
="2026/04/02 15:51:09.860",0.17338,0.1274,-1.3222,-1.42803,-0.34501,-0.26265,21.69693,863.12787,-0.19678,0.06295,-1.35497,1.87519,-0.04653,-0.5476,0.51566,-0.16939,-0.47357,0.40703,0.02167,0.01894
="2026/04/02 15:51:09.880",0.21103,0.09824,-1.3193,-1.88828,-0.35044,-0.78553,20.24412,859.26062,-0.32968,0.12662,-0.38383,1.98713,-0.01923,-0.47826,0.8323,-0.17447,-0.43477,1.36434,0.06833,0.04938
="2026/04/02 15:51:09.900",0.45373,0.44071,-0.38609,-2.08908,-0.65707,0.49765,18.9297,854.62872,-0.36306,-0.0633,-0.55126,2.19067,-0.06996,-0.19071,0.71899,-0.08963,-1.05919,0.90858,-0.00008,0.07705
="2026/04/02 15:51:09.920",0.4676,0.51407,-1.14334,-1.25472,-1.28247,0.52169,18.45166,851.01105,-0.61966,-0.18079,-0.71536,2.65913,0.03992,-0.98843,0.09919,-0.05704,-0.07931,0.61668,-0.0358,0.00272
="2026/04/02 15:51:09.940",0.3127,0.25549,-1.20302,-2.33302,-0.39204,-0.6447,17.68454,848.81006,-0.60662,0.20782,0.09682,2.4978,-0.0679,-0.71702,0.67544,-0.16603,-0.60801,0.4511,0.06615,-0.03017
="2026/04/02 15:51:09.960",0.5756,0.04149,-0.51464,-1.61602,-0.29877,0.29188,16.94311,848.2702,-0.53365,-0.11544,-0.29636,2.4935,0.03363,-0.3531,0.24717,0.08691,-0.22174,0.1634,-0.03381,0.03439
="2026/04/02 15:51:09.980",0.55007,0.26798,-0.13519,-0.98654,-0.39946,0.13947,18.1335,849.82593,-0.51597,0.00957,0.47924,2.15904,0.04006,-0.22879,0.12071,0.12849,0.25893,0.11349,-0.03563,0.09031
="2026/04/02 15:51:10.000",0.39862,-0.08011,0.2192,-1.23108,-0.00142,-0.38111,18.00271,852.18103,-0.37363,-0.0438,0.92309,1.68862,-0.07483,0.14532,0.07448,0.05176,-0.28315,-0.0532,0.00325,0.03278
="2026/04/02 15:51:10.020",0.41001,-0.10211,0.28947,0.36322,-0.01251,0.34351,17.53122,856.38586,-0.2571,-0.18203,0.50338,1.54545,0.07409,-0.25199,-0.50578,-0.00549,0.70123,-0.53761,0.0319,0.08399
="2026/04/02 15:51:10.040",0.16641,0.19476,0.22092,0.07326,0.1126,-0.66808,18.1538,859.91614,-0.19398,-0.01369,1.16135,0.59872,0.0356,-0.02725,-0.28957,0.09621,0.23785,-0.80326,0.01251,0.07315
="2026/04/02 15:51:10.060",0.13441,-0.16469,1.10929,0.80647,0.29526,-0.04906,17.79525,863.60406,-0.07313,-0.02759,0.97593,-0.17488,-0.0306,0.39577,-0.45473,0.10559,0.56877,-0.85207,0.07409,-0.00323
="2026/04/02 15:51:10.080",0.06633,-0.01187,1.36728,1.46951,0.24198,0.20483,17.12985,868.30609,0.05066,-0.13246,1.01793,-0.5781,0.10907,0.47077,-0.4806,0.14762,0.75179,-1.00222,0.02364,-0.02198
="2026/04/02 15:51:10.100",-0.21396,-0.01888,1.13381,1.22794,0.36787,-0.50311,16.09456,872.00348,0.56434,-0.01941,0.56905,-1.6507,-0.03586,0.692,-0.50881,0.12377,0.34278,-0.89681,0.01406,0.00568
="2026/04/02 15:51:10.120",-0.20263,-0.38405,1.11597,2.04001,0.64355,0.07528,15.08428,874.26208,0.22559,0.11067,1.47459,-1.9782,0.0094,0.59383,-0.70383,-0.02759,0.75228,-1.55931,0.01988,-0.06118
="2026/04/02 15:51:10.140",-0.38245,-0.1716,1.22371,2.05261,0.9396,-0.17011,14.67436,874.2113,0.67531,-0.13494,0.52683,-2.4728,0.06432,0.39169,-0.63578,0.13473,0.91439,-0.8068,0.04376,0.05639
="2026/04/02 15:51:10.160",-0.33481,0.0398,1.07565,1.92892,0.35257,0.97521,14.89539,874.01227,0.1521,-0.05213,0.74247,-3.16371,0.09477,0.55945,-0.8859,0.06409,0.38306,-0.66924,0.10701,0.07587
="2026/04/02 15:51:10.180",-0.37646,-0.19768,0.56966,1.42043,0.32731,-0.19454,16.35391,873.37732,0.38946,0.03887,0.36716,-2.76385,-0.01015,0.03171,0.07801,-0.04232,0.01263,-0.56611,-0.0495,0.01226
="2026/04/02 15:51:10.200",-0.49155,-0.22792,0.11113,1.30719,0.18651,1.22591,18.78498,871.37921,0.70992,-0.01649,-0.17621,-2.02399,-0.04817,0.19731,-0.67139,-0.00417,0.58779,-0.44846,0.02115,-0.08716
="2026/04/02 15:51:10.220",-0.27803,-0.20776,0.1789,0.81429,0.69103,-0.29009,21.7339,870.07507,0.12877,0.14536,0.12168,-2.47336,-0.21865,0.50867,0.07501,-0.0504,-0.1337,-0.1491,-0.05445,0.01125
="2026/04/02 15:51:10.240",-0.3209,-0.12589,0.10149,0.79669,-0.0176,0.85492,24.45618,868.14685,0.52274,-0.17723,-0.70822,-1.74259,-0.04309,0.32908,0.02744,0.17774,-0.4994,0.18568,-0.10315,-0.10591
="2026/04/02 15:51:10.260",-0.22209,0.20943,-0.4394,0.48066,-0.3674,0.52261,27.0626,866.82275,0.16337,0.04856,-0.41617,-1.27109,-0.01203,0.24841,0.22378,-0.00277,-0.06947,0.48877,-0.01325,-0.0225
="2026/04/02 15:51:10.280",-0.30175,-0.15908,-0.64672,0.00708,0.13089,-0.83535,30.01848,865.9989,0.24149,0.11904,-0.72855,-0.9688,-0.19293,-0.0934,0.39711,-0.1494,-0.60599,0.67449,-0.04963,0.01313
="2026/04/02 15:51:10.300",-0.29945,-0.1126,-0.86469,-0.33767,-0.0706,0.35423,31.50257,865.56763,0.19307,0.01237,-1.16403,0.1607,-0.10666,-0.15651,-0.0226,-0.02144,-0.121,1.15127,-0.06229,-0.08881
="2026/04/02 15:51:10.320",-0.00493,-0.05753,-1.09433,-0.71795,0.08518,-1.15722,32.10484,865.70447,-0.12232,0.17051,-0.82553,0.62749,-0.01029,-0.07915,0.76765,-0.00195,-0.52956,1.16518,-0.01836,-0.00757
="2026/04/02 15:51:10.340",-0.03942,-0.25906,-0.8797,-1.35518,-0.14164,-0.39506,30.64241,865.52844,0.1596,0.01299,-1.40971,1.13898,-0.00585,-0.26086,0.30911,-0.07648,-0.62219,1.07842,-0.03977,0.00673
="2026/04/02 15:51:10.360",0.11474,0.14413,-1.27397,-1.32282,-0.37004,-0.49116,28.05897,864.64142,-0.02969,0.09605,-1.44965,1.94857,-0.0218,-0.64882,0.4374,-0.17221,-0.46275,0.36802,0.02082,-0.00512
="2026/04/02 15:51:10.380",0.08732,0.12529,-1.25103,-1.74399,-0.31041,-0.97228,25.68267,863.91467,-0.23301,0.11262,-0.41779,2.04552,-0.00923,-0.51119,0.73888,-0.18311,-0.42878,1.24174,0.0402,0.03346
="2026/04/02 15:51:10.400",0.28439,0.42767,-0.27192,-1.93279,-0.60903,0.19727,22.30042,861.91669,-0.31806,-0.0655,-0.54774,2.21223,-0.04872,-0.20148,0.68052,-0.10071,-1.05945,1.03093,0.04406,0.07709
="2026/04/02 15:51:10.420",0.32518,0.51439,-1.01936,-1.11194,-1.26221,0.34499,18.78469,859.31378,-0.62945,-0.15336,-0.75028,2.65755,0.05091,-0.8668,0.01079,-0.05946,-0.0472,0.64038,-0.07971,-0.01903
="2026/04/02 15:51:10.440",0.17452,0.28753,-1.07413,-2.23704,-0.38195,-0.87731,15.03099,856.47064,-0.6824,0.20382,0.09242,2.55718,-0.05497,-0.66205,0.59214,-0.1357,-0.60768,0.39445,0.04672,-0.02293
="2026/04/02 15:51:10.460",0.52275,0.01818,-0.46903,-1.56318,-0.29365,0.22951,12.07626,854.58856,-0.65335,-0.11412,-0.27924,2.55863,0.03213,-0.26893,0.23624,0.1111,-0.20829,0.28605,-0.08579,0.01573
="2026/04/02 15:51:10.480",0.56449,0.24443,-0.07517,-1.00973,-0.43703,0.23035,11.68776,854.15436,-0.66482,-0.00646,0.48071,2.19971,0.04097,-0.20962,0.11224,0.13617,0.33433,0.10821,-0.0618,0.12299
="2026/04/02 15:51:10.500",0.47793,-0.04935,0.19349,-1.32933,-0.01851,-0.1622,11.12853,852.70148,-0.46862,-0.01821,0.96627,1.74241,-0.07829,0.16678,0.1473,0.05297,-0.2823,-0.14023,0.02163,0.03207
="2026/04/02 15:51:10.520",0.5167,-0.07492,0.23076,0.26649,-0.06039,0.60394,11.76585,852.38898,-0.37771,-0.18361,0.57795,1.54027,0.03618,-0.24372,-0.42386,-0.01913,0.70879,-0.68194,0.06476,0.06286
="2026/04/02 15:51:10.540",0.28757,0.25837,0.30157,-0.05263,0.0755,-0.40428,13.87787,853.63129,-0.25737,-0.00003,1.22059,0.62191,0.00481,0.01541,-0.15285,0.06378,0.27178,-0.82026,0.03665,0.0296
="2026/04/02 15:51:10.560",0.30863,-0.15334,1.07125,0.65185,0.27154,0.32947,15.74135,856.3241,-0.08941,-0.06429,0.95879,-0.28441,0.00377,0.42925,-0.31672,0.11905,0.56625,-0.84372,0.07762,0.01
="2026/04/02 15:51:10.580",0.22615,-0.01446,1.28311,1.46746,0.26517,0.38451,17.45823,860.46393,0.12852,-0.10032,0.959,-0.64906,0.17952,0.48424,-0.4388,0.13391,0.72497,-0.9654,0.03904,0.00834
="2026/04/02 15:51:10.600",-0.14514,-0.00034,1.00288,1.15763,0.41854,-0.36481,18.93079,865.02155,0.6484,-0.01406,0.53152,-1.62999,0.01993,0.67668,-0.51236,0.14384,0.29214,-0.87636,0.00959,-0.01719
="2026/04/02 15:51:10.620",-0.17957,-0.37878,1.05433,2.01243,0.68424,0.15583,20.85131,870.50092,0.3448,0.13829,1.4156,-1.98264,0.04179,0.55832,-0.7328,-0.02513,0.76175,-1.46354,0.02089,-0.07214
="2026/04/02 15:51:10.640",-0.40941,-0.21645,1.17103,2.01397,0.85317,-0.18626,21.89203,874.60992,0.75752,-0.14574,0.4603,-2.51072,0.07641,0.38444,-0.69938,0.14273,0.94675,-0.8061,0.05508,0.04552
="2026/04/02 15:51:10.660",-0.44119,0.00876,1.10318,1.95683,0.21006,0.84394,22.02675,877.42328,0.21956,-0.04755,0.74519,-3.23672,0.1259,0.55034,-0.87235,0.08924,0.33426,-0.61185,0.10711,0.0745
