time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSGD00004.chdata,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ
="2026/04/02 15:44:54.060",-0.09033,0.08554,-0.27525,0.05351,0.01882,-0.4326,0.09992,0.0193,0.01241,20.78416,863.5589,-0.28502,-0.00358,0.07586,0.20213,-0.00963,-0.15285,0.20537,0.00419,-0.09748
="2026/04/02 15:44:54.080",-0.03713,0.07941,-0.06818,0.09231,-0.25242,0.16336,-0.113,-0.01314,-0.01517,19.9344,864.40582,-0.30757,-0.01513,0.13014,0.14172,0.01817,-0.1318,-0.05669,-0.04093,-0.12844
="2026/04/02 15:44:54.100",-0.0358,0.19394,-0.13403,0.31384,-0.21603,-0.14301,0.0739,-0.01363,-0.04139,19.79555,865.03516,-0.34799,-0.03113,0.23897,0.10823,-0.01864,-0.39508,0.18739,0.01822,0.00144
="2026/04/02 15:44:54.120",-0.11399,0.12873,-0.12299,-0.08873,-0.14439,-0.21869,0.2029,-0.05388,-0.06912,19.83597,865.67133,-0.31928,-0.0185,0.12493,0.11752,0.01258,-0.03105,-0.0186,0.05036,-0.22276
="2026/04/02 15:44:54.140",-0.04382,0.07982,-0.21288,0.02028,-0.01213,-0.3228,0.18736,-0.03622,-0.01263,19.39181,865.5379,-0.28025,-0.02884,0.16321,0.12265,0.02986,-0.22698,0.2282,0.07869,-0.29351
="2026/04/02 15:44:54.160",-0.06868,-0.0738,-0.19422,0.31674,-0.02732,0.32738,0.18947,-0.00225,-0.02679,18.88822,865.17017,-0.58281,-0.00932,0.23045,0.2177,-0.03659,-0.29054,-0.20712,0.07924,0.24322
="2026/04/02 15:44:54.180",-0.02334,0.14828,-0.44742,-0.38507,0.00975,-0.45086,0.35909,-0.01343,0.0119,18.50375,864.57159,-0.2597,0.0021,0.05273,0.09171,0.02611,0.11021,0.07493,0.02893,-0.26653
="2026/04/02 15:44:54.200",0.01129,-0.00326,-0.25534,0.34715,-0.24706,0.29721,0.16653,-0.01086,-0.05067,18.08439,864.17889,-0.27675,0.00835,0.04288,0.08355,-0.04334,-0.21043,0.04652,-0.00018,0.1121
="2026/04/02 15:44:54.220",-0.02853,0.15039,-0.24849,0.00901,-0.17327,0.18031,0.16028,-0.02696,-0.05518,18.80964,863.46356,-0.48228,-0.02109,0.12873,0.04046,0.007,0.06347,-0.1085,0.01904,0.0114
="2026/04/02 15:44:54.240",0.00777,0.09906,-0.2694,-0.07977,-0.14544,-0.16841,0.22085,-0.03246,-0.04049,19.36024,863.13434,-0.07555,0.05633,-0.05219,-0.03369,0.00841,-0.02478,0.19155,0.06472,-0.26012
="2026/04/02 15:44:54.260",0.00886,-0.01039,-0.15886,0.28212,-0.16533,0.31359,0.2163,-0.01064,-0.04639,19.94911,863.73053,-0.44695,-0.04031,0.00492,0.02692,-0.03624,-0.15758,-0.20468,0.09326,0.30445
="2026/04/02 15:44:54.280",-0.03107,0.09321,-0.47902,-0.3436,0.15146,-0.49366,0.24625,-0.0475,0.01234,20.4639,863.59503,-0.18017,-0.0079,0.00165,-0.07218,0.04442,0.19199,0.11643,0.09043,-0.15457
="2026/04/02 15:44:54.300",0.01994,-0.12086,-0.2019,0.16547,0.04423,0.03692,0.23029,-0.03595,-0.00463,21.28028,864.24182,-0.06173,-0.00445,0.07103,-0.09271,-0.02866,-0.06466,0.08087,0.08393,-0.0203
="2026/04/02 15:44:54.320",0.01711,0.03293,0.05323,0.18986,-0.0274,0.29685,0.28993,-0.01799,-0.02703,22.72845,865.15155,-0.29919,-0.02153,0.21168,-0.08616,-0.00111,0.02027,-0.08182,0.01291,0.19321
="2026/04/02 15:44:54.340",0.02267,-0.02877,0.07758,-0.07636,0.1749,-0.35187,0.08715,-0.02115,-0.03667,23.39609,865.88568,0.05669,0.01988,-0.14535,-0.07469,0.06724,0.0214,0.19998,-0.09748,-0.21772
="2026/04/02 15:44:54.360",-0.02225,-0.20879,-0.16221,0.27222,0.03706,0.20686,0.52226,0.00257,-0.04972,23.29129,866.69537,-0.07297,-0.03319,-0.06897,-0.15525,-0.04432,0.03669,-0.27094,-0.0381,0.19853
="2026/04/02 15:44:54.380",-0.00464,-0.01879,0.15459,-0.21084,0.18056,-0.0926,0.25649,-0.01924,-0.01601,21.92586,867.34473,-0.01894,-0.04669,0.11842,-0.21275,-0.0378,0.20332,0.10697,-0.05121,-0.19917
="2026/04/02 15:44:54.400",-0.01503,0.06881,0.20501,0.06294,-0.14141,-0.10155,0.1276,-0.03564,-0.01262,21.58931,868.39758,0.29036,0.0005,-0.0657,-0.13489,-0.05089,0.05641,0.05573,-0.06631,-0.08376
="2026/04/02 15:44:54.420",0.02141,-0.0085,-0.0019,0.21885,0.15369,-0.13512,0.13926,-0.0203,-0.01466,21.55978,868.25934,0.1195,-0.01176,-0.1168,-0.22273,0.08434,0.30704,-0.19984,-0.03014,0.07266
="2026/04/02 15:44:54.440",-0.04319,-0.14883,-0.03311,-0.09672,0.38004,-0.29214,0.28838,0.00222,-0.02139,20.72625,867.27155,0.35829,0.05191,0.11185,-0.16516,-0.04461,0.24458,0.15482,0.0624,-0.11432
="2026/04/02 15:44:54.460",-0.01554,-0.20682,0.05767,0.16171,0.07125,0.19712,-0.02418,0.02349,0.02539,20.54514,866.82886,-0.01811,0.01656,-0.05124,-0.1864,0.01395,0.05628,-0.14206,0.04286,0.20509
="2026/04/02 15:44:54.480",0.06665,-0.09623,-0.16102,-0.24557,0.2508,-0.37229,0.12539,-0.00505,0.0318,20.54202,865.96741,0.26384,-0.01279,0.08301,-0.19056,0.06769,0.28128,0.03048,-0.08679,0.13321
="2026/04/02 15:44:54.500",0.02386,-0.25312,0.16882,-0.19255,0.31056,0.04505,0.1374,0.03226,-0.02346,20.90413,865.0061,0.1997,0.09612,-0.22219,-0.15032,-0.06207,0.16381,0.03407,-0.13451,-0.06017
="2026/04/02 15:44:54.520",0.03753,-0.11774,0.18316,-0.00665,0.10848,0.07548,0.086,-0.03059,0.00613,20.96029,864.13861,0.20075,0.03362,-0.14247,-0.19672,-0.05608,0.26734,-0.09222,-0.08987,0.10008
="2026/04/02 15:44:54.540",0.11472,-0.05972,0.0986,-0.17733,0.11145,-0.03426,0.01572,-0.01382,-0.04336,21.14946,863.92542,0.24695,0.02959,-0.11911,-0.13678,0.03492,0.28037,0.02301,-0.06957,-0.07961
="2026/04/02 15:44:54.560",0.07924,-0.17959,0.07838,-0.02066,0.10985,0.2853,-0.01121,-0.03003,0.02234,22.2919,864.11316,0.12169,0.00605,-0.1291,-0.09002,-0.02481,0.12986,-0.07676,-0.08651,0.03454
="2026/04/02 15:44:54.580",-0.01888,-0.12419,0.06679,-0.24752,0.15925,0.00379,-0.1762,0.03101,0.07882,22.34415,864.09088,0.17274,-0.07349,-0.06583,-0.05847,0.001,0.15486,0.01129,-0.05268,0.10823
="2026/04/02 15:44:54.600",0.07597,-0.11484,0.16024,-0.36323,0.06766,0.07771,0.10469,0.00617,0.01952,22.59533,864.5976,0.28961,0.02002,-0.25172,-0.14016,0.02443,0.34527,-0.05535,-0.07015,0.02881
="2026/04/02 15:44:54.620",0.06387,-0.06923,0.19134,-0.10111,0.0083,0.20402,-0.03189,0.0433,0.01623,23.39981,865.29272,0.15704,-0.01873,-0.14306,-0.00195,-0.01404,0.09537,-0.04962,-0.0621,0.0788
="2026/04/02 15:44:54.640",0.02796,-0.02854,0.16771,-0.1177,-0.06097,0.30532,-0.091,0.01445,0.06418,23.28989,865.57294,0.34458,-0.00028,-0.16198,-0.01481,-0.0426,0.08252,-0.35014,-0.0627,0.39211
="2026/04/02 15:44:54.660",0.01282,0.07886,0.16513,-0.30333,0.06576,-0.41234,-0.17441,0.00492,0.02036,23.07327,866.03448,0.46781,0.04676,-0.34297,-0.10086,0.07442,0.31189,0.22383,-0.07728,-0.25502
="2026/04/02 15:44:54.680",0.01175,-0.15337,0.36858,0.16759,-0.07897,0.56239,-0.0951,-0.00206,0.00551,22.66,865.6806,0.16133,-0.01086,-0.01768,0.11634,-0.09404,-0.12209,-0.20862,-0.01887,0.21027
="2026/04/02 15:44:54.700",-0.04628,0.10411,0.11791,-0.03263,-0.00004,-0.15029,-0.21374,-0.01091,-0.02007,21.82488,864.89917,0.23533,0.03032,-0.05463,-0.12179,0.04593,0.30498,-0.10153,-0.01489,0.13995
="2026/04/02 15:44:54.720",-0.03612,-0.01396,0.36965,-0.05954,0.1373,-0.23964,-0.0506,0.04766,0.05263,20.69704,865.04126,0.39186,0.04774,-0.12976,0.0238,-0.05894,0.1528,0.11595,0.01362,-0.20125
="2026/04/02 15:44:54.740",0.03927,0.0004,-0.02748,0.3874,-0.00259,0.36955,-0.2116,-0.00363,0.03726,19.51612,865.14893,0.17547,-0.03042,-0.06439,0.02277,0.03296,0.08186,-0.33102,0.01833,0.34281
="2026/04/02 15:44:54.760",-0.05667,-0.07936,0.18702,-0.17059,0.37278,-0.36087,-0.20791,0.02292,-0.00424,19.13587,864.22217,0.45837,-0.00039,-0.21479,-0.08141,0.00292,0.1508,0.21842,0.07072,-0.20202
="2026/04/02 15:44:54.780",0.08216,-0.20438,0.01076,0.036,-0.09537,0.49979,-0.26479,0.02014,0.01541,19.28432,862.76544,0.33268,-0.03062,-0.05777,0.01573,0.01148,-0.213,-0.07724,-0.00381,0.06627
="2026/04/02 15:44:54.800",-0.00794,0.01139,0.13528,-0.24066,0.02256,0.04886,-0.25355,0.03009,-0.00003,19.26462,861.53052,0.06941,-0.05856,-0.04821,-0.18923,-0.01568,0.13283,0.11749,-0.0917,0.1173
="2026/04/02 15:44:54.820",0.11549,-0.02973,0.26163,-0.31927,0.01295,-0.20496,-0.23553,0.00063,0.01248,19.09949,861.0531,0.28174,0.0394,0.13532,0.09637,-0.02208,-0.12597,0.11158,-0.11538,-0.34723
="2026/04/02 15:44:54.840",0.01983,-0.0196,-0.21666,0.08106,-0.01251,0.10464,-0.03181,0.02847,0.02658,19.27414,860.86591,-0.04805,-0.06509,0.05798,0.05186,0.05829,-0.03146,-0.24418,0.01267,0.20264
="2026/04/02 15:44:54.860",0.04404,-0.1189,-0.29834,-0.1552,0.25079,-0.11707,-0.50383,0.04259,0.00502,19.88904,860.48865,0.31509,-0.0188,-0.13886,0.08911,0.03879,0.12259,0.22694,0.07062,-0.28306
="2026/04/02 15:44:54.880",0.04436,-0.12103,0.13603,-0.23824,-0.32927,0.70231,-0.23807,0.00339,0.0188,20.77365,860.73541,0.02323,-0.0274,0.06277,0.11346,-0.19401,-0.3126,-0.16231,-0.03857,0.08488
="2026/04/02 15:44:54.900",0.06695,0.30102,-0.26992,-0.14279,-0.45551,-0.24537,-0.24439,0.01244,-0.0068,21.54149,861.60834,-0.11688,-0.01875,0.09194,-0.03475,0.09143,-0.13664,0.04555,-0.18724,0.05615
="2026/04/02 15:44:54.920",-0.04331,0.13163,-0.09894,-0.29913,-0.11377,-0.14733,-0.2409,0.03222,0.00841,22.14444,862.68115,0.01964,0.01789,0.09491,0.18044,-0.01857,-0.25784,0.14148,-0.10047,-0.19397
="2026/04/02 15:44:54.940",0.0743,0.05339,0.155,0.14847,-0.01503,0.29841,-0.07865,0.03399,0.03634,21.85913,863.20966,-0.28639,-0.00023,0.14731,0.07252,-0.0404,-0.29666,-0.11697,0.13767,0.20745
="2026/04/02 15:44:54.960",-0.09144,0.22605,0.0571,-0.11015,0.0454,-0.42676,-0.09401,0.02797,0.04558,21.1138,863.90668,-0.14983,-0.00467,0.11056,0.08235,0.04759,0.08106,0.32545,0.13839,-0.21062
="2026/04/02 15:44:54.980",0.03796,0.07059,0.22838,0.06562,-0.09592,0.08993,-0.04846,0.01433,0.0038,20.78248,864.51245,-0.17581,-0.01568,0.18777,0.20626,-0.09624,-0.3597,-0.05262,0.12692,-0.03403
="2026/04/02 15:44:55.000",-0.04248,0.05849,-0.26231,0.29743,0.12152,-0.33651,-0.03495,0.00473,0.01095,20.4464,864.66663,-0.35527,-0.03514,0.22847,0.05451,0.12781,-0.08903,0.09922,0.06051,-0.05155
="2026/04/02 15:44:55.020",-0.17014,-0.08565,-0.32034,-0.14679,0.19679,-0.30071,-0.10779,-0.02344,0.01184,19.71787,864.83679,-0.39004,-0.00045,0.11203,0.23853,-0.0272,-0.24241,0.14223,0.05293,-0.22392
="2026/04/02 15:44:55.040",0.04654,-0.05597,-0.30077,0.30055,-0.05498,0.19794,-0.04245,-0.01269,-0.00519,18.72231,864.3349,-0.44271,-0.01524,0.16163,0.10163,0.06613,-0.25964,-0.13463,0.02519,0.25432
="2026/04/02 15:44:55.060",-0.09147,0.1067,-0.42248,-0.10771,-0.04572,-0.2493,0.03784,0.02945,0.0169,17.84341,864.1936,-0.22133,-0.01646,0.05123,0.13301,-0.03422,-0.15227,0.21412,-0.0311,-0.0729
="2026/04/02 15:44:55.080",-0.0323,0.04907,-0.11862,-0.02894,-0.32005,0.27891,-0.14562,-0.04813,-0.00059,18.11628,863.7475,-0.21684,-0.01379,0.07029,0.08944,0.02054,-0.12656,-0.04106,-0.0168,-0.11723
="2026/04/02 15:44:55.100",-0.02126,0.20125,-0.32313,0.17288,-0.19061,-0.06206,0.09125,0.00354,-0.04517,18.94609,862.39221,-0.34173,-0.01655,0.22188,0.09066,-0.02239,-0.38445,0.18782,0.01986,0.13845
="2026/04/02 15:44:55.120",-0.06149,0.10988,-0.21976,-0.15342,-0.1359,0.00653,0.17835,-0.03645,-0.07217,19.29961,861.22534,-0.30709,0.01127,0.1965,0.13015,-0.00686,-0.06217,0.022,0.0416,-0.28118
="2026/04/02 15:44:55.140",0.00357,0.04623,-0.27165,-0.00499,0.00226,-0.32834,0.1963,-0.05161,-0.01811,18.94477,861.06598,-0.33252,-0.00554,0.14635,0.10768,0.0413,-0.17763,0.22764,0.07813,-0.30657
="2026/04/02 15:44:55.160",-0.06887,-0.04885,-0.29098,0.30687,-0.00739,0.33126,0.14546,-0.02996,-0.0118,19.80262,861.68085,-0.53402,-0.00676,0.27621,0.28481,-0.01312,-0.28734,-0.2104,0.04289,0.29527
="2026/04/02 15:44:55.180",-0.02908,0.16354,-0.43141,-0.33652,0.03074,-0.43964,0.30703,-0.03255,-0.01467,21.07588,862.40991,-0.22797,0.0009,0.0098,0.11504,0.03147,0.08101,0.12083,0.00706,-0.3078
="2026/04/02 15:44:55.200",-0.01129,0.003,-0.26418,0.34434,-0.21057,0.17071,0.28222,0.00001,-0.04038,21.90376,863.56567,-0.22365,0.00122,0.0685,0.13961,-0.05048,-0.25798,0.03194,-0.00743,0.13193
="2026/04/02 15:44:55.220",-0.07406,0.16568,-0.24139,0.09789,-0.16573,0.22876,0.19556,-0.02141,-0.03022,21.97025,864.87085,-0.50223,-0.04216,0.21935,0.08967,-0.008,0.05427,-0.10881,0.06404,-0.11723
="2026/04/02 15:44:55.240",-0.05535,0.10507,-0.12117,0.04366,-0.10569,-0.37304,0.28578,-0.01984,-0.04267,21.58118,866.34973,-0.10066,0.06017,-0.0324,-0.07539,-0.01167,0.05552,0.16592,0.08694,-0.26739
="2026/04/02 15:44:55.260",-0.09962,0.02216,-0.09812,0.36772,-0.10904,0.22474,0.20119,-0.05049,-0.05804,21.7316,867.29175,-0.45557,-0.04105,0.07475,0.06591,-0.02291,-0.25848,-0.23403,0.07503,0.34895
="2026/04/02 15:44:55.280",-0.07587,0.07662,-0.3846,-0.20317,0.18027,-0.55658,0.2561,-0.03422,-0.02885,21.01435,866.99878,-0.18187,-0.02752,0.03317,-0.11128,0.07754,0.17303,0.06693,0.08947,-0.25609
="2026/04/02 15:44:55.300",-0.07434,-0.08896,-0.10375,0.15586,0.08998,-0.00423,0.32443,-0.00714,-0.02301,20.72048,867.74854,-0.10686,-0.00377,0.04816,-0.12796,0.01009,-0.03891,0.0764,0.06632,0.02544
="2026/04/02 15:44:55.320",-0.01929,0.0314,0.08009,0.08513,-0.02897,0.30649,0.31666,-0.01066,-0.04708,20.30239,868.18005,-0.29038,-0.02745,0.25942,-0.10941,-0.03499,-0.02409,-0.11496,0.02134,0.09803
="2026/04/02 15:44:55.340",0.01768,-0.05466,0.05593,-0.10909,0.13837,-0.39466,0.05066,-0.03634,-0.01647,19.39095,867.23199,0.04618,0.0144,-0.11149,-0.11901,0.10168,0.08741,0.20655,-0.06679,-0.20687
="2026/04/02 15:44:55.360",-0.00163,-0.19676,-0.14972,0.18455,0.04143,0.34191,0.5254,-0.00831,-0.0205,19.48883,866.01691,-0.09993,-0.02442,0.06035,-0.15551,-0.04524,0.02405,-0.24663,-0.02829,0.26949
="2026/04/02 15:44:55.380",0.03778,-0.02514,0.09075,-0.23951,0.10912,0.03839,0.24945,-0.00977,-0.00611,19.6732,865.2572,0.01371,-0.04603,0.09424,-0.24936,-0.04763,0.23998,0.13266,-0.02808,-0.23158
="2026/04/02 15:44:55.400",0.07327,0.04989,0.24803,-0.04127,-0.16972,-0.09356,0.1927,-0.03415,-0.01014,20.34318,865.2749,0.27855,0.02468,-0.12346,-0.15776,-0.05981,0.10279,0.10309,-0.03748,-0.02106
="2026/04/02 15:44:55.420",0.07328,0.01327,-0.01758,0.16867,0.16998,0.00055,0.12071,-0.02959,-0.01217,20.66059,864.50812,0.08899,0.01467,0.05097,-0.18919,0.08138,0.32113,-0.14977,-0.05224,0.0683
="2026/04/02 15:44:55.440",0.01906,-0.18608,-0.00444,-0.10555,0.41852,-0.28683,0.34827,0.02044,-0.04256,20.77016,864.66705,0.32019,0.05941,0.07426,-0.15812,-0.03125,0.25684,0.17038,0.03074,-0.08846
="2026/04/02 15:44:55.460",0.05359,-0.21374,0.09591,0.12443,0.11663,0.18564,0.00953,0.02918,0.00948,21.91682,865.11237,-0.04469,0.01731,-0.1116,-0.1265,0.00653,0.06606,-0.2033,0.02807,0.20593
="2026/04/02 15:44:55.480",0.04533,-0.09202,-0.29136,-0.19741,0.21179,-0.38297,0.24141,-0.01283,0.03005,22.50502,864.94666,0.22244,0.01543,0.03514,-0.16743,0.05408,0.25308,-0.01146,-0.10667,0.03871
="2026/04/02 15:44:55.500",0.03474,-0.25,0.13334,-0.19861,0.35576,-0.03367,0.1361,0.01937,0.00345,23.71785,865.14941,0.23387,0.08374,-0.23527,-0.08238,-0.01422,0.17292,0.01477,-0.13203,-0.02944
="2026/04/02 15:44:55.520",-0.01207,-0.04625,0.23817,-0.01964,0.09087,0.11214,0.07599,-0.01186,0.01548,23.87362,865.4455,0.11305,-0.00009,-0.12458,-0.20137,-0.06604,0.33234,-0.12041,-0.09356,0.09739
="2026/04/02 15:44:55.540",0.05147,-0.00896,0.17837,-0.13237,0.01243,-0.13115,0.04961,-0.04816,-0.08271,23.44615,866.34668,0.31665,0.01395,-0.12219,-0.17665,0.01795,0.31387,-0.00278,-0.08476,-0.11205
="2026/04/02 15:44:55.560",-0.04016,-0.14372,0.20005,-0.06116,0.09305,0.21398,0.03992,-0.02265,0.04371,23.18266,867.07312,0.12687,0.02788,-0.11953,-0.12995,-0.01993,0.14052,-0.1118,-0.0324,0.04218
="2026/04/02 15:44:55.580",-0.03306,-0.13372,0.19758,-0.20075,0.16699,-0.10544,-0.15142,0.02179,0.08649,22.23616,866.91791,0.16803,-0.03323,-0.05701,-0.12925,-0.02586,0.09277,-0.03056,-0.01359,0.02028
="2026/04/02 15:44:55.600",-0.00858,-0.10372,0.20211,-0.32423,0.07859,-0.06259,0.04984,0.00686,0.00118,21.57776,866.41949,0.24616,0.02476,-0.26836,-0.15572,0.05971,0.38606,-0.05594,-0.02999,0.0009
="2026/04/02 15:44:55.620",0.0546,-0.09897,0.22485,-0.1629,0.06205,0.13697,0.01594,0.03724,0.01483,20.70648,865.81006,0.15062,-0.01779,-0.08383,-0.07344,-0.02473,0.06465,-0.01699,-0.06311,0.11408
="2026/04/02 15:44:55.640",0.04486,-0.07392,0.08348,-0.06391,-0.06752,0.26661,-0.14546,0.00578,0.05926,19.62141,865.39307,0.29366,0.00307,-0.16026,-0.0962,-0.05577,0.13252,-0.3516,-0.05634,0.40734
="2026/04/02 15:44:55.660",0.03013,0.04704,0.17423,-0.41342,0.07566,-0.38825,-0.13619,-0.00395,-0.01633,19.3335,864.45935,0.37647,0.04767,-0.30532,-0.18668,0.07224,0.38176,0.27825,-0.08706,-0.21023
="2026/04/02 15:44:55.680",0.0665,-0.16136,0.40832,0.08828,-0.06304,0.56193,-0.09983,-0.00788,-0.00311,19.03801,863.64447,0.21551,-0.03217,-0.07381,0.04005,-0.07834,-0.13572,-0.23258,-0.02736,0.26326
="2026/04/02 15:44:55.700",0.06526,0.13348,0.10657,-0.14969,0.05836,-0.11932,-0.17713,0.01789,-0.00887,19.64982,862.57764,0.18549,0.0143,-0.1377,-0.16099,0.04632,0.31914,-0.0766,-0.01361,0.10795
="2026/04/02 15:44:55.720",0.01359,-0.00397,0.32422,-0.17957,0.13307,-0.19467,-0.06309,0.02177,0.01336,20.4783,861.87329,0.33766,0.05113,-0.07095,0.02698,-0.09059,0.10584,0.12924,-0.00015,-0.13685
="2026/04/02 15:44:55.740",0.10408,0.0409,0.01026,0.39253,-0.06193,0.42203,-0.18623,0.00952,0.02287,20.80041,861.85321,0.14927,0.01539,-0.00757,0.04742,0.03925,0.08478,-0.32373,0.00948,0.31115
="2026/04/02 15:44:55.760",-0.05508,0.05185,0.07833,-0.20018,0.34001,-0.3444,-0.25993,0.03548,-0.0001,21.33978,861.87042,0.49001,0.02334,-0.26894,-0.04153,0.00235,0.15104,0.25475,0.06796,-0.11886
="2026/04/02 15:44:55.780",0.06522,-0.15325,-0.02277,0.09695,-0.07428,0.39234,-0.27137,0.03154,0.01404,22.69501,862.49487,0.3034,-0.01982,-0.14723,0.04547,0.02379,-0.19535,-0.12217,0.03255,0.12022
="2026/04/02 15:44:55.800",-0.06858,-0.04795,0.14523,-0.1717,0.09025,-0.0515,-0.1882,0.00895,-0.00705,23.40508,863.21704,0.02382,-0.06259,-0.15843,-0.15459,-0.04122,0.10186,0.1337,-0.01281,0.12401
="2026/04/02 15:44:55.820",0.07433,-0.10676,0.32016,-0.353,-0.01237,-0.34454,-0.24262,-0.0011,0.02381,22.54858,863.93097,0.32878,-0.00192,0.09246,0.14724,-0.00908,-0.157,0.13858,-0.08255,-0.36183
="2026/04/02 15:44:55.840",-0.03829,-0.05515,-0.2685,0.15403,-0.01547,0.04818,-0.02712,0.02731,0.0019,21.6453,864.4104,0.02942,-0.04104,0.07123,0.07474,0.07501,-0.03426,-0.33072,-0.01034,0.17487
="2026/04/02 15:44:55.860",-0.06468,-0.16937,-0.31269,-0.2136,0.24713,-0.23335,-0.4949,0.01801,0.02389,20.62975,864.02637,0.28085,0.00431,-0.14569,0.08038,0.03462,0.09889,0.22553,0.00528,-0.22176
="2026/04/02 15:44:55.880",0.02328,-0.12419,0.05557,-0.21167,-0.40128,0.54942,-0.23086,0.00527,0.02904,20.12751,863.71338,0.03222,-0.02681,0.10852,0.10216,-0.12052,-0.35522,-0.17344,-0.01157,0.05142
="2026/04/02 15:44:55.900",0.03158,0.27263,-0.1534,-0.06695,-0.46978,-0.22027,-0.22774,0.02901,0.01388,19.82469,863.27338,-0.1659,-0.02773,0.1471,-0.06992,0.07591,-0.10527,0.02403,-0.17674,0.1508
="2026/04/02 15:44:55.920",-0.0733,0.14659,-0.20277,-0.34886,-0.07048,-0.11084,-0.27022,0.01345,0.01774,18.90686,862.82367,0.03032,-0.00295,0.10202,0.18865,0.01428,-0.24526,0.0978,-0.06796,-0.13895
="2026/04/02 15:44:55.940",0.09492,0.10529,0.02672,0.16537,-0.05534,0.31792,-0.15506,0.03134,0.01737,18.44842,862.4743,-0.23597,-0.01516,0.09191,0.01349,-0.07464,-0.3164,-0.11808,0.12772,0.14987
="2026/04/02 15:44:55.960",-0.03672,0.20066,-0.008,-0.1344,-0.00614,-0.49449,-0.03651,0.01458,0.01904,18.30734,861.79529,-0.08064,-0.00041,0.07566,0.06079,0.0398,0.06573,0.33058,0.13622,-0.1241
="2026/04/02 15:44:55.980",0.0862,0.03881,0.07676,0.07001,-0.11625,0.17467,-0.10161,0.01046,0.02801,18.47958,861.15332,-0.17666,-0.02958,0.1227,0.18324,-0.09553,-0.3412,-0.06482,0.13102,-0.0952
="2026/04/02 15:44:56.000",0.04576,0.0586,-0.38004,0.31628,0.15861,-0.27082,-0.07216,-0.00751,-0.00849,18.98953,860.93439,-0.30962,-0.06284,0.15631,0.06907,0.08532,-0.10695,0.12579,0.0108,0.01148
="2026/04/02 15:44:56.020",-0.10168,-0.03969,-0.29969,-0.19115,0.17618,-0.39523,-0.15543,-0.00957,0.01062,19.90453,861.19745,-0.35693,-0.00994,0.09909,0.29567,-0.01315,-0.22423,0.13958,0.0592,-0.19215
="2026/04/02 15:44:56.040",0.0908,-0.04005,-0.27072,0.36467,-0.08468,0.21661,-0.06172,-0.00394,-0.0462,20.88412,861.7431,-0.39516,-0.01689,0.18444,0.13461,0.04031,-0.37667,-0.12101,0.01471,0.10374
="2026/04/02 15:44:56.060",-0.10703,0.13558,-0.34712,-0.04187,-0.00508,-0.35064,0.03685,0.01523,0.00463,21.15662,862.42279,-0.25476,-0.01166,0.04559,0.18769,-0.00481,-0.04864,0.22026,0.0285,-0.05456
="2026/04/02 15:44:56.080",-0.00342,0.05738,-0.1227,0.07039,-0.25945,0.30748,-0.10271,-0.05087,-0.01932,21.74198,862.90601,-0.2062,-0.018,0.15633,0.14762,0.001,-0.19012,-0.05236,0.00696,-0.15036
="2026/04/02 15:44:56.100",-0.05828,0.1634,-0.29786,0.30451,-0.18989,-0.15102,0.02564,-0.02769,-0.04638,22.45402,863.5556,-0.3821,0.00534,0.19569,0.11883,-0.01601,-0.31481,0.16163,0.04145,0.09017
="2026/04/02 15:44:56.120",-0.12918,0.11233,-0.22957,-0.12705,-0.10144,-0.12313,0.18819,-0.0325,-0.06444,22.29062,864.14044,-0.33737,0.00711,0.16519,0.17895,0.00567,-0.0769,0.00523,0.06644,-0.24002
="2026/04/02 15:44:56.140",-0.03175,0.01308,-0.2392,0.10208,0.02192,-0.265,0.20339,-0.02592,-0.01373,21.57654,865.06604,-0.2676,0.00951,0.15135,0.10521,0.04295,-0.18921,0.17543,0.06544,-0.28008
="2026/04/02 15:44:56.160",-0.11179,-0.06497,-0.21015,0.30626,-0.02798,0.21566,0.13689,0.00387,0.01291,21.05715,865.67938,-0.5852,-0.03659,0.28318,0.25704,-0.01939,-0.29815,-0.21762,0.04164,0.29389
="2026/04/02 15:44:56.180",-0.05906,0.16524,-0.35196,-0.40061,0.00588,-0.44405,0.30509,-0.0375,-0.00701,20.25215,865.50476,-0.2394,0.0244,0.04453,0.07629,0.00889,0.02063,0.09261,0.01127,-0.36953
="2026/04/02 15:44:56.200",-0.03413,0.00984,-0.23031,0.35176,-0.23316,0.16889,0.18885,-0.02995,-0.02972,19.39558,866.01404,-0.19672,0.03131,0.05374,0.09971,-0.03616,-0.24743,0.04238,-0.01328,0.16623
="2026/04/02 15:44:56.220",-0.09012,0.17496,-0.21451,-0.00266,-0.17701,0.17972,0.11369,-0.04041,-0.00376,18.83096,865.72162,-0.48916,-0.01768,0.16014,0.04622,0.01056,0.0691,-0.05286,0.04856,-0.05139
="2026/04/02 15:44:56.240",-0.01196,0.11899,-0.11167,0.03143,-0.13099,-0.185,0.23507,-0.02304,-0.03392,19.05004,865.02472,-0.04001,0.05068,-0.09384,-0.08803,0.01379,0.05231,0.25088,0.05052,-0.20319
