time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSGD00004.chdata,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ
="2026/04/02 17:28:28.020",-0.65346,0.98095,3.30616,1.08348,1.09098,-3.98043,-0.47615,-0.10293,0.02702,48.1878,0.44732,0.00277,0.28,-1.21915,-0.00639,0.66353,842.66705,-1.21579,-0.1968,0.60999
="2026/04/02 17:28:28.040",-1.01399,0.94672,2.50729,1.01165,0.45389,-1.24477,-1.08843,0.02146,0.0846,41.3124,-0.30688,-0.12042,0.87438,-1.6362,0.00353,0.23533,857.82074,-0.80604,-0.00797,0.8342
="2026/04/02 17:28:28.060",-1.26303,-0.12019,2.56741,1.7666,0.82764,-1.73466,-1.35183,0.09342,0.14217,29.78617,-0.38556,-0.0869,1.58656,-0.1857,-0.06807,0.54076,872.31763,-1.40303,0.34913,0.64575
="2026/04/02 17:28:28.080",-1.3816,-0.05173,1.92614,0.93178,0.44671,-0.87819,-1.25897,0.12698,0.17935,15.19179,-0.05646,-0.19739,1.37529,-0.04508,0.00199,0.34965,883.24561,-0.53352,0.54884,0.1678
="2026/04/02 17:28:28.100",-1.35367,-0.04853,0.93994,1.10587,-0.44541,1.94262,-0.8966,0.07076,0.12455,0.2283,-0.88806,-0.09506,1.99403,1.13152,-0.12696,0.144,889.82953,-0.763,0.77046,0.69919
="2026/04/02 17:28:28.120",-0.95256,-0.60481,0.12695,0.82142,-0.5528,0.81085,-1.29653,0.07039,0.03109,0,0.22629,-0.22565,0.95726,1.82901,-0.23392,0.30993,889.91479,-0.11035,0.5016,-0.44801
="2026/04/02 17:28:28.140",-0.61289,-0.63164,-1.08447,0.04606,-1.46658,4.36837,-1.20964,-0.04751,0.09373,0,-0.82833,0.19697,2.49162,1.51137,-0.00846,0.18225,883.78351,-0.18337,0.4937,-0.18268
="2026/04/02 17:28:28.160",-0.09636,-0.84026,-1.70255,0.23174,-1.4033,3.68215,-0.80099,0.03486,0.05039,0,-0.31771,-0.17425,1.22531,2.62991,-0.05891,0.0196,873.70532,0.17251,0.44507,-0.43266
="2026/04/02 17:28:28.180",0.43899,-1.01315,-2.20125,-1.20436,-1.25339,4.52479,-0.4541,-0.07911,0.0988,0,-0.18021,0.03184,0.91206,2.11185,0.0497,-0.32182,859.87921,0.97222,0.22668,-0.7619
="2026/04/02 17:28:28.200",0.77337,-0.71521,-3.35171,-0.82881,-1.46405,4.00566,0.02534,-0.07955,-0.09928,0,-0.66721,-0.19205,1.20083,2.40119,0.12896,-0.07482,848.64093,0.67138,0.06467,-0.32179
="2026/04/02 17:28:28.220",1.03723,-1.09782,-3.19103,-0.65087,-0.67358,3.94549,0.84365,0.01781,-0.13711,6.16362,0.80663,0.05465,-0.24857,1.94976,0.13929,-0.38721,840.32227,1.45875,0.01844,-0.94853
="2026/04/02 17:28:28.240",0.98409,-0.58872,-3.79347,-1.60361,-1.51068,4.7888,0.9435,-0.02191,-0.06064,23.43259,-0.05372,0.10164,-0.44741,1.03984,-0.06895,-0.60697,835.90674,0.89875,-0.0176,-0.4225
="2026/04/02 17:28:28.260",0.93691,-0.67722,-2.60257,-1.43129,-0.72322,1.03856,1.12626,-0.03762,-0.07064,40.47957,0.83784,0.08877,-1.22384,1.43885,-0.1556,-0.67148,837.87085,1.33795,-0.04346,-0.99287
="2026/04/02 17:28:28.280",0.93438,-0.06988,-2.07261,-1.29078,-0.87194,1.99941,1.44877,0.013,-0.06892,54.28647,1.08058,0.10195,-1.92941,0.02709,-0.03457,-0.50493,844.45105,1.03339,-0.16217,-0.42824
="2026/04/02 17:28:28.300",0.5421,0.09136,-0.89836,-0.66074,-0.13165,-0.49159,1.54256,-0.07271,-0.11829,62.52314,0.39759,0.3511,-1.49738,-0.09121,-0.07832,-0.51094,857.15747,0.53205,-0.31606,-0.57363
="2026/04/02 17:28:28.320",0.48352,0.23604,-0.00487,-0.6227,0.35711,-2.97499,1.59083,-0.10177,-0.16786,62.89463,1.24899,0.04465,-2.34124,-0.79226,-0.08908,-0.01248,870.06897,0.84474,-0.55346,-0.46057
="2026/04/02 17:28:28.340",0.03947,0.49754,0.63129,-0.27442,0.52363,-2.32607,1.178,-0.06738,0.00216,57.90906,-0.38449,0.19934,-1.15693,-1.9713,-0.06436,0.099,883.23389,-0.50103,-0.46928,0.13753
="2026/04/02 17:28:28.360",-0.09035,0.44328,2.11373,0.53208,1.59597,-6.40987,0.98091,-0.04299,-0.01949,46.04782,0.19534,0.08279,-2.23662,-1.82318,-0.17477,0.18609,893.41052,-0.12437,-0.2444,0.19102
="2026/04/02 17:28:28.380",-0.48103,0.78664,2.05676,0.36825,1.32768,-4.68167,0.72711,-0.10003,-0.08978,30.68698,-0.64837,-0.01077,-1.37677,-2.28744,0.07233,-0.19877,896.03851,-0.836,-0.22116,0.22619
="2026/04/02 17:28:28.400",-0.50049,0.9734,2.6792,1.35287,1.44923,-4.93962,0.65323,0.0325,-0.07789,14.9918,-0.76397,0.34007,-0.52786,-2.29996,-0.18198,0.27964,894.03638,-1.27107,-0.11338,0.83694
="2026/04/02 17:28:28.420",-0.58132,0.81441,2.8586,0.85366,0.62113,-3.85465,-0.50191,0.05412,0.05918,0.53899,-0.2864,-0.13412,-0.80504,-2.46104,-0.16138,0.20425,884.01013,-0.71283,-0.16825,0.45352
="2026/04/02 17:28:28.440",-0.40355,0.79408,2.77094,0.29197,0.60285,-2.54582,-0.39041,0.00006,0.04094,0,-1.41841,0.06483,0.52909,-1.94148,-0.09423,0.65717,869.99854,-1.52409,-0.06296,0.92713
="2026/04/02 17:28:28.460",-0.37427,0.05419,1.55267,0.88575,1.33943,-3.86487,-0.92564,-0.00833,0.10409,0,-0.59242,-0.13923,0.68347,-1.27042,-0.18878,0.39506,853.29535,-0.46909,-0.01612,0.28221
="2026/04/02 17:28:28.480",-0.11363,0.09544,1.38753,0.49975,0.71148,0.36674,-1.22437,0.04427,0.08888,0,-1.04821,-0.23382,1.32804,-1.35088,-0.15653,0.68866,835.39728,-1.44277,0.19354,1.28325
="2026/04/02 17:28:28.500",0.06883,-0.09466,0.88292,0.70305,1.11706,-0.6623,-1.33681,0.08655,0.18896,0,-0.90913,-0.03399,1.82899,-0.17712,-0.13762,0.63573,822.7395,-0.10317,0.32385,0.37329
="2026/04/02 17:28:28.520",0.3393,0.10539,0.04961,0.19113,0.43405,1.72633,-1.35188,0.12042,0.19298,0.90453,0.24218,-0.15994,1.46561,0.03509,-0.03754,0.48901,813.3009,-0.28764,0.45041,0.45867
="2026/04/02 17:28:28.540",-0.07806,-0.13291,-0.31777,-0.05558,-0.43276,3.72649,-1.89616,0.2824,0.34262,13.91649,-0.40417,-0.08372,2.20524,0.44618,0.02454,-0.03986,812.01587,-0.45586,0.23996,1.02158
="2026/04/02 17:28:28.560",0.08068,-0.54959,-1.00133,0.30536,-0.2922,2.57672,-1.0054,0.05814,0.2541,25.86523,1.2895,-0.14765,1.03363,1.37535,-0.06616,0.04598,818.9881,0.80899,0.2743,0.01893
="2026/04/02 17:28:28.580",-0.15212,-0.18658,-1.70791,-0.18961,-1.1885,5.50902,-1.09145,0.10451,0.02351,35.84434,0.703,-0.23993,2.0301,1.88531,0.22248,-0.26558,832.3819,-0.43872,0.50934,-0.1326
="2026/04/02 17:28:28.600",-0.43007,-0.78599,-1.94736,0.51702,-1.07396,3.88474,-0.38374,-0.06078,0.08725,41.34398,1.39503,-0.0947,0.71828,1.70407,0.17974,0.06622,852.5174,0.59486,0.45721,-0.08255
="2026/04/02 17:28:28.620",-0.2129,-0.68121,-2.41438,-0.40352,-1.6252,4.76835,-0.64309,-0.01104,0.03519,41.62853,1.3379,-0.22761,0.64045,1.87003,0.05161,0.1567,871.76874,0.53549,0.25887,-0.86236
="2026/04/02 17:28:28.640",-0.41001,-0.7146,-2.26238,-0.7493,-1.40197,3.1963,0.34037,0.01847,0.08079,38.64588,0.78042,0.18062,0.39078,2.44574,0.17996,-0.49819,891.61212,-0.04369,0.16501,-0.4526
="2026/04/02 17:28:28.660",-0.51344,-0.76768,-1.71793,0.5066,-1.71978,2.44319,0.4654,0.04917,-0.10444,30.23013,1.59155,-0.04089,-0.74747,1.64995,0.07799,-0.2988,905.79578,1.31224,0.01498,-1.00077
="2026/04/02 17:28:28.680",-0.13626,0.33018,-0.70626,-0.87237,-1.70159,3.31656,1.00241,-0.0775,-0.04885,21.20288,0.11039,0.2141,-0.34845,1.51555,-0.10625,-0.6952,913.1048,0.01116,-0.05925,-0.54403
="2026/04/02 17:28:28.700",-0.13358,-0.03498,-0.83063,-0.89507,-0.89003,-0.60215,1.30861,-0.01886,-0.11359,11.90842,0.33258,0.08122,-1.63319,1.17629,-0.01196,-0.43685,913.44684,1.62395,-0.06756,-1.0444
="2026/04/02 17:28:28.720",0.33082,0.1502,-1.11759,-0.88708,-0.74786,0.73901,1.27519,-0.08247,-0.15402,3.95143,-0.06449,0.28471,-1.50394,0.27815,0.02481,-0.26799,903.90881,0.14575,-0.23681,-0.74967
="2026/04/02 17:28:28.740",0.23032,-0.35301,-0.8732,-1.43309,-0.19253,-1.7951,1.36158,-0.04582,-0.12898,0.2773,-0.96149,0.1855,-1.49036,0.07187,0.03845,-0.52916,890.42212,0.53841,-0.2946,-0.53716
="2026/04/02 17:28:28.760",0.71488,-0.19383,-0.45594,-0.90821,0.57128,-2.35526,1.90639,-0.11208,-0.13692,0,-0.32499,0.04076,-1.9898,-0.11049,-0.07623,-0.32914,870.67261,0.91254,-0.28913,-0.60756
="2026/04/02 17:28:28.780",0.97375,0.41934,-0.01284,-1.48491,0.71495,-1.97147,1.01166,-0.0867,-0.27474,5.24156,-1.24954,0.14019,-1.02464,-0.66289,0.02478,-0.24667,850.73145,-0.59608,-0.21243,0.1785
="2026/04/02 17:28:28.800",0.95007,0.33269,0.99511,-1.01509,1.60274,-4.44809,1.28887,-0.12483,-0.1495,13.55688,-0.42358,-0.03808,-1.48398,-1.91794,-0.1011,0.19904,833.96814,0.81782,-0.24415,0.35057
="2026/04/02 17:28:28.820",1.19599,0.87438,1.6502,-0.59993,1.29351,-2.73013,0.78761,-0.02763,-0.11134,24.43125,-0.55358,0.3599,-1.03163,-2.20292,-0.227,0.40936,820.48364,-0.61608,-0.24873,0.67783
="2026/04/02 17:28:28.840",0.42133,0.62432,1.93121,0.2888,1.74583,-4.7018,-0.08861,-0.02578,-0.04723,36.06554,-0.3821,-0.16758,-0.91142,-2.17049,-0.19079,-0.31491,815.59729,-0.54752,-0.28096,0.84887
="2026/04/02 17:28:28.860",0.35803,0.59764,2.16548,1.73895,2.05044,-3.60824,-0.36304,0.03498,-0.04994,43.42968,0.36979,-0.01284,-0.46463,-2.31829,-0.19218,0.57252,816.43231,-0.2094,-0.17201,0.60663
="2026/04/02 17:28:28.880",-0.13857,0.8015,2.15039,1.10365,1.93489,-3.47092,-0.80345,-0.01271,0.13192,47.87557,-0.43303,-0.22372,0.52628,-1.75435,-0.03581,0.63201,825.08643,-1.78215,-0.02955,0.80197
="2026/04/02 17:28:28.900",-0.34355,0.01896,1.99291,2.04353,1.92226,-3.16571,-1.06376,0.0997,0.17311,46.16293,0.33322,-0.07103,0.20728,-1.8059,0.06427,0.70481,838.5354,-0.15959,0.19481,0.73588
="2026/04/02 17:28:28.920",-0.72168,0.32645,2.2305,1.42409,1.26895,-1.52669,-1.276,0.02856,0.14058,40.36113,-0.09097,-0.05288,1.27791,-1.08405,-0.07283,0.52888,853.44958,-2.20918,0.06001,1.16583
="2026/04/02 17:28:28.940",-0.81035,0.19548,2.19256,1.72871,0.93789,-1.58837,-1.41732,0.09077,0.12262,30.40613,0.08646,-0.15052,1.54556,-0.33283,0.12015,0.19197,871.1886,-0.10895,0.18679,0.29199
="2026/04/02 17:28:28.960",-1.08162,0.30656,1.21728,1.63875,0.16418,0.49026,-1.44499,0.02861,0.13983,16.20475,0.27827,-0.23341,1.78229,-0.06255,0.07562,0.46087,883.25781,-1.06372,0.18116,0.43395
="2026/04/02 17:28:28.980",-0.98753,-0.14079,0.29112,1.08599,-0.38711,1.66228,-1.89943,0.08054,0.05437,3.7421,-0.42114,-0.11859,2.31353,-0.00709,0.30138,0.45152,890.8808,-1.5298,0.01755,0.6418
="2026/04/02 17:28:29.000",-0.76395,-0.45935,0.02807,0.75272,-0.86882,2.13587,-1.15369,0.1239,0.16325,0,-0.36533,-0.49305,1.8731,0.32767,0.10614,0.03107,892.0589,0.87246,0.2925,-0.53667
="2026/04/02 17:28:29.020",-0.24382,-0.151,-1.45438,0.143,-1.59168,4.8613,-0.79925,0.11784,0.16309,0,-0.65257,-0.07804,1.85048,1.73681,0.1367,-0.32331,886.76538,-1.03612,0.44224,-0.11693
="2026/04/02 17:28:29.040",-0.2152,-0.96881,-1.41341,-0.53123,-1.98893,4.46043,-0.99947,0.07426,0.0737,0,-0.28748,-0.27488,1.42156,1.22095,-0.03838,-0.32745,878.69757,1.06346,0.34743,-0.40261
="2026/04/02 17:28:29.060",0.65436,-0.59469,-2.62225,-0.68355,-2.95161,6.96548,0.01652,0.02345,0.0184,0,-0.11029,0.20406,1.39759,1.78318,-0.02461,0.04788,866.08429,1.07075,0.26852,-0.79469
="2026/04/02 17:28:29.080",0.71033,-0.61897,-3.11139,-2.44008,-2.7384,4.29443,0.21306,-0.05496,-0.10908,0,0.03477,-0.0705,-0.04661,2.14089,0.14035,-0.13814,853.84235,0.52215,0.10813,-0.71317
="2026/04/02 17:28:29.100",0.98568,-0.881,-3.08067,-1.38148,-1.801,4.8832,0.3986,-0.0452,-0.15002,7.03812,0.45649,0.24101,-0.38059,1.20579,0.05483,-0.4888,842.85052,2.39802,0.01281,-1.286
="2026/04/02 17:28:29.120",0.90341,-0.43371,-3.49934,-1.9945,-1.51065,3.36018,0.86453,-0.01066,-0.08476,23.26589,0.51541,0.24932,-0.63014,1.89511,0.08337,-0.51787,836.18738,0.3697,-0.23004,-0.72117
="2026/04/02 17:28:29.140",0.84673,-0.90057,-2.40444,-1.65113,-1.15675,1.86343,1.17186,-0.07384,-0.08482,39.26264,0.8522,0.10388,-1.66491,0.7822,0.21615,-0.68498,837.32288,2.33039,-0.09855,-1.18609
="2026/04/02 17:28:29.160",0.67391,-0.35141,-2.1406,-1.29126,-0.61271,0.80628,1.24323,-0.05026,-0.14628,52.48313,0.49115,0.13371,-1.54721,0.4367,-0.038,-0.60325,842.19525,0.51926,-0.11237,-0.46764
="2026/04/02 17:28:29.180",0.2651,-0.62236,-0.92571,-1.54254,0.42804,-2.07241,1.07436,-0.0387,-0.12028,61.69586,0.6864,0.20161,-2.04279,-0.07568,-0.04034,-0.39958,852.81744,0.62273,-0.10599,-0.20395
="2026/04/02 17:28:29.200",0.06275,-0.07071,0.31787,-0.08189,0.65863,-2.95057,1.76707,0.0429,-0.08615,63.17019,0.57709,0.13669,-2.49892,-0.37584,-0.24471,-0.50165,865.32501,0.9419,-0.15728,-0.2049
="2026/04/02 17:28:29.220",-0.13635,0.49509,1.2468,0.11515,1.26282,-4.4117,1.16173,-0.15476,-0.16462,58.90722,0.79876,0.30833,-2.1616,-0.06158,-0.17387,0.11623,878.13721,-1.27158,-0.34653,0.45228
="2026/04/02 17:28:29.240",-0.34513,0.34469,2.1437,0.33329,1.66726,-6.06603,0.37205,-0.04956,-0.17204,48.26521,0.58042,0.19853,-1.82007,-1.63945,-0.00184,0.17593,888.36011,0.38878,-0.43209,0.25015
="2026/04/02 17:28:29.260",-0.45441,0.99545,2.14011,1.47402,1.80157,-5.14998,0.44065,-0.02712,-0.03493,33.23888,-0.00028,0.09599,-0.83215,-1.19118,-0.24978,0.77653,892.45398,-1.4595,-0.38994,0.54907
="2026/04/02 17:28:29.280",-0.74362,0.84874,3.12528,0.6679,2.65684,-7.00733,0.0035,0.07147,-0.03156,17.11234,-0.35349,-0.05904,-1.22409,-1.62676,-0.0288,0.04925,891.49554,-1.40249,-0.24357,0.94654
="2026/04/02 17:28:29.300",-0.60437,1.01271,3.3371,1.70158,2.26504,-4.35962,-0.3182,-0.02664,-0.04425,1.61927,-1.10501,-0.06263,0.05342,-2.0212,-0.23151,0.34662,883.63379,-0.64521,-0.14922,0.65949
="2026/04/02 17:28:29.320",-0.36228,1.41426,2.92458,1.25133,1.79738,-4.59572,-1.04939,0.09919,0.0103,0,-1.01755,-0.09767,0.69346,-0.93194,0.01269,0.36443,870.77325,-2.28389,-0.02939,1.05427
="2026/04/02 17:28:29.340",-0.45493,1.03758,2.47147,1.05192,1.11571,-1.39296,-1.02932,0.01509,0.03709,0,-1.0564,-0.12649,0.97712,-1.69464,0.12201,0.48819,854.91858,-0.4441,-0.00435,0.59343
="2026/04/02 17:28:29.360",0.02409,0.80526,1.7422,0.74127,0.65666,-0.41348,-1.34953,0.10976,0.11606,0,-1.15484,-0.12761,2.00689,-0.78371,0.01685,0.5949,838.21179,-1.64156,-0.03867,0.89856
="2026/04/02 17:28:29.380",-0.18007,0.26244,1.31465,-0.17454,0.39694,0.83252,-1.12717,0.07036,0.15758,0,-0.61082,-0.19098,1.70743,-0.44039,0.12636,0.46225,825.02997,-0.15344,0.04642,0.5266
="2026/04/02 17:28:29.400",0.3595,0.42958,-0.05062,0.31644,-0.42354,3.04449,-0.49115,0.06467,0.10282,0,-0.73291,-0.15575,2.17399,0.45211,-0.08434,0.17494,816.39001,-0.33371,0.31647,0.88538
="2026/04/02 17:28:29.420",0.25664,-0.1975,-0.53136,-0.2679,-0.76077,3.67317,-1.49673,-0.04108,0.0767,10.59798,-0.05965,-0.40797,2.35556,0.65016,-0.1712,0.49332,815.185,-0.66952,0.49944,-0.06659
="2026/04/02 17:28:29.440",0.12801,-0.49641,-1.62713,-0.42327,-1.55983,5.35279,-0.95815,0.02305,0.0834,22.94232,-0.18776,-0.04977,2.11083,0.13292,0.00576,0.19074,820.62537,1.1033,0.45954,-0.24227
="2026/04/02 17:28:29.460",0.27965,-0.69491,-2.30539,-0.16051,-1.96829,5.25838,-0.86705,0.12562,0.23141,33.3919,0.42072,-0.19268,1.14227,1.49782,-0.0513,-0.00454,832.64667,-0.56474,0.59379,-0.08094
="2026/04/02 17:28:29.480",-0.05864,-1.15584,-2.33331,-0.53857,-1.97542,4.55924,-0.62226,0.05952,0.14316,41.38284,0.86214,0.08544,0.58022,0.90353,0.21121,-0.06563,850.36304,1.08877,0.47916,-0.75813
="2026/04/02 17:28:29.500",-0.1107,-0.80693,-2.66056,0.29245,-2.60608,4.69791,-0.2648,-0.02623,0.05,44.84544,0.51971,0.05011,0.72795,1.74226,0.23147,-0.17483,870.79907,0.61874,0.38597,-0.55097
="2026/04/02 17:28:29.520",-0.17303,-1.16689,-2.53395,0.14153,-1.34509,2.66762,0.18552,-0.00077,-0.10818,43.12447,1.17956,-0.03892,-0.52048,1.57188,0.31232,-0.39766,890.42609,0.48675,0.17626,-0.65874
="2026/04/02 17:28:29.540",-0.42973,-1.3262,-2.80914,-0.54367,-1.08804,3.20744,0.9016,-0.05059,-0.14109,35.72898,0.28326,0.31314,-0.63671,1.03439,0.271,-1.01533,904.69989,1.40691,0.01987,-1.13541
="2026/04/02 17:28:29.560",-0.30351,-1.22397,-1.82164,-0.21373,-0.74377,-0.36806,0.96579,-0.03895,-0.06581,26.2481,0.89243,0.21162,-1.36774,1.74372,0.1962,-0.61581,912.26154,0.24557,-0.25019,-0.77691
="2026/04/02 17:28:29.580",-0.37185,-0.60378,-1.51905,-0.50101,-0.63183,0.3105,1.41964,0.0011,-0.10726,16.7408,0.42156,0.12449,-1.71963,0.18401,0.09998,-0.56464,912.43677,1.24861,-0.35881,-0.8258
="2026/04/02 17:28:29.600",0.45107,-0.01912,-0.53664,-0.22912,-0.00085,-0.96436,1.43152,-0.10103,-0.1391,7.73705,-0.2527,0.30336,-1.44786,0.31782,-0.08511,-0.15631,905.58936,0.27464,-0.28508,-0.14844
="2026/04/02 17:28:29.620",0.55497,0.08883,0.09832,-0.9934,0.75436,-3.37307,0.01712,0.02527,-0.06614,2.02558,0.11427,0.21255,-2.12077,-0.79851,0.00518,-0.15432,891.73145,0.71028,-0.47818,-0.74391
="2026/04/02 17:28:29.640",0.88386,0.57574,0.29198,-0.60976,0.71076,-1.75881,1.60182,0.00871,-0.08205,1.09523,-0.87613,0.36195,-1.34787,-1.2557,0.06942,-0.53398,873.55133,0.73463,-0.48053,-0.18535
="2026/04/02 17:28:29.660",0.94936,0.66514,0.86706,-0.51565,1.56247,-4.52909,0.80055,0.04445,-0.1314,4.57411,0.01644,0.12179,-2.30882,-0.80614,-0.05147,-0.3491,853.40302,-0.4075,-0.59238,0.53245
="2026/04/02 17:28:29.680",0.97405,0.87525,1.82821,-0.74553,1.54427,-3.2947,0.56465,-0.06575,-0.2238,11.40629,-0.45638,-0.07069,-1.05859,-2.14396,0.18162,-0.50418,834.92657,0.61528,-0.405,0.15773
="2026/04/02 17:28:29.700",0.66797,1.24138,1.6814,0.08864,1.66132,-3.03015,0.47105,0.01332,-0.1124,19.96463,-0.39187,-0.00239,-0.50855,-1.40965,0.00018,-0.0061,821.17188,-0.74305,-0.22605,0.76885
="2026/04/02 17:28:29.720",0.45895,1.09881,2.31245,-0.41733,1.59203,-3.03948,0.40917,0.05447,0.0058,29.60922,0.21053,-0.16134,-0.83175,-2.14658,-0.04546,0.00526,813.08099,-0.45734,-0.1556,0.4355
="2026/04/02 17:28:29.740",0.02484,1.2388,2.08855,-0.52681,0.69918,-1.76553,-0.55413,-0.02935,0.00182,38.76326,-0.74377,0.00556,0.27799,-1.85747,-0.05429,0.14796,813.79932,-0.6543,-0.22328,0.47798
="2026/04/02 17:28:29.760",-0.33238,0.75776,2.99683,0.54478,0.99339,-3.39629,-0.50488,-0.11796,0.03788,44.02631,0.46542,0.06512,0.1847,-1.19543,0.05312,0.81155,822.34839,-0.80847,-0.23163,0.4504
="2026/04/02 17:28:29.780",-0.65375,0.76762,2.28387,0.68104,0.28231,-0.86294,-1.2388,0.04409,0.15193,44.77972,-0.34559,-0.15511,1.0451,-1.50009,0.01718,0.04411,835.16461,-0.75011,0.01428,1.00383
="2026/04/02 17:28:29.800",-1.14506,-0.14488,2.15728,1.45439,0.87364,-1.40469,-1.14944,0.09008,0.12556,40.27671,-0.20046,-0.0669,1.59542,-0.1217,-0.00938,0.47039,852.05725,-1.13406,0.26762,0.53706
="2026/04/02 17:28:29.820",-1.21198,-0.07773,1.42454,0.87874,0.43565,-0.54862,-1.36124,0.11373,0.16839,30.79697,0.28712,-0.25713,1.41536,-0.11183,0.09492,0.21434,867.83868,-0.6337,0.45287,0.25218
="2026/04/02 17:28:29.840",-1.40305,-0.11593,0.59934,1.10369,-0.44784,1.9443,-1.07745,0.0872,0.17239,19.6019,-0.5464,-0.06677,2.05776,0.86695,-0.01846,0.01359,881.80219,-0.77665,0.73167,0.4974
="2026/04/02 17:28:29.860",-1.12614,-0.59079,0.28534,1.14614,-0.47529,0.54929,-1.26482,0.03649,0.00276,6.66286,0.69256,-0.15299,0.827,1.8667,-0.19237,0.07049,891.0733,-0.14849,0.58751,-0.5811
="2026/04/02 17:28:29.880",-1.02553,-0.6659,-0.92792,0.45379,-1.44197,4.13111,-1.13999,-0.04458,0.019,0,-0.49159,0.15042,2.43105,1.69084,-0.08239,0.14629,894.48199,-0.39233,0.57735,-0.12984
="2026/04/02 17:28:29.900",-0.40828,-0.90737,-1.31961,0.84769,-1.22241,3.07791,-0.88329,0.05861,0.07852,0,-0.06146,-0.14869,1.13153,2.71319,-0.07434,0.24325,893.05554,0.29293,0.46564,-0.3115
="2026/04/02 17:28:29.920",-0.01531,-0.92689,-2.11337,-0.64186,-1.23517,3.95404,-0.48125,-0.16063,-0.0001,0,-0.09886,-0.02936,0.94189,2.22243,0.07525,-0.34043,883.87659,0.77968,0.23878,-0.96212
="2026/04/02 17:28:29.940",0.42677,-0.69192,-3.14896,-0.38228,-1.16652,3.17893,-0.04845,-0.03113,0.00965,0,-0.7037,-0.19262,1.01975,2.47953,0.16305,-0.3066,871.8429,0.47794,0.06846,-0.37361
="2026/04/02 17:28:29.960",0.79742,-1.03548,-2.83655,-0.26626,-0.57178,3.57654,0.66852,-0.03369,-0.08034,0,0.5701,0.0314,-0.24831,1.96982,0.18455,-0.34403,857.9823,1.3704,0.06206,-0.99704
="2026/04/02 17:28:29.980",0.89191,-0.28808,-3.2172,-1.46798,-1.50352,4.34968,0.83107,-0.00278,-0.02155,6.23584,-0.34563,0.18347,-0.42506,1.40295,0.21481,-0.66899,846.29956,0.7263,-0.03146,-0.2383
="2026/04/02 17:28:30.000",1.19375,-0.42309,-2.41623,-1.53552,-0.60981,0.88731,1.20111,-0.05267,-0.08602,21.01005,0.49669,0.09228,-1.17012,1.49288,-0.09665,-0.78201,839.6283,1.51608,-0.00983,-1.025
="2026/04/02 17:28:30.020",1.32514,0.14976,-1.83324,-1.4235,-0.69832,2.43254,1.39629,-0.10854,-0.14338,36.65733,0.79125,0.08582,-1.87783,0.14021,-0.11775,-0.45514,836.87299,0.95501,-0.21331,-0.31786
="2026/04/02 17:28:30.040",1.04266,0.08542,-1.10731,-1.10356,-0.0883,-0.19465,1.42398,-0.12682,-0.15644,50.75391,0.19637,0.33483,-1.40738,-0.04616,-0.10929,-0.43011,841.33453,0.9195,-0.49454,-0.36769
="2026/04/02 17:28:30.060",1.02594,0.17721,0.01299,-0.95542,0.23332,-2.96305,1.6985,-0.22462,-0.1946,58.95449,1.10705,0.0591,-2.24651,-0.81157,-0.17458,-0.04054,848.80566,1.08216,-0.49491,-0.75219
="2026/04/02 17:28:30.080",0.36798,0.45668,0.63063,-0.76588,0.5264,-1.71562,0.84973,-0.03498,-0.05647,62.20227,-0.42653,0.13385,-1.18554,-1.86179,-0.06954,-0.04105,860.29022,-0.48206,-0.44006,0.46315
="2026/04/02 17:28:30.100",0.14356,0.33979,1.89353,0.2814,1.66573,-5.94664,1.04391,0.01345,-0.09214,58.42109,0.35896,0.07704,-2.22387,-1.9858,-0.22624,0.35867,872.46826,0.19749,-0.23538,0.20509
="2026/04/02 17:28:30.120",-0.28565,0.73951,1.69418,0.18951,1.12082,-4.10898,0.79701,-0.0898,-0.13976,48.60456,-0.42265,0.15716,-1.30507,-2.30058,0.11186,-0.41138,880.91724,-0.81153,-0.17891,0.05472
="2026/04/02 17:28:30.140",-0.52978,0.83541,2.71384,1.45468,1.09154,-5.05567,0.42498,-0.19149,-0.07067,34.89893,-0.4482,0.1479,-0.73546,-2.33599,0.13792,-0.30004,887.75653,-1.26962,-0.11969,0.93843
="2026/04/02 17:28:30.160",-0.74318,0.66518,2.94905,1.43054,0.78557,-4.2125,-0.28572,0.01683,-0.05129,18.22932,-0.06074,-0.17204,-0.65688,-2.48402,-0.14522,0.11392,887.74707,-0.66622,-0.13686,0.32584
="2026/04/02 17:28:30.180",-0.74737,0.76706,2.86374,0.77933,0.97611,-3.03895,-0.42417,0.05124,0.08581,3.42208,-1.24604,0.16184,0.47774,-1.75196,0.02194,0.57987,882.48456,-1.73901,-0.05189,0.92838
="2026/04/02 17:28:30.200",-0.75323,-0.04212,1.54656,1.46959,1.38599,-4.286,-0.71559,0.00768,0.11561,0,-0.5019,-0.28722,0.67706,-1.4316,-0.02923,0.49657,872.29541,-0.54244,0.04007,0.52715
