time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSGD00004.chdata,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ
="2026/04/02 17:28:25.820",0.20428,0.92433,2.86818,1.5361,2.5134,-3.81487,-0.19744,-0.05751,-0.11153,0,-0.98263,-0.06334,0.10295,-1.96099,0.07325,0.60101,848.00446,-0.2683,-0.11854,0.61937
="2026/04/02 17:28:25.840",0.35693,1.35697,2.23774,0.86209,2.03479,-3.41879,-0.61899,0.12224,0.08001,0,-0.88172,-0.08282,0.6305,-1.07437,0.12914,0.77448,829.66797,-1.90088,-0.14199,1.00801
="2026/04/02 17:28:25.860",0.50112,0.59052,2.44451,1.03915,1.25143,-1.22834,-0.80275,0.03881,0.12588,1.20825,-0.81718,-0.11538,1.20269,-1.72256,0.0788,0.07407,816.64008,0.17022,0.1593,0.71258
="2026/04/02 17:28:25.880",0.31115,1.05255,1.24385,0.58668,0.80493,0.90569,-1.22288,0.07718,0.21139,9.97563,-0.56719,-0.19026,1.79532,-0.69658,0.04345,0.3895,808.5509,-1.64236,-0.13315,0.79811
="2026/04/02 17:28:25.900",0.09621,0.5697,0.96515,0.18541,0.63349,0.67328,-1.57251,0.1173,0.23929,21.10258,-0.0053,-0.17456,1.61095,-0.43529,0.1818,0.14025,809.44916,0.09376,-0.0311,0.26209
="2026/04/02 17:28:25.920",-0.20413,0.46004,-0.22157,0.62779,-0.16232,2.80763,-1.16847,0.10551,0.15702,29.68985,0.17037,-0.18636,1.74192,0.08726,0.07569,0.14705,817.92303,-0.40928,0.12593,0.17943
="2026/04/02 17:28:25.940",-0.3834,-0.18238,-0.219,0.36878,-0.56196,2.96825,-1.57612,-0.07142,0.02262,35.86861,0.51341,-0.20436,2.21694,0.5489,0.05622,0.37758,833.37482,-0.97919,0.30903,-0.08395
="2026/04/02 17:28:25.960",-0.7291,-0.55626,-1.25621,0.20068,-1.22745,4.02388,-1.18842,0.10612,0.0839,36.46376,0.26346,-0.34558,1.97812,0.2713,0.1118,-0.20342,853.01019,0.95273,0.49732,-0.5109
="2026/04/02 17:28:25.980",-0.49721,-0.54968,-1.54624,0.51213,-1.84179,4.5299,-0.71841,0.03099,0.28663,32.83707,0.48428,-0.08844,1.07199,1.77366,0.04726,-0.31793,873.54803,-0.87836,0.65768,0.15405
="2026/04/02 17:28:26.000",-0.9596,-1.19857,-1.90702,-0.14905,-1.95706,3.36264,-0.15893,0.02825,0.06481,27.11667,0.74368,-0.134,0.64532,1.12894,0.15283,0.05182,892.44934,0.69726,0.53732,-1.07151
="2026/04/02 17:28:26.020",-0.4408,-0.84948,-2.10601,0.53184,-2.66457,4.43477,-0.16641,0.06504,0.03826,18.11707,0.2989,0.37876,0.95563,1.60226,0.0063,0.03613,904.97601,0.42808,0.29817,-0.56993
="2026/04/02 17:28:26.040",-0.43972,-1.0256,-2.1711,-0.43759,-2.25239,1.81141,0.21181,-0.0861,-0.07139,9.73295,0.53061,-0.22529,-0.31889,1.71926,-0.03392,-0.56314,910.89728,0.04477,0.12435,-0.44923
="2026/04/02 17:28:26.060",-0.24492,-1.07631,-2.14734,-0.46613,-1.08054,3.0341,0.27333,-0.0946,0.01089,1.71938,-0.06541,0.37095,-0.61369,1.21837,0.00773,-0.31999,909.02167,1.69561,-0.04702,-1.11855
="2026/04/02 17:28:26.080",0.31202,-1.02725,-2.13188,-0.75784,-0.5446,0.65669,1.24805,-0.03608,-0.10103,0,0.1817,0.11036,-0.74867,1.71072,-0.00664,-0.45168,899.53033,0.33078,-0.15161,-0.61256
="2026/04/02 17:28:26.100",0.40926,-0.94474,-1.98116,-1.38135,-0.60097,1.17769,1.21843,-0.10046,-0.15994,0,0.03284,0.04036,-1.5464,0.37771,-0.01499,-0.40172,884.69061,1.74554,-0.33375,-0.80186
="2026/04/02 17:28:26.120",0.91576,-0.34021,-1.69985,-1.09478,-0.24717,0.12689,1.58382,-0.14948,-0.21035,1.58312,-0.54437,0.20787,-1.12553,0.38243,-0.10779,-0.32968,866.14893,0.36629,-0.07024,-0.3222
="2026/04/02 17:28:26.140",1.17801,-0.20612,-0.58114,-1.76165,0.78411,-1.85504,0.18712,-0.12548,-0.14885,11.78829,0.04416,0.18824,-1.85615,-0.69112,0.06243,-0.18896,848.34143,1.12961,-0.1965,-0.46074
="2026/04/02 17:28:26.160",1.23527,0.31347,-0.29946,-1.1417,0.6168,-0.79256,1.74256,0.10168,-0.06627,23.61286,-0.41062,0.29258,-1.83147,-1.1214,0.06451,-0.5229,834.46094,1.225,-0.43076,-0.10281
="2026/04/02 17:28:26.180",1.27941,0.68721,0.2984,-0.52413,1.30993,-3.3713,1.45163,-0.10471,-0.08908,34.96324,0.55444,0.21403,-2.18897,-0.52167,-0.06596,-0.41428,825.3089,-0.26685,-0.53596,0.28846
="2026/04/02 17:28:26.200",0.65116,0.78296,1.2812,-0.60105,1.34472,-3.33941,0.9228,-0.08343,-0.17379,45.27752,0.408,0.2161,-1.53313,-1.89107,0.15237,-0.30247,822.09918,0.59605,-0.52141,0.26474
="2026/04/02 17:28:26.220",0.49169,1.35019,2.01991,0.85094,1.68615,-3.58412,0.271,-0.10551,-0.03293,52.42584,0.17164,-0.14166,-1.00676,-1.26313,-0.00197,0.0212,826.15442,-0.94542,-0.32094,0.76305
="2026/04/02 17:28:26.240",-0.11104,1.03879,2.88451,0.4521,2.51259,-4.55412,-0.1591,0.11081,0.00756,54.13668,0.41192,-0.08992,-0.84193,-1.72148,-0.05388,-0.26226,835.96936,-0.74126,-0.13197,0.59524
="2026/04/02 17:28:26.260",-0.59512,1.22321,2.85064,0.52853,1.47837,-3.02418,-0.34189,0.02525,0.08645,49.59411,-0.42365,0.0293,-0.23596,-1.83488,0.0296,0.20917,848.75781,-0.71934,-0.14043,0.40865
="2026/04/02 17:28:26.280",-0.92832,1.11525,3.55929,1.47035,1.17739,-4.41109,-0.65888,0.00203,-0.01093,39.37172,0.21722,-0.08168,0.38086,-1.17107,-0.01816,0.39371,862.72534,-1.72197,-0.16098,0.91212
="2026/04/02 17:28:26.300",-1.25398,1.01367,2.89532,0.99263,0.5524,-1.54464,-1.29279,-0.01827,0.17041,26.69794,-0.33366,-0.00102,0.64446,-1.72323,-0.01405,0.52847,875.07239,-0.82219,-0.03018,0.71795
="2026/04/02 17:28:26.320",-1.16278,-0.05161,2.83801,1.7936,0.72303,-1.97167,-1.46455,0.06806,0.16082,11.93097,-0.65309,-0.05774,1.62124,-0.37075,-0.10413,0.62884,883.4566,-1.62048,0.36389,0.80128
="2026/04/02 17:28:26.340",-1.29855,-0.14366,2.26848,0.71129,0.36036,-0.9262,-1.27517,0.07362,0.10719,0,-0.36701,-0.21652,1.54583,-0.25273,-0.03065,0.31006,885.34583,-0.43566,0.51889,0.24257
="2026/04/02 17:28:26.360",-0.93641,-0.03757,0.93306,0.82844,-0.43136,2.14308,-0.80036,-0.00794,0.05418,0,-1.15308,-0.08412,2.10244,1.13459,-0.17497,0.27936,882.23676,-0.7043,0.76301,0.78495
="2026/04/02 17:28:26.380",-0.58161,-0.55054,-0.00115,0.49488,-0.5518,1.44514,-1.28665,0.04502,0.06919,0,-0.14257,-0.37872,1.41814,1.53594,-0.36253,0.70818,874.05188,-0.41004,0.4298,-0.04879
="2026/04/02 17:28:26.400",-0.11158,-0.63292,-1.06744,-0.45074,-1.54041,5.03156,-1.25529,0.01126,0.08464,0,-0.96944,0.2136,2.49713,1.32015,-0.14972,0.14518,862.75751,0.25935,0.45647,-0.07485
="2026/04/02 17:28:26.420",0.25832,-0.72017,-1.97231,-0.17067,-1.58037,4.46695,-0.78519,0.08156,0.07296,0,-0.24813,-0.22973,1.3412,2.47622,-0.16593,-0.00963,851.28955,0.29473,0.34685,-0.17633
="2026/04/02 17:28:26.440",0.79078,-0.93974,-2.44839,-1.32849,-1.42881,5.36784,-0.50027,-0.10488,0.05195,0,0.04976,0.09924,0.93806,1.72473,0.10068,-0.45948,840.36938,1.1244,0.33233,-0.8333
="2026/04/02 17:28:26.460",0.89318,-0.66059,-3.51936,-0.95124,-2.03394,4.87582,0.05147,-0.02582,0.00381,8.83784,-0.38592,-0.1965,0.89429,2.20048,0.13555,-0.16509,834.34534,0.91465,0.10126,-0.4234
="2026/04/02 17:28:26.480",1.01917,-1.02785,-3.29608,-0.51374,-0.63464,3.59753,0.59467,-0.05955,-0.00284,25.25111,1.09429,0.10423,-0.53236,2.02314,0.08684,-0.38144,833.12378,1.42315,0.05294,-1.00636
="2026/04/02 17:28:26.500",0.79143,-0.8337,-4.08706,-1.55721,-0.94296,5.02356,0.80324,-0.0043,-0.04422,40.5302,0.17334,0.18192,-0.35265,1.09026,0.06659,-0.4219,838.45483,1.16826,0.03925,-0.78881
="2026/04/02 17:28:26.520",0.52997,-0.97797,-2.69019,-1.01331,-0.71595,0.87153,0.77754,-0.04527,-0.03602,51.1836,1.0676,0.13268,-1.32761,1.49277,0.02527,-0.59455,849.75787,1.10584,-0.11344,-1.08835
="2026/04/02 17:28:26.540",0.41351,-0.21622,-1.93394,-0.90221,-0.88648,1.40087,1.42189,0.01163,-0.08064,57.34822,1.16574,0.09966,-2.18464,0.03157,0.01411,-0.70174,862.94855,1.03454,-0.19659,-0.67722
="2026/04/02 17:28:26.560",0.26225,0.17567,-0.41454,-0.33851,-0.08868,-0.94704,1.58447,-0.07736,-0.15317,58.25639,0.35018,0.38459,-1.64614,-0.0249,0.01259,-0.45928,878.84509,0.49632,-0.36971,-0.32501
="2026/04/02 17:28:26.580",0.00984,0.16704,0.27835,-0.4545,0.32366,-3.73957,1.02066,-0.01575,-0.11623,52.2261,1.11512,0.07027,-2.49542,-0.73294,0.04319,-0.14976,891.21985,0.6092,-0.59743,-0.5862
="2026/04/02 17:28:26.600",-0.04186,0.46411,1.10975,-0.06767,0.49642,-2.67755,1.32404,-0.02454,-0.03429,42.00947,-0.51015,0.23893,-1.13418,-1.77731,0.01767,0.0549,899.33679,-0.39036,-0.45116,-0.10693
="2026/04/02 17:28:26.620",-0.20776,0.50466,2.31386,0.42352,1.58239,-6.52072,1.06885,0.01004,-0.04139,27.98409,-0.07075,0.08334,-2.1805,-1.57973,-0.09168,-0.04024,902.00006,-0.23494,-0.3155,0.36356
="2026/04/02 17:28:26.640",-0.25527,0.77258,2.25679,0.18015,1.44895,-4.88495,0.74603,-0.17409,-0.11169,14.41663,-0.85421,-0.11751,-1.28529,-2.37609,-0.18968,0.24841,895.81604,-0.56813,-0.27565,0.32969
="2026/04/02 17:28:26.660",-0.31149,1.01796,2.4413,0.8982,1.67581,-4.84016,0.18892,-0.03871,-0.05851,2.46715,-1.08841,0.33214,-0.38936,-1.9052,-0.11574,0.03175,884.58844,-1.14836,-0.15535,0.91581
="2026/04/02 17:28:26.680",-0.19445,1.00882,2.76713,0.39182,0.7747,-3.26853,-0.47613,0.06547,0.05635,0,-0.4056,-0.14981,-0.72672,-2.36168,-0.15175,0.53847,867.43298,-0.69324,-0.19867,0.47499
="2026/04/02 17:28:26.700",0.00232,0.89703,2.48917,-0.16457,0.26961,-1.9936,-0.30457,0.04218,0.05205,0,-1.48527,-0.01396,0.73345,-2.06579,-0.11573,0.59086,848.90955,-1.25289,-0.13227,1.00639
="2026/04/02 17:28:26.720",0.00084,0.16839,1.78501,0.53394,1.18491,-3.30695,-1.01933,0.01551,0.01909,0,-0.52179,-0.06709,0.62701,-1.27634,-0.15385,0.42541,830.96448,-0.30094,-0.07826,0.19626
="2026/04/02 17:28:26.740",0.12958,0.23529,1.09521,0.33782,0.67627,1.13476,-1.15662,0.03386,0.07608,0,-0.83454,-0.24806,1.27621,-1.35976,-0.07269,0.53597,816.12463,-1.1442,0.13341,1.33399
="2026/04/02 17:28:26.760",0.03109,-0.2272,0.7985,0.6674,1.05861,-0.29514,-1.27897,0.06711,0.15303,8.1983,-0.73571,-0.03299,1.91795,-0.16307,-0.11168,0.70984,810.22131,-0.26806,0.30401,0.4166
="2026/04/02 17:28:26.780",0.1974,0.02484,-0.18954,0.23885,0.46845,1.84015,-1.27722,0.09054,0.15419,18.48656,0.47956,-0.1639,1.47153,-0.05686,0.0107,0.50827,809.80743,-0.22548,0.40282,0.29671
="2026/04/02 17:28:26.800",-0.30575,-0.00554,-0.57132,0.30715,-0.4232,3.55079,-1.91442,0.27991,0.25492,29.11195,-0.19074,-0.11331,2.14955,0.36042,0.09247,0.11914,818.32776,-0.68754,0.42568,0.79831
="2026/04/02 17:28:26.820",-0.27053,-0.5316,-0.70064,0.76934,-0.24037,2.17516,-1.0415,0.10372,0.20556,35.73125,1.52061,-0.07285,0.78186,1.36799,0.02287,-0.01571,832.64038,0.56047,0.29115,0.17969
="2026/04/02 17:28:26.840",-0.76629,-0.18013,-1.33602,0.22212,-1.17801,4.83486,-1.04419,0.01839,0.03403,38.54841,0.81283,-0.10642,1.92832,1.619,0.13183,-0.20876,851.42194,-0.50463,0.40765,-0.15946
="2026/04/02 17:28:26.860",-0.70553,-0.71014,-1.7556,0.98481,-1.01998,3.26199,-0.62297,-0.01764,-0.04975,36.75137,1.22691,-0.1782,0.88421,1.78027,0.03049,0.03951,873.66266,0.34139,0.41842,-0.11488
="2026/04/02 17:28:26.880",-0.55331,-0.78905,-2.10976,-0.07543,-1.6266,3.74019,-0.49417,-0.03324,0.0644,30.27204,1.10302,-0.28732,0.46413,1.59146,0.05633,-0.02282,891.73151,0.46196,0.28614,-1.09649
="2026/04/02 17:28:26.900",-0.5602,-0.74911,-2.10114,-0.33806,-1.06766,2.40631,0.26999,-0.04804,0.01714,22.30681,0.46185,0.10989,0.23662,2.52996,0.24732,-0.53234,906.53754,-0.08011,0.17102,-0.42392
="2026/04/02 17:28:26.920",-0.50449,-0.96451,-1.92198,0.36061,-1.14808,2.26236,0.60243,0.10905,0.02246,12.63233,1.29331,0.03547,-0.621,1.79161,0.0723,-0.1449,912.40417,1.20898,0.06795,-1.03733
="2026/04/02 17:28:26.940",0.01146,0.07467,-0.90613,-1.08598,-1.97007,3.44566,1.13839,-0.05246,-0.01327,5.26355,-0.25013,0.21148,-0.14122,1.38722,0.05685,-0.75472,910.03571,0.10562,-0.08192,-0.51425
="2026/04/02 17:28:26.960",0.19067,-0.00399,-0.99159,-1.29501,-0.94608,-0.39887,1.2935,-0.00693,-0.11414,0,0.13645,0.15865,-1.50086,1.22929,0.09568,-0.43332,901.64917,1.57847,-0.09887,-0.94368
="2026/04/02 17:28:26.980",0.93113,0.25295,-1.14773,-1.09099,-0.82445,1.20956,1.17787,-0.10299,-0.15313,0,-0.17568,0.22977,-1.37988,0.24438,0.03784,-0.4961,885.47876,0.46333,-0.15555,-0.55255
="2026/04/02 17:28:27.000",0.80028,-0.2011,-0.91616,-1.71053,-0.32947,-0.75976,1.22374,-0.06187,-0.11648,2.62759,-0.95033,0.17386,-1.2527,-0.01809,0.02481,-0.50531,868.11749,0.85453,-0.5065,-0.30683
="2026/04/02 17:28:27.020",1.24644,-0.10584,-0.39279,-1.25079,0.48506,-1.88879,1.84162,-0.17786,-0.19466,9.86738,-0.10736,0.06019,-1.89702,-0.3903,-0.11202,-0.27108,849.05341,1.18042,-0.37021,-0.6501
="2026/04/02 17:28:27.040",1.12241,0.47507,-0.11629,-1.70222,0.60041,-1.03977,0.89963,-0.0363,-0.24785,21.23744,-1.12559,0.14256,-0.98605,-1.01111,0.0004,-0.3161,833.56647,-0.38545,-0.25625,0.28428
="2026/04/02 17:28:27.060",1.06777,0.35855,0.73177,-0.90669,1.49999,-4.24494,1.24226,-0.10372,-0.11715,32.73269,-0.20486,-0.09489,-1.61964,-2.06773,-0.13249,0.17593,823.86694,0.72602,-0.19279,0.22434
="2026/04/02 17:28:27.080",1.01339,0.87358,1.25208,-0.53914,1.26222,-2.48061,0.75783,0.02405,-0.05476,43.1055,-0.32864,0.38771,-1.02083,-2.09381,0.07123,-0.19991,818.44995,-0.59897,-0.14498,0.34122
="2026/04/02 17:28:27.100",0.21378,0.67034,2.07097,0.58246,1.47193,-4.46643,0.30921,-0.00683,-0.03171,50.64564,-0.18532,0.08564,-1.12314,-2.09291,0.0408,-0.57032,823.09985,-0.69615,-0.21051,0.87015
="2026/04/02 17:28:27.120",-0.07439,0.61414,2.35144,1.92626,1.53736,-3.72435,-0.27211,-0.08033,-0.18351,51.91812,0.61835,-0.10713,-0.62766,-2.22088,-0.16264,0.51527,832.0473,-0.3398,-0.13162,0.55866
="2026/04/02 17:28:27.140",-0.54683,0.80502,2.54063,1.26352,1.78069,-3.72929,-0.72037,-0.05883,0.07307,49.10733,-0.46604,-0.04884,0.43474,-1.63793,0.0035,0.40772,846.06726,-1.88724,0.00661,0.97378
="2026/04/02 17:28:27.160",-0.81747,0.053,1.96512,2.24078,1.90574,-4.21616,-1.06144,0.08266,0.06101,39.9518,0.31822,-0.16156,0.09652,-1.79037,0.05773,0.78652,861.92029,-0.45207,0.1594,0.60703
="2026/04/02 17:28:27.180",-0.99794,0.27927,2.55914,1.80758,1.33099,-1.95506,-1.1528,0.04269,0.17225,27.01053,-0.3187,-0.05024,1.09637,-1.1243,-0.04816,0.5165,873.92572,-2.35542,0.10622,1.28571
="2026/04/02 17:28:27.200",-0.97597,0.24319,2.51753,1.78708,1.1515,-2.10773,-1.27222,0.09938,0.11855,12.37912,-0.23578,-0.06686,1.43434,-0.2199,0.09116,0.18004,884.20209,-0.22538,0.23066,0.45101
="2026/04/02 17:28:27.220",-1.03475,0.37799,1.62799,1.5578,0.29368,-0.11083,-1.46806,0.0653,0.18048,0,0.05178,-0.19284,1.71997,0.16628,0.04575,0.50609,887.86987,-1.04323,0.28611,0.52858
="2026/04/02 17:28:27.240",-0.62276,-0.15961,0.38579,0.79201,-0.29571,2.07243,-1.92562,0.09852,0.12072,0,-0.80264,-0.11394,2.42734,0.08126,0.27602,0.45269,886.99622,-1.36477,0.22916,0.38714
="2026/04/02 17:28:27.260",-0.44675,-0.46838,-0.07005,0.51139,-0.74366,2.11232,-1.04742,0.12026,0.22824,0,-0.46358,-0.4037,1.8226,0.5039,0.11356,0.21119,879.4118,1.08551,0.29124,-0.51059
="2026/04/02 17:28:27.280",0.09024,-0.11816,-1.73591,-0.28786,-1.59535,5.27623,-0.74308,0.09507,0.15554,0,-0.85906,-0.02237,2.00524,1.89952,0.17629,-0.10167,867.27667,-0.79795,0.3359,-0.03799
="2026/04/02 17:28:27.300",0.28818,-0.92381,-1.70873,-0.80522,-1.9408,4.78655,-0.89612,0.04683,0.10968,0,-0.32653,-0.21855,1.4788,1.2947,-0.00736,-0.16532,855.80188,1.20418,0.46638,-0.70154
="2026/04/02 17:28:27.320",0.91939,-0.65341,-2.94348,-1.02997,-2.82299,7.36199,-0.09103,-0.05811,-0.02389,0,0.0224,0.13256,1.36589,1.91112,0.09477,-0.45412,843.49268,1.18881,0.30518,-0.78889
="2026/04/02 17:28:27.340",0.89014,-0.72116,-3.3727,-2.54705,-2.743,4.79133,0.16693,0.03597,-0.03969,8.94314,0.14374,-0.13482,0.09678,2.13826,0.17546,-0.60173,836.83594,0.56036,0.12827,-0.6029
="2026/04/02 17:28:27.360",0.93702,-0.8282,-2.96722,-1.20414,-2.05636,4.86399,0.66872,-0.01739,-0.05894,25.01164,0.79889,0.14856,-0.44587,1.37008,0.09279,-0.78524,834.65662,2.36936,-0.0231,-1.24903
="2026/04/02 17:28:27.380",0.79068,-0.07834,-3.41711,-1.88737,-1.39942,3.73192,0.75428,-0.10272,-0.10198,41.18999,0.73365,0.31874,-0.7777,1.71078,0.21571,-0.66384,837.96277,0.36361,-0.2281,-0.82989
="2026/04/02 17:28:27.400",0.55512,-0.75629,-2.32633,-1.40719,-1.04484,1.18527,1.20029,-0.12202,-0.17877,53.68878,0.99194,0.06704,-1.7935,0.82439,0.16865,-0.86033,848.16748,2.18059,-0.04249,-1.22163
="2026/04/02 17:28:27.420",0.19147,-0.38627,-2.03709,-0.91764,-0.66589,0.41301,1.14692,-0.0948,-0.18854,60.20086,0.68304,0.15685,-1.75093,0.25259,-0.11986,-0.465,860.11676,0.31506,-0.18536,-0.65313
="2026/04/02 17:28:27.440",-0.16966,-0.63607,-0.93299,-0.96227,0.47028,-2.5283,1.18359,-0.06062,-0.13542,61.26181,0.52415,0.27017,-2.0095,-0.13034,-0.1055,-0.31749,875.43451,0.32032,-0.01796,-0.5046
="2026/04/02 17:28:27.460",-0.37429,-0.13677,0.49177,0.12306,0.84928,-3.36513,1.64327,0.05398,-0.0843,54.68835,0.41104,0.08643,-2.4477,-0.32605,-0.29986,-0.43454,887.96045,0.92955,-0.04275,-0.27798
="2026/04/02 17:28:27.480",-0.37104,0.45707,1.35749,0.24985,1.18054,-4.59944,1.08741,-0.19598,-0.2513,44.04621,0.33844,0.2157,-1.99667,-0.10647,-0.18513,0.21614,896.3988,-1.38623,-0.29431,0.47838
="2026/04/02 17:28:27.500",-0.40283,0.31085,2.48315,0.33324,1.64044,-6.30236,0.38557,-0.09102,-0.21093,29.55172,0.20271,0.25273,-1.6767,-1.68238,-0.11822,0.15037,899.85181,0.39652,-0.38626,0.23063
="2026/04/02 17:28:27.520",-0.29466,0.87395,2.06177,1.20336,1.49039,-4.94563,0.4739,-0.01903,-0.04868,14.09041,-0.29391,0.05186,-0.864,-1.16782,0.02611,-0.06462,894.58643,-1.44625,-0.40587,0.49291
="2026/04/02 17:28:27.540",-0.47362,0.837,2.8454,0.49316,2.3923,-6.99032,0.30356,-0.03787,-0.07144,2.07433,-0.63906,-0.17379,-1.36587,-1.77982,-0.09621,0.3164,884.98724,-1.33745,-0.29321,0.83581
="2026/04/02 17:28:27.560",-0.21358,0.97348,3.18724,1.53931,2.48604,-4.29622,-0.24933,-0.03279,-0.08695,0,-1.12809,-0.09688,0.04481,-2.08866,-0.12065,0.26912,868.74518,-0.50226,-0.10377,0.62597
="2026/04/02 17:28:27.580",0.045,1.44335,2.6641,0.92567,1.93501,-4.03176,-0.92024,-0.01939,-0.00074,0,-1.10682,-0.08616,0.62248,-1.235,0.11235,0.53173,849.76947,-2.09393,-0.1161,1.13275
="2026/04/02 17:28:27.600",0.12542,0.8869,2.5647,1.00072,1.17213,-1.30913,-1.05142,0.02238,0.14994,0,-0.99703,-0.1571,1.14604,-1.73764,0.08376,0.15596,832.22668,-0.13025,0.05096,0.67767
="2026/04/02 17:28:27.620",0.32924,1.0012,1.39838,0.40024,0.68746,0.50443,-1.33075,0.05266,0.06808,0,-0.92391,-0.15462,1.95122,-0.861,0.06484,0.45333,817.78278,-1.71053,-0.14471,0.98758
="2026/04/02 17:28:27.640",0.02272,0.30346,1.05928,-0.10829,0.45968,0.9743,-1.32927,0.10768,0.17561,5.1934,-0.33907,-0.16846,1.67624,-0.43667,0.18539,0.2115,810.6969,-0.02042,-0.04376,0.24152
="2026/04/02 17:28:27.660",0.26499,0.38515,-0.30382,0.27519,-0.27718,3.07217,-0.79383,0.11949,0.10107,16.23617,-0.23031,-0.17308,2.05993,0.24641,-0.01728,0.0233,810.73901,-0.37744,0.21384,0.53246
="2026/04/02 17:28:27.680",0.14352,-0.22124,-0.4054,0.00941,-0.71224,3.48912,-1.52669,-0.03898,0.09182,27.70662,0.24153,-0.32352,2.46914,0.55724,-0.06024,0.37236,819.25989,-0.54636,0.43843,0.11279
="2026/04/02 17:28:27.700",-0.25947,-0.55539,-1.55635,-0.04757,-1.38325,4.83634,-1.06664,0.07214,0.11516,36.02266,0.20074,-0.18089,1.95461,0.19442,0.11443,0.0805,833.41046,0.99416,0.52404,-0.48452
="2026/04/02 17:28:27.720",-0.20732,-0.57405,-1.96422,0.25159,-1.9707,4.99903,-0.86524,0.12591,0.21568,40.4914,0.59779,-0.11715,1.14621,1.59635,0.03862,-0.21022,851.85114,-0.75439,0.62946,-0.06561
="2026/04/02 17:28:27.740",-0.55968,-1.19411,-2.23582,-0.13527,-2.05985,3.94849,-0.49036,-0.05579,0.04916,40.45373,0.97412,-0.04468,0.59092,0.96627,0.15946,-0.14588,872.94922,1.03875,0.50323,-0.92531
="2026/04/02 17:28:27.760",-0.40181,-0.84021,-2.39489,0.66588,-2.6961,4.55062,-0.26349,-0.14897,-0.10414,34.724,0.53252,0.18399,0.81723,1.68709,0.22172,-0.03783,891.94727,0.43746,0.31682,-0.55725
="2026/04/02 17:28:27.780",-0.45777,-1.05915,-2.32337,0.04561,-1.6937,2.02977,0.03573,-0.08543,-0.16018,26.67812,0.86928,-0.1145,-0.40199,1.63169,0.12441,-0.61038,906.4693,0.22448,0.14417,-0.53165
="2026/04/02 17:28:27.800",-0.52371,-1.24026,-2.52022,-0.3562,-0.92466,2.98305,0.5361,-0.11891,-0.10649,16.5872,0.19151,0.36378,-0.87581,0.96565,0.02396,-0.86613,914.0304,1.55231,-0.0381,-1.23999
="2026/04/02 17:28:27.820",-0.15505,-1.18507,-1.95957,-0.34178,-0.66801,0.04694,1.19499,-0.10474,-0.08008,6.80526,0.48226,0.05463,-1.12682,1.71859,0.04251,-0.65,913.10065,0.25593,-0.21119,-0.7726
="2026/04/02 17:28:27.840",-0.19498,-0.78704,-1.70704,-1.03581,-0.63543,0.20536,1.21747,-0.08342,-0.13308,1.09819,0.14278,0.09147,-1.68579,0.35844,-0.00693,-0.37594,904.62335,1.47167,-0.44184,-0.7605
="2026/04/02 17:28:27.860",0.72742,-0.20183,-0.88975,-0.73426,-0.02866,-0.42839,1.56596,-0.10266,-0.17558,0,-0.49016,0.2683,-1.30566,0.3802,-0.15477,-0.1878,889.46387,0.47436,-0.24704,-0.19915
="2026/04/02 17:28:27.880",0.865,-0.04051,-0.3197,-1.55777,0.75488,-2.33002,0.11443,-0.00323,-0.06883,1.66898,-0.03888,0.18609,-1.99351,-0.79286,0.0086,-0.04718,869.25989,0.88267,-0.26269,-0.63141
="2026/04/02 17:28:27.900",1.14651,0.44804,-0.07136,-1.04521,0.57512,-1.2245,1.7505,-0.01271,-0.14253,7.98825,-0.66209,0.32827,-1.58376,-1.18247,0.07798,-0.5442,849.49146,0.87966,-0.45688,-0.0861
="2026/04/02 17:28:27.920",1.20949,0.66511,0.40298,-0.75891,1.3844,-3.8521,1.08656,-0.08545,-0.11306,17.66925,0.2871,0.16952,-2.17279,-0.65004,-0.05917,-0.39441,833.42816,-0.32595,-0.55491,0.35795
="2026/04/02 17:28:27.940",0.87551,0.86355,1.41364,-0.83088,1.45206,-3.1099,0.67689,-0.11005,-0.23779,29.33118,0.00094,0.04561,-1.19985,-2.00655,0.11555,-0.3459,821.4834,0.62474,-0.45513,0.27532
="2026/04/02 17:28:27.960",0.73963,1.25961,1.89268,0.34802,1.69712,-3.1994,0.37911,-0.04957,-0.11988,39.99545,-0.07875,-0.21329,-0.89412,-1.27947,-0.19485,0.16756,816.42572,-0.68331,-0.29046,0.86222
="2026/04/02 17:28:27.980",0.27035,1.03485,2.56657,0.00633,2.12444,-3.64649,0.29996,-0.03082,-0.05321,47.41925,0.37921,-0.12721,-0.76841,-1.9226,-0.13921,-0.35256,818.98639,-0.5279,-0.1331,0.60292
="2026/04/02 17:28:28.000",-0.24709,1.31094,2.42785,0.02679,1.04574,-2.34843,-0.3501,0.00349,0.04152,50.38764,-0.54282,-0.06279,-0.04913,-1.91524,0.00492,0.11259,828.41547,-0.68891,-0.18204,0.54358
