time,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSGD00003.chdata,WSGD00004.chdata,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ
="2026/04/02 17:21:57.400",-0.00982,-0.0004,0.00721,,,,,,,0.01945,-0.00292,0.00106,,,,,,,,
="2026/04/02 17:21:57.420",0.02558,0.00255,0.00347,,,,,,,0.00729,0.00099,-0.01306,,,,,,,,
="2026/04/02 17:21:57.440",-0.00178,0.00974,-0.00782,,,,,,,0.00367,0.00791,-0.03265,,,,,,,,
="2026/04/02 17:21:57.460",0.00663,0.00731,-0.00435,,,,,,,-0.01474,-0.00071,-0.02044,,,,,,,,
="2026/04/02 17:21:57.480",-0.00011,0.00056,-0.0136,,,,,,,-0.02085,0.00226,-0.03451,,,,,,,,
="2026/04/02 17:21:57.500",-0.00931,0.00731,-0.01183,,,,,,,-0.02238,0.00505,-0.02598,,,,,,,,
="2026/04/02 17:21:57.520",0.01652,0.00511,-0.01169,,,,,,,-0.02621,0.00035,-0.00188,,,,,,,,
="2026/04/02 17:21:57.540",-0.02854,0.01202,-0.00758,,,,,,,-0.0176,0.00343,-0.00029,,,,,,,,
="2026/04/02 17:21:57.560",0.00363,0.00882,0.00375,,,,,,,-0.02404,-0.00028,0.00934,,,,,,,,
="2026/04/02 17:21:57.580",-0.00425,0.00275,0.00206,,,,,,,0.00046,-0.0007,0.02049,,,,,,,,
="2026/04/02 17:21:57.600",-0.01982,0.00101,0.00398,,,,,,,0.00919,0.00491,0.03392,,,,,,,,
="2026/04/02 17:21:57.620",0.01202,0.0041,0.02227,,,,,,,0.01044,-0.00051,0.04122,,,,,,,,
="2026/04/02 17:21:57.640",-0.02078,-0.00613,0.00972,,,,,,,0.03361,0.00056,0.03668,,,,,,,,
="2026/04/02 17:21:57.660",0.01486,0.00155,0.02417,,,,,,,0.01704,-0.00464,0.02559,,,,,,,,
="2026/04/02 17:21:57.680",0.00404,0.0008,0.01257,,,,,,,0.02921,0.0032,0.0163,,,,,,,,
="2026/04/02 17:21:57.700",-0.00404,-0.00069,-0.00136,,,,,,,0.01823,0.00731,0.00025,,,,,,,,
="2026/04/02 17:21:57.720",0.01663,-0.00159,0.01687,,,,,,,-0.00077,0.00156,-0.00947,,,,,,,,
="2026/04/02 17:21:57.740",-0.00896,0.01081,-0.00177,,,,,,,0.01335,-0.00175,-0.02,,,,,,,,
="2026/04/02 17:21:57.760",0.02243,0.00801,-0.00676,,,,,,,-0.01881,-0.00112,-0.02225,,,,,,,,
="2026/04/02 17:21:57.780",-0.00046,0.00634,-0.01009,,,,,,,-0.01982,0.01069,-0.04366,,,,,,,,
="2026/04/02 17:21:57.800",-0.00377,0.00851,-0.01323,,,,,,,-0.02105,0.00639,-0.03526,,,,,,,,
="2026/04/02 17:21:57.820",0.005,0.00781,0.00334,,,,,,,-0.0306,-0.00058,-0.01757,,,,,,,,
="2026/04/02 17:21:57.840",-0.02199,0.00674,-0.00324,,,,,,,-0.01406,0.00919,-0.00067,,,,,,,,
="2026/04/02 17:21:57.860",0.01296,0.00061,-0.00658,,,,,,,-0.02374,-0.00748,0.01232,,,,,,,,
="2026/04/02 17:21:57.880",-0.01861,0.00186,0.01423,,,,,,,0.00059,0.00126,0.02038,,,,,,,,
="2026/04/02 17:21:57.900",-0.00108,0.00262,0.01511,,,,,,,0.00947,-0.00353,0.02437,,,,,,,,
="2026/04/02 17:21:57.920",-0.00105,0.00511,0.00657,,,,,,,0.01854,-0.00318,0.02734,,,,,,,,
="2026/04/02 17:21:57.940",-0.02088,-0.00778,0.0196,,,,,,,0.04469,-0.00126,0.0334,,,,,,,,
="2026/04/02 17:21:57.960",0.02169,-0.00275,0.00155,,,,,,,0.02487,-0.00495,0.01945,,,,,,,,
="2026/04/02 17:21:57.980",-0.01361,0.00138,0.0228,,,,,,,0.02106,0.00415,0.01259,,,,,,,,
="2026/04/02 17:21:58.000",0.00403,0.00112,0.0079,,,,,,,0.01461,-0.00471,0.00341,,,,20.44906,859.2655,,,
="2026/04/02 17:21:58.020",0.01799,0.00896,0.0085,,,,,,,0.01397,-0.00068,-0.01773,,,,21.04487,860.51318,,,
="2026/04/02 17:21:58.040",-0.01138,0.0055,-0.00788,-0.01594,-0.00362,0.00516,,,,0.0007,0.00874,-0.01623,,,,21.35614,861.24445,0.0179,0.00347,-0.01204
="2026/04/02 17:21:58.060",0.01649,0.01259,0.00208,-0.00072,-0.00263,0.00022,,,,-0.02637,-0.00058,-0.02911,,,,20.58113,860.99042,-0.00445,0.01032,-0.01613
="2026/04/02 17:21:58.080",-0.00405,0.00373,-0.01489,0.0162,0.01035,0.01846,,,,-0.03345,0.01115,-0.03571,,,,20.09939,861.17279,0.00059,-0.0006,-0.0167
="2026/04/02 17:21:58.100",0.00705,0.02214,-0.02734,0.0262,-0.004,-0.01084,,,,-0.03458,0.00364,-0.0238,,,,19.8965,861.7746,-0.00233,-0.003,0.00289
="2026/04/02 17:21:58.120",0.0107,0.01088,-0.01643,-0.01127,0.00298,-0.00607,,,,-0.02381,0.00547,-0.00883,,,,19.38023,862.08734,0.00162,-0.00582,-0.00071
="2026/04/02 17:21:58.140",-0.00729,0.00446,-0.01027,-0.03399,-0.00207,0.01319,,,,-0.02177,0.00639,-0.01409,,,,18.36324,862.24249,0.009,-0.00054,0.01692
="2026/04/02 17:21:58.160",0.01535,-0.00109,-0.01,0.02357,-0.00551,-0.00883,,,,-0.00536,-0.0021,0.00822,,,,18.02581,862.3764,-0.00014,-0.00007,-0.01596
="2026/04/02 17:21:58.180",-0.02005,0.00825,0.0087,-0.04015,-0.01314,-0.01204,,,,0.00986,-0.00014,0.02044,,,,18.29909,861.83832,0.00481,-0.00058,0.02113
="2026/04/02 17:21:58.200",-0.00241,0.0012,0.00911,0.01599,0.00282,-0.01193,,,,0.01152,-0.00654,0.04214,,,,18.77945,861.08582,-0.00363,0.00231,-0.00226
="2026/04/02 17:21:58.220",-0.01094,-0.00823,0.02244,0.0327,-0.00355,-0.02113,,,,0.02579,0.00244,0.02879,,,,19.343,860.20282,0.00259,-0.00404,0.00579
="2026/04/02 17:21:58.240",-0.01864,-0.00815,0.02184,-0.00837,-0.00385,-0.00434,,,,0.03206,-0.00105,0.02871,,,,19.54962,859.66504,-0.00162,0.00904,-0.01952
="2026/04/02 17:21:58.260",0.02988,0.00405,0.01276,-0.01088,-0.00469,-0.00506,,,,0.01296,-0.00497,0.02549,,,,19.56027,859.93182,0.00806,0.00021,-0.01379
="2026/04/02 17:21:58.280",-0.00906,0.01038,0.00064,0.0424,0.00507,-0.01177,,,,0.03588,-0.00019,0.01659,,,,20.36514,860.21191,0.01104,-0.00818,0.00333
="2026/04/02 17:21:58.300",0.01588,0.00076,-0.00113,-0.00279,0.0009,0.00917,,,,0.00509,-0.00088,0.00094,,,,21.81626,860.20251,0.00227,0.01175,-0.01806
="2026/04/02 17:21:58.320",-0.00386,0.00559,0.0044,-0.02029,-0.00668,-0.00439,,,,0.00808,0.0061,-0.00313,,,,21.38649,860.04675,0.02184,0.00838,-0.00044
="2026/04/02 17:21:58.340",-0.00913,-0.00385,0.00668,0.04799,0.00894,-0.0062,,,,-0.01446,0.01025,-0.01498,,,,20.21021,860.01324,-0.00878,0.01237,-0.0006
="2026/04/02 17:21:58.360",0.01529,0.0026,-0.02003,-0.00163,-0.00646,-0.00458,-0.00241,-0.00396,0.0092,-0.02569,0.00065,-0.02302,0.02716,-0.01515,0.03813,20.28177,860.67438,-0.00361,0.0021,-0.01134
="2026/04/02 17:21:58.380",-0.01559,0.01132,-0.01531,-0.00017,-0.00416,0.00958,0.02279,0.00093,-0.01031,-0.0257,0.00121,-0.04293,0.05266,0.00438,0.0128,20.18309,861.73865,0.0176,-0.00465,0.00385
="2026/04/02 17:21:58.400",0.01561,0.01124,-0.00617,-0.01445,0.00366,-0.00762,-0.00278,0.00446,0.00748,-0.04893,0.00197,-0.01357,0.03052,-0.00393,0.04162,19.69144,862.61749,-0.00806,0.00069,-0.00474
="2026/04/02 17:21:58.420",-0.01104,-0.00535,-0.0095,0.01933,-0.00075,-0.01549,0.00963,-0.00315,-0.03656,-0.02745,0.00451,-0.00679,0.04553,-0.00511,-0.02497,18.89517,862.86609,0.00929,0.00033,-0.012
="2026/04/02 17:21:58.440",-0.02163,-0.00733,-0.00139,0.00347,-0.00217,-0.01948,0.00284,0.00647,-0.03313,-0.02073,0.00138,-0.02065,0.00839,0.00493,0.01755,18.14392,862.31134,-0.013,-0.00475,0.01013
="2026/04/02 17:21:58.460",0.0014,0.00035,0.00072,0.03991,0.00948,-0.0088,-0.02134,0.00904,-0.02357,-0.02196,-0.00125,0.01855,-0.0038,0.00471,-0.03323,18.0186,861.71204,-0.00373,-0.00291,-0.00298
="2026/04/02 17:21:58.480",-0.00778,-0.0046,0.01551,-0.02748,-0.00228,-0.03257,-0.00502,0.00862,-0.04141,0.01411,-0.0029,-0.00205,-0.01056,0.01033,-0.05081,17.95014,861.33392,0.00491,0.00282,-0.01171
="2026/04/02 17:21:58.500",0.0151,0.00579,0.01312,-0.03636,-0.00574,-0.00665,-0.02227,0.0007,-0.01795,0.01457,-0.0033,0.04075,-0.04412,-0.00203,-0.0102,17.31384,860.93347,-0.02395,-0.00038,-0.0113
="2026/04/02 17:21:58.520",-0.01055,0.0016,0.01166,-0.00901,0.00155,0.00514,-0.00721,-0.0022,-0.01441,0.02978,0.00671,0.02684,-0.04976,0.01513,-0.04872,17.7802,860.4502,0.01266,-0.00518,-0.0052
="2026/04/02 17:21:58.540",-0.00182,-0.00303,0.02417,-0.00684,-0.00246,-0.00735,-0.00002,0.00194,0.03544,0.0325,0.00155,0.03904,-0.07658,-0.00201,-0.01227,19.31963,859.70349,-0.00444,-0.00191,-0.00323
="2026/04/02 17:21:58.560",0.01416,-0.00308,0.00644,0.01706,0.00637,-0.00182,-0.02556,0.00457,0.02874,0.02658,-0.00328,0.02845,-0.04515,0.00386,-0.01534,19.90251,859.12689,0.00263,0.00438,-0.00116
="2026/04/02 17:21:58.580",-0.00791,-0.00126,0.0245,0.00471,0.00035,0.00729,0.01853,0.00478,0.03672,0.02859,-0.00309,0.00941,-0.03376,0.00345,-0.00501,20.03079,859.38403,0.00948,-0.00224,-0.0081
="2026/04/02 17:21:58.600",0.01313,-0.00209,0.00797,-0.03422,-0.00768,-0.0045,-0.01001,-0.00871,0.00082,0.01551,-0.00872,-0.00596,-0.03166,-0.00482,0.02455,20.56411,860.36432,-0.00144,0.00082,-0.01361
="2026/04/02 17:21:58.620",-0.00546,0.00339,0.00266,0.00945,-0.00054,0.02396,0.01477,0.00081,0.03442,-0.00488,0.00306,-0.01323,0.01492,0.00598,-0.00719,20.72269,860.60852,0.01121,-0.0073,0.00023
="2026/04/02 17:21:58.640",0.00164,0.00938,-0.00062,-0.01681,-0.00533,0.00211,0.0066,0.00103,0.01005,-0.01593,-0.00265,-0.02444,0.01424,-0.00624,0.04196,20.37978,860.70404,-0.01139,0.0022,-0.00028
="2026/04/02 17:21:58.660",0.00831,0.00646,-0.00784,-0.01495,-0.00326,0.00787,0.00021,-0.00054,-0.00521,-0.02032,0.00147,-0.03465,0.04123,-0.00145,0.02036,20.10251,861.00555,-0.0014,-0.00893,-0.00884
="2026/04/02 17:21:58.680",-0.01824,0.01137,-0.00231,-0.01913,-0.00252,0.00184,0.02552,0.00149,-0.01738,-0.04156,0.00146,-0.03628,0.04995,-0.00868,0.02314,20.09231,861.15637,-0.00217,-0.0095,-0.00503
="2026/04/02 17:21:58.700",0.00983,0.01313,-0.00739,0.01329,0.00406,0.02807,-0.00129,0.00197,-0.01243,-0.02681,-0.00009,-0.01792,0.03763,-0.0105,0.02524,19.80573,861.62854,-0.0218,-0.00492,0.01308
="2026/04/02 17:21:58.720",-0.00758,-0.01029,-0.01447,0.03347,0.00579,0.00981,0.0011,0.00679,-0.04673,-0.02962,0.0091,-0.02391,0.05327,-0.002,-0.03269,18.862,862.01495,0.00347,-0.00539,-0.01161
="2026/04/02 17:21:58.740",0.01603,0.00706,-0.00287,-0.02957,-0.00071,0.00449,-0.00178,0.00732,-0.019,-0.01624,-0.00422,0.00453,-0.00679,0.003,-0.00917,17.7655,862.05133,-0.01039,-0.01049,-0.00195
="2026/04/02 17:21:58.760",-0.00012,0.02159,0.01372,-0.00425,-0.01472,-0.00895,-0.01325,0.00166,-0.02202,-0.01296,0.00124,0.00269,-0.01487,0.00243,-0.03837,16.98014,861.66412,-0.00241,-0.01061,-0.01564
="2026/04/02 17:21:58.780",-0.01369,0.01241,-0.0169,-0.00394,-0.00645,-0.01564,0.00141,0.00015,-0.02679,0.00762,-0.00784,0.03742,-0.02506,-0.00056,-0.04133,16.88297,861.15759,0.00129,0.00648,-0.00683
="2026/04/02 17:21:58.800",0.01091,0.00171,-0.00375,0.00956,-0.00302,0.01068,-0.01607,0.0007,-0.009,0.00478,-0.01343,0.02397,-0.05691,0.00206,-0.02216,17.71292,860.89423,0.005,-0.00281,0.00134
="2026/04/02 17:21:58.820",-0.00781,-0.00412,0.0132,0.02399,-0.00034,-0.0089,-0.00046,0.00558,-0.0172,0.01303,-0.0032,0.00754,-0.05409,0.00624,-0.05191,18.17,860.46539,0.01398,-0.00553,0.00965
="2026/04/02 17:21:58.840",0.01201,-0.00421,0.01946,0.05452,0.00473,-0.02229,-0.01356,0.00192,0.00857,0.036,0.00428,0.01692,-0.07617,0.00622,-0.00764,19.09799,859.96442,-0.00703,-0.00321,0.00572
="2026/04/02 17:21:58.860",0.00723,0.00869,0.00994,0.02178,0.00554,0.01093,-0.00856,-0.00002,0.02317,0.03485,0.00595,0.01624,-0.05198,0.0126,-0.0269,20.08163,859.82324,0.01676,0.00148,-0.0166
="2026/04/02 17:21:58.880",0.00678,0.01143,0.01572,-0.02709,-0.00206,0.01428,0.01169,0.0003,0.01834,0.0251,0.00121,0.00572,-0.03,0.00133,0.01073,20.66345,859.72021,0.00056,0.00534,-0.02242
="2026/04/02 17:21:58.900",0.01265,0.01096,-0.00132,-0.04003,-0.007,0.00423,-0.0065,-0.01127,0.03533,0.01601,-0.00012,-0.00304,-0.01979,-0.00982,0.02254,20.68514,859.83307,0.00146,-0.00226,0.01113
="2026/04/02 17:21:58.920",-0.00518,0.00213,0.00698,0.02752,0.00223,-0.00019,0.01547,-0.00384,0.01052,0.01121,0.00324,-0.01798,0.01605,0.00663,-0.00245,20.09151,860.19641,0.01479,0.00079,0.00404
="2026/04/02 17:21:58.940",0.00762,0.00001,-0.02581,-0.00759,-0.00077,-0.01373,0.00719,-0.00137,0.01126,-0.01685,0.00436,-0.02248,0.01151,-0.00764,0.03686,19.91561,860.54498,-0.01206,0.00994,-0.01102
="2026/04/02 17:21:58.960",-0.00998,-0.00477,-0.01358,-0.03137,-0.01287,0.0067,0.008,-0.00574,0.01833,-0.02169,0.00339,-0.02579,0.04062,-0.00208,0.01365,19.79999,861.16315,0.00077,0.01324,-0.02409
="2026/04/02 17:21:58.980",-0.01016,0.00372,-0.02564,0.02605,-0.00097,-0.02411,0.01889,-0.00023,-0.0101,-0.0212,0.00668,-0.02685,0.04039,-0.01139,0.03321,19.30079,861.72437,0.01703,-0.00157,-0.00858
="2026/04/02 17:21:59.000",0.00742,0.01082,-0.01294,0.03781,0.0061,-0.00245,-0.01033,0.00227,-0.02623,-0.03117,0.00964,-0.00384,0.02274,-0.00461,0.02873,19.33974,862.48596,-0.00213,0.01288,0.01157
="2026/04/02 17:21:59.020",-0.01854,0.0092,-0.00938,0.01419,0.00024,-0.01364,0.01349,0.00254,-0.01742,-0.03854,0.00157,-0.03115,0.02909,-0.00267,-0.02319,18.74926,862.04785,0.00234,0.00868,0.02268
="2026/04/02 17:21:59.040",-0.00109,0.00532,-0.00204,-0.02483,-0.00945,0.00066,-0.02155,-0.00342,-0.04558,-0.0277,-0.00576,-0.00275,-0.00466,-0.00102,0.01359,17.91403,861.54968,0.00017,-0.01313,-0.0018
="2026/04/02 17:21:59.060",-0.00104,0.01097,-0.0015,-0.00252,0.00974,0.00502,-0.01167,0.00885,-0.03532,-0.01541,-0.00141,0.00033,-0.01625,0.01243,-0.03342,17.49732,861.44629,0.00736,0.00069,0.02465
="2026/04/02 17:21:59.080",0.00069,0.00607,0.01665,0.00813,-0.00167,-0.02117,-0.00118,0.00386,-0.01884,0.01617,-0.00664,0.03588,-0.02886,-0.00114,-0.01465,17.6644,861.31659,-0.00833,-0.00734,0.00167
="2026/04/02 17:21:59.100",0.00605,0.00249,0.01022,-0.03032,0.00117,0.00176,-0.01266,0.00215,-0.01875,0.0145,-0.00157,0.03223,-0.05675,0.0084,-0.0376,18.46659,860.91846,0.00431,0.00493,-0.00599
="2026/04/02 17:21:59.120",-0.01856,0.00026,0.02421,-0.00526,0.00123,0.02206,-0.00104,0.00204,0.00131,0.02515,-0.00271,0.03261,-0.05149,0.00992,-0.03455,19.08273,860.34045,0.01446,-0.00192,0.00531
="2026/04/02 17:21:59.140",0.00356,-0.00198,0.02159,-0.03592,-0.01401,0.00209,-0.01825,-0.00271,0.02087,0.01428,-0.00951,0.01419,-0.05537,-0.00021,0.00837,18.84392,860.14594,-0.01078,-0.00149,0.00271
="2026/04/02 17:21:59.160",-0.01063,0.00271,0.01892,0.03164,0.00174,-0.01253,-0.00956,-0.00078,0.01216,0.01844,0.00077,0.01601,-0.03403,0.01138,-0.02655,19.00238,859.85791,0.01505,0.01856,-0.01534
="2026/04/02 17:21:59.180",0.00242,0.00584,0.0159,0.00807,-0.0003,-0.01,0.00225,-0.01467,0.02511,0.01258,-0.00454,-0.00363,-0.03821,0.00162,0.02206,20.21561,860.05511,0.00324,0.00654,-0.01517
="2026/04/02 17:21:59.200",0.01695,-0.00162,-0.00053,-0.03917,-0.00149,0.00271,-0.00182,0.00557,0.01784,0.01514,-0.00444,0.00726,-0.02013,-0.00563,0.01876,20.71643,860.81665,0.00881,-0.00066,-0.01973
="2026/04/02 17:21:59.220",-0.00887,-0.00325,-0.00502,-0.01367,0.00498,0.01624,0.01019,0.00227,-0.00692,-0.00192,0.01094,-0.00405,0.0161,0.00757,0.01982,20.68264,860.87848,0.0199,-0.0108,0.0173
="2026/04/02 17:21:59.240",0.00835,0.00305,-0.00677,-0.01167,0.00619,0.01094,-0.00086,0.00824,0.01685,-0.01866,0.00204,-0.01626,0.02362,0.00005,0.0549,20.34471,861.18695,0.01246,-0.00477,-0.00672
="2026/04/02 17:21:59.260",-0.00403,0.00287,-0.01188,-0.01328,0.00476,0.00644,0.01746,0.00246,0.00587,-0.01396,-0.01003,-0.02248,0.04668,-0.0092,0.01064,20.18609,861.58264,0.00377,-0.00011,0.00444
="2026/04/02 17:21:59.280",0.00205,0.00311,-0.00762,0.03939,-0.0018,-0.0011,0.00795,-0.00016,0.0059,-0.0341,0.00331,-0.02098,0.02779,-0.01836,0.03121,20.15391,861.86676,0.00401,-0.00257,0.00874
="2026/04/02 17:21:59.300",0.00171,0.00758,-0.00653,0.01485,-0.00576,-0.00417,-0.00201,0.00619,-0.03619,-0.03171,-0.00019,-0.00359,0.0443,-0.00218,0.00834,19.49859,862.34143,-0.00665,-0.00226,0.01591
="2026/04/02 17:21:59.320",-0.00798,0.00488,-0.00243,0.01013,0.00645,-0.00082,0.00554,-0.00377,-0.02991,-0.01898,0.0042,-0.01684,0.0224,0.00014,-0.01638,18.91073,862.59265,-0.0041,-0.00153,0.02286
="2026/04/02 17:21:59.340",0.0022,0.00414,0.00172,-0.02576,-0.00082,0.00465,-0.02002,0.00825,-0.01932,-0.02723,-0.00793,-0.00697,-0.00399,-0.00603,0.01199,18.37569,862.15411,-0.01929,0.00101,-0.0049
="2026/04/02 17:21:59.360",-0.01469,0.00166,-0.00261,0.04953,-0.00053,-0.01546,-0.00642,0.01231,-0.02972,0.00352,-0.00316,0.0028,-0.00793,0.00058,-0.06175,17.7586,861.52429,-0.0081,-0.01054,0.00295
="2026/04/02 17:21:59.380",0.00404,0.00805,0.02324,-0.03139,-0.00508,0.01359,-0.01062,0.00314,-0.0233,0.00987,-0.00263,0.01143,-0.04739,0.0003,-0.01653,17.56441,860.94489,-0.00266,-0.0042,0.01261
="2026/04/02 17:21:59.400",0.00523,0.00132,0.01114,-0.02456,-0.01035,0.00127,-0.01627,0.00365,-0.00531,0.01906,-0.00182,0.01579,-0.0395,-0.0067,-0.01277,17.69086,860.4986,-0.00259,0.00802,0.00695
="2026/04/02 17:21:59.420",-0.00409,0.00114,0.01056,-0.02724,-0.00032,0.00483,-0.00595,0.00768,-0.02609,0.03529,-0.00265,0.03203,-0.05401,0.01475,-0.0245,18.38242,860.54028,0.01155,0.00792,-0.01176
="2026/04/02 17:21:59.440",0.00747,-0.00084,0.03322,-0.01508,0.00454,-0.00441,-0.01878,-0.00552,0.02555,0.0285,0.00118,0.0172,-0.04955,0.00441,0.00636,19.36111,860.17285,0.01297,0.01387,-0.01396
="2026/04/02 17:21:59.460",-0.00266,0.00424,0.0179,-0.04904,-0.00482,-0.0027,0.00102,0.00219,-0.015,0.0339,0.0028,0.01565,-0.02937,0.0054,-0.0205,19.96227,859.88135,0.00524,-0.00051,0.01803
="2026/04/02 17:21:59.480",0.00619,0.00411,0.01208,-0.0033,-0.00211,0.01235,-0.0006,-0.00108,0.02869,0.01837,-0.00098,0.00276,-0.03863,-0.00401,0.01916,20.50188,859.75574,0.00234,0.01344,-0.01964
="2026/04/02 17:21:59.500",0.00604,0.00984,0.00917,-0.01028,0.00878,0.01231,0.00321,0.00161,0.00977,0.00428,-0.00201,-0.00302,0.01305,0.00034,0.01748,20.83341,859.69647,0.009,0.01124,-0.01401
="2026/04/02 17:21:59.520",-0.00464,0.00511,0.00383,-0.02405,0.00192,-0.00002,0.01461,-0.00307,0.00683,-0.01409,-0.00176,-0.0125,0.01057,-0.00367,0.01838,20.66575,860.06097,-0.00488,0.00691,-0.00038
="2026/04/02 17:21:59.540",0.01561,0.0118,-0.0113,0.01844,0.00339,0.00781,0.00087,0.00056,0.013,-0.02188,-0.00506,-0.03065,0.03454,-0.00685,0.02729,20.10738,861.17273,-0.00171,-0.00392,-0.02932
="2026/04/02 17:21:59.560",-0.01054,-0.00779,-0.0119,0.01523,0.00175,-0.00601,0.02732,0.00081,-0.027,-0.02353,0.00441,-0.02081,0.04772,-0.00474,0.01748,19.53212,862.05243,0.00204,-0.00016,0.02131
="2026/04/02 17:21:59.580",0.01063,0.0042,-0.01673,-0.02079,-0.00839,-0.0056,0.00337,-0.00375,0.00281,-0.03613,0.00586,-0.02412,0.0315,-0.00537,0.02742,18.8874,861.71155,-0.00392,-0.00098,-0.00377
="2026/04/02 17:21:59.600",-0.00674,-0.00475,-0.0086,-0.00719,-0.01008,-0.01612,0.00314,0.00357,-0.0174,-0.02965,0.00861,-0.01536,0.0478,0.00523,-0.01058,18.25962,861.68994,0.00715,-0.00101,-0.01156
="2026/04/02 17:21:59.620",-0.00804,-0.00232,-0.00866,-0.00732,0.00117,-0.00819,0.00344,0.01261,-0.01655,-0.01324,0.0043,0.00494,0.01575,0.00153,-0.00107,17.7521,861.70508,-0.00418,0.00165,-0.00992
="2026/04/02 17:21:59.640",-0.00029,0.00392,0.00507,0.00611,-0.00691,0.00517,-0.01272,0.01416,-0.03324,-0.01137,0.00262,0.01661,0.00454,0.00138,0.00892,17.59779,861.59833,0.00196,-0.00703,-0.00486
="2026/04/02 17:21:59.660",-0.0194,0.00071,-0.00019,-0.0424,-0.0075,0.00868,-0.00675,0.01228,-0.01452,0.00202,0.00169,0.0066,-0.0198,0.00175,-0.03249,18.06135,861.771,0.00163,-0.00169,0.00386
="2026/04/02 17:21:59.680",0.00681,0.00233,0.01126,0.02701,0.00069,-0.0067,-0.02459,-0.00291,-0.04204,0.01582,-0.00256,0.02418,-0.05256,0.00256,0.00342,18.57791,861.12134,0.00162,-0.00015,-0.01554
="2026/04/02 17:21:59.700",-0.00285,0.00195,0.01734,0.0199,-0.00898,-0.00894,-0.005,0.01436,0.00215,0.02366,-0.00202,0.0242,-0.05719,0.01182,-0.03603,18.06499,860.24017,0.00202,0.0091,0.00105
="2026/04/02 17:21:59.720",0.00484,-0.00533,0.01442,-0.02982,-0.00254,-0.01497,-0.01144,-0.0025,-0.01746,0.02989,-0.00536,0.02614,-0.06958,0.01079,-0.00024,18.1576,859.74353,0.01158,0.00012,-0.01254
="2026/04/02 17:21:59.740",0.00238,-0.00503,0.02897,-0.00014,-0.01126,-0.00891,-0.01058,0.00891,-0.00373,0.02769,-0.00224,0.01932,-0.04189,0.00811,-0.00477,18.79485,859.8136,-0.0061,0.00801,0.012
="2026/04/02 17:21:59.760",-0.01133,0.00457,0.02207,-0.0012,-0.00403,-0.00549,0.01026,-0.01067,0.00502,0.03163,0.00827,0.01081,-0.04602,-0.00031,-0.02156,19.28453,860.40515,0.0107,-0.01381,-0.01885
="2026/04/02 17:21:59.780",0.01926,0.00504,0.00262,-0.00476,-0.00265,0.01303,-0.00135,-0.01077,0.0076,0.0109,-0.00028,0.01103,-0.03043,-0.00067,0.01962,19.57813,860.57568,-0.00776,-0.00153,-0.02048
