time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSGD00003.chdata,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSGD00004.chdata,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ
="2026/04/02 17:26:56.240",-0.54703,-0.32185,-0.61583,14.60223,0.07191,0.58529,-0.07674,879.8479,-0.03813,-0.1333,-0.0748,0.52354,-0.22029,-0.71779,-0.25115,-0.06223,0.00633,0.35035,0.07128,0.12638
="2026/04/02 17:26:56.260",-0.38168,-0.14309,-0.80894,11.42737,0.38707,0.14047,0.60834,878.82184,0.09345,-0.16513,0.1497,0.16352,-0.16255,-0.47271,-0.512,-0.02384,-0.02112,0.1216,-0.09594,0.71739
="2026/04/02 17:26:56.280",-0.4038,-0.21258,-0.64673,9.18365,-0.38863,0.16751,-0.09521,875.30707,0.17856,-0.1129,0.17567,-0.06503,-0.09113,-0.02433,-0.58425,-0.02317,-0.03491,-0.1178,-0.02533,1.06305
="2026/04/02 17:26:56.300",-0.02793,-0.32264,0.04537,8.91622,-0.33258,0.16743,1.20645,869.93475,-0.0168,-0.1324,0.56161,0.55559,0.05102,-0.59355,-0.4259,-0.01795,-0.00083,-0.09293,-0.04355,0.07065
="2026/04/02 17:26:56.320",0.07098,0.19395,0.02484,11.80972,-0.64633,0.16742,0.44992,863.29449,0.56107,-0.15113,0.29858,-0.2013,-0.07475,0.52214,-0.45577,0.00717,0.01305,-0.01076,0.20528,0.47683
="2026/04/02 17:26:56.340",0.15895,0.04501,0.56567,15.55718,-0.70254,-0.45044,0.77377,857.51978,0.44397,-0.23494,0.02245,0.21969,-0.15053,0.08601,-0.49516,-0.10554,-0.10575,-0.09914,-0.0249,0.386
="2026/04/02 17:26:56.360",0.33476,0.26365,0.59521,20.20675,-0.12194,-0.06793,0.86715,854.04492,0.54948,-0.27186,0.69386,-0.17168,-0.14961,0.38397,-0.36134,-0.10771,-0.16938,0.08328,-0.10434,0.05214
="2026/04/02 17:26:56.380",0.28397,0.51544,0.66399,25.06445,-0.57896,0.49349,0.80604,851.78583,0.64732,-0.13765,0.49945,-0.56433,-0.09623,0.87726,-0.33991,-0.0144,-0.04779,-0.17981,0.03221,0.53302
="2026/04/02 17:26:56.400",0.35773,0.26388,0.71189,29.93777,-1.13095,0.30008,0.00534,851.25354,0.29835,-0.1521,0.62717,-0.06396,0.01729,0.11917,-0.4166,-0.05451,0.01197,-0.02241,-0.00708,-0.17867
="2026/04/02 17:26:56.420",0.20611,0.4879,1.24066,34.23729,-0.24431,-0.15723,0.54074,853.70941,0.56393,-0.09907,0.46795,-0.68891,0.05979,0.69622,0.09317,-0.01572,-0.05603,0.00529,-0.0888,-0.14338
="2026/04/02 17:26:56.440",0.13129,0.4224,1.38623,35.47015,-0.6797,0.12019,-0.00248,858.57068,0.90466,0.02213,0.03513,-0.42627,0.01971,0.8273,-0.2052,-0.02588,0.06598,-0.14098,-0.03011,0.18268
="2026/04/02 17:26:56.460",0.12955,0.39888,1.37907,34.10564,-0.20395,-0.29217,-0.08445,863.37598,0.19853,-0.13193,0.52033,-0.60684,-0.00433,0.29254,-0.20391,-0.09302,-0.03421,0.04797,-0.08436,-0.47362
="2026/04/02 17:26:56.480",0.03018,0.19298,0.79453,31.50786,0.02595,-0.45633,0.24529,867.25061,0.21937,-0.05109,0.19799,-0.82867,0.00943,0.60097,0.07649,0.02502,-0.01032,-0.20421,0.09216,-0.14092
="2026/04/02 17:26:56.500",0.03094,0.11316,0.89126,26.64618,-0.37398,-0.51926,-1.05136,870.75525,0.59834,-0.04165,0.11561,-0.9422,0.0447,0.80525,0.05044,-0.03256,0.03681,-0.11792,-0.11124,-0.52101
="2026/04/02 17:26:56.520",0.04177,0.21904,1.36356,20.56873,0.35994,-0.44476,-0.36264,872.33069,-0.02015,-0.00753,0.28809,-0.43691,0.05796,0.20241,0.37589,0.13103,-0.01599,-0.35495,0.09349,-0.5087
="2026/04/02 17:26:56.540",0.10583,0.55867,0.24517,14.44532,0.17254,-0.20073,-1.06495,871.28473,0.22162,0.03103,-0.4393,-0.87199,0.08428,0.92927,0.42611,-0.01534,-0.02976,-0.48584,-0.07043,-0.16006
="2026/04/02 17:26:56.560",0.18744,-0.13473,0.88002,9.13933,-0.04301,-0.03374,-0.95328,867.96655,-0.18051,-0.03398,-0.19306,-0.51487,0.09449,0.16831,0.57737,0.05345,0.0813,-0.66641,0.05223,-0.42434
="2026/04/02 17:26:56.580",0.27579,0.20157,0.13519,6.47512,0.46335,-0.37082,-0.33562,862.26221,-0.3223,0.06474,0.06085,-0.12627,0.05927,0.1446,0.41505,0.06764,0.12538,-0.58069,-0.01836,-0.58448
="2026/04/02 17:26:56.600",0.26871,0.1157,0.10471,5.45853,-0.025,-0.18756,-0.90413,855.69928,-0.27792,0.14948,-0.49458,-0.2386,0.17063,0.36084,0.6659,0.09488,0.06421,-0.59059,0.05943,-0.00797
="2026/04/02 17:26:56.620",0.33873,-0.07192,-0.25754,6.07026,0.46395,-0.31447,-0.02845,848.39148,-0.72402,0.14681,-0.1295,0.43648,0.05424,-0.47284,1.06816,-0.02235,0.03977,-0.20892,-0.10778,-0.46863
="2026/04/02 17:26:56.640",0.41146,-0.05431,-0.70397,9.23495,0.90704,-0.47019,0.5591,843.01447,-0.49512,0.23992,-0.46751,0.18132,0.20925,0.01874,0.41004,0.05375,-0.05035,-0.20126,-0.02996,0.08421
="2026/04/02 17:26:56.660",0.26732,-0.40476,-1.36938,13.6277,-0.11533,0.01812,-0.4821,840.46808,-0.6475,0.20656,-0.5253,0.42089,0.04644,-0.36671,0.19104,-0.00738,0.01679,0.00724,0.10726,0.19814
="2026/04/02 17:26:56.680",0.12414,-0.32059,-1.41071,18.86558,0.38003,-0.1357,0.19758,840.53864,-0.70099,0.12979,-0.5558,0.4575,0.0739,-0.66229,0.32626,0.06256,0.01521,0.19827,-0.10783,-0.38479
="2026/04/02 17:26:56.700",-0.055,-0.18443,-1.50132,23.00442,0.73327,0.05989,0.0235,843.33356,0.24914,0.09891,-0.60625,0.391,0.04837,-0.36237,0.29538,0.06157,0.05148,0.23958,0.05432,0.2378
="2026/04/02 17:26:56.720",-0.10085,-0.3467,-1.30663,26.12745,0.26512,0.35268,-0.627,848.1228,-0.14305,0.17096,-0.29687,0.76383,0.01264,-0.86245,0.22796,-0.0362,0.02044,0.55557,0.02597,-0.1871
="2026/04/02 17:26:56.740",-0.43916,-0.40133,-1.45713,28.54807,1.0259,-0.00251,0.47957,855.56207,-0.70263,0.02755,0.07802,0.45119,-0.02288,-0.5376,-0.06748,0.11044,0.0762,0.42246,-0.07904,0.13605
="2026/04/02 17:26:56.760",-0.45094,-0.56865,-1.2699,28.65877,0.48789,0.3109,-0.83781,863.64801,-0.20135,0.13837,-0.43378,0.65171,-0.02675,-0.6708,0.10192,-0.04997,0.04082,0.61385,0.10306,0.36831
="2026/04/02 17:26:56.780",-0.49882,-0.83644,-0.98398,26.18579,0.55463,0.2272,-0.11042,870.77527,-0.52605,0.10381,-0.18418,0.77488,-0.05858,-0.87962,-0.13504,0.00544,0.09617,0.50892,0.0316,-0.11363
="2026/04/02 17:26:56.800",-0.68873,-0.36398,-1.12923,22.06476,0.95653,0.392,-0.0732,875.94836,-0.14102,0.09703,-0.02205,0.36765,-0.08551,-0.47777,-0.3,-0.02009,0.03276,0.31894,0.07281,0.5677
="2026/04/02 17:26:56.820",-0.52948,-0.32191,-0.96153,16.91943,0.02184,0.46526,-0.77821,878.97583,-0.06223,0.09014,-0.10294,0.22751,-0.06058,-0.40945,-0.4272,-0.0474,-0.06999,0.50277,-0.12417,0.222
="2026/04/02 17:26:56.840",-0.4719,-0.29964,-0.50839,13.10158,0.52135,0.38968,0.37983,878.82391,-0.34536,-0.042,0.35588,0.46769,-0.13085,-0.79195,-0.55628,0.00096,-0.01358,0.12141,0.12514,0.48937
="2026/04/02 17:26:56.860",-0.4219,0.03405,-0.65395,9.77833,-0.23872,0.49168,-0.22865,876.53235,0.16458,-0.07164,0.10453,-0.03558,-0.20217,0.23082,-0.56867,-0.05639,-0.10435,0.1864,-0.05533,0.63519
="2026/04/02 17:26:56.880",-0.39748,-0.17505,-0.46492,7.74567,-0.62011,0.13808,0.27893,872.82025,0.10708,-0.14762,0.27568,0.42308,-0.1912,-0.48735,-0.50013,-0.07777,-0.05903,-0.06517,-0.06395,0.36522
="2026/04/02 17:26:56.900",-0.07725,0.04752,0.04185,9.72724,-0.07885,0.18182,0.79122,866.94263,0.34365,-0.1492,0.46164,0.04347,-0.05904,-0.02548,-0.42267,-0.0347,-0.03418,0.02138,-0.09608,0.22649
="2026/04/02 17:26:56.920",-0.098,0.06137,-0.16125,14.09967,-0.71596,0.02576,1.60681,860.21844,0.56882,-0.17258,0.33741,-0.24372,-0.07834,0.57502,-0.97021,-0.09839,-0.11496,0.16029,0.16746,0.74605
="2026/04/02 17:26:56.940",0.24986,0.10012,0.50908,18.26138,-1.56371,-0.4487,0.87654,855.26495,0.2808,-0.26758,0.41669,0.08994,-0.04489,-0.10853,-0.48165,0.00015,0.00336,0.04053,-0.03697,0.03285
="2026/04/02 17:26:56.960",0.35948,0.39036,0.62991,22.96112,-0.58275,-0.59201,1.622,852.66968,0.64489,-0.17532,0.54275,-0.50558,-0.00061,0.77196,-0.24173,0.00348,0.06285,0.00462,-0.01265,0.39843
="2026/04/02 17:26:56.980",0.24001,0.26463,1.01213,28.09542,-1.35521,0.16602,0.02471,852.02948,0.62897,-0.14554,0.38067,-0.16683,-0.14006,0.604,-0.45133,-0.05295,-0.03065,0.03155,0.00905,-0.04003
="2026/04/02 17:26:57.000",0.3412,0.48544,1.19785,32.31829,-0.28928,0.21733,1.00176,852.7287,-0.02647,-0.13756,0.70078,-0.48465,-0.00401,0.374,-0.21207,-0.03901,-0.0005,0.12847,0.07527,-0.31449
="2026/04/02 17:26:57.020",0.16512,0.4066,1.36557,34.86007,-0.6216,-0.36675,0.27194,855.33649,0.26822,-0.09105,0.18702,-0.67644,0.03205,0.88458,-0.26791,-0.00481,-0.05406,-0.08621,-0.23026,0.16033
="2026/04/02 17:26:57.040",0.24108,0.42975,1.292,34.61018,-0.82816,0.21985,-0.34978,860.17761,0.27086,-0.03861,0.10057,-0.40079,-0.03993,0.29099,-0.10716,-0.08264,0.01392,0.07896,0.15981,-0.55938
="2026/04/02 17:26:57.060",0.07874,0.6115,1.73847,32.4949,0.0835,-0.20347,-0.22398,865.63934,0.11615,0.00092,0.29366,-0.6797,-0.06549,0.34992,0.1842,0.06402,0.00761,-0.33205,-0.24328,-0.17855
="2026/04/02 17:26:57.080",-0.01935,0.74433,1.21186,28.54115,-0.356,0.20818,-0.79219,870.04657,0.32431,0.13582,-0.15192,-0.6466,-0.01524,0.99243,0.04587,0.02459,0.03263,-0.28348,0.09097,-0.29806
="2026/04/02 17:26:57.100",-0.02869,-0.03057,1.42473,22.96996,0.21854,-0.29451,-0.69821,871.92859,-0.18606,-0.03651,0.17594,-0.48333,0.15871,0.08176,0.34434,-0.0275,0.04259,-0.41497,0.00785,-0.66094
="2026/04/02 17:26:57.120",-0.00558,0.03014,1.28362,17.90445,0.30091,-0.48245,-0.20798,871.13409,-0.14311,-0.06759,-0.03724,-0.77374,0.31927,0.81762,0.22679,0.09328,0.01934,-0.58177,0.09482,-0.20044
="2026/04/02 17:26:57.140",0.09983,0.29103,0.47281,11.90389,-0.09601,-0.39586,-1.26597,868.73639,0.01974,-0.02611,0.02517,-0.48904,0.22266,0.49613,0.62084,0.06109,0.03312,-0.41823,-0.01076,-0.80231
="2026/04/02 17:26:57.160",0.34944,0.0559,0.64187,6.73374,0.75643,-0.37175,0.07206,864.16675,-0.46137,-0.03297,-0.01369,-0.10574,0.13503,-0.05711,0.6456,0.02205,0.05658,-0.18975,-0.02785,-0.90133
="2026/04/02 17:26:57.180",0.09759,0.15502,0.17405,4.88086,0.25388,-0.26692,-0.57593,857.99188,-0.1723,0.14415,-0.20442,-0.44612,-0.11995,0.39425,0.48287,0.02777,-0.01889,-0.33181,0.15091,0.06084
="2026/04/02 17:26:57.200",0.42605,-0.01301,0.03667,5.36643,0.06676,-0.20232,-0.4988,851.25946,-0.45305,0.14888,-0.23867,-0.10177,-0.00577,0.17854,0.21748,0.01024,0.02929,-0.27976,-0.20855,-0.193
="2026/04/02 17:26:57.220",0.38653,0.08816,-0.16899,8.06703,0.17204,0.41527,-0.36608,844.83588,-0.41473,0.1658,-0.50308,0.17829,0.18255,-0.10224,0.69945,0.10567,0.14166,-0.312,-0.06487,-0.36478
="2026/04/02 17:26:57.240",0.40182,-0.12872,-0.68476,11.5743,-0.02961,0.43653,-0.33694,841.03668,-0.14911,0.18612,-0.69787,0.25332,0.1024,-0.01537,0.6024,0.03855,0.07616,-0.31211,0.06475,0.16422
="2026/04/02 17:26:57.260",0.32779,-0.24448,-1.14009,16.46428,0.27831,-0.09454,-0.37715,839.72723,-0.54774,0.15928,-0.30891,0.7829,0.04231,-0.83104,0.30101,-0.08272,-0.00255,0.21621,0.00434,-0.31815
="2026/04/02 17:26:57.280",0.12263,-0.36713,-1.64032,22.9189,0.85065,-0.23846,0.84646,841.70465,-0.43661,0.18694,-0.33943,0.37795,0.07049,-0.36228,0.18875,0.0807,-0.03939,0.08774,0.06466,0.23351
="2026/04/02 17:26:57.300",-0.00755,-0.62261,-1.15925,26.73095,0.27366,0.08986,-0.60467,845.75531,-0.56996,0.23073,-0.20697,0.71297,-0.01585,-0.61145,0.36102,0.01621,0.0739,0.38253,0.03706,0.1412
="2026/04/02 17:26:57.320",-0.17892,-0.42077,-1.24822,28.06284,0.67909,0.06134,0.19963,851.90295,-0.95649,0.12805,-0.22624,0.78361,0.02201,-0.83334,-0.15755,-0.01627,0.05847,0.38522,-0.04598,-0.17887
="2026/04/02 17:26:57.340",-0.37786,-0.40532,-1.27579,27.87806,0.79026,0.33661,-0.0453,859.76849,-0.36324,0.08683,-0.52838,0.49901,-0.00962,-0.40307,-0.28071,0.05431,-0.05253,0.31999,0.02358,0.46612
="2026/04/02 17:26:57.360",-0.49149,-0.28246,-0.69709,25.67377,0.33867,0.40161,-0.77321,867.48071,-0.21585,0.06976,-0.46038,0.53688,-0.11706,-0.65817,-0.25352,-0.00695,-0.03272,0.6494,0.03443,-0.06434
="2026/04/02 17:26:57.380",-0.57752,-0.12119,-0.87974,23.56411,0.92085,0.10654,0.41109,874.26178,-0.63502,-0.03158,-0.11811,0.71543,-0.05979,-1.0128,-0.40652,-0.1083,-0.04809,0.36288,0.05712,0.43381
="2026/04/02 17:26:57.400",-0.69089,-0.12378,-0.81761,19.41029,0.17104,0.54473,-0.62045,878.69092,0.1147,-0.02204,-0.21131,0.0453,0.00997,-0.0471,-0.49143,-0.01034,-0.10674,0.54053,-0.01004,0.47778
="2026/04/02 17:26:57.420",-0.56756,-0.39442,-0.57593,13.59904,0.02953,0.30645,0.22559,879.74438,-0.3205,-0.0126,0.16083,0.66434,-0.19037,-0.7771,-0.28278,-0.07866,-0.06022,0.32906,-0.01104,0.17223
="2026/04/02 17:26:57.440",-0.4592,-0.15057,-0.38326,10.10354,0.28343,0.11163,0.26351,877.80707,0.23262,0.0442,0.27253,0.24319,-0.07325,-0.30552,-0.40672,-0.02103,-0.06645,0.25418,-0.12682,0.56519
="2026/04/02 17:26:57.460",-0.31981,-0.20731,-0.5927,8.40546,-0.65152,0.4516,-0.02581,874.36377,0.426,-0.03437,-0.04453,-0.12435,-0.01837,0.26708,-0.67968,-0.05418,-0.08559,0.0752,0.0771,0.85315
="2026/04/02 17:26:57.480",-0.12524,-0.14224,-0.29525,9.18846,-0.20769,-0.01549,1.20522,869.40686,0.01221,-0.20231,0.34709,0.27936,-0.04529,-0.41933,-0.56911,-0.03661,-0.03912,0.12694,-0.08132,0.06299
="2026/04/02 17:26:57.500",-0.00306,0.14962,-0.33842,11.74668,-0.75877,0.20447,0.2514,863.00665,0.59759,-0.18292,0.13031,-0.48595,-0.12108,0.46993,-0.83794,0.05766,0.02258,-0.10647,0.02948,0.56587
="2026/04/02 17:26:57.520",0.16879,0.02537,0.01033,15.52341,-1.16261,0.1056,0.4185,857.01715,0.26586,-0.1967,0.44094,0.03664,-0.18401,0.17712,-0.30141,-0.05213,-0.03505,-0.11471,-0.02287,0.15839
="2026/04/02 17:26:57.540",0.28738,0.29621,0.76369,21.23069,-0.17895,0.18335,1.17397,853.10059,0.59956,-0.20675,0.67701,-0.1349,-0.01893,0.25246,-0.42549,-0.01082,-0.09535,-0.08173,-0.04573,0.22112
="2026/04/02 17:26:57.560",0.31304,0.47058,0.871,26.61717,-0.91496,0.25265,1.18214,851.44745,0.59349,-0.14591,0.45312,-0.3578,0.0416,0.85326,-0.32209,-0.06478,-0.0987,-0.03101,0.2068,0.24187
="2026/04/02 17:26:57.580",0.3087,0.26755,0.89124,30.67805,-1.18948,-0.33871,0.20188,851.63068,-0.13501,-0.14918,0.54319,-0.20518,-0.00677,0.34747,-0.24044,-0.09616,-0.03655,-0.06026,-0.18379,-0.38705
="2026/04/02 17:26:57.600",0.12565,0.34941,0.75793,34.00638,-0.36073,0.04413,1.04475,854.09857,0.42669,-0.22082,0.20908,-0.86498,-0.01849,0.69856,-0.33167,-0.04778,0.02185,-0.15425,0.21804,0.08233
="2026/04/02 17:26:57.620",0.15128,0.29978,1.01484,35.46553,-0.90269,-0.14041,-0.07145,858.88788,0.99919,-0.05443,-0.0562,-0.44913,-0.0009,0.51076,-0.17843,0.0206,-0.0493,-0.10755,-0.24252,-0.28116
="2026/04/02 17:26:57.640",0.07569,0.46144,1.21403,34.08965,0.16614,-0.36016,0.32398,863.91888,0.33487,-0.12608,0.66107,-0.79428,-0.01173,0.54012,0.06044,0.01233,-0.01202,-0.11418,0.13041,-0.47695
="2026/04/02 17:26:57.660",-0.05791,0.51816,1.25918,30.7573,-0.04305,-0.4476,0.0345,868.138,0.38041,-0.0003,0.18231,-0.81402,0.08528,0.75514,0.10482,-0.00531,-0.06189,-0.19604,-0.00675,-0.18109
="2026/04/02 17:26:57.680",0.10318,0.34336,1.52068,25.2717,-0.28912,-0.26349,-0.96107,871.79028,0.38762,-0.09656,0.14097,-0.77769,0.0447,0.75282,0.2357,0.01391,0.00654,-0.26378,-0.03421,-0.66229
="2026/04/02 17:26:57.700",-0.01125,0.3026,1.22509,18.97235,0.42628,-0.35526,-0.27744,872.73328,0.19856,0.01181,-0.07531,-0.30713,-0.00731,0.02713,0.45018,0.03444,0.1257,-0.40802,0.00947,-0.53943
="2026/04/02 17:26:57.720",0.20335,0.20781,0.98656,13.15116,0.06337,-0.09081,-0.91083,871.0061,0.43211,0.11151,-0.61408,-0.715,0.2326,0.90157,0.42875,-0.03409,-0.02692,-0.39259,-0.00627,-0.26786
="2026/04/02 17:26:57.740",0.05674,-0.00085,0.75646,8.59793,0.10285,-0.37679,-0.32066,866.73859,-0.1416,0.06276,-0.23643,-0.12839,0.16778,-0.1406,0.56671,0.05973,0.04318,-0.49634,-0.01188,-0.3127
="2026/04/02 17:26:57.760",0.29138,0.12097,0.02918,6.10059,0.38297,-0.47153,-0.41801,860.21674,0.00512,0.22349,-0.0218,-0.37055,0.19797,0.35289,0.48926,0.03245,0.10188,-0.53846,-0.05671,-0.15941
="2026/04/02 17:26:57.780",0.39616,-0.16508,0.03396,4.99411,-0.12938,-0.1316,-0.80166,853.51361,-0.14415,0.18617,-0.32498,-0.09371,0.08052,0.27315,0.44675,0.03024,0.06123,-0.53475,0.10656,-0.15379
="2026/04/02 17:26:57.800",0.41283,-0.07509,0.16446,6.14479,0.59866,-0.20167,-0.69639,847.32861,-0.40985,0.14983,-0.27756,0.52099,0.12746,-0.50379,1.08651,0.10925,0.10936,-0.33544,-0.10119,-0.61348
="2026/04/02 17:26:57.820",0.35681,0.03284,-0.57321,9.66844,1.12043,-0.08001,0.23099,843.23621,-0.28234,0.24481,-0.47939,0.18017,0.0212,0.13721,0.33471,0.03838,0.03952,-0.30447,0.04486,0.10391
="2026/04/02 17:26:57.840",0.48612,-0.29603,-0.50258,14.18462,0.16256,0.26691,-0.5904,840.36621,-0.80022,0.22404,-0.36147,0.80371,0.07958,-0.50863,0.30287,-0.00227,-0.03269,0.02811,-0.04473,-0.27565
="2026/04/02 17:26:57.860",0.09758,-0.16406,-1.1107,19.91328,0.75924,-0.09015,0.45058,840.00653,-0.819,0.20947,-0.3115,0.52293,0.03403,-0.56274,0.37525,-0.05706,0.03522,0.10129,-0.03843,-0.03445
="2026/04/02 17:26:57.880",0.04228,-0.25605,-1.20772,24.30175,0.26042,0.20458,-0.1475,843.35529,0.10859,0.12742,-0.70069,0.65482,0.01762,-0.47439,0.46485,0.11286,0.03927,0.3449,0.08638,0.30801
="2026/04/02 17:26:57.900",-0.12264,-0.4765,-1.20321,27.16319,0.38479,0.18806,-0.17712,849.63458,-0.11952,0.11465,-0.42473,0.9378,0.01754,-1.109,-0.0433,0.00174,0.07006,0.63181,0.02671,-0.04325
="2026/04/02 17:26:57.920",-0.45004,-0.4264,-1.33755,29.12171,1.08084,-0.18072,0.58783,857.51648,-0.31254,0.05008,-0.10925,0.35943,0.03262,-0.51974,0.17026,-0.01799,0.01338,0.37313,0.01948,0.37098
="2026/04/02 17:26:57.940",-0.49097,-0.63822,-1.64462,27.63634,0.49576,0.37161,-0.8884,864.92438,0.21164,0.1076,-0.14124,0.6049,0.04234,-0.76717,0.2108,-0.17114,-0.01582,0.69176,-0.01193,0.12743
="2026/04/02 17:26:57.960",-0.5264,-0.8874,-1.07465,23.9226,0.62583,0.27231,0.10433,871.22296,-0.32356,-0.06464,-0.0718,0.69927,-0.09655,-1.07485,-0.28511,0.01479,-0.00433,0.40615,0.02706,0.06065
="2026/04/02 17:26:57.980",-0.59029,-0.21826,-1.2335,20.43079,0.6772,0.34133,-0.12516,876.57758,0.19821,0.05275,-0.15294,0.26692,-0.22453,-0.17691,-0.38594,0.00247,-0.0129,0.4482,0.00769,0.55858
="2026/04/02 17:26:58.000",-0.40591,-0.26711,-0.43051,16.01265,-0.00134,0.48958,-0.64256,879.53522,0.07475,0.05473,-0.17909,0.36056,-0.13778,-0.38794,-0.6399,-0.06573,0.02273,0.55909,-0.1031,0.14887
="2026/04/02 17:26:58.020",-0.44542,-0.12284,-0.35953,12.22181,0.48536,0.36273,0.6455,879.66382,-0.26755,-0.06812,0.07354,0.46969,-0.21082,-0.68345,-0.42018,0.01793,-0.00088,0.08694,0.10511,0.80638
="2026/04/02 17:26:58.040",-0.29798,-0.02484,-0.19984,9.68343,-0.28647,0.4242,-0.52999,876.98914,0.37543,-0.02624,-0.03838,0.02298,-0.16597,0.34828,-0.4471,-0.04659,-0.01369,-0.00812,-0.09936,0.77149
="2026/04/02 17:26:58.060",-0.08702,-0.27505,-0.23991,8.84629,-0.52815,0.37536,0.68345,871.56689,-0.01202,-0.16782,0.22018,0.5353,-0.03846,-0.32352,-0.53516,-0.03221,-0.03955,-0.16617,-0.00816,0.07342
="2026/04/02 17:26:58.080",-0.12581,0.05228,-0.2123,10.62627,-0.37595,0.23879,0.58746,865.25604,0.41552,-0.21933,0.33951,-0.05521,-0.07681,0.13414,-0.22169,-0.04542,-0.05731,0.05031,0.03172,0.28052
="2026/04/02 17:26:58.100",0.1415,0.08044,0.19002,13.63777,-0.75501,-0.42597,1.53445,859.3894,0.4036,-0.06565,0.38703,-0.08099,-0.02049,0.42246,-0.75687,-0.1392,-0.16061,0.11613,0.03865,0.69635
="2026/04/02 17:26:58.120",0.21341,0.11961,0.18134,18.37976,-0.99391,-0.71131,0.97081,854.72607,0.16355,-0.12032,0.59037,0.10621,-0.08875,-0.20631,-0.53262,-0.022,-0.07178,0.0949,-0.02711,0.06395
="2026/04/02 17:26:58.140",0.20837,0.28757,0.56295,24.55364,-0.67251,-0.14964,1.01422,851.93829,0.60257,-0.12681,0.19018,-0.56336,-0.15712,0.80487,-0.38348,0.03686,0.0359,0.0159,-0.06868,0.16609
="2026/04/02 17:26:58.160",0.30725,0.36733,1.26967,29.65219,-1.36664,0.63938,0.23694,850.72833,0.51161,-0.19493,0.21332,-0.15389,-0.14187,0.53984,-0.49618,-0.00815,-0.01327,0.07736,0.09197,-0.01899
="2026/04/02 17:26:58.180",0.27314,0.69639,0.62843,33.59646,-0.4701,-0.27532,1.11428,851.69214,0.38308,-0.2085,0.40628,-0.64575,0.01316,0.612,-0.27226,0.01238,-0.02124,-0.03532,-0.18905,-0.21189
="2026/04/02 17:26:58.200",0.11031,0.45257,1.1946,35.18845,-0.51981,-0.24773,0.06646,856.14545,0.59162,-0.05625,0.41453,-0.76687,-0.00081,0.78256,-0.17557,-0.10748,-0.14718,0.07116,0.04714,-0.12437
="2026/04/02 17:26:58.220",0.20005,0.48886,1.39654,34.82755,-0.80106,0.06595,-0.47346,862.4848,0.33756,-0.11339,0.31531,-0.5261,0.00186,0.35699,-0.49029,-0.12367,-0.0352,-0.00567,0.03329,-0.58379
="2026/04/02 17:26:58.240",-0.04921,0.39453,1.14069,32.87387,-0.0139,-0.25316,0.32998,867.09747,0.03485,-0.18681,0.29011,-0.67924,0.00343,0.51932,0.18712,-0.00384,-0.02278,-0.15,-0.03559,-0.30501
="2026/04/02 17:26:58.260",-0.04687,0.18437,1.26767,27.71869,-0.41744,-0.14602,-1.08218,870.32428,0.4729,-0.05781,0.01152,-0.79155,0.09253,0.91949,0.38729,0.04661,-0.00059,-0.26034,0.04054,-0.40042
="2026/04/02 17:26:58.280",-0.08297,-0.16635,1.16342,21.72424,0.33101,-0.37246,-0.13429,872.19495,0.05607,-0.0457,0.44221,-0.4364,0.14134,0.05618,0.52554,0.07107,0.0064,-0.39919,0.03987,-0.56887
="2026/04/02 17:26:58.300",0.01386,0.36603,1.12586,16.21984,0.15854,-0.43553,-0.76269,872.11523,0.18581,0.15644,-0.06662,-0.61447,0.22108,0.45223,0.54907,0.02491,0.08816,-0.60811,-0.02446,-0.16844
="2026/04/02 17:26:58.320",0.23042,0.10437,0.78436,10.88726,0.00505,-0.21805,-1.34208,869.47272,-0.18969,-0.06545,-0.39885,-0.4296,0.17448,0.53577,0.39565,0.01092,-0.00548,-0.60656,0.02261,-0.6079
="2026/04/02 17:26:58.340",0.17615,-0.00184,0.54425,7.54111,0.66526,-0.14181,-0.30844,863.38934,-0.18356,-0.03043,0.06189,-0.10453,-0.0805,0.1226,0.37223,0.04424,0.06207,-0.38796,0.01225,-0.85899
="2026/04/02 17:26:58.360",0.36814,0.26949,0.04437,6.20728,0.24609,-0.20228,-0.85795,856.75391,-0.04831,0.07881,-0.2837,-0.3745,-0.0256,0.32441,0.65376,0.02892,0.00845,-0.38342,0.11447,-0.02912
="2026/04/02 17:26:58.380",0.33741,0.05537,0.30917,6.11188,0.29534,-0.26267,-0.29269,850.24445,-0.50015,0.14478,0.01124,0.39904,0.10977,-0.40623,0.51733,-0.01922,-0.03511,-0.15809,-0.20658,-0.3214
="2026/04/02 17:26:58.400",0.41256,0.0084,-0.30943,8.93854,0.26127,0.07919,0.30161,844.53784,-0.38953,0.1546,-0.26333,0.09348,0.18342,0.16369,0.60111,0.09827,0.04946,-0.0718,0.18704,-0.19185
="2026/04/02 17:26:58.420",0.31,-0.25236,-0.41885,13.47975,-0.44506,-0.15861,-0.3909,841.17847,-0.27419,0.1905,-0.57552,0.50594,0.07477,-0.37037,0.57811,0.03564,0.04362,-0.06829,-0.05053,-0.03416
