time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSGD00003.chdata,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSGD00004.chdata,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ
="2026/04/02 17:25:33.560",-0.00641,-0.10882,0.48002,44.25277,-0.04873,-0.11702,-1.16278,872.20612,-0.64302,-0.0326,-0.09356,-0.82287,-0.24989,0.65835,0.18124,0.00218,-0.01104,0.29939,-0.1145,-0.58923
="2026/04/02 17:25:33.580",-0.00118,-0.28214,0.87829,34.49596,0.48437,-0.4708,-0.19767,882.99414,-0.98939,-0.01043,0.32958,-0.41761,-0.2398,-0.23776,0.48962,0.05722,0.07982,0.24095,0.07212,-0.58125
="2026/04/02 17:25:33.600",-0.15677,-0.01246,0.30705,22.53043,0.17116,-0.81238,-0.82762,888.92932,-0.61348,0.07087,0.05162,-0.91209,-0.11875,0.63629,0.1021,0.05775,0.10217,0.05479,-0.01478,-0.28197
="2026/04/02 17:25:33.620",-0.00823,-0.24611,1.47348,10.38052,-0.21945,-0.63549,-0.97811,889.59894,-0.72335,-0.04304,-0.18291,-0.27355,-0.05348,0.02454,0.00254,-0.04019,0.0486,-0.15151,-0.0039,-0.47592
="2026/04/02 17:25:33.640",0.20497,0.13435,0.45045,0.17404,0.10039,-0.93548,-0.11515,883.86578,-0.36806,-0.00073,-0.12675,0.06726,-0.12598,-0.05463,0.09896,0.1209,0.06578,-0.20943,-0.0007,-0.70078
="2026/04/02 17:25:33.660",0.28078,0.16603,-0.15834,0,-0.57943,-0.66919,-0.52738,873.60394,0.23495,0.10458,-0.263,-0.21639,-0.15847,0.31889,0.24368,0.08026,0.11833,-0.39591,0.16511,-0.07743
="2026/04/02 17:25:33.680",0.37971,0.02054,-0.10577,0,-0.53693,-0.90739,0.53661,860.05499,0.07064,0.01381,-0.35739,0.21602,-0.14486,-0.70696,0.83189,-0.01065,-0.02822,-0.0343,-0.00165,-0.44044
="2026/04/02 17:25:33.700",0.44989,0.43912,-0.8395,0,-0.48241,-1.18161,1.12922,845.73309,0.40984,0.12226,-0.46061,0.27845,0.05377,-0.09434,0.1443,0.03944,0.01366,-0.17031,-0.06,-0.01365
="2026/04/02 17:25:33.720",0.59108,0.34622,-0.81986,0,-1.22482,-0.51265,0.12567,833.70917,0.63806,0.14231,-0.50929,0.5973,0.08143,-0.28659,0.13579,0.06363,0.12759,0.07189,0.11418,-0.03969
="2026/04/02 17:25:33.740",0.55558,0.30136,-0.6887,7.09703,-0.92343,-0.49947,0.72014,825.31317,0.82826,0.07584,-0.48058,0.77181,0.10795,-0.61327,0.4127,0.08707,0.00323,0.28684,-0.02623,-0.56267
="2026/04/02 17:25:33.760",0.26026,0.35945,-0.97212,18.6339,-0.41621,-0.3485,0.79037,822.13892,1.56205,0.07191,-0.64499,0.62425,0.08826,-0.06198,0.31641,0.03757,0.07571,0.28478,0.06122,0.30401
="2026/04/02 17:25:33.780",0.19179,0.14273,-0.64815,29.42625,-0.8675,0.1009,-0.27237,825.20642,1.08722,0.11309,-0.41044,0.90303,0.21615,-0.86215,0.21342,0.02073,0.13685,0.65652,-0.02325,-0.18234
="2026/04/02 17:25:33.800",-0.25019,0.31546,-0.80938,39.10669,0.24465,-0.04191,0.90344,834.72662,0.70211,0.05744,-0.19982,0.5273,0.19915,-0.57175,0.28549,0.06706,0.04866,0.55622,-0.00184,0.20169
="2026/04/02 17:25:33.820",-0.48314,0.10412,-0.36038,43.70462,0.05623,0.25018,-0.81069,849.56805,1.26543,0.07891,-0.46994,0.67432,0.21288,-0.42844,0.2176,-0.08792,0.02889,0.62868,-0.0233,0.54873
="2026/04/02 17:25:33.840",-0.69299,-0.1897,-0.21722,42.87251,0.46995,0.29507,-0.48645,865.59485,0.81498,0.03676,-0.27129,0.59831,0.06608,-0.73965,0.03857,-0.01947,0.06525,0.59337,-0.07288,-0.07346
="2026/04/02 17:25:33.860",-1.09472,-0.15736,0.01086,38.47093,1.2625,0.45199,-0.72825,880.16016,0.70692,0.07171,-0.268,0.4614,0.15648,-0.55895,-0.09172,0.00612,-0.03999,0.34269,0.07679,0.44779
="2026/04/02 17:25:33.880",-1.01825,-0.09231,-0.01582,30.33416,0.74719,0.73468,-1.65861,891.81158,0.77644,0.07149,-0.06431,-0.01447,0.21747,-0.27992,-0.09727,-0.08665,-0.00044,0.42642,0.03456,0.25836
="2026/04/02 17:25:33.900",-1.06363,-0.18644,0.29678,19.44325,1.32451,0.53364,-0.57234,898.93988,0.54918,-0.0458,0.35932,0.39057,0.1632,-0.88038,-0.09359,-0.02331,-0.02273,-0.17941,-0.10302,0.38658
="2026/04/02 17:25:33.920",-0.93079,0.07396,-0.23791,8.43773,1.18607,1.09465,-1.11919,900.17975,0.44257,-0.09213,0.17063,-0.18789,-0.04261,-0.01399,-0.12137,-0.08854,-0.10094,-0.12378,0.16728,0.49449
="2026/04/02 17:25:33.940",-0.58749,-0.1701,0.50306,0,0.46136,0.85608,-0.6736,894.50983,0.07528,-0.09454,0.34762,0.09517,-0.0969,-0.45639,-0.22857,-0.0584,-0.11835,-0.51711,-0.1213,0.51479
="2026/04/02 17:25:33.960",-0.30331,0.00631,0.32396,0,1.06821,0.67768,0.11273,883.20612,-0.18931,-0.09774,0.5757,-0.08469,-0.03882,-0.02391,-0.18573,-0.06483,-0.0823,-0.54533,-0.20447,0.27201
="2026/04/02 17:25:33.980",-0.03842,-0.11289,0.01236,0,0.05415,0.84737,0.37393,868.88495,-0.35337,-0.09674,0.15368,-0.30181,0.01381,0.32893,-0.74217,-0.07131,-0.03795,-0.59591,0.13614,0.8586
="2026/04/02 17:25:34.000",0.4568,-0.35176,0.27834,0,-0.92946,0.59814,0.31279,855.11206,-0.77208,-0.16353,0.42124,0.22024,-0.05057,-0.14407,-0.10622,-0.02201,0.00224,-0.76858,0.03008,0.02009
="2026/04/02 17:25:34.020",0.51886,-0.04911,-0.331,7.15839,0.00653,-0.12038,1.63861,843.48315,-0.82251,-0.08178,0.4224,-0.42434,-0.10008,0.59946,0.00848,0.02,-0.02651,-0.44177,-0.06754,0.32464
="2026/04/02 17:25:34.040",0.726,-0.32587,-0.5551,18.77602,-0.97165,0.41864,0.54136,834.88666,-0.93354,-0.00929,0.20714,-0.09277,-0.19802,0.39525,-0.06523,-0.04793,-0.05907,-0.38176,-0.02208,0.36483
="2026/04/02 17:25:34.060",0.75356,-0.17048,0.06435,29.87421,-0.38976,0.28339,1.52526,831.95905,-1.97477,-0.02438,0.80855,-0.27619,-0.1786,0.37151,-0.14743,-0.04007,-0.09795,-0.15269,-0.05181,-0.10357
="2026/04/02 17:25:34.080",0.54815,0.00597,-0.08598,39.60999,-0.3709,-0.31838,0.5392,834.73859,-1.6565,-0.00404,0.56655,-0.71445,-0.09348,1.13851,-0.13544,-0.02697,-0.05175,-0.03546,-0.14839,0.0893
="2026/04/02 17:25:34.100",0.47824,-0.32391,0.48748,46.44016,-0.67314,0.10189,-0.24812,842.98096,-1.48734,-0.02105,-0.01184,-0.3065,-0.11754,0.39958,-0.13139,0.0446,-0.01595,0.12593,0.03836,-0.50293
="2026/04/02 17:25:34.120",0.26542,0.11424,0.84853,49.27211,0.30369,-0.29637,0.62745,854.87738,-1.7079,-0.10783,0.25032,-0.82345,-0.25347,0.90436,-0.01746,-0.02244,-0.02157,0.16433,-0.02457,-0.37729
="2026/04/02 17:25:34.140",-0.02522,0.61559,0.41487,47.14256,-0.20255,-0.39377,-0.61159,868.00397,-1.5313,-0.02777,0.09999,-0.84906,-0.16284,0.88737,0.12213,-0.00592,-0.01506,0.2062,0.07118,-0.24733
="2026/04/02 17:25:34.160",0.01466,-0.18338,0.63278,39.69283,0.21573,-0.55442,-0.74191,879.10968,-1.67611,-0.07773,0.5951,-0.65971,-0.06428,-0.02642,0.19847,0.05123,0.00089,0.17063,-0.18348,-0.68135
="2026/04/02 17:25:34.180",-0.32106,-0.25342,0.72143,29.01401,0.33637,-0.46601,-0.40914,885.90863,-1.1984,-0.00111,0.0578,-0.80508,0.01201,0.40008,0.06382,0.01934,0.08651,-0.0062,0.23031,-0.31622
="2026/04/02 17:25:34.200",-0.2229,0.05851,0.2643,16.48231,-0.26523,-0.63118,-1.48196,888.28369,-0.85206,0.08096,-0.08921,-0.6098,-0.00794,0.46261,0.08443,0.07093,0.12646,0.01673,-0.13962,-0.73975
="2026/04/02 17:25:34.220",-0.06542,-0.19524,0.40795,4.14849,0.17329,-0.70352,-0.05236,885.57739,-0.60407,0.02631,-0.07423,-0.33805,0.10128,-0.32753,0.05754,0.10356,0.10561,0.12098,0.11991,-0.66551
="2026/04/02 17:25:34.240",-0.02335,0.10988,-0.50639,0,-0.35199,-0.85158,-0.3912,878.07037,0.08783,0.02603,-0.58196,-0.59748,-0.065,0.42489,0.38022,0.09205,0.05762,-0.04162,0.08472,-0.10625
="2026/04/02 17:25:34.260",0.30149,-0.06927,-0.70811,0,-0.6519,-0.73871,-0.06555,866.30731,0.10824,0.04719,-0.57214,0.1046,0.03626,-0.12801,0.02992,0.06208,0.07413,-0.17739,0.00501,-0.1496
="2026/04/02 17:25:34.280",0.34439,0.0757,-0.82802,0,-0.8178,-0.26225,-0.30499,851.76953,0.48303,0.09622,-0.32746,0.20132,-0.1086,0.04829,0.57288,0.12888,0.16511,-0.28946,-0.12912,-0.42289
="2026/04/02 17:25:34.300",0.53525,0.25649,-0.96214,0,-0.53351,0.02305,0.56811,839.2326,0.91836,0.10937,-0.68862,0.12536,0.1307,0.32911,0.01863,0.0607,0.08198,-0.28019,0.17715,0.18315
="2026/04/02 17:25:34.320",0.472,0.15997,-0.82397,2.44195,-0.79347,-0.48079,0.16297,829.33276,0.81856,0.06525,-0.46263,0.98398,0.10277,-0.67397,0.1643,0.01599,0.09273,0.12202,-0.07351,-0.2266
="2026/04/02 17:25:34.340",0.45314,0.34752,-1.21687,13.54137,-0.34791,-0.7198,1.5113,824.29736,0.94172,0.09501,-0.59989,0.3603,0.16377,0.02652,0.31653,0.07804,0.04664,0.1921,0.05432,0.1228
="2026/04/02 17:25:34.360",0.11728,0.25277,-1.13623,25.35828,-0.80387,-0.3256,0.15522,825.76489,1.15688,0.15265,-0.54596,0.78781,0.11071,-0.64424,0.11251,0.07066,0.04669,0.45264,0.01693,0.2602
="2026/04/02 17:25:34.380",0.03913,0.20741,-0.76996,35.54987,-0.21517,-0.25267,0.30109,832.31677,0.92886,0.10687,-0.31685,0.84038,0.1447,-0.7471,0.09523,0.11084,0.05391,0.61178,-0.0382,-0.1375
="2026/04/02 17:25:34.400",-0.44322,0.20884,-0.60888,42.02863,0.47139,-0.1201,0.19008,843.82971,1.22567,0.16029,-0.32924,0.41964,0.17566,-0.22582,0.06839,-0.1123,-0.06521,0.48227,-0.01402,0.47258
="2026/04/02 17:25:34.420",-0.67438,0.08637,-0.3291,43.01301,0.33472,0.36001,-1.0826,858.4801,1.11772,0.06981,-0.34648,0.47819,0.19822,-0.5602,-0.31569,0.08514,-0.06203,0.74572,-0.01971,0.0669
="2026/04/02 17:25:34.440",-0.86093,0.03747,-0.03296,40.42389,1.02814,0.39603,-0.22717,873.19562,0.82453,-0.00008,-0.0134,0.49114,0.19107,-0.95674,0.08089,-0.05541,0.00285,0.38109,-0.01022,0.28327
="2026/04/02 17:25:34.460",-1.0537,0.19888,-0.19563,34.08267,0.94198,0.74511,-1.47612,885.98065,1.27515,0.0836,-0.42249,-0.08517,0.16741,-0.12993,-0.02215,0.03316,0.03032,0.3077,0.09321,0.51347
="2026/04/02 17:25:34.480",-1.01307,-0.1323,0.14824,24.02522,0.87468,0.86684,-1.22992,894.73474,0.69575,0.0848,0.07861,0.34585,-0.00007,-0.74085,0.02939,-0.0552,-0.01981,0.11637,-0.08929,0.29672
="2026/04/02 17:25:34.500",-0.87805,-0.04875,0.1689,12.91554,1.33366,0.78892,-0.82272,898.30719,0.69707,0.13366,0.15113,-0.01724,-0.02912,-0.25199,-0.1801,-0.00617,-0.03721,-0.26316,0.10512,0.67422
="2026/04/02 17:25:34.520",-0.77681,-0.12465,-0.14501,3.03979,0.86185,0.77473,-1.5591,896.05371,0.45131,0.04007,0.00983,-0.37058,0.0997,-0.24236,-0.2338,-0.10242,-0.08996,-0.48356,-0.16111,0.94942
="2026/04/02 17:25:34.540",-0.32415,-0.37422,-0.01582,0,1.00143,0.94765,-0.06494,888.06708,-0.22632,-0.14102,0.55989,0.16454,0.09983,-0.65394,-0.15637,-0.06689,-0.06964,-0.64408,-0.02949,0.26482
="2026/04/02 17:25:34.560",-0.06411,-0.08862,-0.28318,0,0.63778,0.97575,-0.50784,875.4837,0.02558,-0.04746,0.4505,-0.36568,0.0057,0.29092,-0.31994,-0.01795,0.00832,-0.839,-0.12901,0.64262
="2026/04/02 17:25:34.580",0.17829,-0.21369,-0.19242,0,0.16413,0.75394,-0.03634,861.32642,-0.3555,-0.08156,0.22112,0.01304,-0.09619,-0.10282,-0.2952,-0.08811,-0.06104,-0.72394,0.04079,0.5652
="2026/04/02 17:25:34.600",0.58963,-0.12896,-0.0035,3.91151,0.48024,0.3838,0.86315,848.41644,-0.63824,-0.08897,0.45098,-0.0683,-0.1389,0.32751,-0.05559,-0.12915,-0.13721,-0.58563,-0.14584,0.23777
="2026/04/02 17:25:34.620",0.59152,-0.05086,-0.29063,13.8075,-0.00777,0.51226,0.91381,838.53668,-0.76681,-0.00868,0.24569,-0.4457,-0.10387,0.99131,-0.25038,-0.05784,-0.10114,-0.57828,-0.0357,0.55838
="2026/04/02 17:25:34.640",0.73518,-0.17716,-0.28039,25.40617,-0.64019,0.52746,-0.10094,833.29498,-1.40852,0.01496,0.53203,-0.09067,-0.09492,0.29495,-0.09846,-0.06392,-0.05367,-0.33099,-0.21817,-0.19493
="2026/04/02 17:25:34.660",0.60931,-0.16314,0.13002,35.89289,0.37761,0.34067,1.15607,833.586,-0.96649,-0.01332,0.41799,-0.57159,-0.00852,0.76013,0.11485,-0.0135,-0.05543,-0.09059,0.20853,-0.08641
="2026/04/02 17:25:34.680",0.55897,-0.21742,0.36073,43.7643,-0.41938,-0.05616,0.11632,839.46936,-0.71956,0.04747,-0.05657,-0.35284,-0.03572,0.89575,0.09137,-0.02021,-0.02798,0.10952,-0.1151,-0.12399
="2026/04/02 17:25:34.700",0.40203,-0.0174,0.51025,48.43287,-0.11306,-0.0595,0.04281,849.39832,-1.50048,-0.05135,0.39026,-0.67009,-0.13592,0.42829,-0.02283,-0.04059,-0.04376,0.21623,0.01083,-0.65969
="2026/04/02 17:25:34.720",0.26262,0.00744,0.77745,48.17822,0.20177,-0.19422,0.22299,861.44489,-1.19308,0.044,0.29763,-0.8184,-0.08881,0.82696,0.08981,0.04983,-0.06137,0.24333,0.02715,-0.18011
="2026/04/02 17:25:34.740",0.05312,0.11455,0.57691,42.69196,-0.61518,-0.33316,-0.60523,873.46173,-0.84096,0.00611,0.18368,-1.0247,-0.2313,0.71705,0.04488,-0.03215,0.01014,0.3167,-0.00882,-0.72315
="2026/04/02 17:25:34.760",0.05133,-0.1934,0.93709,33.25757,0.17202,-0.8429,0.21202,882.18353,-0.98319,-0.03764,0.06616,-0.428,-0.21919,-0.04095,-0.18516,0.09279,0.03447,0.13748,0.01076,-0.57793
="2026/04/02 17:25:34.780",0.00743,-0.00872,0.14787,21.31872,-0.26807,-0.69419,-0.75467,887.02057,-0.42787,-0.0574,-0.40753,-0.96536,-0.11042,0.97291,0.19039,0.09265,0.03677,0.11211,0.11955,-0.30051
="2026/04/02 17:25:34.800",-0.06922,-0.17769,-0.14569,9.03578,-0.47613,-0.82951,-0.15058,887.2901,-0.31825,-0.0373,-0.16196,-0.71131,-0.13666,-0.05366,0.29994,0.00612,0.03733,-0.3417,-0.17188,-0.36679
="2026/04/02 17:25:34.820",0.2423,0.13038,-0.19111,0,-0.06036,-0.78302,0.17136,881.56219,-0.22164,-0.00155,-0.12534,-0.45057,0.07007,0.25757,0.16435,0.0656,0.09531,-0.28332,0.10683,-0.46507
="2026/04/02 17:25:34.840",0.29412,0.14768,-0.30839,0,-1.01189,-0.76818,-0.26096,871.69983,0.18871,0.00264,-0.56124,-0.16531,0.02343,0.33238,0.28853,0.04875,0.09056,-0.44643,0.07194,-0.01608
="2026/04/02 17:25:34.860",0.54565,0.01243,-0.46134,0,-0.52769,-0.97218,0.4432,858.4917,0.02841,-0.04072,-0.11712,0.3541,-0.02667,0.04448,0.72441,-0.0048,0.04797,-0.16589,0.00566,-0.56411
="2026/04/02 17:25:34.880",0.36111,0.41933,-0.61393,0,-0.02164,-1.00323,1.06972,843.94171,0.68372,0.02864,-0.64771,0.0418,0.1106,0.40076,-0.21606,0.06265,-0.00727,-0.14748,-0.04507,0.07094
="2026/04/02 17:25:34.900",0.6725,0.19029,-0.75094,0,-1.18606,-0.14228,0.01295,832.89032,0.63907,0.00742,-0.53139,0.88637,0.15349,-0.12682,0.08897,0.04231,0.08674,0.03575,0.09657,0.05077
="2026/04/02 17:25:34.920",0.43654,0.25699,-1.00097,9.52381,-0.54589,-0.41642,0.99126,826.45868,0.78541,0.04088,-0.39101,0.68229,0.11513,-0.51903,0.36079,0.0353,0.08124,0.18913,-0.11841,-0.17288
="2026/04/02 17:25:34.940",0.25435,0.33199,-1.08105,21.00668,-0.55748,-0.17486,0.70545,824.57526,1.67191,0.06641,-0.63019,0.61281,0.20835,0.0253,-0.12209,0.14779,0.02047,0.33072,0.0664,0.47506
="2026/04/02 17:25:34.960",0.01888,0.23324,-0.57945,30.28272,-0.66042,-0.06297,-0.0518,828.11072,1.34426,0.11417,-0.29154,1.02844,0.13601,-0.84077,-0.05679,-0.03174,0.02205,0.72072,-0.00742,-0.13477
="2026/04/02 17:25:34.980",-0.23678,0.38146,-0.51577,37.75937,0.4076,-0.18433,0.76212,837.61218,1.01776,0.0138,-0.09558,0.43514,0.22266,-0.41358,-0.4541,0.07867,0.01274,0.59813,0.03919,0.19887
="2026/04/02 17:25:35.000",-0.61573,-0.00107,-0.35052,42.00785,0.03234,0.24369,-0.8393,851.78717,1.31956,0.09245,-0.48307,0.80024,0.21078,-0.69767,-0.19026,-0.04289,0.02467,0.80054,0.0085,0.19634
="2026/04/02 17:25:35.020",-0.6765,-0.494,-0.23286,40.69368,0.73695,0.19477,-0.55506,867.28912,0.96222,0.05868,-0.07292,0.6614,0.08887,-0.92362,-0.22303,0.00859,-0.0161,0.55668,0.07344,0.04042
="2026/04/02 17:25:35.040",-1.09288,-0.01988,-0.08565,35.47558,1.20213,0.59532,-0.87692,881.01025,0.91687,0.05497,-0.21109,0.192,0.03952,-0.42138,-0.05035,-0.04033,-0.04448,0.32185,0.01486,0.61149
="2026/04/02 17:25:35.060",-0.86402,0.05055,0.16125,27.81651,0.75493,0.87965,-1.55298,891.60541,0.67123,0.02644,-0.24295,0.20605,0.19689,-0.37451,-0.08009,-0.0349,-0.07734,0.34008,-0.09571,0.22
="2026/04/02 17:25:35.080",-0.91772,-0.04919,0.37135,18.58676,1.46703,0.73653,-0.57014,897.03394,0.17764,-0.05716,0.11117,0.22052,0.02207,-0.63049,-0.22073,-0.09408,-0.05811,-0.17668,-0.00998,0.56504
="2026/04/02 17:25:35.100",-0.81605,0.04845,0.13115,8.00845,0.76954,1.07937,-1.19494,896.82214,0.46926,-0.04195,-0.09087,-0.34051,0.07361,0.05186,-0.29418,-0.03667,-0.09238,-0.29199,0.0415,0.56714
="2026/04/02 17:25:35.120",-0.57586,-0.25743,-0.06046,0,0.51078,0.73652,-0.51096,890.74725,-0.04922,-0.05691,0.235,0.27157,-0.0373,-0.49194,-0.16605,-0.09013,-0.05693,-0.69013,-0.13148,0.39206
="2026/04/02 17:25:35.140",-0.24912,-0.04645,-0.18828,0,0.84855,0.86633,0.06922,879.82568,0.01886,-0.0665,0.28078,-0.11192,0.06728,-0.17078,-0.02533,-0.0979,-0.10122,-0.61976,-0.03476,0.48642
="2026/04/02 17:25:35.160",-0.03851,-0.20112,-0.42544,0,0.23538,0.59786,1.24964,866.88092,-0.20241,-0.03434,0.11697,-0.201,0.05163,0.37813,-0.70996,-0.13721,-0.17403,-0.62866,0.01918,1.01839
="2026/04/02 17:25:35.180",0.40152,-0.28099,-0.2231,1.27878,-0.70905,0.01818,0.81355,853.97577,-0.823,-0.1638,0.4695,0.02324,-0.09163,0.08701,-0.20463,-0.05766,-0.05248,-0.45159,0.00233,0.10973
="2026/04/02 17:25:35.200",0.54123,-0.09741,-0.18329,10.18249,-0.04606,-0.19809,1.40732,843.66394,-0.71538,-0.11449,0.48502,-0.49018,-0.09952,0.86612,-0.12186,-0.03328,0.02684,-0.54145,-0.16588,0.36882
="2026/04/02 17:25:35.220",0.76242,-0.2162,0.13326,20.28237,-0.84922,0.63587,0.70149,836.50244,-0.71457,-0.0833,0.37686,-0.03159,-0.12303,0.62466,-0.21751,0.04931,-0.0558,-0.18802,0.24279,-0.09887
="2026/04/02 17:25:35.240",0.68011,-0.01301,0.08726,30.87645,0.02045,-0.20224,1.10935,833.86523,-1.3887,-0.12273,0.70775,-0.33476,-0.16028,0.38387,-0.23197,-0.08565,-0.09291,-0.00632,-0.14429,-0.53283
="2026/04/02 17:25:35.260",0.50297,-0.11239,0.10911,40.06103,-0.28838,-0.00312,0.99326,837.4281,-1.18727,-0.10248,0.29564,-0.56591,-0.11172,0.85904,0.02307,-0.06269,-0.07918,-0.03079,0.13923,0.03884
="2026/04/02 17:25:35.280",0.35694,-0.05168,0.06668,45.83295,-0.71578,0.14806,0.11418,845.8219,-1.31292,-0.08317,0.35542,-0.36671,-0.20006,0.08145,0.35004,-0.02024,-0.00924,0.33768,-0.05376,-0.76684
="2026/04/02 17:25:35.300",0.2019,-0.00157,0.82651,47.77279,0.2248,-0.17075,0.38133,856.711,-1.63758,-0.07127,0.55922,-0.61829,-0.13796,0.54766,-0.097,-0.07711,0.01543,0.17132,0.05281,-0.36074
="2026/04/02 17:25:35.320",-0.04777,0.28843,0.5849,44.25742,-0.39962,0.00317,-0.56551,868.466,-1.09014,0.14561,-0.06208,-0.78602,-0.11771,1.0749,0.09689,0.06108,-0.004,0.25654,-0.02708,-0.60822
="2026/04/02 17:25:35.340",-0.09887,-0.42458,0.69531,36.50541,0.14676,-0.33943,-0.27357,878.72961,-1.48784,-0.01711,-0.14058,-0.47175,0.03309,0.2136,0.17357,0.06875,0.03539,0.19555,0.02137,-0.78494
="2026/04/02 17:25:35.360",-0.40571,-0.40587,0.76298,26.15717,0.07141,-0.5323,-0.53794,885.42712,-0.98209,-0.03598,-0.36213,-0.67556,0.05799,0.52067,-0.1479,-0.02904,-0.01478,-0.13294,0.0591,-0.32123
="2026/04/02 17:25:35.380",-0.10555,-0.19524,-0.25034,13.96618,-0.42789,-0.51253,-0.61959,887.35699,-0.68723,0.00857,-0.57558,-0.90559,0.12967,0.86435,0.16976,0.06495,-0.0022,-0.00309,-0.03329,-0.65237
="2026/04/02 17:25:35.400",-0.11576,-0.18154,0.28546,3.46414,-0.01023,-0.90436,0.13215,883.91156,-0.52032,-0.03186,-0.14427,-0.06466,0.01382,-0.01295,0.26739,0.11449,0.08516,-0.01025,0.01228,-0.78198
="2026/04/02 17:25:35.420",0.14043,0.15971,0.15431,0,-0.41341,-0.85493,-0.33373,875.2204,0.13454,0.05267,-0.26882,-0.37864,-0.1084,0.69426,0.3083,0.06832,0.10143,-0.08187,0.11277,0.03506
="2026/04/02 17:25:35.440",0.27756,0.22093,-0.01536,0,-0.6806,-0.76679,0.29777,863.32025,0.00462,0.0044,-0.19595,0.21342,-0.09188,-0.10322,0.07905,0.13331,0.04166,-0.04222,-0.05907,-0.28112
="2026/04/02 17:25:35.460",0.55376,0.26382,0.06314,0,-0.73192,-0.48264,0.59658,850.59979,0.55855,-0.06818,-0.34946,0.52742,0.03468,0.22148,0.48923,0.05788,0.13826,-0.12614,-0.01444,-0.26416
="2026/04/02 17:25:35.480",0.40903,0.26258,-0.16927,0,-1.06407,-0.43041,0.4906,838.75452,0.97234,0.0532,-0.5017,0.34144,0.10036,-0.00294,0.00699,0.08375,0.12828,-0.10134,0.05567,0.13726
="2026/04/02 17:25:35.500",0.53745,0.29301,-0.7537,6.04848,-0.87952,-0.59898,0.63621,829.63495,0.8981,0.01536,-0.20763,1.06091,0.08647,-0.71252,-0.01987,0.18183,0.1136,0.21529,-0.05835,-0.19094
="2026/04/02 17:25:35.520",0.35734,0.38928,-0.60924,17.1252,-0.19707,-0.6079,1.20719,825.98853,1.23467,0.04797,-0.21003,0.61618,0.06159,-0.27537,0.0885,-0.03025,0.01934,0.21029,-0.04198,0.33235
="2026/04/02 17:25:35.540",0.21045,0.13876,-0.47972,26.71764,-0.7273,-0.07302,0.08849,827.99048,0.9374,0.12223,-0.1074,0.93121,0.05517,-0.68524,-0.11571,0.05198,-0.10815,0.56959,0.02142,-0.07309
="2026/04/02 17:25:35.560",-0.11473,0.15787,-0.3699,35.2816,-0.08088,-0.1101,0.41642,834.89893,0.69973,0.02274,-0.149,0.87969,0.05202,-0.86744,0.17556,0.07476,0.08367,0.54433,0.02117,-0.06194
="2026/04/02 17:25:35.580",-0.38788,0.21404,-0.31025,40.78859,0.17352,0.21102,-0.11249,846.42358,1.2167,0.05704,-0.63097,0.51287,0.11575,-0.49683,-0.16255,0.07246,0.07832,0.53113,0.03132,0.2608
="2026/04/02 17:25:35.600",-0.71496,0.19204,-0.42475,41.16058,0.21207,0.52293,-0.7666,860.5744,1.05193,0.10631,-0.44177,0.67804,0.01172,-0.87864,-0.08767,-0.11057,-0.01021,0.62205,0.0027,-0.1199
="2026/04/02 17:25:35.620",-0.85248,0.01695,0.07889,37.95506,1.1098,0.34512,-0.49943,874.94257,0.73953,0.03842,0.00941,0.46032,0.17658,-0.98372,-0.39201,0.02107,-0.06084,0.38133,0.08138,0.35382
="2026/04/02 17:25:35.640",-1.1746,0.04879,0.2946,30.87288,0.64086,0.7696,-1.42478,887.26868,1.02805,0.0213,-0.14798,-0.00353,0.22372,-0.07544,-0.16362,-0.03919,-0.0307,0.41503,0.02579,0.33807
="2026/04/02 17:25:35.660",-0.8594,-0.25908,0.51656,22.31091,0.83799,0.76918,-0.75918,895.50903,0.47168,-0.18532,0.10411,0.62938,0.1955,-0.76684,-0.27462,0.00239,0.01339,0.11281,-0.02084,0.24672
="2026/04/02 17:25:35.680",-0.8587,0.01663,0.5064,13.48042,1.16667,0.73625,-1.06244,896.93579,0.4957,-0.14806,-0.07588,-0.06033,0.09366,-0.26332,-0.15835,-0.11343,-0.06837,0.0171,0.05107,0.40779
="2026/04/02 17:25:35.700",-0.589,-0.11414,0.45639,4.48314,0.50788,1.02988,-1.14759,893.20764,0.37931,-0.08464,-0.04861,-0.03987,-0.02215,0.12721,-0.25277,-0.06072,-0.09715,-0.416,-0.07697,0.86369
="2026/04/02 17:25:35.720",-0.37169,-0.14614,0.0607,0,0.87158,1.00366,-0.07122,884.88354,-0.06993,-0.08914,0.30123,0.07301,-0.04734,-0.53605,-0.2621,-0.08807,-0.05205,-0.41435,-0.10169,0.32068
="2026/04/02 17:25:35.740",-0.02925,-0.03809,-0.09071,0,0.24683,0.90193,-0.30539,872.21539,-0.08571,-0.02751,0.22757,-0.36705,-0.05077,0.49986,-0.79212,0.0115,-0.02371,-0.70828,-0.10191,0.68445
