time,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSGD00003.chdata,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSGD00004.chdata,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ
="2026/04/02 17:16:03.980",-0.16831,0.07717,0.25969,15.23949,0.17814,0.09068,-0.01106,-0.12887,-0.00382,-0.17337,857.25067,0.00004,0.15291,0.0319,0.10897,0.02146,0.36904,0.23761,0.01955,0.01092
="2026/04/02 17:16:04.000",-0.01706,-0.08623,0.03223,16.37847,0.16476,0.05126,-0.11878,-0.36379,-0.01516,-0.20872,853.83966,0.20384,0.11066,-0.03102,0.03652,-0.17102,0.91962,-0.03996,-0.01494,-0.03456
="2026/04/02 17:16:04.020",-0.12976,0.00779,0.1925,19.89595,0.13053,0.06939,-0.54033,-0.2811,-0.06956,0.00276,852.54462,-0.29838,0.10727,0.3143,0.00019,-0.20992,0.66521,0.08827,0.0455,-0.04407
="2026/04/02 17:16:04.040",-0.04034,-0.00616,0.16903,22.8946,0.01946,-0.20589,-0.06296,-0.30576,0.07994,-0.07727,852.9809,0.13426,0.0111,-0.0817,-0.24238,0.04656,0.40819,0.21574,-0.01643,-0.01971
="2026/04/02 17:16:04.060",0.05667,0.03736,-0.02555,24.4754,0.04518,0.17139,-0.09142,-0.39089,0.00441,-0.13925,854.22205,-0.13302,0.06184,0.10161,-0.01717,-0.13894,0.89889,0.13854,0.01655,-0.01226
="2026/04/02 17:16:04.080",0.07623,0.00995,0.1229,26.25632,-0.11614,0.13681,-0.02228,-0.23131,0.0096,0.02227,857.1947,-0.16388,-0.0271,0.24984,0.0477,-0.28261,0.51003,-0.00902,-0.01126,0.0885
="2026/04/02 17:16:04.100",-0.00931,0.04943,0.29807,26.35696,-0.08869,0.12133,0.30547,-0.38541,0.01769,-0.08016,861.17401,0.05651,-0.07835,0.01514,-0.07385,-0.23123,0.23188,-0.14684,0.04431,0.07098
="2026/04/02 17:16:04.120",0.23128,-0.01809,-0.23027,25.20004,-0.26261,0.22404,0.38621,-0.12202,0.00241,0.01018,864.79633,-0.32191,0.07229,0.26036,0.25699,-0.22763,0.46911,0.00302,0.00188,0.03759
="2026/04/02 17:16:04.140",0.14858,-0.01007,-0.11291,23.45154,-0.20581,0.10319,0.38975,-0.27639,0.04247,-0.09206,868.10333,-0.07001,0.11062,0.09732,0.16091,-0.11284,-0.05065,-0.31943,0.06007,0.04923
="2026/04/02 17:16:04.160",0.00608,-0.06846,0.14674,21.15612,-0.22961,-0.00144,0.46815,-0.29794,0.00793,-0.05373,870.06067,-0.30814,0.12691,0.07082,0.05366,0.00961,-0.45687,-0.18804,0.01566,0.0067
="2026/04/02 17:16:04.180",0.03965,0.00877,-0.00675,18.40378,-0.19547,0.02067,0.41393,-0.24321,-0.01886,-0.06983,869.73126,-0.2952,0.04081,0.27134,0.30631,0.0163,0.24915,-0.16951,0.03462,-0.00681
="2026/04/02 17:16:04.200",-0.08903,0.06017,0.21631,15.93478,-0.06164,0.05247,0.46984,-0.11872,0.04234,-0.08242,868.21466,-0.11218,-0.02056,0.03695,-0.05522,-0.17877,0.4121,-0.26151,-0.02949,0.00692
="2026/04/02 17:16:04.220",-0.08733,0.00778,0.28973,14.0961,0.00488,-0.01955,0.11231,-0.24924,-0.03677,0.09739,865.1358,-0.19908,-0.03289,-0.05484,-0.18638,-0.01474,-0.20396,-0.1875,0.02642,0.00469
="2026/04/02 17:16:04.240",-0.13592,-0.04748,0.06805,12.60177,-0.02233,0.00882,0.14351,-0.3203,-0.00678,0.00959,860.97937,-0.1356,0.02869,0.23363,0.12971,-0.2003,0.59131,-0.12075,0.0093,0.09053
="2026/04/02 17:16:04.260",-0.13881,0.09008,0.27361,12.93756,0.08728,-0.00423,0.10172,-0.23062,-0.00242,0.09573,856.89899,-0.02273,0.02928,0.07511,-0.09667,0.16044,0.06882,-0.17825,0.04338,0.00006
="2026/04/02 17:16:04.280",0.10042,-0.00318,0.03678,15.45642,0.12517,0.04913,0.13445,-0.35235,-0.01989,0.06767,853.03589,0.10977,-0.01864,-0.02367,-0.01028,-0.07897,0.63417,-0.33272,0.0185,-0.01686
="2026/04/02 17:16:04.300",0.03053,-0.04216,0.38247,18.35891,0.0617,0.16989,-0.21113,-0.05091,0.06726,0.04569,850.14728,-0.24039,-0.03179,0.40603,0.09629,-0.26123,0.7737,-0.1868,-0.00409,0.07725
="2026/04/02 17:16:04.320",0.07578,-0.1889,-0.06425,20.84941,0.12947,0.00255,0.25257,-0.11108,-0.00652,0.09064,849.40802,0.15759,-0.03623,-0.18809,-0.39312,0.24939,-0.25066,-0.25442,0.021,0.00172
="2026/04/02 17:16:04.340",0.169,0.09619,0.01592,22.86988,0.01835,0.31631,0.02002,-0.07906,0.00319,0.13946,850.6933,-0.14004,0.01175,0.22884,0.18024,0.22169,0.83588,-0.25201,0.01727,0.04071
="2026/04/02 17:16:04.360",0.15829,0.06064,0.12514,24.48427,-0.08584,0.09126,-0.0182,0.12222,-0.00159,-0.04322,853.58826,-0.09789,0.0789,0.13208,-0.29179,0.02502,-0.08436,-0.19846,-0.01002,0.02855
="2026/04/02 17:16:04.380",0.32599,-0.10471,-0.40761,25.08934,-0.11573,-0.0143,0.31015,-0.12586,-0.05331,-0.0081,857.44324,0.17949,0.02722,-0.20666,-0.13631,-0.24267,0.00714,-0.18047,0.04427,-0.00308
="2026/04/02 17:16:04.400",0.17493,0.12692,-0.08276,24.26696,-0.17447,0.24212,0.26734,-0.0746,-0.01,0.02217,860.96667,-0.32518,0.07411,0.37503,0.24141,-0.02007,0.01229,-0.172,0.01841,0.01737
="2026/04/02 17:16:04.420",0.24824,0.02755,-0.38537,23.28233,-0.18948,0.19234,0.40064,-0.12549,-0.01142,0.19995,863.77277,0.13942,-0.02431,-0.21517,0.16238,0.29393,-0.97421,-0.31936,0.00266,0.02298
="2026/04/02 17:16:04.440",0.14953,-0.04031,-0.2804,21.95688,-0.22017,0.03858,0.33583,-0.20206,-0.06484,0.02594,865.97491,-0.20838,0.0124,-0.00584,0.26499,0.06358,-0.26336,-0.07304,0.01428,0.06577
="2026/04/02 17:16:04.460",-0.03145,-0.0233,0.01921,19.55379,-0.33986,-0.14957,0.36729,0.05117,-0.00921,-0.12634,868.27264,-0.10673,0.03398,0.15426,0.33438,0.48621,-0.92479,-0.1279,0.03397,0.03332
="2026/04/02 17:16:04.480",0.0631,-0.04055,-0.21862,15.98836,-0.11358,-0.09024,0.50094,-0.0388,-0.08123,-0.13175,868.05505,0.13597,0.08998,-0.31679,-0.10941,0.57027,-0.75667,-0.12315,0.02743,0.0402
="2026/04/02 17:16:04.500",-0.26989,0.03799,0.12501,13.47798,-0.08631,0.10903,0.06426,0.09935,-0.06366,-0.19111,866.12482,-0.26673,-0.03951,0.26544,0.02975,0.24997,-0.10863,-0.22823,0.07219,0.04753
="2026/04/02 17:16:04.520",-0.07867,-0.00162,0.10529,12.55349,-0.05379,-0.16204,0.22628,0.12592,-0.06884,-0.0569,862.70563,0.12423,-0.12424,-0.21359,-0.28496,0.21139,-0.772,-0.1814,0.04635,0.04212
="2026/04/02 17:16:04.540",-0.41249,-0.06158,0.11854,12.43528,0.05808,0.12881,-0.0326,0.02451,-0.05046,0.09261,858.71161,-0.04367,-0.10584,-0.21359,-0.15081,0.01026,0.23339,-0.22274,0.02283,0.01754
="2026/04/02 17:16:04.560",-0.23331,0.02972,0.09421,13.5447,0.16801,0.17227,-0.22612,0.34066,-0.00118,-0.0086,855.30029,-0.0586,0.02035,0.04094,-0.11803,0.05822,0.04599,-0.02132,-0.05371,-0.01002
="2026/04/02 17:16:04.580",-0.03481,0.00302,-0.23285,15.90629,0.08099,0.0031,-0.28218,0.10336,-0.01885,0.06954,852.60687,0.32257,0.00749,-0.30746,-0.47325,-0.09136,0.23621,-0.06901,-0.04001,-0.03363
="2026/04/02 17:16:04.600",0.01289,-0.07585,-0.08658,18.79486,0.17484,0.01413,-0.19606,0.08002,-0.02627,0.02917,851.03839,-0.06168,0.13226,0.11917,-0.0688,-0.29745,0.2561,-0.10816,-0.02622,0.02747
="2026/04/02 17:16:04.620",0.30235,-0.03436,-0.56504,21.26963,0.01613,-0.1699,-0.35364,0.20353,0.03234,-0.01534,850.92273,0.36058,0.12282,-0.05965,-0.06235,0.1911,-0.41509,-0.03358,-0.01477,0.02274
="2026/04/02 17:16:04.640",0.2111,-0.04467,-0.49109,23.14546,0.07652,-0.15749,-0.25546,-0.0084,0.02508,-0.00482,852.86322,0.02208,0.01705,-0.24758,0.0261,0.28614,0.0834,0.04853,0.00973,0.02257
="2026/04/02 17:16:04.660",0.39301,-0.02246,-0.53287,24.8336,0.03465,-0.26186,-0.51671,0.36905,0.05417,-0.03093,856.4726,-0.02307,-0.04666,0.21348,0.17765,0.2884,-0.56016,0.06998,0.01251,0.04531
="2026/04/02 17:16:04.680",0.17247,0.00929,-0.0765,25.76285,-0.01953,-0.34631,-0.22973,0.15553,0.01092,0.02396,860.49866,0.17921,-0.09747,-0.26135,-0.11527,0.23261,-0.5034,0.07321,0.00306,0.01288
="2026/04/02 17:16:04.700",0.22435,0.03618,-0.24747,25.23728,-0.03875,0.00663,-0.07182,0.16324,0.01409,0.01768,864.54883,-0.18248,-0.07175,0.12952,0.06547,0.24189,-0.56375,0.14691,0.0014,-0.01613
="2026/04/02 17:16:04.720",0.15951,0.01251,0.03787,22.92997,-0.03865,-0.01736,0.06573,0.28813,-0.02395,-0.08048,867.40546,0.22768,-0.12073,-0.14529,0.04566,-0.01469,-0.28898,0.11739,-0.02518,-0.01019
="2026/04/02 17:16:04.740",-0.10641,0.06253,-0.05879,20.06192,0.0477,0.03903,0.02855,0.11933,-0.00932,0.00983,869.39825,-0.10468,-0.11861,-0.19985,-0.42485,0.13253,-0.88684,-0.0418,-0.01708,0.01812
="2026/04/02 17:16:04.760",-0.04061,-0.01019,0.01595,16.97221,-0.11962,0.0297,0.06898,0.04185,-0.03711,0.21743,870.45544,0.01987,-0.0099,-0.01669,0.05636,0.0867,-0.58057,0.21447,-0.00775,-0.05298
="2026/04/02 17:16:04.780",-0.17968,0.0142,0.13245,14.70466,-0.00743,0.03123,0.13218,0.27766,0.05214,-0.01457,869.53711,0.0715,0.01955,-0.22017,-0.25878,0.05038,-0.30993,0.09369,-0.02929,-0.04054
="2026/04/02 17:16:04.800",-0.27851,-0.06991,-0.25155,13.64154,0.09443,0.05802,-0.02813,0.14865,0.00446,-0.13637,866.92456,0.13777,0.02218,-0.21253,-0.17068,0.11455,-0.58006,0.18024,0.02366,0.02988
="2026/04/02 17:16:04.820",-0.13452,-0.00127,0.01613,13.33008,0.11299,0.01949,-0.22736,0.12631,-0.04344,0.00097,863.04706,0.13542,0.01309,0.01713,0.04532,-0.01216,0.05409,0.2259,-0.05703,-0.07787
="2026/04/02 17:16:04.840",-0.2289,-0.05445,-0.00174,13.19172,0.21901,-0.14774,-0.29423,0.50218,-0.00323,-0.17159,859.74487,0.07773,0.00812,-0.19379,-0.38225,0.04744,-0.22376,0.25826,0.02525,-0.02368
="2026/04/02 17:16:04.860",-0.10275,0.0074,0.00654,14.35074,0.16372,-0.17247,-0.45405,0.0997,-0.03423,-0.08913,856.69824,0.36291,0.05462,-0.01302,-0.00319,0.12077,0.05011,0.20421,-0.00739,-0.00061
="2026/04/02 17:16:04.880",-0.1274,0.03478,0.25411,17.52575,0.21926,-0.11162,-0.54844,0.29046,-0.00974,-0.05062,853.82465,0.03329,0.04512,0.00068,-0.24289,0.16666,0.3499,0.18229,-0.00763,-0.01428
="2026/04/02 17:16:04.900",-0.02071,-0.08142,-0.11454,20.6941,0.12044,-0.1767,-0.46499,0.26905,-0.02021,-0.08465,852.8078,0.31509,-0.02978,-0.26466,-0.29194,0.23228,-0.14527,0.15049,-0.0507,-0.03497
="2026/04/02 17:16:04.920",0.03024,-0.0353,-0.11421,23.20196,0.10821,-0.06172,-0.30248,0.20887,-0.0398,-0.05768,853.15161,0.10784,-0.07917,0.1148,-0.19133,-0.00019,0.4035,0.18588,-0.01132,-0.0343
="2026/04/02 17:16:04.940",0.00332,0.09359,-0.06011,25.75022,0.06417,-0.02219,-0.31114,0.51817,0.05934,-0.31081,855.57654,0.12677,-0.0837,-0.19254,-0.40244,0.07174,0.19431,0.05781,-0.05202,-0.0606
="2026/04/02 17:16:04.960",0.1755,-0.03944,-0.2191,27.12859,0.00465,0.02412,0.00799,0.16694,-0.01507,-0.02829,859.35895,0.23441,-0.06895,-0.15708,-0.14236,-0.28049,0.29589,0.27077,-0.0182,-0.02897
="2026/04/02 17:16:04.980",0.1084,0.03279,-0.03184,26.92112,-0.08197,0.08217,0.07449,0.46177,0.08025,0.06086,863.18848,-0.09654,-0.10124,-0.05318,-0.00229,-0.3203,0.55016,0.15092,-0.02966,-0.03895
="2026/04/02 17:16:05.000",0.23189,0.05673,-0.21166,25.40841,-0.15428,-0.00692,0.17612,0.47764,0.03837,0.00036,867.02802,0.07994,0.02529,-0.3501,-0.10146,-0.12892,-0.22779,0.19652,-0.00897,-0.01083
="2026/04/02 17:16:05.020",0.08371,0.05584,-0.04335,22.81689,-0.18153,0.04063,0.07532,0.24233,-0.03732,0.10082,869.39948,-0.11636,0.01729,0.05741,0.12502,-0.24073,0.20719,0.07732,0.00442,-0.01608
="2026/04/02 17:16:05.040",-0.03324,-0.01012,0.06659,20.39526,-0.10182,-0.13889,0.28315,0.50305,0.00791,0.12012,870.86243,-0.20846,0.02726,-0.00621,-0.04872,-0.11875,-0.38469,0.36435,-0.07362,-0.09258
="2026/04/02 17:16:05.060",-0.0641,-0.04342,0.01842,17.69952,-0.1963,-0.11805,0.04331,0.14309,-0.0199,0.1126,871.36743,0.07207,0.01592,0.04756,-0.04195,0.16203,-0.2491,0.13833,-0.09764,-0.10502
="2026/04/02 17:16:05.080",-0.29004,0.11778,0.37288,15.10874,0.00107,-0.02547,0.11521,0.24449,-0.05033,-0.0263,869.70679,-0.2805,-0.0499,0.32948,-0.13577,0.11733,0.40056,-0.04316,0.01518,-0.01668
="2026/04/02 17:16:05.100",-0.24852,-0.04869,0.33881,13.54502,0.01018,0.00865,0.07543,0.27719,0.10613,-0.18531,866.30786,0.10055,-0.05823,0.04238,-0.33978,-0.13493,-0.12937,0.2516,-0.03399,-0.02357
="2026/04/02 17:16:05.120",-0.29242,0.06526,0.21082,13.23969,-0.01026,0.10925,-0.07665,0.06151,-0.00427,-0.01782,861.81647,-0.01396,-0.02345,0.24208,-0.17472,-0.15881,0.75005,0.30792,0.02052,-0.014
="2026/04/02 17:16:05.140",-0.26221,-0.02356,0.38068,15.07422,0.05369,0.19138,0.21271,0.22861,0.02438,-0.1959,857.82458,-0.0549,-0.00647,-0.02446,-0.0956,-0.2971,0.60604,0.20306,-0.0625,-0.0263
="2026/04/02 17:16:05.160",-0.09799,0.01984,0.31567,16.69455,0.06749,0.23569,-0.07983,-0.09659,-0.00156,0.12781,854.59454,0.16777,0.05837,-0.04962,-0.15181,-0.35288,0.80316,0.00071,0.00456,-0.0893
="2026/04/02 17:16:05.180",-0.16844,-0.0567,0.18353,18.72694,0.02296,0.13578,-0.04495,0.00794,-0.06052,0.04726,852.89923,-0.18174,-0.01082,0.19277,0.08826,-0.28321,0.84314,0.16276,-0.04433,-0.02563
="2026/04/02 17:16:05.200",-0.05866,0.07805,0.17466,21.95123,-0.04687,0.00896,-0.18873,0.05437,0.01157,-0.15531,852.42462,0.07336,0.10868,0.09843,-0.05756,-0.01254,0.45598,0.02807,0.02472,-0.01737
="2026/04/02 17:16:05.220",0.06492,0.01124,0.16733,24.76199,-0.08584,0.00946,-0.13804,-0.2043,-0.04958,0.11333,853.01587,-0.0653,0.14523,0.16732,0.03365,-0.11426,0.90331,0.13657,-0.00006,-0.00512
="2026/04/02 17:16:05.240",0.20665,-0.06442,-0.11172,26.38034,-0.0623,0.01504,0.11714,-0.01132,-0.0126,0.0383,855.31476,-0.20664,0.02256,0.23469,0.13207,-0.17653,0.59012,-0.11592,-0.02778,-0.01177
="2026/04/02 17:16:05.260",0.09717,0.02365,0.12948,26.26123,-0.19943,0.04147,0.21537,-0.36844,0.04743,0.02704,858.4679,0.03882,-0.03226,0.07336,0.21502,-0.12579,0.09594,0.07471,-0.01455,-0.04546
="2026/04/02 17:16:05.280",0.14322,0.0018,-0.22438,25.85689,-0.17765,0.13753,0.24683,-0.30774,-0.0061,0.1485,862.12183,-0.28324,-0.06284,0.21095,0.07787,0.17032,-0.16403,0.02933,0.04136,0.00436
="2026/04/02 17:16:05.300",-0.0078,-0.00796,0.09703,24.35705,-0.29379,0.08343,0.42161,-0.05129,0.07507,-0.15441,866.09943,-0.15988,-0.00161,0.09202,0.59018,-0.21263,0.35649,-0.01517,0.02295,0.07305
="2026/04/02 17:16:05.320",-0.02597,0.05053,0.20779,20.76543,-0.25623,0.14414,0.38408,-0.10858,0.01961,-0.16138,868.77808,-0.17122,0.04853,0.12786,0.11053,-0.06937,-0.29625,-0.07377,0.03297,-0.00034
="2026/04/02 17:16:05.340",0.04799,-0.00803,-0.12215,17.22039,-0.17344,-0.00379,0.4179,-0.25389,-0.0201,-0.03995,868.72632,-0.1813,0.07301,0.04264,0.29864,-0.08297,0.06984,-0.07354,0.04826,0.05341
="2026/04/02 17:16:05.360",-0.13472,0.15335,0.38469,15.5772,-0.17199,0.04592,0.25906,-0.11685,0.05169,-0.07686,867.86914,-0.45565,0.05114,0.34537,0.1247,-0.20093,0.55236,-0.18299,0.00476,0.03748
="2026/04/02 17:16:05.380",-0.15866,-0.19841,0.07981,14.04608,-0.03366,-0.12053,0.35916,-0.17452,0.00368,0.07427,866.5824,0.04177,-0.03883,-0.13103,-0.34649,-0.225,-0.4417,-0.2941,0.03731,0.0157
="2026/04/02 17:16:05.400",-0.26307,0.10166,0.1362,12.54243,0.01748,0.15655,0.22194,-0.31262,-0.02155,-0.06342,863.17981,-0.21707,-0.04245,0.18745,0.26357,-0.17235,0.66076,-0.08395,-0.02209,-0.01853
="2026/04/02 17:16:05.420",-0.17988,0.00215,0.20198,12.36745,0.03193,0.12919,0.19225,-0.09966,-0.05213,-0.11067,858.43567,-0.14623,-0.01596,0.17094,-0.17927,-0.0668,-0.03282,-0.22302,-0.00704,-0.02453
="2026/04/02 17:16:05.440",0.08125,0.07337,-0.10604,13.98065,0.13705,-0.06559,0.01136,-0.39356,-0.01052,0.10619,854.32867,0.19227,0.01154,-0.08204,-0.10762,-0.25617,0.81745,-0.13365,0.01936,0.05218
="2026/04/02 17:16:05.460",-0.10179,-0.06405,0.28246,16.3837,0.0541,0.07379,-0.09602,-0.23898,0.0622,-0.01084,851.10046,-0.35734,0.05193,0.3678,0.126,-0.60641,0.4555,-0.19823,0.03519,0.06145
="2026/04/02 17:16:05.480",0.20797,0.01585,-0.1961,19.3239,0.095,0.00445,-0.1272,-0.3119,0.01511,0.14594,849.9859,0.25941,0.05926,-0.15999,-0.17739,0.2388,-0.20972,-0.19458,0.06324,0.04592
="2026/04/02 17:16:05.500",0.12941,-0.00276,0.03246,22.37102,0.1337,0.08187,-0.09545,-0.29499,0.08592,-0.01714,849.60046,-0.08087,0.00697,0.07253,0.23608,0.11312,0.92902,-0.03046,0.02355,0.042
="2026/04/02 17:16:05.520",0.14958,-0.02579,0.09592,24.70335,-0.02521,-0.11618,-0.45989,-0.27252,0.04654,-0.03721,850.83698,-0.09998,0.03644,0.33516,-0.10756,0.01147,-0.06832,-0.37349,0.01179,0.00254
="2026/04/02 17:16:05.540",0.27186,-0.09593,-0.33842,25.17004,-0.0507,-0.25781,0.2664,-0.35838,0.06039,-0.05758,854.7262,0.21343,0.00719,-0.26953,-0.19191,0.13589,0.0701,-0.13615,0.02682,-0.00581
="2026/04/02 17:16:05.560",0.19365,0.1488,0.04672,24.73177,-0.03749,0.26558,-0.06194,-0.24726,0.05921,-0.17677,858.72156,-0.21706,0.05471,0.25556,0.03052,0.04743,0.48315,-0.20348,0.03728,0.05238
="2026/04/02 17:16:05.580",0.35106,-0.02661,-0.20487,23.86537,-0.09818,0.00558,0.33023,-0.24394,-0.02604,0.14652,862.2002,0.25032,-0.06561,-0.21417,-0.31738,-0.10481,-0.3777,-0.14782,0.02285,-0.00093
="2026/04/02 17:16:05.600",0.21194,0.03924,-0.2694,22.24514,-0.0913,0.0205,0.29206,-0.38564,-0.00626,-0.14511,865.54456,-0.02723,-0.09434,-0.17542,0.2343,-0.28858,0.27838,-0.21552,0.07217,0.01784
="2026/04/02 17:16:05.620",0.11176,0.05287,-0.02684,19.54409,-0.19717,0.07103,0.42858,-0.13304,-0.02111,-0.10331,867.56995,-0.00717,0.03767,-0.06058,0.34687,-0.00663,-0.48775,-0.1304,0.0239,0.04494
="2026/04/02 17:16:05.640",0.19879,-0.01235,-0.48774,16.08335,-0.07731,-0.10268,0.10943,-0.20671,-0.00912,0.05503,867.99786,0.14529,0.02396,-0.49416,-0.15332,0.19329,-0.66995,-0.02193,-0.00333,0.02262
="2026/04/02 17:16:05.660",-0.00732,0.05061,-0.0097,13.3833,-0.04602,-0.26529,0.12994,-0.13061,0.01037,-0.08577,867.11554,-0.34641,-0.04177,0.06481,0.43077,0.14949,-0.33692,-0.10454,0.04063,0.05364
="2026/04/02 17:16:05.680",0.14106,-0.11548,-0.17766,12.05839,-0.02446,-0.34947,-0.03339,0.03147,-0.01092,-0.01525,865.26819,0.18344,-0.02122,-0.10105,-0.13915,0.3977,-1.2087,-0.1057,0.0394,0.01392
="2026/04/02 17:16:05.700",-0.07956,-0.06105,-0.10304,12.14202,0.19502,-0.21311,0.00028,-0.0584,0.03432,-0.08401,861.69891,-0.03416,-0.06805,-0.19841,0.05552,0.46242,-0.22368,-0.03331,0.02828,-0.00562
="2026/04/02 17:16:05.720",-0.00852,0.04413,0.08908,13.65407,0.22988,-0.10104,-0.19592,0.23501,0.01675,-0.18393,857.26752,0.06293,-0.17301,0.31222,-0.10579,0.51341,-0.58961,-0.16162,-0.01706,-0.03816
="2026/04/02 17:16:05.740",0.03658,-0.0461,-0.06499,15.84929,0.28541,-0.10911,-0.0972,0.16326,-0.01568,-0.10108,853.85449,0.34065,-0.15818,-0.25197,-0.55057,0.19058,-0.19442,-0.12482,-0.00413,-0.02262
="2026/04/02 17:16:05.760",-0.01045,0.00165,-0.03371,17.80017,0.32769,0.03616,-0.14638,0.16901,-0.02097,-0.08065,852.12299,-0.05524,-0.08591,0.08886,-0.06439,-0.04812,0.09366,0.0499,0.00945,-0.04627
="2026/04/02 17:16:05.780",0.0575,0.00098,0.06117,20.33852,0.17671,0.09887,-0.26173,0.24734,-0.0418,0.01227,851.32471,0.37115,-0.01431,-0.17442,-0.27457,0.0831,-0.1509,-0.14063,0.03721,0.01315
="2026/04/02 17:16:05.800",-0.06822,0.01257,-0.11106,22.82347,0.19779,0.10038,-0.3389,0.14362,0.00263,0.09053,852.57092,0.21775,0.00811,-0.32664,-0.27105,-0.06891,0.29627,0.22119,0.00299,0.03176
="2026/04/02 17:16:05.820",0.21254,0.0306,-0.27229,24.95054,0.03409,-0.07581,-0.38458,0.1033,0.01574,-0.09947,855.08325,0.20355,0.00827,0.02294,0.09074,-0.08081,0.06806,0.22718,0.03149,-0.00444
="2026/04/02 17:16:05.840",0.08137,0.03203,-0.07956,26.38471,-0.00227,-0.21758,-0.21839,0.35436,-0.01166,-0.11451,858.46692,0.19555,0.07208,-0.2884,-0.29487,-0.15542,-0.04982,-0.00681,0.00305,-0.03358
="2026/04/02 17:16:05.860",0.12359,0.0024,-0.33571,25.68943,-0.06495,-0.09196,-0.20888,0.1365,0.02785,0.17934,862.20892,-0.03405,0.05671,-0.12472,0.05278,0.1193,-0.67399,0.2237,-0.06873,-0.05851
="2026/04/02 17:16:05.880",0.14904,0.01278,-0.08377,24.13515,-0.09132,-0.17043,-0.16549,0.09434,-0.06829,0.19865,865.71106,0.09697,-0.03125,0.07899,0.22658,0.13909,-0.38901,0.03004,0.03827,-0.03339
="2026/04/02 17:16:05.900",-0.06192,-0.0157,-0.22571,22.3979,-0.08736,-0.06318,0.05796,0.35442,0.00521,-0.02294,869.33966,-0.01317,-0.09985,-0.28587,-0.05436,0.28876,-0.86647,0.18743,-0.03589,-0.04947
="2026/04/02 17:16:05.920",0.05918,-0.00383,-0.09373,19.38004,-0.10564,-0.05514,-0.11453,-0.07117,-0.02082,0.0598,871.18823,0.31969,-0.01753,-0.09998,0.37126,0.23408,-0.69948,0.15554,-0.03201,-0.03944
="2026/04/02 17:16:05.940",-0.25752,-0.04895,0.15238,16.79954,-0.02898,-0.02031,-0.07491,0.11835,-0.02744,0.00863,870.4212,-0.14806,-0.01269,0.13531,-0.07584,0.23609,-0.74055,0.13373,0.00333,0.00581
="2026/04/02 17:16:05.960",-0.23273,0.01769,-0.08288,14.73798,-0.00228,-0.10633,0.13242,0.21536,0.03282,0.06379,868.7782,0.17893,0.02738,-0.24207,0.04574,0.25281,-0.56607,0.28048,-0.04262,-0.03245
="2026/04/02 17:16:05.980",-0.24817,-0.02604,0.16799,13.32489,-0.00476,0.06883,-0.10005,-0.05115,-0.03311,0.00727,865.65619,0.12749,0.02958,0.14851,0.11935,-0.04275,-0.11786,0.1172,-0.04096,-0.09163
="2026/04/02 17:16:06.000",-0.33995,0.03979,0.16409,12.95173,0.2498,-0.05709,-0.19491,0.44052,0.00061,-0.11404,862.07245,-0.01373,-0.02518,-0.20599,-0.10796,0.0042,-0.08263,0.17477,-0.04259,-0.00866
="2026/04/02 17:16:06.020",-0.11801,-0.05149,0.01891,14.07417,0.16887,0.00289,-0.14956,0.02425,-0.05903,-0.01949,858.45691,0.28802,-0.04937,-0.08226,0.24178,-0.1469,0.27345,0.2837,0.01056,0.03513
="2026/04/02 17:16:06.040",-0.21824,0.0259,0.31695,17.2516,0.28238,0.06045,-0.41969,0.16229,-0.04253,0.11476,855.5697,-0.04599,-0.0152,0.10758,-0.07934,-0.12195,0.44721,0.16084,0.00341,-0.00571
="2026/04/02 17:16:06.060",-0.17128,-0.08428,0.02495,20.22695,0.20575,-0.1243,-0.13625,0.19704,0.04508,-0.00726,854.21594,0.31936,0.02283,-0.18656,-0.05719,0.00668,-0.02637,0.05788,-0.02311,-0.05547
="2026/04/02 17:16:06.080",-0.0439,0.05932,0.00401,23.17844,0.2186,-0.03323,-0.21911,0.03531,-0.03678,0.14753,853.02216,0.14979,0.06198,0.00121,0.09343,0.07823,0.66221,0.38576,-0.02381,-0.03094
="2026/04/02 17:16:06.100",-0.13793,-0.02725,0.16149,25.57997,0.24181,-0.07926,-0.04933,0.17114,-0.03189,-0.01334,853.83563,0.02691,-0.02991,0.00521,-0.12994,0.09449,0.01832,0.15129,-0.03946,-0.01157
="2026/04/02 17:16:06.120",0.00341,0.01651,-0.01716,26.24632,0.03614,-0.08274,-0.17794,-0.09025,-0.01947,0.2152,856.42603,0.20053,-0.03862,-0.09916,0.24401,-0.06383,0.26299,0.17344,0.01228,-0.03421
="2026/04/02 17:16:06.140",-0.13331,-0.07999,0.15036,27.18946,-0.13831,0.06721,0.17044,-0.12121,0.01681,0.20553,860.36902,-0.15974,-0.04707,-0.04084,0.18615,-0.18116,0.39518,0.34612,0.02385,0.0082
="2026/04/02 17:16:06.160",0.00617,0.0909,-0.00586,26.91693,-0.04349,0.10027,0.1809,-0.1115,0.11233,-0.03543,864.80176,0.10067,-0.00528,-0.02558,0.15264,-0.00442,0.09062,0.04431,-0.01486,0.01733
