time,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSGD00003.chdata,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSGD00004.chdata,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ
="2026/04/02 17:17:27.020",0.155,-0.0815,-0.27986,19.85399,0.15274,0.03002,-0.14928,-0.12059,0.08602,0.03042,860.49396,0.19296,0.05411,-0.36022,-0.35098,0.21169,-0.39417,0.18485,-0.01249,-0.00613
="2026/04/02 17:17:27.040",0.07561,0.04544,-0.02904,20.0656,0.06753,0.01237,-0.25132,-0.27466,0.04683,-0.03473,860.73297,0.0111,0.07658,0.10031,-0.11996,0.0131,0.16292,0.12068,-0.04739,-0.00074
="2026/04/02 17:17:27.060",0.02168,-0.02359,-0.14519,20.02425,0.12078,-0.11959,-0.08286,-0.00193,-0.02173,-0.24336,861.12476,0.04471,0.09878,-0.18167,-0.44041,0.06272,-0.54537,0.24086,0.03134,-0.02024
="2026/04/02 17:17:27.080",0.14172,0.06346,-0.18235,19.9011,0.06259,-0.04956,-0.11767,-0.22354,0.0814,-0.10538,861.22473,0.24836,0.07598,-0.14546,-0.06578,0.14234,0.06564,0.14782,-0.0048,-0.00738
="2026/04/02 17:17:27.100",-0.06413,-0.04246,0.17401,20.44543,0.03604,0.06083,-0.35267,-0.06547,0.02211,-0.14379,861.534,-0.13981,0.01581,0.22368,-0.3233,0.04107,0.09364,0.19788,0.00212,-0.02032
="2026/04/02 17:17:27.120",0.08809,-0.00412,-0.15602,20.62237,0.07342,-0.1083,-0.15608,-0.11731,0.05284,-0.05435,862.23669,0.18552,0.03125,-0.27942,-0.49225,0.1596,-0.19027,0.15901,-0.04382,0.00245
="2026/04/02 17:17:27.140",-0.07898,0.05775,0.06114,20.02285,0.04357,0.02532,0.02594,-0.17694,0.04487,-0.00645,862.66681,-0.07756,0.04075,0.09503,-0.35381,-0.13438,0.41021,0.29451,0.01135,-0.04102
="2026/04/02 17:17:27.160",-0.18393,-0.00444,0.16806,19.79443,0.12589,0.01784,-0.23363,0.10585,0.07778,-0.06413,862.96198,-0.05132,0.05728,-0.00737,-0.57269,-0.01752,-0.06353,0.0322,-0.01649,-0.03583
="2026/04/02 17:17:27.180",-0.02971,-0.02319,-0.07564,20.00141,0.0342,-0.06624,-0.00378,-0.25894,0.00069,0.03643,863.01514,0.25344,-0.02527,-0.19358,-0.17679,-0.16267,0.27633,0.35601,-0.01809,-0.05694
="2026/04/02 17:17:27.200",-0.18432,0.06675,0.17286,19.95177,0.06822,0.03245,-0.17345,0.09636,-0.09748,0.03206,863.36938,-0.20532,-0.00506,0.08737,-0.09679,-0.21549,0.39688,0.29176,0.02897,0.01002
="2026/04/02 17:17:27.220",-0.06864,-0.04164,-0.0281,19.32676,0.04745,-0.09495,-0.02109,0.12124,0.01468,-0.00451,863.46899,0.17381,-0.00922,-0.26349,-0.17136,-0.18621,-0.09674,0.13287,-0.00991,-0.001
="2026/04/02 17:17:27.240",-0.13904,0.034,0.08944,19.01282,0.00972,-0.0492,-0.28945,-0.08174,-0.08959,0.10866,862.43976,-0.15184,0.00516,0.09887,0.12741,-0.34875,0.50733,0.13058,0.05347,-0.0388
="2026/04/02 17:17:27.260",-0.07139,0.06814,0.14318,18.99872,-0.03485,-0.15141,-0.07044,0.32342,0.03351,0.09511,861.74316,-0.09054,-0.01816,-0.08207,0.11272,0.01317,-0.21861,0.07898,-0.03424,0.05161
="2026/04/02 17:17:27.280",-0.08128,0.02223,-0.00122,19.20703,-0.02301,-0.18824,-0.33792,0.11073,-0.0105,-0.01652,861.8598,0.12521,0.06859,-0.14758,0.08176,0.02671,0.01437,0.07565,0.01388,-0.019
="2026/04/02 17:17:27.300",-0.26939,-0.11613,0.35409,19.70252,0.00122,-0.08008,-0.41678,0.13919,0.00249,-0.1942,861.34747,-0.26195,-0.04889,0.52199,0.3245,-0.08335,0.05235,0.04675,-0.00574,-0.04473
="2026/04/02 17:17:27.320",-0.11347,0.01106,0.14903,19.94357,0.09886,-0.22525,0.13899,0.34253,0.11799,-0.15606,860.93036,0.16793,-0.03594,-0.01023,0.23538,0.30031,-0.35133,-0.14627,-0.05776,0.05543
="2026/04/02 17:17:27.340",-0.20196,0.04156,0.22418,20.08138,0.02158,0.09133,-0.02443,0.1976,0.01724,-0.0647,861.0332,-0.10736,-0.06927,0.16738,0.39301,0.07833,0.22306,-0.03689,0.07883,0.01962
="2026/04/02 17:17:27.360",-0.18226,-0.06325,0.29973,20.10058,0.00986,0.07595,-0.05003,0.35524,-0.00049,-0.03698,861.30298,-0.07332,-0.07943,0.18523,0.3864,-0.19759,-0.18177,0.132,-0.04857,-0.01184
="2026/04/02 17:17:27.380",-0.11463,-0.05118,0.0797,20.09816,-0.04136,0.02079,0.0413,0.07831,-0.08805,-0.0778,861.63483,0.09678,-0.08455,-0.13551,0.34193,-0.05679,0.00373,0.0435,0.01496,0.02211
="2026/04/02 17:17:27.400",-0.22274,-0.02381,0.13842,20.20696,-0.0716,0.32651,-0.09867,0.16157,-0.06912,-0.00907,861.71289,-0.243,-0.00933,0.24511,0.62893,-0.0573,0.32938,0.05541,0.00078,0.06495
="2026/04/02 17:17:27.420",-0.06862,0.07937,0.25797,19.96645,-0.10763,0.03294,-0.09193,0.16807,-0.02267,-0.07087,861.34076,0.12103,0.06492,0.0886,0.36247,0.02695,-0.05518,0.06635,-0.04213,-0.01924
="2026/04/02 17:17:27.440",-0.19864,-0.00905,0.26562,19.80826,-0.13588,-0.11954,0.08633,0.08812,-0.03332,0.05597,860.88208,-0.07676,0.11471,0.01879,0.24969,-0.23454,0.43318,-0.02185,-0.02397,-0.02722
="2026/04/02 17:17:27.460",-0.12134,-0.09529,0.05862,19.655,-0.1661,0.00027,0.15046,0.22665,0.03522,0.11671,861.03156,-0.08263,0.08019,0.38093,0.41254,-0.14203,0.09345,-0.17458,-0.03648,0.02405
="2026/04/02 17:17:27.480",-0.26436,0.08583,0.41183,18.87274,-0.0525,-0.01334,0.28573,0.18481,0.00018,0.03304,861.42505,0.12003,-0.00207,-0.10922,0.10822,0.00812,0.11188,-0.16264,0.05951,-0.04795
="2026/04/02 17:17:27.500",-0.1149,0.02397,0.04122,18.46046,-0.12472,0.06572,0.02033,0.04854,-0.02924,0.1616,861.26886,-0.23099,-0.11708,0.15611,0.18384,0.13359,0.04937,-0.03512,-0.03048,-0.01464
="2026/04/02 17:17:27.520",-0.20854,-0.08349,0.16806,18.09291,-0.16823,-0.06399,0.18841,0.25624,-0.00832,-0.08594,859.87903,0.05271,-0.09449,0.15254,0.49386,-0.33064,0.64254,-0.07768,0.03182,0.03096
="2026/04/02 17:17:27.540",-0.24516,0.02977,0.21381,18.17478,-0.16399,-0.02989,0.13736,0.31131,0.01795,-0.06151,859.31439,-0.03382,0.03187,-0.08043,0.19014,-0.04396,0.1596,-0.11897,0.02178,-0.10662
="2026/04/02 17:17:27.560",-0.13058,-0.09496,0.03128,19.23461,-0.0898,-0.06082,0.11343,0.00168,0.01559,0.11315,859.86407,-0.08689,0.04533,0.16643,0.46604,-0.12046,0.42498,0.04652,0.01995,-0.02712
="2026/04/02 17:17:27.580",-0.17211,0.13207,0.18501,19.5252,-0.07296,0.04053,0.13122,0.20705,0.04837,-0.17761,859.08972,-0.27987,-0.05503,0.35705,0.20324,-0.31715,0.44893,-0.33189,0.00956,0.08393
="2026/04/02 17:17:27.600",0.00748,-0.08734,-0.04961,18.92374,-0.04857,-0.03914,0.22661,0.00151,-0.01124,0.11512,858.22827,0.13623,-0.08452,-0.19317,0.28098,-0.11655,-0.21434,-0.163,0.05589,0.02899
="2026/04/02 17:17:27.620",-0.04832,0.05752,0.10188,18.6259,-0.08029,0.15046,0.23791,0.12362,-0.00736,-0.01911,857.85754,-0.15812,-0.07052,0.20222,0.55662,-0.14369,0.49451,-0.17668,0.01101,0.03902
="2026/04/02 17:17:27.640",-0.12217,-0.13646,0.11149,19.22141,-0.04903,0.05457,0.22621,0.28733,0.01233,-0.1554,858.27325,-0.12816,-0.04864,0.10702,0.51451,0.01682,-0.65967,-0.16043,0.01966,0.01811
="2026/04/02 17:17:27.660",0.08227,0.02624,-0.26455,19.75963,-0.12963,-0.06663,0.07537,-0.02403,-0.06106,0.0633,858.96307,0.05268,0.00045,-0.08456,0.57347,0.52116,-0.12912,-0.11008,0.02668,0.00443
="2026/04/02 17:17:27.680",-0.07821,0.00649,0.02917,19.10937,0.04774,0.01263,0.1165,0.01582,-0.01467,-0.03473,859.05597,-0.21026,0.00101,0.21201,0.48512,0.07285,0.13344,-0.27863,-0.01679,-0.02345
="2026/04/02 17:17:27.700",0.04968,-0.14456,-0.17596,18.54501,0.05657,-0.06713,-0.07923,-0.03645,0.05933,0.17645,859.20483,0.01068,0.0504,0.03088,0.19065,0.09522,-0.59087,-0.16303,0.00527,-0.00197
="2026/04/02 17:17:27.720",0.05554,0.08492,-0.06211,18.56222,-0.0141,0.01819,0.3854,-0.27014,0.02218,0.04218,858.85785,-0.07928,-0.053,0.10967,0.20405,0.00487,0.43616,-0.034,-0.01055,-0.02095
="2026/04/02 17:17:27.740",0.00339,-0.0268,0.19401,18.13028,0.29917,0.38423,0.15585,-0.08314,0.08697,-0.18233,858.76978,-0.07099,-0.06011,0.2358,-0.07451,-0.10645,-0.17744,-0.33643,0.00909,-0.01302
="2026/04/02 17:17:27.760",0.19617,0.02533,-0.25109,17.86147,0.04258,0.12937,0.37962,-0.3392,0.06112,-0.01441,858.75964,0.1992,-0.05304,-0.18656,-0.29126,-0.29211,0.39542,-0.23625,-0.00687,0.01012
="2026/04/02 17:17:27.780",0.03382,-0.03853,-0.00024,18.18991,-0.19118,0.15166,0.24509,-0.14848,0.10467,-0.06698,859.07629,-0.19009,0.03657,0.09379,-0.02483,-0.48794,0.3691,-0.11551,0.0025,-0.02592
="2026/04/02 17:17:27.800",0.18532,0.06045,-0.10751,18.0208,-0.00946,-0.05591,0.11807,-0.32693,0.00136,-0.03874,859.31769,0.22816,0.15576,-0.10995,-0.20392,-0.01876,-0.1805,-0.16872,0.02,-0.00142
="2026/04/02 17:17:27.820",0.12602,-0.06155,-0.30482,18.3399,0.09439,-0.11478,0.10387,-0.37249,-0.00159,-0.16012,859.34888,0.02341,0.12243,-0.27523,0.07041,-0.19432,0.48617,-0.07073,0.01427,-0.01144
="2026/04/02 17:17:27.840",0.18253,0.06649,-0.09287,18.71818,0.11655,-0.27298,-0.39995,-0.2434,0.07379,0.04904,859.04297,-0.15795,0.01559,0.08007,-0.02614,0.00395,-0.07899,-0.07069,-0.03428,-0.02085
="2026/04/02 17:17:27.860",0.41603,-0.0056,-0.41717,18.52452,-0.05291,-0.42429,-0.15699,-0.54285,-0.02805,-0.0693,858.66205,0.13088,-0.11708,-0.3762,-0.27875,0.18476,-0.38118,-0.08087,-0.02673,-0.04355
="2026/04/02 17:17:27.880",0.20318,0.05181,-0.20457,18.53015,0.05138,-0.13538,-0.40335,-0.387,0.05651,0.11371,859.33954,-0.24039,-0.09591,0.11825,-0.09095,0.21055,0.06669,-0.13997,0.00709,0.02642
="2026/04/02 17:17:27.900",0.31956,-0.12162,-0.26637,18.41249,0.06746,-0.22804,-0.15319,-0.30679,0.07002,-0.06432,859.73315,0.12569,-0.18119,-0.17778,-0.24785,0.40427,-1.10709,-0.14837,0.03247,0.05494
="2026/04/02 17:17:27.920",0.20449,0.02555,-0.31198,18.46585,0.13628,-0.0375,0.02366,-0.32086,0.03669,-0.1251,859.41138,0.07182,-0.13378,-0.08048,-0.16686,0.4709,0.01581,-0.09043,0.03188,0.0494
="2026/04/02 17:17:27.940",0.30309,-0.03246,-0.10445,18.58923,0.10731,0.1552,0.00862,0.12398,0.01075,-0.12082,859.42657,-0.1042,-0.07625,0.07274,0.03216,0.21961,-0.46664,-0.02851,0.0256,0.02873
="2026/04/02 17:17:27.960",0.23435,0.01112,-0.08692,18.62761,0.1715,0.15601,0.11076,-0.23441,0.02403,-0.03777,859.48553,0.17235,-0.03644,-0.13577,-0.54965,0.07891,-0.31005,-0.13894,-0.02508,0.02268
="2026/04/02 17:17:27.980",0.17639,-0.05471,-0.31619,18.76194,0.1009,0.31432,0.11471,-0.06645,0.02298,0.02866,860.1994,-0.16168,0.0206,-0.07279,-0.27059,-0.06241,0.10926,-0.17707,-0.05555,-0.07199
="2026/04/02 17:17:28.000",0.14584,-0.0013,-0.04729,18.63291,0.07337,0.23541,-0.0923,-0.0114,0.01845,-0.00082,860.28003,0.15998,0.06199,-0.10016,-0.49828,0.08679,-0.31641,-0.24755,0.03085,-0.04706
="2026/04/02 17:17:28.020",0.05332,0.04481,-0.05159,18.61538,0.17083,0.09396,-0.13561,-0.28011,0.00749,0.10536,860.37207,-0.03588,0.07927,-0.18058,-0.53235,0.00458,0.1219,-0.08443,-0.05627,0.00604
="2026/04/02 17:17:28.040",0.18248,-0.00598,-0.35017,18.88532,0.07316,-0.05846,-0.14455,0.00611,0.01871,-0.08507,861.24396,-0.02566,0.16504,-0.00178,-0.21661,-0.19581,0.07928,-0.03123,0.00758,-0.04773
="2026/04/02 17:17:28.060",0.03684,0.05027,0.09424,18.48208,-0.01495,-0.10548,-0.16375,0.05467,-0.02297,-0.09432,861.63452,0.17912,0.17975,-0.13402,-0.39453,-0.10208,-0.02591,0.06548,-0.01727,0.01753
="2026/04/02 17:17:28.080",0.04839,0.00514,-0.3213,18.30041,0.09306,-0.06874,-0.22029,-0.2366,-0.01419,0.19727,861.88788,-0.06588,0.08365,0.01771,-0.44145,0.1964,-0.57525,0.10615,0.01142,0.02982
="2026/04/02 17:17:28.100",0.05562,0.02725,-0.12364,18.65263,-0.02006,-0.0837,-0.17227,-0.14436,0.01678,-0.08469,861.67773,0.11751,0.00963,0.03758,-0.12459,0.03455,0.11802,0.09723,-0.01539,-0.05413
="2026/04/02 17:17:28.120",0.00844,0.00799,-0.02846,18.88267,0.12184,-0.02084,-0.18995,0.11397,-0.00163,0.03242,861.40936,0.04593,-0.06243,-0.15156,-0.60593,0.17871,-0.51209,0.21931,-0.01376,-0.03421
="2026/04/02 17:17:28.140",0.15458,-0.04962,-0.2198,18.89765,0.09686,-0.06921,-0.19898,-0.23653,-0.06444,0.06874,860.91461,0.1551,0.02072,-0.10969,-0.17523,0.03517,-0.05087,0.05091,-0.01261,-0.00645
="2026/04/02 17:17:28.160",-0.03856,0.03993,0.23836,19.46345,0.04112,-0.00242,-0.18881,-0.00018,0.02141,-0.05971,861.10638,-0.14716,0.04433,0.11179,-0.35992,0.10066,-0.01881,-0.01266,-0.05866,-0.04678
="2026/04/02 17:17:28.180",-0.01469,-0.05532,-0.09418,19.41235,0.12455,-0.07767,-0.09644,-0.10439,-0.07594,-0.0449,861.9502,0.15135,0.07222,-0.30844,-0.47026,0.20579,-0.39538,0.27337,-0.01601,-0.01602
="2026/04/02 17:17:28.200",-0.06117,-0.04725,-0.07645,19.11362,0.14844,0.02897,-0.28547,-0.10901,-0.00253,0.05206,861.77332,-0.05117,-0.01104,0.1566,-0.02074,-0.09367,0.24933,0.19895,-0.0175,-0.06283
="2026/04/02 17:17:28.220",-0.1176,0.04627,0.07391,19.4023,0.05779,-0.08993,-0.17998,0.26035,-0.00569,0.01278,861.82654,0.01399,-0.03631,-0.15763,-0.17529,0.05561,-0.22046,0.11739,-0.01496,-0.02769
="2026/04/02 17:17:28.240",0.00292,0.03154,-0.25704,19.91896,0.05643,0.01221,0.03209,0.08263,-0.09902,-0.00486,862.02704,0.19741,-0.04528,-0.25176,0.15827,-0.08542,-0.01211,0.19722,0.00713,0.00508
="2026/04/02 17:17:28.260",-0.18909,-0.00266,0.1666,20.99953,0.24695,0.0907,-0.2344,0.34657,-0.06967,-0.0578,862.07019,-0.14151,-0.0008,0.15437,0.24461,-0.10173,0.0941,-0.07338,-0.03521,-0.0224
="2026/04/02 17:17:28.280",-0.00986,0.02175,0.01033,20.81788,0.10394,-0.16301,-0.0277,0.27887,-0.04851,0.03864,862.13818,0.08653,0.00775,-0.28409,0.06567,0.20106,-0.38471,0.00342,-0.01839,-0.00045
="2026/04/02 17:17:28.300",-0.18983,-0.05835,0.10996,20.13019,0.08142,-0.05204,0.01118,0.11902,0.01242,0.22597,862.06775,-0.15102,0.1183,-0.01223,0.26484,-0.02476,0.31221,0.44649,-0.00315,-0.00194
="2026/04/02 17:17:28.320",-0.23576,-0.00233,0.26983,20.12743,0.10774,-0.06177,-0.10678,0.43833,0.11369,-0.04329,862.6048,-0.055,0.03928,-0.0384,0.04449,0.1897,-0.54002,0.05925,0.01534,-0.00975
="2026/04/02 17:17:28.340",-0.11552,-0.01791,-0.08622,19.6332,-0.00692,0.00451,-0.01404,-0.02378,0.0183,0.14589,862.85205,-0.04034,-0.01624,-0.12582,0.17676,0.20818,-0.30862,0.1169,-0.02274,-0.02252
="2026/04/02 17:17:28.360",-0.35476,0.0128,0.28339,19.718,0.07852,0.20615,0.13404,0.02753,0.03334,0.27338,862.63885,-0.26587,-0.05027,0.15532,0.42238,0.06368,0.32585,0.16349,0.04042,0.08383
="2026/04/02 17:17:28.380",-0.24204,0.01638,0.08585,19.46365,0.14527,-0.0501,0.11418,-0.04909,0.00109,-0.16425,862.20807,-0.00024,-0.01939,-0.07039,0.08682,-0.02497,-0.31776,0.1007,0.00817,0.02374
="2026/04/02 17:17:28.400",-0.30023,-0.00506,0.01314,19.4969,0.21824,0.15365,-0.39184,-0.11477,-0.05832,0.20672,862.03302,-0.27052,0.05564,0.25307,0.36083,-0.22483,0.66188,0.11522,-0.02294,-0.0239
="2026/04/02 17:17:28.420",-0.23052,0.09782,0.33747,19.88868,0.0328,0.15047,-0.04147,0.02612,0.00312,-0.03326,862.03174,-0.08922,0.11222,0.06802,0.28202,-0.21079,0.44758,-0.0814,0.00457,-0.02102
="2026/04/02 17:17:28.440",-0.1395,-0.09451,0.12677,19.62462,-0.11365,0.07654,-0.20687,-0.21114,-0.04021,0.08649,862.24823,-0.02383,0.11207,0.089,0.01789,-0.46367,0.37067,0.36952,0.07724,0.08218
="2026/04/02 17:17:28.460",-0.3134,-0.04101,0.21411,19.58659,-0.3139,0.03216,-0.07718,-0.07128,-0.05186,0.02265,862.45648,-0.38462,0.08114,0.51437,0.40603,-0.26715,0.47768,0.16393,-0.03633,-0.02862
="2026/04/02 17:17:28.480",-0.17655,0.03172,0.2402,19.91568,0.00851,-0.12561,0.10465,0.02482,0.0236,-0.12103,861.6308,0.04208,0.03636,-0.05306,0.20984,0.12326,-0.10255,0.07554,-0.00521,0.00185
="2026/04/02 17:17:28.500",-0.1635,-0.00353,0.03118,19.73948,-0.18563,-0.07645,0.05588,-0.04083,-0.02509,-0.03886,861.09412,-0.17549,0.06428,0.04644,0.28297,-0.15731,0.52242,0.18522,0.06149,0.04101
="2026/04/02 17:17:28.520",-0.02613,0.01339,0.14283,20.22136,-0.26885,-0.06973,-0.13295,0.31775,0.00138,0.03076,861.35889,-0.21095,-0.00329,0.36292,0.4408,-0.19135,0.18647,0.15498,0.05187,0.06734
="2026/04/02 17:17:28.540",-0.09451,-0.00417,0.30538,19.95504,-0.00197,-0.03061,0.16565,0.13964,-0.00251,-0.14613,861.3067,0.23967,-0.10991,0.15031,0.22409,-0.06101,-0.05806,-0.10505,0.00102,-0.05128
="2026/04/02 17:17:28.560",-0.03278,-0.00704,-0.00527,19.65708,0.13499,0.20374,0.25395,0.18258,-0.02639,0.08707,861.26996,-0.10234,-0.05773,0.24111,0.56611,-0.09807,0.50498,-0.04187,0.00317,0.01206
="2026/04/02 17:17:28.580",-0.08937,-0.01238,0.23293,19.89369,0.01552,-0.09792,0.21602,0.22258,0.03421,-0.07629,860.61542,0.11595,-0.05994,0.14249,0.38014,0.02205,-0.11956,-0.01631,0.00106,-0.02116
="2026/04/02 17:17:28.600",-0.14854,-0.02287,0.27664,19.52578,-0.07608,-0.09552,0.38537,0.14978,0.03522,-0.04093,860.40308,-0.09282,0.04482,-0.13814,0.10858,0.08976,-0.16462,-0.24607,0.06182,-0.02361
="2026/04/02 17:17:28.620",0.13106,-0.04028,-0.0381,20.03185,-0.03193,-0.03003,0.06517,0.17482,-0.00622,-0.01618,861.14075,-0.14741,0.09793,0.04835,0.50234,-0.03303,0.1701,-0.17334,-0.02544,0.04185
="2026/04/02 17:17:28.640",-0.10605,0.052,0.22793,19.8795,-0.08903,0.02919,0.42335,0.32692,0.03796,-0.13148,861.59192,-0.12511,-0.01206,-0.10705,0.17617,-0.1201,0.1854,-0.09017,0.07509,0.02619
="2026/04/02 17:17:28.660",-0.04246,0.00946,-0.05875,18.96353,-0.08663,0.06259,0.12621,0.18476,-0.0313,-0.00981,861.13684,-0.15373,-0.10269,0.20301,0.10351,-0.05967,-0.18224,-0.18875,0.00311,0.0092
="2026/04/02 17:17:28.680",0.10416,0.06044,-0.03276,18.53976,-0.04713,-0.07412,0.24165,0.13177,-0.01204,-0.0554,860.41162,-0.03518,-0.02675,0.25783,0.46469,-0.2081,0.53126,-0.11436,-0.02132,0.0563
="2026/04/02 17:17:28.700",-0.11537,-0.00353,0.2056,18.16823,0.11896,0.06887,0.16092,0.22039,-0.02956,-0.07485,860.33228,-0.07462,-0.01468,0.14227,0.10987,0.0859,-0.16326,-0.09479,-0.03787,-0.05255
="2026/04/02 17:17:28.720",-0.01069,-0.0655,-0.05836,18.40818,0.15885,0.06263,0.36618,-0.11013,-0.06028,0.08418,859.73755,0.20211,-0.05353,-0.00952,0.19244,0.05285,0.2018,-0.31583,-0.02799,-0.03676
="2026/04/02 17:17:28.740",-0.22806,-0.03832,0.34476,18.56787,0.05724,0.19237,0.00287,0.0368,0.01898,-0.0056,858.97388,-0.21672,-0.0457,0.20063,-0.02919,0.08967,0.64306,-0.15287,-0.03484,-0.01773
="2026/04/02 17:17:28.760",0.0164,0.08094,0.07904,17.88855,-0.05036,-0.04168,0.26885,-0.10419,0.03178,0.10379,859.1073,0.09572,-0.04951,-0.13206,-0.59057,0.12596,0.19733,-0.16457,0.01306,-0.02143
="2026/04/02 17:17:28.780",0.08778,-0.09648,0.04875,17.95106,-0.11483,0.15526,0.14258,-0.16653,0.04848,0.20503,858.90808,-0.04048,0.02742,-0.01741,-0.1608,-0.69603,0.48053,-0.20602,-0.00945,0.00969
="2026/04/02 17:17:28.800",0.0851,0.09626,0.00977,18.56369,-0.02841,0.05042,-0.00166,0.13511,0.06753,-0.18895,858.69037,-0.13304,0.00569,0.17286,-0.26524,-0.09845,-0.05451,-0.13453,0.01387,0.00589
="2026/04/02 17:17:28.820",0.25873,-0.06462,-0.25635,18.93836,-0.12003,-0.00068,0.13332,-0.09048,-0.04696,-0.0684,858.77521,0.28535,-0.03218,-0.25378,-0.0961,-0.22931,-0.02752,-0.13734,0.0167,-0.00128
="2026/04/02 17:17:28.840",0.1436,0.08328,-0.07761,19.2706,-0.09989,0.08927,-0.29341,0.13824,0.0127,-0.04844,858.84369,-0.19763,0.05544,0.28828,0.35555,-0.13664,0.2537,-0.15442,-0.00493,0.00601
="2026/04/02 17:17:28.860",0.31646,-0.06081,-0.325,19.38766,-0.25605,-0.22268,0.10693,-0.08803,-0.04117,0.09889,858.81909,0.29521,0.00144,-0.02576,0.17319,0.26849,-0.99065,-0.2988,-0.00117,0.00664
="2026/04/02 17:17:28.880",0.21646,0.00583,-0.1545,18.85322,-0.1373,-0.04824,-0.05316,-0.29954,-0.09213,0.18556,858.76361,0.03647,0.02403,0.04542,0.35292,0.42198,-0.17653,-0.04961,-0.01386,0.00315
="2026/04/02 17:17:28.900",0.14188,-0.00208,-0.00516,18.62449,0.02775,-0.02272,-0.05566,-0.05802,0.04213,-0.04202,859.44269,-0.1387,-0.06243,0.28092,0.0623,0.48958,-0.58152,-0.267,-0.03626,-0.02978
="2026/04/02 17:17:28.920",0.22121,-0.10018,-0.21063,18.43634,-0.08597,-0.13133,0.26891,-0.27619,-0.0427,-0.13655,859.21521,0.30151,-0.17176,-0.32813,-0.06543,0.46083,-0.57934,-0.04373,0.0161,0.0677
="2026/04/02 17:17:28.940",0.06514,0.08525,-0.10882,18.95856,0.08089,0.19432,-0.05758,0.23875,0.07232,-0.30151,859.54156,-0.27028,-0.08555,0.16091,-0.00296,0.34698,-0.1391,-0.24968,0.03714,0.04828
="2026/04/02 17:17:28.960",0.1927,-0.09294,-0.20282,19.05821,-0.01885,0.17974,0.12826,0.25357,0.00594,-0.03411,860.35083,0.19517,-0.1002,-0.30397,-0.18802,0.23945,-0.57647,-0.03678,0.00979,0.00241
="2026/04/02 17:17:28.980",0.03803,-0.00816,-0.22808,18.401,0.13181,0.16707,0.3634,-0.24051,0.01648,0.02706,859.87671,-0.01208,-0.0105,-0.40088,-0.15851,-0.06288,0.18943,-0.2261,0.01885,0.03028
="2026/04/02 17:17:29.000",0.06231,0.05398,-0.04786,18.71509,-0.05464,0.15173,-0.00483,-0.06494,0.06117,0.20616,859.46796,-0.11434,0.02362,0.03536,-0.26265,-0.09525,0.2385,-0.08038,-0.00037,0.04495
