time,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSGD00003.chdata,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSGD00004.chdata,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ
="2026/04/02 16:41:02.440",0.49392,0.48855,-0.82011,-0.00653,0.00518,-0.01162,-0.03219,-0.00662,0.00409,0.4416,2.44191,-5.72728,16.05136,-0.07341,-0.00755,0.09517,861.08899,0.03739,0.00202,-0.02282
="2026/04/02 16:41:02.460",4.56464,0.27839,-1.52649,-0.02272,0.00063,0.0028,-0.03825,0.01446,-0.02747,-0.7367,1.22992,-5.60683,17.50896,-0.1152,-0.02232,0.11586,859.52502,-0.03167,-0.02719,0.0253
="2026/04/02 16:41:02.480",-0.98762,0.05337,-3.52931,-0.00943,-0.00698,0.01083,0.00832,0.00689,0.03142,0.87767,0.97631,-4.87396,18.73757,-0.11199,-0.02391,0.05868,858.84326,0.03759,0.00585,0.02626
="2026/04/02 16:41:02.500",2.90886,0.13836,1.2453,0.00611,-0.00921,-0.00788,0.01601,-0.01893,0.01566,-0.78055,1.3895,-3.72683,19.75744,-0.06237,-0.02377,0.08794,858.65161,-0.0754,0.0064,-0.02476
="2026/04/02 16:41:02.520",-0.3061,-0.10296,-2.19538,0.0719,0.0013,-0.02363,0.0606,-0.00594,0.00888,-0.14472,0.577,-1.81673,21.14096,-0.12507,-0.00961,0.06345,859.36108,0.00913,-0.00224,-0.02466
="2026/04/02 16:41:02.540",-1.15026,-0.19338,0.7722,-0.00679,0.00124,-0.00247,0.09246,-0.01253,0.04253,0.11232,0.41235,0.01773,22.56836,0.02161,0.01268,0.0374,861.07214,0.00347,-0.00937,-0.00335
="2026/04/02 16:41:02.560",0.64894,-0.04464,2.87559,0.01289,0.00051,0.00489,0.10202,0.0066,0.0043,-0.8357,-0.56993,2.54517,23.12033,0.06621,0.00288,-0.0273,863.17023,-0.03968,-0.01144,0.02468
="2026/04/02 16:41:02.580",-4.31097,-0.0767,0.22658,0.02442,0.01528,0.02955,0.07353,-0.01428,-0.02216,0.78795,-0.98632,4.28843,22.95019,0.05199,0.02629,-0.09201,865.10211,0.02363,-0.01736,-0.09237
="2026/04/02 16:41:02.600",-0.19801,-0.11409,4.38696,0.01144,0.01709,0.00882,0.05701,0.00314,0.00769,-0.25661,-1.31871,5.76595,22.03,0.08602,-0.01468,-0.10355,866.60101,-0.01779,-0.00117,0.04861
="2026/04/02 16:41:02.620",-3.47049,-0.12495,2.62565,-0.00333,0.0048,-0.00246,-0.02359,0.00576,0.02078,-0.08737,-1.64378,6.14385,20.60593,0.0257,-0.01777,-0.11553,867.19122,5.04121,-0.29876,-1.18077
="2026/04/02 16:41:02.640",-3.1742,-0.20037,1.44406,-0.00473,0.02468,0.04191,-0.05871,0.00574,-0.0436,0.8106,-1.94345,3.99251,19.0774,0.05931,0.00707,-0.08701,867.42242,2.39951,0.23905,-0.31984
="2026/04/02 16:41:02.660",-0.04586,-0.27204,3.74452,0.04137,0.03313,0.01106,-0.07519,0.01346,0.02697,0.00043,-2.31883,3.77222,17.65052,0.06044,-0.00813,-0.04529,867.19507,-0.72979,-0.38708,2.39078
="2026/04/02 16:41:02.680",-3.27189,-0.53543,0.0773,0.0151,-0.01162,0.00315,-0.05549,0.00274,0.04573,1.04105,-1.74453,2.2455,16.34638,0.03111,0.01162,-0.0076,866.18323,2.82295,0.18611,-1.06475
="2026/04/02 16:41:02.700",0.84798,-0.61808,0.89364,-0.03616,-0.00121,0.01696,-0.07763,0.00833,0.02491,0.54077,-1.46946,0.8905,15.62467,-0.04573,-0.01667,0.01757,864.24567,-2.70092,-0.42276,0.90175
="2026/04/02 16:41:02.720",0.12767,-0.33221,-0.4496,-0.0115,-0.00441,-0.0072,-0.09307,-0.00562,0.00575,-0.25769,-0.75542,-1.8188,15.9274,-0.08865,-0.01147,0.06765,862.45935,-0.70204,-0.13093,0.15547
="2026/04/02 16:41:02.740",0.34906,0.01281,-3.1226,0.02631,0.01715,0.00504,0.02887,-0.0044,-0.03651,0.43766,-0.15109,-3.48813,16.48474,-0.08403,-0.00301,0.09695,860.65759,-3.06421,0.51435,-0.0896
="2026/04/02 16:41:02.760",3.57636,0.30395,-0.9258,0.00356,0.02112,0.01931,0.00412,-0.01267,-0.02298,-0.89635,0.21989,-4.66699,17.6695,-0.06633,-0.00204,0.11609,859.34668,-5.61488,-0.16351,1.54198
="2026/04/02 16:41:02.780",0.34646,0.28578,-3.72551,0.01177,0.00065,-0.02309,0.05647,0.01514,-0.01878,-0.27056,1.26249,-5.6005,19.69131,-0.06372,-0.02124,0.10207,858.99536,-1.47529,0.30843,-0.71249
="2026/04/02 16:41:02.800",3.5685,0.27223,-2.58382,0.01137,0.02648,0.00678,0.03615,0.02696,0.02488,-0.62412,1.1893,-4.70958,21.42405,-0.03165,-0.01684,0.08399,859.35468,-5.46053,-0.02375,0.19336
="2026/04/02 16:41:02.820",1.38443,0.3005,-1.6903,-0.01989,0.00187,0.01645,0.04011,-0.0153,0.01926,-1.0376,1.9154,-4.26356,22.41446,-0.06786,0.01588,0.07157,860.16956,-2.59972,-0.60323,1.38201
="2026/04/02 16:41:02.840",0.43267,0.27377,-2.92276,-0.66477,-0.43258,-0.40042,0.02928,0.0212,-0.0023,-0.25116,1.57184,-2.63087,22.74342,0.05585,-0.00001,-0.00133,861.229,-1.90422,0.16438,-1.6409
="2026/04/02 16:41:02.860",2.76418,0.38667,-1.00921,-0.06724,-0.15928,-0.40308,0.0576,-0.00409,-0.01136,-0.82444,0.60779,-0.54763,23.03155,0.026,-0.00417,-0.10417,862.78748,-2.81799,-0.58093,1.23464
="2026/04/02 16:41:02.880",-2.05475,0.13486,-0.47708,0.76355,0.0811,0.21006,0.0045,0.0042,0.10037,-0.03372,1.33902,0.45096,23.09005,0.02237,0.00688,-0.18143,864.70026,2.25189,0.01114,-0.24812
="2026/04/02 16:41:02.900",1.62034,-0.23784,-0.57956,0.20553,0.11916,0.10245,0.03676,-0.01726,-0.04437,0.14557,0.7923,2.98802,21.96807,0.11555,-0.016,-0.1122,866.42499,0.51382,0.28914,-1.05976
="2026/04/02 16:41:02.920",-1.08342,-0.50507,1.26342,0.52707,0.1631,0.17378,0.05043,-0.0115,-0.00297,0.16513,0.72866,3.22062,20.5032,0.01428,0.01013,-0.09606,867.56165,3.54097,-0.57659,0.46867
="2026/04/02 16:41:02.940",-2.16709,-0.18831,1.26724,0.0055,-0.00292,-0.00243,-0.05093,-0.00342,-0.09282,1.23096,0.87382,3.86163,19.31359,0.06812,-0.00147,-0.06163,867.5658,4.2664,0.47702,-2.73214
="2026/04/02 16:41:02.960",1.129,-0.03048,2.05673,0.68475,0.15035,0.18602,-0.03283,0.01229,-0.00335,0.98366,-0.55583,4.44532,18.35076,-0.00668,-0.00523,-0.07661,867.03418,2.6821,-0.07101,-0.25241
="2026/04/02 16:41:02.980",-3.27225,-0.06118,2.38338,0.61487,0.41307,0.45118,-0.09929,-0.0016,0.02108,1.43679,-0.04956,2.58335,17.06549,0.016,0.01061,0.02873,865.47723,4.93914,-0.32221,-0.32038
="2026/04/02 16:41:03.000",0.59069,-0.2298,1.23815,-0.36382,-0.03421,-0.13905,-0.06061,-0.0072,0.00977,1.37636,-0.9937,1.86966,16.02925,-0.02957,-0.02156,-0.04615,863.75232,2.7926,0.60065,-1.57778
="2026/04/02 16:41:03.020",-0.98851,-0.35137,1.70251,0.17945,0.12519,-0.00986,-0.0687,-0.00943,0.03296,1.08823,-1.21259,0.17789,16.54298,-0.06383,-0.01396,0.12721,861.74866,3.09834,-0.11862,1.67944
="2026/04/02 16:41:03.040",-1.2458,-0.56077,1.10038,-0.48648,0.12543,0.24404,-0.02665,-0.01542,0.01924,0.97007,-1.12021,-1.45675,17.53951,-0.10138,-0.00017,0.09363,859.69147,1.74213,0.44174,-0.91051
="2026/04/02 16:41:03.060",1.21674,-0.51812,0.10376,-0.17206,-0.15921,-0.10745,-0.49648,-0.0608,1.18457,0.43428,-2.54714,-1.7745,18.21789,-0.07991,-0.01123,0.12644,858.86566,-0.02444,-0.36218,0.4695
="2026/04/02 16:41:03.080",-2.29927,-0.237,0.2648,0.1257,-0.01257,0.02128,-0.05401,-0.2635,-2.56939,0.10932,-1.31436,-2.36841,19.72098,-0.08614,-0.01788,0.05742,858.88354,-0.24153,-0.64268,1.52723
="2026/04/02 16:41:03.100",1.46501,0.03267,-1.26251,-0.19734,-0.20108,-0.21287,-1.00493,0.29116,2.03467,-0.48427,-1.25377,-1.0954,21.76288,-0.03096,-0.0055,0.04494,859.50378,-2.95476,0.35701,-0.77724
="2026/04/02 16:41:03.120",-1.4178,0.39891,-0.50512,-0.19867,-0.03932,-0.0316,2.57309,-0.68782,-3.36469,-1.21446,-0.46006,-1.47504,23.09356,-0.03354,-0.01862,0.01387,860.98676,-2.80522,-0.44933,1.94874
="2026/04/02 16:41:03.140",-0.70642,0.5122,-0.89058,-0.41697,-0.02259,-0.02367,0.35196,1.34499,0.53587,-1.17658,0.01981,-0.6713,23.83234,4.87258,-3.71626,5.25467,862.27325,-3.95343,0.20544,0.3333
="2026/04/02 16:41:03.160",0.99677,0.11196,-0.95911,-1.52113,-0.2237,-0.31509,1.3307,-0.01472,-0.30213,-1.65929,-0.40309,0.65108,23.87795,-2.95247,2.2976,-9.86905,863.67065,-4.75649,0.12587,0.23428
="2026/04/02 16:41:03.180",-2.00008,-0.00194,-0.22714,0.08632,0.0552,0.11146,1.6262,-0.05895,-3.10101,-0.99261,0.97605,0.80144,22.40688,0.82064,1.18513,2.59471,865.5636,-4.09224,-0.26959,1.39222
="2026/04/02 16:41:03.200",1.98446,0.03945,-0.73782,-0.27287,-0.13441,-0.17609,-0.71407,0.68168,3.76694,-0.99751,0.57399,2.19502,21.26433,0.32501,1.73884,-4.43637,866.78369,-4.53538,0.54821,-1.00959
="2026/04/02 16:41:03.220",-0.71589,0.17817,-0.28775,-0.30537,-0.23463,-0.19994,1.95389,-0.42966,-1.04683,-0.17889,1.10215,1.64414,20.40827,-3.14884,0.89135,-3.03689,867.2821,-2.47859,-0.11925,0.9638
="2026/04/02 16:41:03.240",0.8269,0.20716,-0.31022,-0.12292,-0.01903,-0.05704,-2.43743,0.17877,1.47417,0.22232,1.37655,0.88719,18.93862,2.69115,-1.47652,7.16143,867.72955,-1.65199,-0.11764,-0.06268
="2026/04/02 16:41:03.260",1.98482,0.01704,-0.92445,0.04288,-0.02791,-0.00374,-0.78211,-0.13214,3.41121,0.54709,0.7581,0.21259,17.61036,-4.26888,0.94048,-4.11955,866.64056,-0.11041,0.16136,-1.23272
="2026/04/02 16:41:03.280",0.17461,0.00467,-0.76079,0.1794,0.12379,0.04728,-1.04034,-0.94871,-0.25522,1.33844,0.97288,-1.41968,17.07975,0.01445,-2.89802,9.95743,864.44794,1.0882,-0.32722,-0.27596
="2026/04/02 16:41:03.300",2.63804,0.00978,-0.50426,0.07982,0.13231,0.11187,-2.91932,0.01779,3.79351,1.19093,0.94961,-1.95403,16.70892,2.9766,-1.9903,4.89881,862.70514,1.15782,0.26443,-1.55644
="2026/04/02 16:41:03.320",0.86058,-0.09337,-1.12042,0.00646,-0.02157,-0.00126,0.80694,-0.41255,0.08896,1.51507,1.19391,-2.98709,16.814,-3.29067,-1.1491,3.02713,861.16681,3.23725,-0.00899,-0.68609
="2026/04/02 16:41:03.340",1.26872,0.22077,-0.24236,0.14919,0.27126,0.32319,-2.48139,-0.31817,-0.66058,1.26779,1.22622,-3.21743,18.37959,3.2444,-2.66756,10.02865,859.52985,3.04401,0.06097,-0.48698
="2026/04/02 16:41:03.360",1.62166,0.18476,-0.83308,0.38478,0.09849,-0.0532,0.74081,0.24922,0.78167,0.28096,0.40918,-2.9671,19.71409,1.33946,0.03337,-2.14817,859.02686,3.91287,0.36411,-1.16052
="2026/04/02 16:41:03.380",-1.09685,-0.02967,-0.24628,0.24365,0.17234,0.16245,0.80172,-0.27259,-3.94484,0.36459,0.32034,-2.71845,20.22266,-1.6462,-1.09093,4.39644,859.42548,3.96158,-0.11145,0.52577
="2026/04/02 16:41:03.400",0.47734,-0.00961,0.56267,0.3106,0.27399,0.09876,-0.40224,0.52366,-1.97677,-0.73453,-0.37019,-1.33872,21.75886,4.55064,-0.08681,-1.99223,860.38519,1.82975,0.02149,-0.25728
="2026/04/02 16:41:03.420",-1.92477,-0.22427,0.43595,0.15772,-0.03537,0.08909,3.5368,0.45978,-2.6797,-0.82666,-0.98944,0.11591,23.44597,-3.84401,1.64436,-7.06091,862.39758,3.18141,-0.28286,-0.44348
="2026/04/02 16:41:03.440",-1.8682,-0.44238,1.58396,0.4268,0.16349,0.29985,-0.66517,0.34893,-3.72698,-1.06771,-1.25604,1.4684,23.93318,1.13527,0.60062,-2.58698,867.94299,1.10741,-0.30639,0.25063
="2026/04/02 16:41:03.460",-0.98325,-0.48873,0.99484,-0.06738,0.0227,0.03395,2.00791,0.52816,-1.488,-1.52149,-1.99781,3.32161,23.66022,0.47207,3.09323,-11.65957,871.48621,0.73589,0.29855,0.36527
="2026/04/02 16:41:03.480",-3.74878,-0.32793,1.79213,-0.48818,-0.09575,-0.09489,1.25471,0.04897,-1.71482,-0.54318,-1.75425,4.89341,23.2874,-6.17877,1.53987,-5.81461,874.34021,0.70268,0.20013,0.82242
="2026/04/02 16:41:03.500",-0.47191,-0.16941,1.45023,-0.52424,-0.0216,0.07586,-0.89586,-0.06141,0.51086,-0.87162,-1.52172,5.09667,22.01718,2.46474,0.9306,-7.83736,878.12543,-1.95102,0.32207,0.50805
="2026/04/02 16:41:03.520",-2.54109,-0.0348,1.05298,-0.58361,-0.19265,-0.21889,1.89709,0.00239,2.0178,0.273,-1.18806,4.43276,21.47002,-3.91473,1.31779,-6.22729,873.47821,-0.81081,0.13413,0.7815
="2026/04/02 16:41:03.540",-1.02941,0.29304,1.85438,-0.33249,-0.14003,-0.15151,-2.17533,-0.20613,1.73847,0.78225,-0.35814,3.29962,21.78845,-2.1075,0.9055,-1.38064,868.9906,-2.99027,0.1395,0.52257
="2026/04/02 16:41:03.560",0.99321,0.18422,0.09119,-0.16495,-0.18806,-0.31685,-0.04346,-0.13129,3.39171,0.91176,-0.67123,2.55922,20.1241,2.40058,1.05428,-2.28282,857.42401,-2.8624,0.18903,-0.30771
="2026/04/02 16:41:03.580",-1.17616,-0.08856,-0.12818,-0.87735,-0.25627,-0.3967,-0.89494,-0.25068,3.25903,1.73797,0.35111,0.28868,22.52659,-3.80698,-0.30767,5.32636,845.17102,-2.61645,-0.01732,0.72407
="2026/04/02 16:41:03.600",2.77948,-0.05106,-0.42435,-0.05544,-0.10683,-0.14124,-2.12771,0.17625,2.38587,1.14047,0.54457,-1.36885,21.81459,4.85575,-0.54611,4.73057,839.04449,-4.22572,0.16939,0.10555
="2026/04/02 16:41:03.620",1.25996,0.13392,-2.15134,-0.23129,-0.09858,-0.13679,0.53549,-0.07247,2.98955,1.17642,0.95293,-3.42625,19.36839,0.60002,-0.85659,8.13168,828.8465,-2.27072,-0.22554,0.42687
="2026/04/02 16:41:03.640",1.97133,0.42099,-1.4652,-0.24711,-0.09167,-0.25994,-2.03298,0.25119,1.09529,0.83436,1.59622,-5.10911,19.91957,1.02571,-1.29632,9.95033,832.24335,-3.13409,-0.16311,-0.27894
="2026/04/02 16:41:03.660",3.55722,0.54079,-2.5712,0.10822,-0.12685,-0.03494,-0.33459,-0.31584,-0.08456,-0.03445,1.29469,-5.50674,14.3518,5.33394,-1.2223,8.16697,836.56702,-1.74935,-0.00946,-0.64736
="2026/04/02 16:41:03.680",0.80993,0.46846,-2.30359,0.33477,0.13713,0.01069,0.49051,0.29474,-0.73706,0.12113,2.23992,-4.32046,13.73771,-1.40993,-2.5354,9.32093,845.64557,-0.31736,-0.17258,-0.55803
="2026/04/02 16:41:03.700",3.16518,0.11484,-2.19213,0.48188,0.13211,0.07276,-1.25715,0.08664,-2.65966,-0.92936,1.75779,-3.90411,13.03405,3.49909,-2.59186,4.63681,867.14996,-1.04198,0.02422,-0.28578
="2026/04/02 16:41:03.720",-0.16512,0.23713,-1.5253,0.46055,0.04847,-0.022,1.72174,0.13863,-2.73203,-0.85372,2.00008,-2.74173,8.96142,1.47026,-1.91109,2.18442,878.86865,1.91902,-0.16887,-0.18519
="2026/04/02 16:41:03.740",0.68544,0.09741,-1.35606,0.33786,0.15661,0.11053,-0.49128,0.37568,-2.88892,-1.14219,1.13289,-0.67542,13.67983,-2.6161,-1.28178,-0.08857,898.1615,1.28192,-0.07343,-0.52675
="2026/04/02 16:41:03.760",0.32359,-0.07955,0.61939,0.42868,0.17732,0.1971,0.67616,0.17602,-3.58289,-0.91068,0.5363,1.55957,9.79729,1.75386,-0.71328,-5.20767,907.38135,2.93612,-0.13738,-0.35013
="2026/04/02 16:41:03.780",-2.69146,-0.22914,0.72803,1.15265,0.01779,0.03196,0.96413,0.28682,-1.98778,-0.38746,0.56734,2.60109,11.25834,-3.97457,-0.51728,-4.22949,907.98315,4.69963,-0.38596,-0.55621
