time,v00018.AccX,v00018.AccY,v00018.AccZ,v00033.AccX,v00033.AccY,v00033.AccZ,s00018-1.chdata,s00018-2.chdata,s00018-3.chdata,v00029.AccX,v00029.AccY,v00029.AccZ,v00023.AccX,v00023.AccY,v00023.AccZ,v00035.AccX,v00035.AccY,v00035.AccZ,s0005-2.chdata,s0005-3.chdata,v00028.AccX,v00028.AccY,v00028.AccZ,v00015.AccX,v00015.AccY,v00015.AccZ,s0013-1.chdata,s0013-2.chdata,s0013-3.chdata,s00017-2.chdata,s00017-3.chdata,s0017-1.chdata,s0017-2.chdata,s0017-3.chdata,s0011-1.chdata,s0011-2.chdata,s0011-3.chdata,v00036.AccX,v00036.AccY,v00036.AccZ,v00025.AccX,v00025.AccY,v00025.AccZ,v00024.AccX,v00024.AccY,v00024.AccZ,v00014.AccX,v00014.AccY,v00014.AccZ,v00026.AccX,v00026.AccY,v00026.AccZ,v00034.AccX,v00034.AccY,v00034.AccZ
="2026/04/02 16:24:11.040",0.08291,-0.02038,0.20243,0.02529,0.02631,-0.02975,0,13.01087,0,-0.0014,0.00396,0.02821,0.01223,-0.01711,-0.06194,-0.056,-0.06406,-0.37031,,,0.03813,-0.05117,-0.18269,-0.01316,0.00305,-0.01145,,,,137.05333,40.97436,74.69562,137.05333,40.97436,,,,-0.03863,0.02605,-0.01224,0.05598,-0.01347,-0.09537,-0.0116,0.02485,0.00624,0.01175,0.0048,-0.02017,0.0182,0.00496,-0.06721,-0.02001,0.01491,0.33522
="2026/04/02 16:24:11.060",-0.02975,-0.02774,0.07503,-0.01584,0.0256,-0.05938,0,12.7098,0,-0.0076,0.0055,0.02828,0.00626,-0.0334,0.09713,-0.08322,-0.04238,-0.20932,,,-0.01083,-0.04474,-0.10733,-0.01282,0.00158,0.04043,,,,136.62744,40.61025,74.94257,136.62744,40.61025,,,,0.04095,0.04058,0.1191,0.03419,0.03523,0.14452,-0.00865,0.02607,0.00698,0.00072,-0.00733,-0.00237,0.04527,-0.00833,0.06694,0.01465,0.15225,-0.41001
="2026/04/02 16:24:11.080",0.05341,0.06572,-0.08476,0.01391,0.01114,-0.00527,0,12.82326,0,0.02365,-0.00282,-0.0127,0.01619,0.03108,-0.00094,0.09911,0.00584,-0.04747,,,0.04312,-0.00976,-0.03024,0.00974,0.03039,0.03118,,,,135.99048,40.65522,74.25832,135.99048,40.65522,,,,0.03647,0.02833,0.07139,-0.0251,-0.0034,-0.0982,0.00571,-0.01275,-0.01728,0.00248,0.01153,-0.01607,0.02775,0.0178,-0.10936,0.0068,0.0533,-0.07102
="2026/04/02 16:24:11.100",0.03284,0.0649,0.07524,0.0003,-0.03619,0.02433,0,13.8658,0,-0.01206,-0.00117,-0.01958,-0.03775,0.09371,-0.14516,-0.0445,0.13003,0.2889,,,-0.07024,-0.02822,0.12702,0.00316,-0.01829,0.00375,,,,135.48489,40.69729,74.50603,135.48489,40.69729,,,,-0.00591,0.01372,0.24651,0.05749,0.03437,0.05528,-0.01167,0.03816,-0.00869,-0.00309,0.00857,0.02469,0.00422,0.04039,0.08473,0.0422,-0.05736,0.07576
="2026/04/02 16:24:11.120",0.00354,-0.03405,0.07641,0.03956,0.03133,-0.00953,0,13.97538,0,-0.01536,0.00125,0.0166,-0.0066,-0.05091,-0.05359,0.05076,0.10356,0.14412,,,-0.05106,-0.00369,0.08247,0.00896,0.01077,-0.04175,,,,134.78746,39.74518,74.95068,134.78746,39.74518,,,,0.04827,0.07205,-0.10045,-0.02997,0.01771,-0.05345,0.00146,0.01228,0.00603,0.01957,-0.00445,0.00598,-0.00718,0.14177,0.05371,0.02639,0.00725,0.01455
="2026/04/02 16:24:11.140",0.01539,-0.05751,-0.0592,0.00968,-0.02958,-0.04379,0,13.77304,0,-0.02206,-0.0049,-0.05817,0.01001,-0.03827,0.12584,0.05237,-0.01038,0.03649,,,-0.00779,-0.09051,0.01413,0.02802,-0.00534,-0.06615,,,,135.50987,39.07156,74.73093,135.50987,39.07156,,,,-0.02508,0.03745,0.07579,0.02785,-0.03049,0.00179,-0.007,0.0055,-0.01038,-0.00364,-0.00627,-0.01457,-0.08755,0.11931,-0.11153,0.01192,0.11331,-0.06247
="2026/04/02 16:24:11.160",0.00914,0.0269,0.03806,-0.02883,-0.03331,0.03665,0,14.04461,0,-0.00731,-0.01124,-0.02815,0.04908,0.01636,0.02866,-0.02837,0.07573,0.00319,,,-0.06942,0.03281,-0.00362,0.01112,0.01487,0.023,,,,136.63542,38.90343,74.94144,136.63542,38.90343,,,,-0.0305,0.04767,0.04358,-0.08705,0.00975,0.00768,0.00498,0.01827,-0.00939,0.01314,-0.00628,0.03487,-0.00124,0.0486,0.02886,-0.00401,0.0175,-0.08312
="2026/04/02 16:24:11.180",-0.01412,0.05168,0.17176,0.04063,0.01536,0.00184,0,13.76706,0,-0.01672,-0.01933,-0.01898,0.0211,0.02597,0.02957,0.03383,0.00252,-0.03996,,,0.02539,-0.03923,0.02148,0.01715,0.00327,0.01975,,,,137.83615,38.70039,74.77971,137.83615,38.70039,,,,-0.02575,0.03299,0.14607,0.05896,-0.0165,0.0215,-0.00169,0.02338,-0.02161,-0.01271,-0.03254,0.01235,0.01988,-0.02959,0.08337,-0.03816,-0.04852,0.17923
="2026/04/02 16:24:11.200",-0.03439,-0.06359,0.19799,0.00016,-0.02066,0.01085,0,12.90797,0,-0.01313,0.00537,-0.03164,0.00154,-0.05693,0.00968,-0.01724,-0.00326,-0.0321,,,0.00317,-0.03468,-0.0091,-0.00785,-0.02006,-0.00054,,,,138.30138,38.31767,74.5925,138.30138,38.31767,,,,0.0373,0.01948,0.07484,0.07287,-0.08091,0.09707,-0.01239,-0.01153,-0.03441,0.00801,0.00215,0.02526,0.01973,0.00972,-0.12348,-0.03977,0.01725,0.01286
="2026/04/02 16:24:11.220",-0.05645,0.0305,0.01721,-0.018,-0.00214,0.03104,0,12.44994,0,-0.02495,0.02697,0.01878,-0.00994,0.04311,-0.04316,-0.01393,0.01654,-0.26519,,,0.04147,-0.08686,0.01848,-0.00143,0.01665,0.00021,,,,138.18842,38.22842,74.33768,138.18842,38.22842,,,,0.07016,-0.0513,0.0399,0.06924,-0.04368,-0.04229,0.01615,0.00438,0.02385,0.00741,0.002,0.00888,0.02698,0.01432,0.00121,-0.00595,-0.01709,0.11572
="2026/04/02 16:24:11.240",0.01504,-0.05461,0.06793,0.00169,0.0022,0.03671,0,12.7856,0,0.01377,-0.0215,0.02264,0.05047,0.03249,-0.1161,0.08411,-0.00942,0.13649,,,-0.06396,0.09448,0.057,-0.01371,0.00636,-0.01571,,,,138.47015,38.1315,74.37932,138.47015,38.1315,,,,-0.01495,-0.06581,0.04725,-0.07351,-0.02934,0.06634,0.01199,0.00895,0.00378,-0.00899,0.00044,-0.01242,-0.07734,0.02421,0.00687,0.04294,-0.03567,-0.13184
="2026/04/02 16:24:11.260",0.00877,0.00752,0.02979,-0.00285,0.0015,-0.04737,0,13.58739,0,0.00291,-0.02085,-0.02665,0.00167,-0.03287,0.04592,-0.01248,0.16534,-0.03711,,,0.05832,-0.01451,0.03969,0.01464,0.00196,-0.01521,,,,138.51257,37.25688,75.13465,138.51257,37.25688,,,,0.01564,0.10005,-0.09249,-0.04794,-0.02751,-0.09202,0.02052,-0.01326,0.0521,0.01232,0.01357,0.01638,-0.01968,0.04245,0.04799,0.00105,0.0632,0.02006
="2026/04/02 16:24:11.280",0.01874,-0.06561,0.14023,0.00201,0.00678,-0.02914,0,13.59286,0,-0.01694,-0.00207,-0.02252,-0.00809,-0.08837,0.12477,0.00521,0.1022,0.34459,,,0.02314,0.03052,0.04407,0.00746,0.00067,0.0226,,,,137.5545,36.2341,75.78203,137.5545,36.2341,,,,0.05249,0.04132,-0.04733,-0.04954,-0.0181,0.07462,0.00476,0.00506,-0.00751,-0.00017,-0.01118,0.02502,-0.14151,0.06386,-0.13882,0.02224,0.10848,-0.10903
="2026/04/02 16:24:11.300",0.04039,0.0142,0.04927,-0.01413,-0.00016,0.01059,0,13.05053,0,-0.0147,0.01358,0.04327,-0.00987,0.0111,-0.0005,0.10404,0.15743,-0.07919,,,0.00013,0.00278,0.02872,0.00386,-0.00515,-0.00137,,,,135.33089,35.78566,75.93443,135.33089,35.78566,,,,-0.01556,0.09905,-0.08991,0.05492,0.03418,-0.05311,-0.00433,-0.00157,-0.05374,-0.0071,-0.01221,-0.01694,-0.05449,0.01381,0.12981,0.00978,-0.04413,-0.08054
="2026/04/02 16:24:11.320",-0.02254,0.05028,-0.04397,-0.01076,-0.00333,-0.0294,0,13.34001,0,-0.00521,-0.00336,-0.00845,0.0272,0.03252,-0.02098,-0.00118,-0.02274,0.05416,,,-0.05961,0.05148,0.04775,0.00354,-0.00048,0.03284,,,,131.97554,35.21683,76.12959,131.97554,35.21683,,,,-0.0641,0.05795,0.13743,-0.06487,-0.00186,0.10388,0.00047,0.01854,-0.06221,-0.01111,0.00547,0.00834,-0.04777,-0.01385,-0.18763,0.02913,-0.09419,0.09878
="2026/04/02 16:24:11.340",-0.00529,-0.04274,0.17267,-0.0145,-0.00205,-0.03486,0,13.36805,0,-0.00902,0.01062,0.00504,-0.01134,0.02269,0.06867,-0.06303,-0.11574,-0.10924,,,0.04529,0.03437,-0.11676,-0.01133,-0.00777,0.0367,,,,127.52097,34.42551,76.82092,127.52097,34.42551,,,,0.03638,0.02552,-0.01463,0.02152,-0.01412,-0.05481,-0.00803,-0.01647,0.00837,-0.00921,-0.0003,0.00535,-0.01225,-0.08356,0.00073,0.00027,-0.03869,0.22462
="2026/04/02 16:23:41.000",,,,,,,,,,,,,,,,,,,32.34204 | 32.35349 | 31.86912 | 32.55977 | 33.37751 | 33.14805 | 32.5391 | 32.49445 | 33.08002 | 33.25614 | 32.79013 | 32.36803 | 32.55825 | 32.75322 | 33.09655 | 33.30041 | 33.66595 | 33.78939 | 33.29817 | 32.86636 | 32.86393 | 33.12061 | 33.19394 | 33.12091 | 32.99148 | 32.97831 | 33.41748 | 34.16063 | 33.99727 | 33.67974 | 33.29012 | 32.83394 | 32.68625 | 32.62632 | 32.5728 | 32.80424 | 33.07729 | 32.87818 | 32.13508 | 32.14362 | 33.24948 | 33.12152 | 32.75299 | 32.8168 | 32.6071 | 32.65563 | 32.92659 | 32.97345 | 32.89719 | 33.28479,178.3264 | 178.75865 | 178.9097 | 178.7484 | 178.47398 | 178.51459 | 178.83551 | 178.5677 | 178.28964 | 178.11888 | 178.26764 | 178.83424 | 179.43187 | 179.39465 | 178.92776 | 179.03021 | 179.23491 | 178.96552 | 178.52765 | 179.20673 | 180.00995 | 179.66989 | 178.75154 | 178.45905 | 178.95427 | 179.01302 | 178.80003 | 179.14709 | 178.94481 | 178.29016 | 178.20929 | 178.3748 | 179.07275 | 179.12161 | 178.56003 | 178.86346 | 179.17889 | 178.92432 | 178.52255 | 178.61293 | 178.31642 | 177.87875 | 178.04172 | 178.65891 | 178.96375 | 179.00047 | 178.57573 | 178.10736 | 177.70703 | 178.19234,,,,,,,,,,,,,,,161.37288 | 162.10973 | 162.02133 | 161.18169 | 160.44205 | 160.38857 | 161.78896 | 162.7359 | 162.14424 | 161.29597 | 161.09145 | 161.44693 | 162.14255 | 162.23878 | 161.38356 | 160.65979 | 161.1799 | 161.99771 | 161.75912 | 161.00204 | 160.55257 | 160.40178 | 160.8364 | 161.93462 | 162.14284 | 161.53445 | 161.28804 | 160.62119 | 160.05437 | 161.04527 | 161.95973 | 161.38127 | 160.86028 | 160.98645 | 161.26808 | 161.92746 | 161.48578 | 160.74947 | 160.72511 | 160.53413 | 160.75691 | 161.87645 | 162.08876 | 161.14307 | 160.46053 | 160.40865 | 161.27 | 162.18008 | 161.79997 | 160.84755,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0,89.11615 | 90.04566 | 89.89359 | 89.29386 | 89.24197 | 89.55782 | 89.34066 | 89.01811 | 89.21062 | 89.4248 | 89.45492 | 89.08717 | 89.11536 | 89.4203 | 89.48674 | 89.15726 | 89.04365 | 89.2705 | 89.13943 | 88.71575 | 88.74399 | 88.98737 | 89.45252 | 89.7781 | 90.19246 | 90.33235 | 89.61401 | 88.98691 | 89.19324 | 89.39873 | 89.1339 | 88.70567 | 89.32898 | 89.54004 | 88.97221 | 89.20723 | 89.47688 | 89.23769 | 88.95061 | 88.58021 | 89.11102 | 89.5409 | 89.73977 | 89.83958 | 89.86812 | 90.12726 | 89.95311 | 88.94868 | 88.70276 | 89.092,,,,,,,,,,,,,,,,,,
="2026/04/02 16:20:17.000",,,,,,,,,,,,,,,,,,,,,,,,,,,430.42133 | 429.62399 | 429.69019 | 430.04492 | 430.36942 | 430.9538 | 430.01178 | 429.03125 | 429.04572 | 428.68448 | 428.50558 | 429.38397 | 429.59753 | 429.67853 | 429.45206 | 429.11063 | 429.43549 | 429.52368 | 427.49225 | 427.45816 | 429.70312 | 430.63928 | 429.1795 | 427.34296 | 427.64059 | 429.21307 | 431.11234 | 431.06689 | 429.6163 | 428.37228 | 429.19662 | 429.93845 | 429.83347 | 428.90942 | 427.94125 | 428.44421 | 429.65631 | 429.74332 | 429.38559 | 428.63519 | 429.32031 | 429.21741 | 429.81235 | 429.83759 | 428.19553 | 427.88525 | 429.64288 | 430.00824 | 428.61218 | 427.3916,433.58969 | 433.16803 | 432.1839 | 433.0484 | 433.5574 | 433.11343 | 433.23483 | 434.03909 | 433.85931 | 433.0632 | 433.21954 | 433.7905 | 432.03409 | 430.76611 | 432.3277 | 434.37979 | 434.72803 | 433.12888 | 431.85941 | 432.06442 | 431.44958 | 432.46838 | 433.57611 | 433.30228 | 433.3407 | 433.61646 | 433.29691 | 432.16693 | 432.10217 | 432.46927 | 432.2135 | 431.92715 | 433.08969 | 433.86121 | 433.24078 | 432.87421 | 433.45581 | 434.0596 | 433.47141 | 431.50421 | 432.38544 | 434.86444 | 434.1647 | 432.3017 | 433.1763 | 434.90735 | 434.83929 | 433.23746 | 431.88977 | 433.05591,47.73905 | 48.70457 | 49.1897 | 48.73012 | 49.29176 | 50.57199 | 50.30141 | 49.66747 | 49.79274 | 49.08081 | 49.04554 | 50.09102 | 50.35343 | 48.99245 | 48.54968 | 49.07159 | 50.02568 | 50.81228 | 49.96963 | 48.66671 | 48.22424 | 48.14843 | 48.89946 | 49.30726 | 50.31998 | 50.89748 | 49.39817 | 48.76955 | 49.09416 | 48.93385 | 49.12611 | 50.84612 | 51.68663 | 50.40435 | 49.31027 | 50.39019 | 51.65517 | 50.16811 | 48.79206 | 50.26964 | 50.95764 | 50.18443 | 50.43312 | 51.27232 | 51.53364 | 50.54821 | 50.10689 | 51.65168 | 51.86711 | 51.12964,,,,,,,,,,,,,,,,,,,,,,,,,,
="2026/04/02 16:24:11.360",0.01031,0.04295,0.05589,-0.01668,-0.01452,-0.0497,0,12.88369,0,0.01045,0.01292,0.00535,0.01295,-0.00803,-0.00569,-0.0101,-0.08793,-0.2307,,,0.06045,-0.01602,-0.03374,0.00265,0.03691,-0.07193,,,,123.67359,34.10233,76.94143,123.67359,34.10233,,,,0.04305,-0.01578,0.00459,0.00292,0.01443,0.05252,-0.0171,0.02349,0.03882,-0.00512,0.0126,0.00378,0.00086,0.05615,0.06853,-0.00194,-0.00628,0.03258
="2026/04/02 16:24:11.380",-0.04339,0.00823,0.09282,0.01128,-0.00835,-0.00532,0,13.26691,0,0.01221,0.00238,-0.03733,-0.03771,-0.01036,-0.06116,0.04441,-0.02214,0.09925,,,0.08948,-0.12001,-0.07453,0.00697,-0.00331,0.01178,,,,121.97978,33.99269,76.77959,121.97978,33.99269,,,,0.00039,-0.04527,-0.04126,0.05092,-0.07747,-0.09858,0.02061,-0.01526,0.00623,-0.00967,-0.01377,0.00716,-0.03038,-0.00569,-0.0179,-0.01104,-0.02741,0.02241
="2026/04/02 16:24:11.400",0.01377,-0.02474,-0.19038,0.01755,0.01542,0.03163,0,13.61629,0,-0.0132,0.01869,-0.02237,-0.03447,-0.0369,-0.08115,-0.018,-0.05217,0.13735,,,-0.02827,0.01893,0.10824,0.02923,-0.02902,0.02182,,,,120.82506,33.39068,76.88416,120.82506,33.39068,,,,-0.01943,0.0133,0.05468,-0.0871,0.05079,0.12902,0.01348,-0.00319,0.00687,0.01024,-0.00824,-0.00309,0.00088,0.00783,0.02497,0.05356,-0.03692,-0.11308
="2026/04/02 16:24:11.420",0.02597,-0.05218,-0.02491,-0.02878,-0.02671,0.03879,0,13.68382,0,0.00248,0.01981,-0.03722,0.01895,-0.05759,0.13,-0.10027,0.05988,0.16267,,,0.00703,-0.02495,0.10458,0.0022,-0.01918,-0.03158,,,,119.13607,32.04844,77.03619,119.13607,32.04844,,,,-0.11794,0.08854,0.04275,0.00708,-0.02069,-0.18502,-0.02037,0.01418,0.03618,-0.02184,0.00014,-0.00676,0.02468,-0.00589,0.04963,-0.01456,0.05879,0.18537
="2026/04/02 16:24:11.440",-0.03531,0.02685,-0.03763,0.00217,-0.00601,0.05237,0,13.88733,0,-0.00863,0.00514,-0.01826,0.00981,-0.02598,-0.03651,-0.01652,-0.07828,0.04198,,,-0.06694,0.01591,0.09349,-0.01658,-0.00821,0.00913,,,,118.08688,30.71858,77.4798,118.08688,30.71858,,,,0.04357,0.06306,-0.11734,0.03625,0.10449,0.10206,0.00589,0.00817,-0.00413,0.00428,-0.00154,-0.00819,-0.0079,0.05441,-0.08394,-0.05222,0.06014,-0.17274
="2026/04/02 16:24:11.460",0.05247,0.02243,-0.10235,0.01445,0.00981,0.0352,0,13.82384,0,-0.03412,0.03097,-0.02201,-0.01711,0.06369,-0.05351,0.0423,-0.11791,-0.22636,,,0.06916,-0.066,-0.14456,-0.02892,0.03332,0.03486,,,,118.08897,30.18296,77.45709,118.08897,30.18296,,,,0.00858,-0.00248,-0.01686,0.06863,-0.05626,-0.2862,-0.00108,-0.01204,0.00337,0.02651,0.00548,0.02909,0.01695,-0.01712,-0.06715,0.00235,-0.10294,-0.0409
="2026/04/02 16:24:11.480",-0.06357,-0.0087,0.15618,-0.02045,-0.00587,-0.02859,0,13.89847,0,-0.01438,0.01622,0.00507,0.01172,0.0328,0.01199,-0.02333,-0.06666,-0.07,,,0.05463,0.08127,0.08966,0.0021,0.0052,0.06051,,,,118.47186,30.12234,77.31094,118.47186,30.12234,,,,-0.05243,0.01985,0.02419,-0.06113,0.00786,0.15698,-0.01358,-0.02396,0.04074,0.0001,0.00428,0.00455,0.04777,0.01197,0.05729,0.04248,-0.01079,-0.19105
="2026/04/02 16:24:11.500",-0.10348,-0.066,-0.11087,0.01597,0.00496,-0.00801,0,13.76845,0,-0.01226,-0.00038,-0.03446,0.02616,0.00594,0.02755,-0.11476,0.03971,0.06146,,,0.06648,-0.04247,-0.09733,-0.00597,-0.00001,0.04297,,,,119.15357,30.29555,77.16115,119.15357,30.29555,,,,-0.02996,0.03416,0.04703,-0.00642,-0.07048,-0.07767,0.02145,-0.00569,0.02432,-0.0213,-0.00691,-0.01917,0.01043,-0.04991,0.02881,-0.00839,0.0773,0.2921
="2026/04/02 16:24:11.520",0.00548,0.04073,0.10276,0.01759,0.01344,0.04605,0,13.59761,0,-0.00465,-0.0046,0.02735,-0.03486,0.00685,0.00264,0.07985,0.05335,0.00192,,,0.00061,-0.03848,0.03699,0.00264,-0.03736,0.04501,,,,119.0446,30.54923,77.47106,119.0446,30.54923,,,,0.02917,-0.12321,0.07427,-0.0183,-0.06639,0.1521,0.00946,0.01088,0.02847,0.00558,0.00052,0.01479,0.00106,-0.02435,0.04047,0.02915,0.02787,-0.08964
="2026/04/02 16:24:11.540",-0.03329,0.01602,-0.10164,-0.04358,-0.03294,0.0316,0,13.2503,0,0.01971,-0.01555,0.01247,-0.0023,-0.04155,-0.01787,0.04192,0.01288,-0.03734,,,-0.01808,-0.0601,-0.07889,-0.03154,0.03143,-0.10169,,,,118.52669,29.89564,77.62978,118.52669,29.89564,,,,0.01433,0.08798,-0.00158,-0.01168,-0.03607,-0.05782,-0.01193,0.00584,-0.01036,-0.03705,-0.0118,-0.01772,-0.03228,0.06927,-0.07315,0.01946,0.05669,-0.02443
="2026/04/02 16:24:11.560",-0.0328,-0.06626,-0.15577,0.00653,0.02939,0.00255,0,13.36365,0,-0.01934,0.01595,0.02547,-0.04691,0.01031,-0.04172,-0.06662,0.07962,0.10566,,,-0.01966,0.09123,0.18623,-0.00349,0.00858,0.03317,,,,123.12102,30.7844,76.93861,123.12102,30.7844,,,,-0.03459,-0.02639,0.20889,0.02556,0.10417,-0.02804,0.02186,-0.01296,0.00209,0.018,0.01807,-0.01141,-0.10278,0.04214,0.05264,-0.05385,0.05433,-0.0708
="2026/04/02 16:24:11.580",-0.021,-0.01201,-0.05699,0.00261,0.00396,-0.00067,0,13.82195,0,0.01272,-0.01268,0.05856,0.01273,-0.0232,-0.02374,-0.03109,0.0745,-0.02593,,,0.0182,-0.00153,-0.14643,0.00689,0.01324,0.04229,,,,137.04752,34.06018,74.99279,137.04752,34.06018,,,,-0.08261,0.05677,-0.09811,-0.03852,-0.0809,0.03429,-0.00997,0.01773,-0.01129,-0.01329,-0.00017,0.00133,0.01203,-0.05239,-0.05478,-0.00897,-0.01365,0.18362
="2026/04/02 16:24:11.600",-0.04263,0.13481,-0.01171,-0.0326,0.01831,-0.03318,0,13.80689,0,0.02511,0.01448,0.02196,0.00128,-0.01677,0.0753,0.08075,0.048,-0.00108,,,-0.01163,-0.01394,0.0284,0.01759,0.00719,-0.00232,,,,144.78362,35.35625,72.90446,144.78362,35.35625,,,,0.06908,0.04169,-0.07334,0.034,0.1375,-0.21543,0.01284,-0.03836,0.03731,0.0105,0.02083,0.0072,-0.00154,-0.03806,0.1126,-0.01261,0.04593,-0.11001
="2026/04/02 16:24:11.620",-0.00554,-0.06181,-0.02528,-0.00827,-0.00785,-0.00304,0,13.23965,0,0.01609,-0.00804,0.02808,0.05526,-0.00213,0.04862,0.00673,-0.05923,-0.12281,,,-0.01357,-0.05103,-0.05685,0.00717,-0.04623,0.03605,,,,137.04457,34.72396,72.48437,137.04457,34.72396,,,,-0.07902,0.07585,0.00708,0.00191,0.01694,-0.04832,0.00632,0.0105,-0.00224,-0.01806,-0.00902,0.02912,0.0297,0.05342,-0.11501,0.0179,-0.05409,0.00856
="2026/04/02 16:24:11.640",0.00329,-0.02753,-0.1245,0.0033,-0.00079,0.02701,0,12.82696,0,-0.0141,-0.00842,0.01751,-0.03318,-0.00985,-0.04989,0.0093,-0.02716,-0.03425,,,0.0025,0.11791,0.13273,0.01602,-0.01176,0.0082,,,,124.36543,37.3731,72.09633,124.36543,37.3731,,,,-0.00758,0.02002,0.17935,-0.11059,-0.03978,0.29001,-0.01399,0.01335,-0.00582,0.01321,0.00677,-0.00028,-0.03767,0.03961,0.08669,0.01992,0.01136,0.03442
="2026/04/02 16:24:11.660",-0.06192,0.00795,0.16024,-0.004,-0.01162,-0.02863,0,12.79479,0,0.00123,-0.01467,0.05913,-0.00811,-0.04005,-0.01449,-0.00391,-0.00139,-0.04465,,,0.02839,-0.07721,-0.10125,-0.00653,0.02884,0.02349,,,,114.19047,40.65449,70.98291,114.19047,40.65449,,,,0.08805,0.08933,-0.0063,0.09748,0.00058,-0.23871,0.00974,-0.01638,-0.02951,-0.00978,0.00766,-0.00721,0.0036,-0.00898,-0.0786,0.01254,0.07249,-0.00551
="2026/04/02 16:24:11.680",-0.05265,-0.00379,-0.0656,0.01744,-0.0035,0.01628,0,13.1871,0,0.01563,-0.00289,0.04809,0.00634,-0.00446,0.0297,0.01924,0.08779,-0.02306,,,-0.01587,-0.06085,0.09105,0.00754,-0.02201,0.13,,,,106.92155,39.8033,69.88254,106.92155,39.8033,,,,-0.16336,0.0341,0.05947,0.0126,-0.04542,0.1403,0.01781,-0.01719,-0.05489,0.01966,0.01149,0.01434,0.02126,0,0.01922,-0.01,0.01663,0.05658
="2026/04/02 16:24:11.700",0.05168,0.03431,-0.01878,0.00236,0.02741,-0.00553,0,13.72806,0,0.03023,-0.01988,0.04535,0.05243,-0.02232,-0.00253,0.08042,0.03568,0.18858,,,-0.00725,-0.06768,-0.07527,-0.00323,-0.03325,0.11388,,,,102.93096,38.11873,70.08473,102.93096,38.11873,,,,0.03179,-0.04928,-0.12387,0.03873,0.01333,-0.15467,-0.01756,-0.0011,-0.02933,-0.00966,-0.01624,0.01256,0.01994,0.03902,-0.07372,0.03094,-0.02727,-0.05505
="2026/04/02 16:24:11.720",0.00114,-0.06754,-0.1825,0.01072,-0.01445,-0.00979,0,13.85773,0,-0.003,-0.00005,0.04404,-0.07261,0.00033,0.01278,-0.0475,0.09803,-0.03503,,,-0.03949,0.0979,0.16256,0.02007,-0.01944,0.06666,,,,100.58799,38.4761,70.27834,100.58799,38.4761,,,,0.03037,-0.03503,-0.13255,0.04886,-0.01281,0.22592,-0.0034,-0.00378,0.03898,-0.00178,0.00802,0.01213,0.06726,-0.00965,0.12479,0.0075,-0.00083,-0.03306
="2026/04/02 16:24:11.740",0.01745,0.10945,-0.04174,-0.00962,-0.00517,-0.02446,0,13.30241,0,-0.00021,-0.01131,0.01985,0.03901,0.01274,0.03779,0.0216,-0.00037,0.14131,,,0.06719,0.00198,-0.0815,-0.003,-0.01689,0.04838,,,,98.07246,39.66372,70.54794,98.07246,39.66372,,,,-0.04202,-0.01703,-0.22099,-0.0311,-0.0187,-0.08106,0.00365,-0.00455,-0.00957,-0.00659,-0.02009,0.04878,0.04815,-0.04456,-0.10203,0.03843,0.08207,-0.17816
="2026/04/02 16:24:11.760",-0.05226,-0.03807,-0.00228,0.01934,-0.01638,0.00478,0,13.15126,0,-0.00625,-0.00094,-0.00271,-0.02839,-0.04158,-0.08475,0.05828,-0.00931,-0.31488,,,-0.00082,-0.03032,0.0139,0.01667,0.04173,-0.04729,,,,96.75741,37.81955,71.74737,96.75741,37.81955,,,,0.00524,-0.00415,-0.13419,-0.01881,0.02801,-0.03732,0.00339,-0.02329,0.06108,-0.00238,-0.00824,0.00356,0.01551,-0.0288,0.16177,-0.0323,0.01488,0.2992
="2026/04/02 16:24:11.780",-0.052,0.02427,-0.06315,-0.06816,0.00118,-0.01829,0,13.40715,0,-0.01213,-0.01155,0.02836,0.03949,-0.05648,-0.03352,0.04564,-0.04845,-0.00416,,,-0.03568,0.0158,-0.2223,-0.0072,-0.03447,-0.06632,,,,98.75133,34.62232,72.92702,98.75133,34.62232,,,,0.04518,-0.02625,-0.05226,0.00339,0.03103,0.03888,-0.00255,-0.01203,0.0903,-0.01221,-0.0073,-0.02931,-0.02018,-0.01195,-0.12079,-0.0166,-0.09835,-0.05063
="2026/04/02 16:24:11.800",0.02093,-0.09747,0.00392,-0.0195,-0.01973,-0.07239,0,13.15096,0,0.00347,0.00734,0.00803,-0.03258,0.01195,0.01097,-0.00135,0.01721,-0.00097,,,-0.05737,0.0535,0.02279,0.00336,-0.03445,0.02515,,,,102.45069,34.61193,72.79712,102.45069,34.61193,,,,-0.07787,0.02978,-0.00861,0.01041,-0.07355,0.12759,0.0172,-0.01899,-0.00756,-0.0014,0.00566,-0.03958,0.00078,0.03039,0.18572,-0.04486,-0.01774,0.2169
