time,v00018.AccX,v00018.AccY,v00018.AccZ,v00033.AccX,v00033.AccY,v00033.AccZ,s00018-1.chdata,s00018-2.chdata,s00018-3.chdata,v00029.AccX,v00029.AccY,v00029.AccZ,v00023.AccX,v00023.AccY,v00023.AccZ,v00035.AccX,v00035.AccY,v00035.AccZ,s0005-2.chdata,s0005-3.chdata,v00028.AccX,v00028.AccY,v00028.AccZ,v00015.AccX,v00015.AccY,v00015.AccZ,s0013-1.chdata,s0013-2.chdata,s0013-3.chdata,s00017-2.chdata,s00017-3.chdata,s0017-1.chdata,s0017-2.chdata,s0017-3.chdata,s0011-1.chdata,s0011-2.chdata,s0011-3.chdata,v00036.AccX,v00036.AccY,v00036.AccZ,v00025.AccX,v00025.AccY,v00025.AccZ,v00024.AccX,v00024.AccY,v00024.AccZ,v00014.AccX,v00014.AccY,v00014.AccZ,v00026.AccX,v00026.AccY,v00026.AccZ,v00034.AccX,v00034.AccY,v00034.AccZ
="2026/04/02 16:25:58.760",-0.11883,0.06126,0.01147,-0.00489,-0.0366,0.00806,0,13.27567,0,-0.00486,0.00306,-0.02657,0.08444,-0.00545,0.01054,0.06497,0.08918,-0.07325,,,-0.04151,0.03575,0.01632,-0.01409,0.01708,-0.05615,,,,104.05238,29.49426,77.67238,104.05238,29.49426,,,,0.01432,-0.00444,0.00625,0.01677,-0.0561,0.02518,-0.00588,0.00346,0.00461,-0.00289,-0.0185,0.01657,0.02094,-0.00568,0.01724,0.05177,0.05945,0.00199
="2026/04/02 16:25:58.780",-0.06728,0.08046,0.005,0.01057,-0.00439,-0.00119,0,12.88094,0,-0.00096,0.00179,0.00922,0.08534,-0.00892,-0.01648,0.00359,-0.01317,0.03663,,,-0.0288,-0.04337,0.00526,0.00183,0.01924,-0.05512,,,,104.06931,29.22458,77.74703,104.06931,29.22458,,,,0.03455,0.03598,-0.06977,-0.02378,-0.01252,-0.01769,0.00902,-0.01798,-0.01917,-0.01283,0.00299,-0.00614,-0.01882,-0.00049,0.00741,-0.05555,-0.01226,0.04667
="2026/04/02 16:25:58.800",-0.01131,-0.07756,0.07306,-0.00964,-0.03526,-0.00721,0,12.78551,0,0.02722,-0.01162,0.0409,0.00401,-0.02759,0.00606,-0.05031,0.05705,-0.00538,,,-0.08984,-0.05995,0.02537,0.01665,-0.0144,0.03933,,,,104.04752,28.91746,77.44845,104.04752,28.91746,,,,0.04759,0.07855,-0.06498,0.03671,0.0093,0.00702,-0.01608,0.02127,-0.0048,0.03297,0.02784,-0.02376,-0.02593,-0.02332,0.00545,0.07333,0.01319,-0.03163
="2026/04/02 16:25:58.820",-0.01093,-0.04571,0.02164,-0.00294,-0.00065,0.00855,0,12.99562,0,0.04859,-0.02555,0.12629,0.00555,0.04875,-0.00263,-0.01663,-0.02866,0.01341,,,-0.0115,-0.01559,-0.01488,-0.00306,-0.00535,0.00809,,,,103.99701,29.08764,77.1287,103.99701,29.08764,,,,-0.06678,-0.05726,-0.06441,-0.04758,0.06501,0.01686,0.00223,0.02546,-0.02785,0.00319,0.02272,-0.03054,0.04094,0.0523,0.06155,-0.07799,0.02689,0.01668
="2026/04/02 16:25:58.840",0.04969,0.0034,-0.02821,-0.0161,0.01278,0.05299,0,12.87389,0,-0.01981,-0.0036,-0.04446,-0.01364,-0.00918,-0.01085,0.01339,0.02373,-0.02123,,,0.03003,-0.01013,0.03054,-0.0076,0.03606,-0.02897,,,,103.89187,29.55311,77.31595,103.89187,29.55311,,,,-0.03936,0.09437,0.01817,-0.08205,-0.09348,0.02482,0.00657,-0.03562,-0.01637,0.01175,-0.0106,-0.02583,0.01405,-0.00196,0.02086,-0.01362,0.01994,0.03005
="2026/04/02 16:25:58.860",0.03589,-0.01523,-0.0135,0.00763,0.00762,-0.05564,0,12.47193,0,-0.02864,0.00604,-0.07276,-0.02989,0.03152,0.00426,0.01607,0.05205,0.00713,,,-0.06332,-0.05493,-0.03458,-0.00093,0.02115,-0.04242,,,,103.93126,29.66076,77.41077,103.93126,29.66076,,,,-0.02405,-0.01295,0.01784,0.06669,0.0335,-0.01555,0.00449,-0.00811,-0.02493,0.03322,0.03476,-0.04279,0.02353,-0.00556,0.01572,-0.07617,-0.00301,0.01893
="2026/04/02 16:25:58.880",0.03836,-0.0111,0.01178,0.0115,0.01756,0.00504,0,12.49941,0,-0.0033,0.00658,-0.00809,-0.0008,-0.01267,-0.00803,-0.03246,0.02417,-0.00233,,,0.05087,-0.06017,0.03414,0.0033,-0.02009,-0.03582,,,,104.00872,29.56032,77.30592,104.00872,29.56032,,,,-0.08367,-0.02061,-0.05781,0.05374,-0.04287,-0.05173,-0.05497,0.0569,-0.02113,-0.00154,-0.00015,-0.02009,0.01771,-0.00086,-0.00482,0.07436,0.00905,0.05467
="2026/04/02 16:25:58.900",-0.03488,0.02176,0.02639,-0.00302,0.00052,0.0004,0,12.89005,0,0.0082,-0.00186,0.04999,0.03402,-0.0006,0.00915,0.01155,-0.05225,0.01561,,,-0.05526,-0.00547,0.00533,0.01414,-0.02737,0.04084,,,,104.02605,29.64498,76.641,104.02605,29.64498,,,,-0.02715,0.02027,0.00918,-0.04181,0.01245,0.00628,0.02777,-0.03098,-0.00327,-0.00414,0.00375,0.00848,-0.02425,0.03442,-0.00644,-0.014,0.08152,0.0588
="2026/04/02 16:25:58.920",0.0058,-0.02652,0.04752,0.00514,-0.01669,-0.00718,0,13.03104,0,0.00997,0.00815,-0.05133,-0.0153,-0.00102,-0.00709,0.01152,-0.05584,-0.02336,,,0.07263,0.06649,0.03929,-0.03141,0.01524,-0.01941,,,,104.11235,29.78411,76.8455,104.11235,29.78411,,,,-0.00149,-0.00953,0.04393,-0.03342,0.01159,0.05846,0.01949,-0.04416,0.08331,-0.00246,0.01112,-0.01822,-0.04783,-0.01626,-0.00439,0.02239,0.03455,-0.00123
="2026/04/02 16:25:58.940",-0.04031,-0.01554,-0.01529,-0.01217,0.04786,0.0407,0,12.76638,0,-0.03043,0.01175,-0.00971,0.00598,-0.02773,0.02553,-0.01112,-0.02403,0.00328,,,0.05688,-0.05438,0.00923,-0.0011,0.02979,0.04649,,,,104.11083,29.62134,77.2373,104.11083,29.62134,,,,0.06269,-0.02997,-0.01436,0.00627,-0.02365,-0.01642,-0.00779,0.00794,0.01736,0.0145,0.00826,-0.01626,0.01137,0.01629,-0.07658,0.00159,0.04444,-0.00965
="2026/04/02 16:25:58.960",0.01338,-0.00615,-0.00842,0.01321,-0.07383,-0.00419,0,12.66133,0,-0.02301,0.02869,-0.0767,0.03857,0.01378,-0.00545,-0.05408,-0.04127,0.01351,,,-0.0584,-0.06412,-0.02912,-0.02969,-0.02774,-0.00593,,,,104.0266,29.34952,77.35158,104.0266,29.34952,,,,-0.01095,-0.0637,0.03649,0.00285,0.02045,-0.03416,0.01777,-0.03188,-0.01158,-0.00394,0.01445,-0.00605,-0.01209,0.0852,0.03469,-0.02394,-0.01599,0.07534
="2026/04/02 16:25:58.980",0.02669,-0.02147,0.00344,-0.00838,-0.00335,-0.02293,0,12.16265,0,0.03416,0.01731,0.11498,-0.02241,0.04384,0.00379,0.02818,0.01431,0.00125,,,0.03576,0.0278,0.03428,-0.0325,0.02815,0.16558,,,,104.00481,29.19218,77.64819,104.00481,29.19218,,,,-0.00761,-0.01262,0.0437,-0.01492,-0.00458,-0.00477,-0.0046,0.03172,-0.08035,0.02178,0.01104,-0.00368,0.00198,0.00649,0.02681,-0.04783,-0.05015,-0.02573
="2026/04/02 16:22:04.000",,,,,,,,,,,,,,,,,,,,,,,,,,,429.54306 | 428.54153 | 428.54739 | 429.88788 | 430.3212 | 430.23334 | 429.15756 | 428.46487 | 428.68478 | 429.07367 | 429.50763 | 429.66003 | 429.36017 | 428.1485 | 428.45975 | 429.43085 | 429.3981 | 428.81732 | 428.26761 | 428.96997 | 429.78003 | 429.39307 | 427.85544 | 427.59299 | 428.95773 | 429.43161 | 429.45148 | 429.46368 | 429.34845 | 429.19559 | 429.75873 | 429.67847 | 429.51837 | 429.32611 | 429.91876 | 429.50653 | 428.66959 | 428.47012 | 429.1994 | 428.27991 | 426.99045 | 429.00357 | 430.98621 | 430.34708 | 428.72186 | 429.19376 | 430.59723 | 430.40152 | 429.55939 | 428.70374,431.79584 | 432.68295 | 434.07877 | 434.61014 | 434.7254 | 434.80902 | 434.68805 | 433.09558 | 432.97659 | 434.64517 | 434.91107 | 434.35904 | 434.56909 | 435.18738 | 435.68829 | 435.75076 | 435.74811 | 434.28189 | 433.23138 | 434.14444 | 434.84161 | 434.32782 | 433.52045 | 433.37125 | 432.40802 | 432.24112 | 432.72626 | 433.15448 | 433.80408 | 434.89789 | 435.15143 | 433.75793 | 431.98047 | 431.87759 | 433.99536 | 436.69025 | 436.39249 | 434.18292 | 432.87003 | 434.4881 | 435.06097 | 433.85049 | 432.44574 | 431.97369 | 433.21405 | 434.2681 | 434.94263 | 434.35934 | 433.36572 | 433.56821,49.00707 | 48.61626 | 48.85595 | 48.84817 | 49.19114 | 50.07597 | 50.39345 | 50.59562 | 50.34208 | 49.67 | 48.82251 | 49.78158 | 50.54172 | 50.70842 | 50.30339 | 50.08429 | 50.32466 | 49.52739 | 48.79493 | 49.03246 | 49.38264 | 49.46193 | 49.10199 | 48.11188 | 48.74216 | 49.43069 | 48.69782 | 48.69305 | 49.38531 | 49.07053 | 48.90965 | 49.60521 | 50.05582 | 49.61984 | 49.44822 | 49.36942 | 49.94165 | 50.69001 | 50.08538 | 49.29008 | 49.00356 | 48.6355 | 48.29539 | 48.62506 | 48.95935 | 48.70904 | 48.67701 | 49.02291 | 49.17787 | 49.4197,,,,,,,,,,,,,,,,,,,,,,,,,,
="2026/04/02 16:25:59.000",-0.0522,0.02216,-0.00415,-0.00836,0.01041,-0.00697,0,12.52381,0,-0.0285,0.01115,-0.00946,-0.09826,0.04625,-0.00179,0.03166,-0.00726,-0.01076,,,-0.02183,-0.0523,0.01799,-0.01155,-0.01997,-0.11274,,,,104.31446,29.36525,77.80629,104.31446,29.36525,,,,-0.00309,0.00746,0.01304,0.03035,-0.04055,0.02124,-0.01438,0.03082,-0.04709,-0.00611,-0.01828,-0.00606,0.0289,0.02712,0.04562,-0.06143,-0.03427,-0.05808
="2026/04/02 16:25:59.020",0.01967,-0.02025,0.02256,-0.00584,0.02256,0.06472,0,12.64388,0,0.02471,-0.04049,-0.02244,0.0106,0.02998,-0.01636,0.02826,-0.00778,-0.0209,,,0.06648,-0.04937,0.01572,-0.00712,-0.00645,-0.03817,,,,104.62152,29.67659,78.34174,104.62152,29.67659,,,,0.02393,0.00622,-0.05077,0.01918,0.03224,-0.01076,-0.01602,0.02102,-0.06544,0.01878,-0.00368,0.01854,-0.04993,-0.04576,0.04663,-0.04724,0.03993,0.03065
="2026/04/02 16:25:59.040",0.02554,-0.00016,0.00813,0.01397,-0.01834,-0.03001,0,12.41958,0,-0.03849,0.03186,-0.07586,0.00441,0.01175,0.03518,0.03233,-0.03872,0.01477,,,-0.01042,0.04408,0.0441,-0.03508,-0.02329,0.01952,,,,104.6095,29.87273,78.58167,104.6095,29.87273,,,,0.00093,0.03473,-0.00894,-0.01851,-0.02937,0.0322,-0.01984,0.03906,0.02433,-0.02798,0.00066,0.00769,0.00325,0.04844,0.01491,0.02242,-0.00618,-0.02557
="2026/04/02 16:25:59.060",0.03976,-0.04583,-0.00051,0.01412,0.02055,-0.02761,0,12.84902,0,0.01003,-0.042,-0.01089,0.01392,0.00579,-0.00004,-0.01699,-0.01022,0.03005,,,0.02661,0.03727,0.00128,-0.03378,0.01622,0.07688,,,,104.61112,29.87976,78.04488,104.61112,29.87976,,,,0.01168,-0.01605,0.03715,0.00515,0.01463,-0.02642,-0.00747,-0.0003,0.03591,0.01904,0.01337,-0.00853,0.03496,0.00115,0.01631,-0.04432,-0.0472,0.0152
="2026/04/02 16:25:59.080",-0.01289,-0.02932,0.00392,-0.01778,-0.01343,0.01147,0,13.49124,0,0.00294,-0.01486,0.07822,-0.01721,0.0304,0.00158,0.06382,-0.06408,-0.02893,,,0.04151,-0.04019,-0.00134,-0.00233,-0.02658,0.03823,,,,104.72351,29.56654,77.18169,104.72351,29.56654,,,,0.02582,-0.00623,0.01617,-0.00091,0.06007,0.04141,0.0178,-0.01746,0.04401,-0.00482,0.00694,-0.03958,0.01062,-0.00394,0.02826,0.04547,-0.04697,-0.01586
="2026/04/02 16:25:59.100",-0.05158,0.02134,-0.03362,-0.01687,-0.00712,-0.00036,0,13.34576,0,-0.03454,-0.01224,-0.03456,0.02726,-0.01887,-0.04109,0.04196,-0.03878,0.0129,,,-0.00765,-0.06547,0.04198,-0.0031,-0.01362,0.08469,,,,104.63639,29.31531,77.41525,104.63639,29.31531,,,,0.0247,-0.00023,-0.00671,0.00504,0.01444,-0.02169,0.00595,-0.00856,0.02956,-0.00365,-0.00742,0.01953,-0.0139,0.00634,-0.0312,-0.01759,-0.05103,0.00627
="2026/04/02 16:25:59.120",-0.05076,-0.00819,0.00193,-0.00697,-0.00382,0.00847,0,13.25532,0,-0.00033,0.0227,-0.01748,0.0125,-0.02561,-0.02636,0.11149,-0.09224,-0.00954,,,0.01292,0.01322,-0.00874,0.00105,0.02689,-0.03451,,,,104.61849,29.38064,77.75877,104.61849,29.38064,,,,-0.02862,-0.0017,-0.00944,0.03094,-0.057,-0.03022,0.03298,-0.04035,-0.06312,0.01343,0.0127,-0.02195,0.02078,-0.00846,-0.04929,0.0439,0.00595,-0.02224
="2026/04/02 16:25:59.140",-0.03761,-0.05383,-0.00452,-0.05591,-0.00328,0.05595,0,13.5572,0,-0.02698,-0.02908,-0.0066,-0.06305,-0.06232,-0.03284,0.09733,-0.03644,0.00929,,,-0.03058,-0.01885,-0.04233,-0.01446,-0.00088,0.01352,,,,104.68855,29.3417,77.43693,104.68855,29.3417,,,,-0.02685,0.00962,-0.02238,-0.00163,0.01541,-0.01161,0.00251,-0.00086,-0.02529,-0.01495,-0.00742,-0.00046,-0.08781,-0.06724,-0.05777,-0.08336,0.02185,-0.01184
="2026/04/02 16:25:59.160",0.01076,-0.02302,0.03196,0.00895,-0.00615,0.01833,0,13.60854,0,-0.02917,0.02169,-0.088,0.05347,0.10978,-0.01321,0.07353,-0.05301,0.00131,,,0.01248,0.03382,-0.03619,0.00148,-0.02437,-0.0534,,,,104.41595,28.97543,77.59534,104.41595,28.97543,,,,0.01803,0.01227,0.00036,-0.01888,-0.00318,0.00924,-0.04587,0.06336,-0.01872,-0.01477,-0.00421,0.01651,0.02039,-0.01307,0.03964,0.00493,0.02254,0.02885
="2026/04/02 16:25:59.180",-0.02792,0.01716,0.00335,0.05079,0.00308,0.05742,0,13.15948,0,0.00818,-0.01832,0.02611,0.05227,0.08111,0.02316,-0.11255,-0.03036,0.02627,,,-0.11566,-0.03491,-0.066,0.01386,-0.00765,-0.01425,,,,104.06738,28.68469,78.04166,104.06738,28.68469,,,,-0.0112,-0.04224,0.01803,0.01489,0.03816,-0.05042,0.0116,0.01807,-0.01005,-0.01269,-0.00773,0.01821,-0.03359,0.01384,-0.05266,-0.02451,0.02711,0.00322
="2026/04/02 16:25:59.200",0.01033,-0.10075,0.01694,0.01942,0.00384,0.02956,0,13.17434,0,-0.00803,0.0127,-0.01076,0.08077,0.01097,-0.00967,-0.05629,0.00359,-0.00238,,,-0.00648,-0.00193,-0.06762,-0.01169,-0.02272,0.00038,,,,103.96944,28.73825,78.05161,103.96944,28.73825,,,,0.00235,0.00406,0.00281,-0.00735,0.0398,-0.00719,-0.00786,-0.01664,-0.03892,0.0116,-0.00699,-0.00625,0.02958,-0.0013,0.00988,-0.02592,-0.03055,0.01142
="2026/04/02 16:25:59.220",-0.00503,0.04301,-0.03508,0.03884,0.02243,-0.03465,0,13.43375,0,-0.00477,-0.0111,-0.02169,-0.00024,0.04488,-0.01357,-0.05113,-0.01482,0.00067,,,0.01432,-0.0947,0.01148,-0.00827,-0.01838,-0.01481,,,,104.00295,28.9371,77.96921,104.00295,28.9371,,,,-0.01822,-0.05133,0.03939,-0.01578,-0.03041,0.00382,0.00834,-0.00619,-0.01699,-0.00936,0.00457,-0.01985,-0.0214,0.01451,-0.02265,-0.01404,0.01468,0.04089
="2026/04/02 16:25:59.240",0.09439,0.00421,0.0387,-0.06831,-0.01798,-0.00494,0,13.37447,0,0.0117,-0.00173,-0.0059,0.01424,0.00859,0.00791,-0.10523,0.06706,0.02922,,,0.03434,-0.04933,0.01162,0.00669,0.02934,0.04003,,,,103.94621,28.90042,77.31244,103.94621,28.90042,,,,-0.02597,-0.01192,0.00837,0.03742,0.00745,-0.00101,0.02909,-0.05607,0.02655,0.01925,0.00265,-0.00082,0.01442,0.01857,-0.05001,-0.04768,-0.03894,0.04871
="2026/04/02 16:25:59.260",-0.04975,0.02386,-0.00669,0.02764,-0.00235,-0.03759,0,12.5837,0,0.00385,0.01506,-0.03286,-0.00302,0.01539,0.05296,0.00943,0.06032,0.02357,,,-0.03209,0.03038,-0.0389,0.01586,-0.00406,-0.05466,,,,104.02429,29.00111,76.77468,104.02429,29.00111,,,,-0.01113,-0.00385,0.01232,0.01748,0.00718,-0.01018,-0.0031,-0.0139,0.04961,-0.00021,0.00338,0.00316,0.00707,0.01581,0.06872,-0.01285,-0.03801,0.01274
="2026/04/02 16:25:59.280",0.04729,0.02596,0.02457,-0.09763,-0.03214,-0.00285,0,12.49735,0,-0.01242,-0.03224,-0.00021,0.02012,-0.02043,0.02675,0.05187,-0.02708,-0.00978,,,-0.00808,-0.03626,-0.03856,0.02667,-0.00366,-0.0118,,,,104.16419,29.23606,76.8549,104.16419,29.23606,,,,0.00404,-0.00841,0.00225,-0.0005,0.04258,-0.02146,-0.01664,0.01722,0.04733,0.00066,0.01352,-0.01208,-0.03692,0.04825,-0.02712,-0.03723,0.0025,0.02422
="2026/04/02 16:25:59.300",-0.00917,0.01302,-0.01649,-0.01154,-0.00748,-0.08549,0,12.66505,0,-0.03259,0.00853,-0.02877,0.0275,0.04403,0.03504,0.0645,-0.00764,-0.01521,,,0.00443,-0.00666,-0.04758,0.00179,-0.02408,-0.05294,,,,104.26129,29.56843,77.33429,104.26129,29.56843,,,,0.00838,-0.00524,-0.02671,-0.00854,-0.01729,0.0303,-0.02148,0.01189,-0.03214,-0.00568,-0.00899,-0.03288,0.05396,-0.07889,-0.0551,-0.04554,-0.02369,-0.01718
="2026/04/02 16:25:59.320",0.06644,0.03519,0.01331,-0.02908,-0.00819,0.03748,0,12.61362,0,-0.01298,-0.03135,-0.0556,-0.0657,-0.01288,-0.00436,0.00781,0.02447,-0.00181,,,0.0247,0.03809,0.00954,0.0067,0.01477,-0.02275,,,,104.22748,29.7193,77.67667,104.22748,29.7193,,,,0.01123,-0.01635,-0.01205,0.04251,-0.00469,-0.00788,-0.00852,-0.00332,0.00987,0.00797,-0.00292,0.01246,-0.02872,-0.00568,-0.02179,0.08146,0.00995,0.05824
="2026/04/02 16:25:59.340",0.07591,0.08434,0.02184,0.01357,-0.00408,0.06482,0,12.7046,0,-0.02259,0.04426,-0.05064,0.00355,0.06234,0.01821,0.00095,-0.02499,-0.02031,,,0.01848,0.03694,-0.01733,-0.0076,0.01127,0.00895,,,,104.15788,29.69013,77.15473,104.15788,29.69013,,,,-0.00865,0.00703,-0.01684,-0.00636,-0.00015,-0.00606,0.00064,0.02435,-0.05578,-0.01697,-0.04101,0.01303,-0.00205,0.042,0.00212,0.04864,0.02815,0.05106
="2026/04/02 16:25:59.360",0.05283,0.03018,0.05109,-0.07447,0.00681,0.05832,0,13.42825,0,0.01552,-0.01911,0.06308,-0.03073,-0.03604,0.01567,-0.04758,0.00574,0.02535,,,0.01844,0.04155,-0.00805,-0.00141,-0.02898,-0.00966,,,,104.13104,29.56549,77.16096,104.13104,29.56549,,,,-0.01233,-0.00649,-0.00811,0.03364,0.02501,-0.00721,-0.01289,0.02837,-0.01289,-0.00682,-0.00675,0.05646,0.04045,0.04633,0.01937,-0.06174,0.04948,0.01405
="2026/04/02 16:25:59.380",0.04212,-0.07289,0.01345,-0.00654,-0.03193,-0.01684,0,14.17648,0,0.01301,0.01911,-0.05603,-0.01043,0.00643,0.03068,0.00595,0.00355,0.02022,,,0.00136,-0.00111,0.02508,-0.00558,0.00478,-0.04769,,,,104.15335,29.44927,77.52881,104.15335,29.44927,,,,0.00195,0.01275,0.00072,0.0114,0.00459,-0.00287,0.00583,-0.00918,0.07611,-0.00033,0.01611,-0.02675,0.01457,0.00815,0.00713,0.04805,0.01004,0.03356
="2026/04/02 16:25:59.400",0.00875,0.06991,0.0223,0.03547,0.04293,-0.01943,0,13.78496,0,0.00087,0.00752,0.02639,0.02664,-0.03655,-0.0281,-0.12567,0.0184,0.03038,,,0.00363,-0.03613,0.00374,-0.001,-0.01524,-0.00698,,,,104.25833,29.49179,77.34981,104.25833,29.49179,,,,-0.00553,-0.02318,0.00359,0.02905,-0.00156,-0.02954,-0.00686,-0.01175,-0.01257,-0.00112,-0.0016,0.0199,-0.01127,-0.0514,0.01546,-0.0537,0.01472,-0.0541
="2026/04/02 16:25:59.420",0.04042,0.03019,-0.00199,0.01849,0.01925,-0.00894,0,12.92392,0,-0.00401,-0.00667,-0.04261,-0.03715,-0.0037,-0.04852,0.01973,0.10918,-0.02456,,,0.06119,0.01028,0.01435,0.00032,-0.00514,-0.00463,,,,104.25961,29.64585,77.12946,104.25961,29.64585,,,,0.00563,-0.00958,0.00902,0.02129,0.0143,-0.00155,-0.01618,0.01232,0.02942,0.01085,0.00844,-0.02425,-0.01163,-0.03265,-0.01617,-0.06164,-0.06066,-0.00349
="2026/04/02 16:25:59.440",0.03358,0.00696,0.03883,-0.05714,-0.03274,0.0243,0,12.36822,0,-0.03811,0.02292,-0.06609,0.01492,0.07681,-0.00566,-0.01624,-0.06848,0.01292,,,-0.01237,-0.01044,-0.0144,-0.01062,-0.01974,-0.02089,,,,104.05284,29.67737,77.76989,104.05284,29.67737,,,,0.0274,-0.00615,-0.00424,0.01927,-0.02495,-0.02144,0.00912,-0.03216,-0.08319,-0.00298,0.00174,-0.0085,0.00211,-0.00402,-0.02235,-0.06832,0.0549,0.04779
="2026/04/02 16:25:59.460",0.00162,-0.04512,-0.01794,-0.01844,0.05872,0.05043,0,13.1639,0,0.00705,-0.00211,0.00435,0.02969,-0.03024,-0.03815,0.02656,-0.03977,-0.01799,,,-0.01031,0.00152,0.04481,-0.01217,-0.01116,-0.00333,,,,104.00372,29.64915,78.50864,104.00372,29.64915,,,,-0.02961,-0.04207,0.0044,-0.0178,0.00336,0.02271,0.00125,-0.055,0.007,0.00248,-0.02155,0.00605,0.03413,-0.01477,0.00331,-0.00495,0.10367,0.06214
="2026/04/02 16:25:59.480",0.00106,0.01904,0.0123,0.05207,-0.01005,0.10361,0,13.33407,0,0.0029,-0.0092,0.05487,0.01096,-0.01536,0.00961,-0.03337,0.05375,0.02105,,,0.0071,-0.0384,0.03954,-0.00617,0.00508,0.00447,,,,104.02038,29.59022,78.48273,104.02038,29.59022,,,,0.02105,0.00836,-0.02969,-0.00133,-0.03485,-0.02315,0.00038,-0.00202,0.05425,0.01016,-0.01506,0.00697,0.01007,0.00336,0.06832,-0.03668,0.00201,0.05258
="2026/04/02 16:25:59.500",-0.0106,-0.01753,0.00546,-0.03718,-0.03632,0.02341,0,12.85149,0,0.00504,0.01023,0.02363,-0.01558,-0.01964,0.00888,-0.04412,-0.10399,-0.01047,,,-0.01795,-0.00212,0.03024,-0.00177,-0.00861,-0.03469,,,,104.08636,29.46667,77.70851,104.08636,29.46667,,,,-0.01809,-0.02466,0.02657,-0.00623,0.00459,-0.00484,0.00442,-0.00148,0.01255,-0.00997,-0.04986,0.0345,0.02152,-0.01546,0.07546,0.02259,-0.01969,-0.02209
="2026/04/02 16:25:59.520",0.05613,-0.01239,0.04477,0.04667,0.04708,-0.00608,0,13.1144,0,0.00073,0.01036,0.01733,-0.00527,-0.02851,-0.03635,-0.02901,-0.00123,-0.04027,,,0.00727,-0.01309,-0.0029,-0.01719,0.00174,0.06367,,,,104.02512,29.08007,77.48281,104.02512,29.08007,,,,-0.02998,0.0028,0.00624,0.00953,-0.01349,-0.00603,-0.01434,0.01256,-0.0256,0.00653,0.01265,0.0067,0.04922,0.00663,0.01304,-0.03953,-0.0428,-0.11292
="2026/04/02 16:25:59.540",0.02518,0.03614,-0.01662,-0.02066,-0.0329,-0.03106,0,13.79241,0,0.00063,0.01191,-0.00876,0.03463,0.04027,-0.02442,0.02128,-0.00977,0.03964,,,-0.00238,-0.01603,0.00985,0.01084,-0.00012,-0.03027,,,,103.97728,28.82481,77.383,103.97728,28.82481,,,,-0.01828,0.01628,0.02512,0.00661,-0.00283,0.00154,-0.00831,-0.00256,-0.03509,0.0064,0.01544,-0.0054,0.00857,0.00395,-0.00769,-0.06305,-0.08102,-0.11618
="2026/04/02 16:25:59.560",0.05601,0.03222,0.03962,0.02128,0.00226,-0.01057,0,13.33101,0,0.00457,0.00098,0.0251,0.02184,0.01586,-0.01741,-0.04722,0.04363,0.01025,,,-0.01075,0.00284,0.01023,-0.00147,-0.00222,0.00624,,,,103.99557,28.85353,77.18563,103.99557,28.85353,,,,0.03337,-0.00656,-0.00638,0.00835,-0.02967,0.00983,0.03016,-0.04945,0.03641,-0.00704,-0.00558,0.00543,-0.03857,0.00248,-0.03645,0.02039,-0.06285,-0.0667
="2026/04/02 16:25:59.580",0.01544,0.03335,-0.00164,0.02742,-0.00061,0.03799,0,12.62224,0,0.03023,-0.01414,0.02709,0.01469,-0.00507,-0.00536,0.04039,-0.00933,-0.01378,,,0.01162,-0.0015,0.02197,0.01183,-0.01116,0.01268,,,,104.14648,28.89014,77.13242,104.14648,28.89014,,,,0.00438,-0.01061,0.01701,0.04106,0.00502,-0.00554,-0.0074,-0.00571,-0.04018,-0.01183,-0.00912,-0.01744,0.02961,0.05592,-0.05369,-0.00876,-0.04988,-0.01614
="2026/04/02 16:25:59.600",0.01578,-0.03806,0.02307,0.01343,-0.00281,-0.00495,0,12.86255,0,-0.02195,0.01705,-0.02308,-0.03668,0.0404,0.01397,-0.01067,-0.02255,-0.02799,,,0.00247,-0.00225,0.01076,-0.00466,-0.01293,-0.00438,,,,104.09558,28.89856,77.55059,104.09558,28.89856,,,,-0.0016,-0.00225,0.00617,0.00318,0.02556,-0.008,-0.00292,-0.00386,0.04799,-0.01562,0.01521,0.03022,-0.06331,0.03802,-0.01302,0.03496,-0.05873,-0.03151
="2026/04/02 16:25:59.620",0.01166,0.05342,-0.0134,0.00106,0.02447,0.0483,0,13.80834,0,0.02217,-0.01087,0.01105,-0.02184,0.00298,0.02777,-0.02251,0.03538,0.02097,,,0.021,-0.01553,0.04145,0.00621,0.00643,-0.01835,,,,103.95296,28.95183,77.96852,103.95296,28.95183,,,,-0.00951,-0.00126,0.00518,-0.02669,-0.00074,-0.00666,0.00782,0.00077,0.05859,-0.0045,-0.00982,0.0336,-0.09993,0.11354,-0.08403,0.00646,-0.0392,-0.07065
="2026/04/02 16:25:59.640",0.02167,-0.03955,0.06342,-0.00619,-0.01827,0.06302,0,13.65351,0,-0.01192,-0.00985,0.00772,-0.0258,-0.03208,-0.0123,0.06815,-0.03082,-0.00185,,,-0.00483,0.00041,0.0184,0.00629,-0.01385,-0.04651,,,,103.98444,29.27022,77.35538,103.98444,29.27022,,,,-0.00486,0.00081,0.01247,-0.02101,0.00299,-0.00567,-0.00121,-0.01682,0.03505,-0.01548,-0.01816,0.01404,0.03225,-0.01611,0.04217,-0.0145,-0.02369,-0.03465
