time,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSGD00004.chdata,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ
="2026/04/02 17:08:09.040",1.99412,-0.64004,1.30175,-0.56559,0.08001,0.05495,19.93457,-0.48046,0.11892,0.81259,-0.08041,0.14491,-0.54773,864.70386,0.18789,-0.09524,-1.08257,0.44186,-0.38323,-0.64196
="2026/04/02 17:08:09.060",0.02308,-0.16241,0.0983,-0.54986,0.02711,0.03591,21.47548,-0.13754,-0.04489,0.60353,-1.08863,-0.13128,0.39129,864.91943,-0.09449,-0.00247,0.78116,0.11694,0.00189,-1.27959
="2026/04/02 17:08:09.080",1.25605,-0.20832,1.13349,-0.58782,0.03566,0.06144,21.65958,-0.41119,0.01979,-0.21731,-0.34233,0.06296,-0.11951,865.03925,0.82816,-0.02551,-1.14565,0.34252,-0.44966,-0.36682
="2026/04/02 17:08:09.100",1.63084,-0.3197,0.67637,-0.6483,0.03016,0.05006,21.71187,-0.23675,0.02393,1.20174,-0.56857,0.07264,-0.12716,862.91553,-0.28924,0.05051,-0.15994,0.39796,0.21875,-0.72332
="2026/04/02 17:08:09.120",-0.36008,0.44476,-0.17852,-0.15389,0.03485,0.04875,23.30644,0.05273,-0.11021,-0.52058,-0.83508,-0.13126,0.61869,863.12775,0.32849,0.05012,0.45629,0.08867,0.00669,-0.57958
="2026/04/02 17:08:09.140",2.33678,-0.64355,2.32876,-0.92481,0.01662,-0.00894,22.74965,-0.09069,0.08076,0.4858,0.00514,0.1739,-0.35535,863.11896,0.32565,0.03141,-1.31345,0.5026,-0.43107,-0.22853
="2026/04/02 17:08:09.160",-0.23601,-0.30816,-0.55073,-0.62357,-0.02531,0.01322,24.322,0.50397,0.0404,0.49851,-0.65776,-0.04435,0.1248,863.24817,-0.39357,0.10938,0.88297,0.00124,0.2537,-0.6373
="2026/04/02 17:08:09.180",0.84558,-0.47745,1.34347,-0.36055,0.08584,0.09705,23.04315,0.23485,-0.14124,-0.63342,0.01941,0.0186,0.04362,863.81769,0.61421,0.10115,-0.37282,0.31744,-0.20117,-0.18687
="2026/04/02 17:08:09.200",1.29479,-0.26473,0.57281,-0.32761,-0.00996,-0.01608,20.73282,0.35025,0.1542,0.50553,0.1203,0.0629,-0.34401,861.52802,-0.37307,-0.03119,-0.43137,0.27239,0.03612,0.27693
="2026/04/02 17:08:09.220",-0.863,0.06598,-0.72546,-0.38054,0.01834,-0.04392,21.58369,0.59772,-0.01144,-0.66857,-0.05469,-0.13136,0.48856,861.23944,-0.04491,0.12835,0.92911,-0.11637,0.30116,-0.12527
="2026/04/02 17:08:09.240",1.44889,-0.15796,0.75951,-0.10798,-0.00175,-0.00187,20.27471,0.27144,-0.12502,-0.51891,0.97604,0.08644,-0.46737,860.86096,0.24761,0.03729,-0.9156,0.28053,-0.24036,0.2592
="2026/04/02 17:08:09.260",-0.12826,0.62719,-0.90843,-0.16265,0.0299,-0.01579,20.44913,0.76669,0.23796,0.12777,-0.02845,-0.00971,0.31505,859.84161,-0.51576,0.04175,0.79131,-0.15438,0.4454,0.3029
="2026/04/02 17:08:09.280",-0.40002,0.05607,-0.03769,0.17976,0.04645,0.04601,19.76426,0.45179,-0.16172,-1.15463,0.55273,-0.04603,0.17401,859.64948,0.24128,0.01135,0.23487,0.01709,0.19022,0.39435
="2026/04/02 17:08:09.300",0.74174,0.1893,-0.19964,0.20005,0.00796,-0.0326,17.61568,0.53269,0.06663,-0.21435,0.99545,0.11313,-0.38785,856.77368,-0.41328,-0.0123,-0.13808,0.02809,0.16366,0.40539
="2026/04/02 17:08:09.320",-1.65299,0.63898,-1.33452,0.13021,0.03383,0.01103,18.16382,0.59339,0.08242,-0.74477,0.14216,-0.13182,0.57145,856.62769,-0.21384,0.14442,1.10772,-0.2807,0.29133,0.59371
="2026/04/02 17:08:09.340",0.29922,-0.07077,0.32598,0.40624,-0.07045,0.09109,17.1436,0.26464,-0.04667,-0.76837,1.01279,0.13141,-0.19512,856.89288,-0.09785,0.15367,-0.38122,-0.07807,0.04551,0.63043
="2026/04/02 17:08:09.360",-0.65638,0.34016,-0.98604,0.52338,-0.04164,-0.11069,17.51023,0.46125,0.13909,0.24822,0.32456,-0.01115,0.01095,855.20142,-0.43543,-0.02558,0.75444,-0.21378,0.2919,0.53914
="2026/04/02 17:08:09.380",-1.50308,0.35858,-0.86558,0.54683,-0.00779,-0.01678,18.16696,0.32295,-0.11013,-1.46147,0.47091,-0.05447,0.45549,855.50464,0.04297,-0.13151,0.56151,-0.26246,0.17668,0.739
="2026/04/02 17:08:09.400",0.20151,0.0713,-0.38123,0.6944,-0.09149,-0.068,16.75944,0.00732,0.0277,0.09915,1.05788,0.16447,-0.37667,854.69946,-0.26059,0.03423,-0.46586,-0.0471,-0.10301,0.35254
="2026/04/02 17:08:09.420",-1.75022,0.51774,-1.23287,0.50319,-0.07906,-0.11347,17.36974,0.40257,0.08408,-0.2668,0.1871,-0.09603,0.44885,854.58282,-0.63094,-0.0698,1.55347,-0.64512,0.32684,0.25161
="2026/04/02 17:08:09.440",-0.2015,-0.38097,0.65078,0.7263,0.00411,-0.02627,16.5818,-0.05483,-0.09,-0.84393,0.89886,0.11691,-0.21541,856.01172,0.4848,-0.02246,-0.92732,-0.12621,-0.31199,1.02993
="2026/04/02 17:08:09.460",-0.7393,0.17949,-1.14939,0.41944,-0.05233,-0.09204,17.03448,0.03132,0.15257,0.52111,0.35971,0.04871,-0.2686,856.79871,-0.7844,-0.05659,0.4898,-0.28829,0.23171,0.32132
="2026/04/02 17:08:09.480",-1.75422,0.54479,-1.26551,0.61179,-0.07644,-0.03165,17.98407,0.06801,-0.15273,-0.74313,0.16371,-0.18105,0.30095,859.07074,0.0351,-0.14321,0.68314,-0.3741,0.00657,0.32153
="2026/04/02 17:08:09.500",0.84069,-0.14597,0.80803,0.68733,0.04014,-0.02197,16.6007,-0.24454,0.13294,0.17072,0.52152,0.08993,-0.56178,859.50568,0.22782,-0.11794,-0.76096,0.03308,-0.09825,0.29384
="2026/04/02 17:08:09.520",-1.49647,0.34165,-1.73308,0.45682,-0.09958,-0.05992,17.24191,-0.00991,-0.03818,0.35618,-0.21641,-0.08618,0.30508,859.70087,-0.48615,-0.04549,1.30766,-0.49423,0.33786,-0.26525
="2026/04/02 17:08:09.540",-0.28214,0.0804,0.55427,0.20491,0.03144,0.06177,16.2894,-0.44934,-0.1115,-0.39046,0.07502,-0.02014,-0.01944,861.53876,0.52934,0.07207,-0.66823,-0.15338,-0.30956,-0.10431
="2026/04/02 17:08:09.560",0.35199,-0.03187,-0.17339,0.23013,-0.0308,-0.02694,16.2044,-0.38351,0.12282,0.95954,-0.25364,0.02168,-0.30625,861.10437,-0.0972,0.00165,-0.05889,-0.30635,0.16971,-0.16283
="2026/04/02 17:08:09.580",-1.49696,0.39015,-0.59823,0.2178,-0.00595,-0.07515,17.93456,-0.30594,-0.16128,-0.00898,-0.37248,-0.2254,0.47419,862.39502,0.21711,-0.0073,0.54079,-0.30572,0.15139,-0.37977
="2026/04/02 17:08:09.600",1.06768,-0.55346,1.53633,-0.0389,0.05574,0.00264,16.94427,-0.58333,0.15844,0.49968,0.06094,0.14554,-0.52088,862.77014,0.33657,-0.09349,-1.31688,0.22535,-0.45166,-0.24497
="2026/04/02 17:08:09.620",-0.56845,-0.18299,-0.68119,-0.09239,-0.07367,-0.04818,18.2109,-0.28659,-0.14143,0.99133,-1.01787,-0.13501,0.26912,862.51501,-0.17883,-0.00811,0.70258,-0.13307,-0.00046,-0.8558
="2026/04/02 17:08:09.640",-0.03277,-0.13122,1.00436,-0.20808,0.01642,0.03459,18.80103,-0.67405,-0.0266,0.07265,-0.29586,-0.02135,0.00592,864.05487,0.49313,-0.01952,-0.61064,0.12388,-0.33521,-0.7338
="2026/04/02 17:08:09.660",1.4347,-0.50091,1.0257,-0.34738,0.01086,-0.00737,18.92094,-0.47854,-0.05862,1.09978,-0.47451,0.12933,-0.47605,863.13831,0.04822,-0.09929,-0.66138,0.19255,-0.35298,-0.68366
="2026/04/02 17:08:09.680",-0.73746,-0.24283,0.27174,-0.25721,0.03843,0.0463,22.10672,-0.33609,0.02762,0.47418,-1.07743,-0.17678,0.47277,863.94086,0.23199,0.01478,0.56159,-0.08741,-0.13329,-0.88787
="2026/04/02 17:08:09.700",1.43791,-0.72039,1.87012,-0.3713,0.03209,0.10337,22.26705,-0.41247,-0.08037,-0.10532,-0.22068,0.03664,-0.33103,864.56085,0.31412,0.05065,-1.25042,0.34012,-0.47745,-0.60411
="2026/04/02 17:08:09.720",0.33536,-0.20086,0.59157,-0.63933,0.07254,0.03425,22.59911,-0.13842,0.21015,1.41595,-1.0538,0.0345,0.00672,863.86096,-0.08693,0.03081,0.23057,0.08246,-0.16964,-1.02645
="2026/04/02 17:08:09.740",0.11622,-0.45504,0.84764,-0.56722,0.06126,0.08657,22.75607,0.07412,-0.107,-0.44999,-0.66135,-0.08398,0.26422,865.65485,0.53893,-0.11477,-0.36882,0.09348,-0.17995,-0.50648
="2026/04/02 17:08:09.760",1.95935,-0.57907,1.44844,-0.59025,0.04243,0.0662,22.09583,-0.21126,0.00613,0.9169,-0.43283,0.1919,-0.29623,865.49652,0.27743,-0.06204,-1.06364,0.41708,-0.16605,-0.5933
="2026/04/02 17:08:09.780",-0.77578,0.5258,-1.03316,-0.53926,0.05636,0.04455,23.72914,0.23441,0.04166,0.20408,-0.83307,-0.08637,0.44146,865.72565,-0.10279,0.0604,0.8077,-0.04719,0.02629,-0.9427
="2026/04/02 17:08:09.800",1.55369,-0.54176,1.75966,-0.82471,0.04696,0.07332,22.47167,-0.14029,-0.19624,-0.32482,-0.19977,0.00324,-0.22124,866.21729,0.67674,0.1402,-1.24452,0.24547,-0.524,-0.28051
="2026/04/02 17:08:09.820",0.74439,-0.00646,0.26717,-0.50263,0.06134,0.03136,22.01847,0.19763,0.21482,0.89993,-0.40957,0.01258,-0.14957,864.59857,-0.31228,-0.01473,0.34353,0.23427,0.10631,-0.34731
="2026/04/02 17:08:09.840",-0.6207,-0.15074,0.00167,-0.47316,0.02917,0.0812,22.06979,0.22114,-0.10258,-0.72823,-0.34503,-0.1054,0.50679,864.36578,0.36195,-0.06476,0.17695,0.0599,-0.10857,0.0652
="2026/04/02 17:08:09.860",1.93587,-0.58778,1.50427,-0.49114,0.07512,0.05291,20.45959,0.09714,0.03971,0.14206,0.07567,0.19342,-0.3443,863.18481,0.01743,-0.08442,-0.80365,0.44789,-0.21384,-0.21492
="2026/04/02 17:08:09.880",-0.67608,0.26818,-0.93235,-0.268,0.00663,-0.00307,20.95821,0.57018,0.10176,-0.15276,-0.27184,-0.09474,0.39286,861.99188,-0.30798,-0.00843,1.00872,-0.14221,0.36007,-0.00769
="2026/04/02 17:08:09.900",0.58674,-0.45198,1.208,-0.22749,0.10123,0.1337,19.41547,0.23076,-0.07257,-0.91068,0.40083,0.02759,-0.17437,861.09473,0.42026,0.1032,-0.7659,0.3033,0.01424,0.61112
="2026/04/02 17:08:09.920",0.77159,-0.04817,-0.61808,0.01166,-0.02247,0.05372,18.87335,0.4171,0.01434,0.32176,-0.18942,0.13729,0.00784,858.51575,-0.41409,0.08595,0.27948,-0.01746,0.25122,0.10175
="2026/04/02 17:08:09.940",-1.26553,0.74097,-1.01549,-0.15703,0.06973,-0.05182,20.31158,0.52143,0.04727,-1.0377,-0.18351,-0.13617,0.44987,858.01648,0.02747,0.08973,0.74025,-0.09404,0.29934,0.68013
="2026/04/02 17:08:09.960",1.09736,-0.06823,0.5423,0.09303,-0.04455,0.05259,18.93262,0.38584,0.05721,-0.61749,0.54904,0.23313,-0.49395,856.40106,-0.06056,-0.01771,-0.76085,0.16538,0.15309,0.98549
="2026/04/02 17:08:09.980",-0.8864,0.57932,-1.73315,0.11399,-0.09368,-0.09223,19.35169,0.80438,0.03566,-0.16884,-0.38126,-0.08325,0.54856,855.03491,-0.47214,-0.03835,1.18435,-0.22408,0.58044,0.2191
="2026/04/02 17:08:10.000",-0.50345,0.42974,-0.28069,0.32118,0.00706,0.02378,19.07721,0.35852,-0.00965,-1.17158,0.50201,0.03881,-0.05034,856.23523,0.18939,-0.01306,-0.04762,-0.06929,0.06017,0.92317
="2026/04/02 17:08:10.020",0.28526,0.34683,-0.56252,0.42918,-0.07343,-0.05052,18.51992,0.51541,0.16815,-0.17974,0.49901,0.11643,-0.45221,856.27789,-0.3719,0.1393,-0.02012,-0.14992,0.34348,0.74104
="2026/04/02 17:08:10.040",-1.94726,0.72173,-1.75555,0.44307,-0.02194,-0.08937,19.58679,0.58189,-0.11061,-0.99181,0.06668,-0.20461,0.29341,856.69592,-0.20203,0.12101,0.94963,-0.36868,0.39682,0.61379
="2026/04/02 17:08:10.060",0.23156,0.11698,0.11691,0.5262,-0.04076,-0.03521,17.88739,0.08705,0.08987,-0.50229,1.08716,0.0412,-0.32701,856.43073,0.04545,-0.0264,-0.70516,-0.10715,-0.04899,1.14109
="2026/04/02 17:08:10.080",-1.12797,0.4341,-1.39107,0.50197,-0.03343,-0.06506,17.31674,0.37952,-0.02858,0.0843,0.37856,-0.03716,0.12328,855.79071,-0.72738,-0.03381,1.19952,-0.35061,0.39367,0.36758
="2026/04/02 17:08:10.100",-1.59938,0.34128,-0.35282,0.71812,-0.04004,-0.01148,16.66187,0.13261,-0.02195,-1.22957,0.73852,-0.08892,0.01771,857.19257,0.27223,-0.13795,0.10021,-0.39219,-0.22301,0.83118
="2026/04/02 17:08:10.120",0.27246,-0.347,-0.03603,0.13245,-0.02409,-0.00877,15.12971,-0.07174,0.08748,0.43009,0.78988,0.12705,-0.1807,857.24115,-0.17775,-0.07608,-0.45198,-0.14904,0.145,0.55731
="2026/04/02 17:08:10.140",-2.2379,0.44085,-1.59709,0.98401,-0.08272,-0.01661,16.2349,0.19683,0.0035,-0.35534,0.13761,-0.15513,0.43367,858.34894,-0.42167,-0.08164,1.48675,-0.54942,0.55091,-0.00035
="2026/04/02 17:08:10.160",0.01445,-0.09839,0.66573,0.51321,0.0082,-0.03295,15.07577,-0.45864,-0.14288,-0.3885,0.64501,0.07484,-0.32462,859.20599,0.44824,-0.03665,-1.01007,-0.08417,-0.36305,0.6884
="2026/04/02 17:08:10.180",-0.86541,0.41005,-1.25232,0.15979,-0.04022,-0.09175,15.86468,-0.10901,0.24427,0.73136,-0.00076,0.01365,0.01193,858.16455,-0.57255,0.05334,0.62028,-0.35541,0.29916,0.10049
="2026/04/02 17:08:10.200",-1.58087,0.04782,-0.4425,0.49574,-0.01112,-0.00131,17.50143,-0.26288,-0.16515,-0.64542,0.03338,-0.09141,0.1177,859.60675,0.40708,0.01965,0.03227,-0.23594,-0.02296,0.41162
="2026/04/02 17:08:10.220",0.92956,-0.19863,0.87014,0.28721,0.00538,-0.0211,16.70487,-0.57149,0.05178,0.73872,0.17761,0.10601,-0.46174,860.37061,-0.03829,-0.11201,-0.97483,0.09366,-0.36331,0.1025
="2026/04/02 17:08:10.240",-1.5588,0.16934,-1.15946,0.11568,-0.08209,-0.07606,18.25623,-0.25424,0.0416,0.48538,-0.85283,-0.11838,0.63456,861.43536,-0.19739,-0.11373,0.90614,-0.28102,0.06815,-0.4417
="2026/04/02 17:08:10.260",0.25469,-0.30102,1.11053,0.16411,0.05975,0.04054,18.36975,-0.88568,-0.31583,-0.04292,-0.05508,0.06322,-0.19095,862.4563,0.56806,-0.05851,-1.0132,0.17704,-0.32141,-0.10036
="2026/04/02 17:08:10.280",0.28009,-0.08084,0.23096,0.05643,-0.03329,0.00999,19.12643,-0.312,0.34393,0.98527,-0.41782,0.04449,-0.34492,862.15039,-0.26675,-0.10333,0.00942,0.0216,-0.10933,-0.58215
="2026/04/02 17:08:10.300",-0.95199,-0.37573,-0.01793,-0.12868,0.06078,0.00689,21.24253,-0.47837,-0.2063,0.06496,-0.68905,-0.09488,0.29361,863.6026,0.40192,-0.05674,0.46873,-0.09247,-0.23492,-0.6666
="2026/04/02 17:08:10.320",1.71323,-0.48683,1.40214,-0.31667,0.0528,0.06204,20.76285,-0.51232,0.04372,0.74319,-0.20745,0.17692,-0.48073,863.86542,0.37644,-0.02777,-1.20836,0.39538,-0.31999,-0.57446
="2026/04/02 17:08:10.340",-0.3218,0.02849,0.00278,-0.29149,-0.04401,0.01207,21.93561,-0.19007,-0.04818,0.89222,-1.23762,-0.13966,0.31155,864.72394,-0.025,-0.03685,0.52867,-0.02452,0.04173,-0.97465
="2026/04/02 17:08:10.360",0.5149,-0.45617,1.20739,-0.3975,0.01778,0.0446,22.26155,-0.51672,-0.06617,-0.18633,-0.43768,-0.03917,-0.01703,866.72186,0.54627,0.04317,-0.71971,0.31511,-0.41167,-0.5398
="2026/04/02 17:08:10.380",1.39253,-0.37127,0.60518,-0.70969,0.00851,0.03599,21.44897,-0.27759,0.0414,1.48032,-0.72536,0.07252,-0.1913,866.31036,-0.04108,0.05658,-0.51425,0.16108,-0.18274,-0.72687
="2026/04/02 17:08:10.400",-0.34422,0.01676,0.43843,-0.56849,0.03944,0.0372,22.74642,-0.06492,-0.0499,-0.00431,-0.95371,-0.19686,0.29553,866.68512,0.17988,-0.01581,0.34273,0.11833,0.18046,-0.25396
="2026/04/02 17:08:10.420",1.89401,-0.53864,1.04076,-0.58177,0.04412,0.01453,22.41059,-0.43694,-0.04351,0.28834,-0.07549,0.15144,-0.19224,866.53491,0.60612,0.05272,-1.57313,0.55663,-0.2729,-0.11011
="2026/04/02 17:08:10.440",0.22298,0.39438,-0.8038,-0.73274,-0.02757,0.03142,22.77779,0.02815,0.11244,0.87309,-0.84732,-0.12099,0.32594,865.60742,-0.49618,0.08713,0.66694,0.09442,0.25386,-0.82904
="2026/04/02 17:08:10.460",0.74103,-0.01292,1.00791,-0.51246,0.08825,0.12933,22.17075,-0.18514,-0.07302,-0.53006,-0.395,-0.0531,0.13883,866.13757,0.71181,0.05755,-0.56528,0.34203,-0.31771,-0.26724
="2026/04/02 17:08:10.480",1.98913,-0.41502,0.85678,-0.62134,0.05317,0.0859,20.8192,-0.2032,0.00627,0.74775,-0.24499,0.06429,-0.17033,864.67004,-0.0557,0.10055,-0.60374,0.3249,-0.081,-0.1228
="2026/04/02 17:08:10.500",-0.74229,0.50034,-0.73299,-0.60922,0.01011,0.02035,21.98143,0.2753,0.08039,-0.34232,-0.60063,-0.1379,0.53044,863.36304,-0.29586,0.09574,1.05798,-0.08835,0.20137,-0.55461
="2026/04/02 17:08:10.520",1.72176,-0.52275,1.7523,-0.6233,0.0663,0.0526,20.71698,-0.05635,-0.0563,-0.19168,0.20876,0.1379,-0.2197,861.40033,0.53439,-0.0991,-1.21685,0.35196,-0.34834,0.41568
="2026/04/02 17:08:10.540",0.16266,-0.00555,-0.62581,-0.42175,0.0296,0.05014,20.69839,0.52584,0.10873,0.53362,-0.06829,-0.02006,-0.06524,858.63037,-0.51052,0.00568,0.78926,0.11987,0.27568,-0.46337
="2026/04/02 17:08:10.560",-0.40331,0.09321,0.19376,-0.10266,0.08719,0.07049,20.64465,0.43906,-0.15513,-1.01666,0.13407,-0.02878,0.23945,859.22229,0.19055,-0.06526,0.2185,-0.06353,-0.0801,0.21991
="2026/04/02 17:08:10.580",1.32513,-0.27663,0.71503,-0.24303,-0.00818,0.04532,19.44459,0.33671,0.17169,0.08343,0.37187,0.26348,-0.48242,858.7204,-0.1426,0.07215,-0.8343,0.27402,0.11754,0.64139
="2026/04/02 17:08:10.600",-1.1976,0.04598,-1.24242,0.01746,-0.05041,-0.06104,21.13278,0.63373,-0.08895,-0.53297,-0.17335,-0.1215,0.47378,858.72412,-0.38455,0.07507,1.39794,-0.1952,0.4092,0.05063
="2026/04/02 17:08:10.620",0.57168,0.06464,0.60238,0.11187,0.10247,0.07073,20.02629,0.29994,-0.02961,-0.9724,0.82934,0.19857,-0.18487,858.8858,0.12202,0.04897,-0.51647,-0.03463,-0.11236,0.73955
="2026/04/02 17:08:10.640",-0.03987,0.37986,-0.96821,0.18212,0.02668,0.02109,19.33438,0.68759,0.2475,0.07941,0.43367,0.0331,-0.0311,857.13977,-0.47199,0.05296,0.32853,0.007,0.43299,0.7408
="2026/04/02 17:08:10.660",-1.30897,0.34095,-1.18762,0.47392,-0.02946,0.02198,20.02069,0.43169,-0.07197,-1.20362,0.60648,-0.12574,0.07885,857.65576,0.02067,-0.01748,0.67822,-0.24181,0.44299,0.71919
="2026/04/02 17:08:10.680",0.79819,0.17055,-0.32357,0.48848,-0.03787,-0.11088,17.82664,0.3581,0.09212,-0.55633,1.27502,0.15444,-0.5928,856.87988,-0.32976,-0.13228,-0.53127,0.09346,0.05947,1.08168
="2026/04/02 17:08:10.700",-1.42286,0.72388,-1.70887,0.41881,-0.02783,0.0038,17.6728,0.45712,0.0693,-0.01488,0.3624,-0.11321,0.387,856.67188,-0.35333,-0.01838,1.15098,-0.37663,0.45646,0.71352
="2026/04/02 17:08:10.720",-0.2346,0.20683,-0.33013,0.64759,0.00342,-0.00132,16.94296,0.06487,-0.17914,-1.30176,1.09899,-0.03593,-0.05158,857.25299,0.02427,0.05463,-0.1383,-0.11128,0.16785,0.93276
="2026/04/02 17:08:10.740",-0.21334,0.40443,-1.14249,0.63463,-0.04984,-0.04872,15.69424,0.21023,0.23872,0.27074,0.7021,0.0337,0.17596,856.53448,-0.42915,0.1791,0.3248,-0.17352,0.06913,0.18132
="2026/04/02 17:08:10.760",-2.01488,0.63466,-1.59291,0.57844,-0.07171,-0.06027,16.3981,0.23809,-0.06363,-1.06376,0.36593,-0.13404,0.51005,857.89099,-0.44273,0.09688,1.24146,-0.50902,0.14012,0.36541
="2026/04/02 17:08:10.780",0.92921,-0.38659,0.84369,0.52526,-0.04817,-0.07235,14.99685,-0.05045,-0.01827,-0.04005,0.97161,0.14531,-0.44729,857.64648,0.34909,-0.03003,-0.92261,0.07672,-0.2669,0.81329
="2026/04/02 17:08:10.800",-1.69911,0.61781,-1.94182,0.77522,-0.04356,-0.09874,15.73917,0.14134,0.10891,0.52323,0.21561,-0.12315,0.29831,856.91199,-0.7001,-0.13918,1.23166,-0.311,0.52935,0.3471
="2026/04/02 17:08:10.820",-0.84074,0.28836,-0.33902,0.542,-0.04072,-0.04981,16.39498,-0.25418,-0.15225,-1.0286,0.42103,-0.08029,-0.16028,857.69897,0.20444,-0.11154,-0.25227,0.01391,-0.00726,0.46774
="2026/04/02 17:08:10.840",0.27549,0.07941,-0.25157,0.37904,-0.0892,-0.07545,16.30819,-0.20523,0.06627,0.87315,0.4536,0.04616,-0.43629,857.09314,-0.33324,-0.08153,-0.32359,-0.03492,0.09585,0.23144
="2026/04/02 17:08:10.860",-1.88638,0.61507,-1.12181,0.44974,-0.06084,-0.01337,17.82458,-0.20708,0.01577,-0.26888,-0.06394,-0.18088,0.33105,858.58612,-0.19584,0.14248,0.90982,-0.29498,0.25513,-0.09364
="2026/04/02 17:08:10.880",0.69337,-0.3568,0.88534,0.27383,-0.04273,-0.0676,17.03277,-0.55419,-0.06572,0.23989,0.30246,0.07309,-0.4032,859.96161,0.26621,0.06672,-1.05535,-0.07079,-0.18254,0.2405
="2026/04/02 17:08:10.900",-0.71005,0.23475,-0.69505,0.19017,-0.07168,-0.12317,18.70086,-0.10791,0.07282,0.96692,-0.47215,-0.03822,0.0163,860.41248,-0.41454,0.02603,0.56312,-0.08296,0.08363,-0.56022
="2026/04/02 17:08:10.920",-0.93236,-0.26129,0.33464,0.11829,0.0252,0.00353,20.33467,-0.4795,-0.11193,-0.11727,0.21702,-0.09659,-0.09644,862.6048,0.47042,-0.01728,-0.1005,-0.15669,-0.38243,-0.52138
="2026/04/02 17:08:10.940",1.19183,-0.50346,0.72564,-0.00876,0.0295,0.01523,19.88367,-0.48474,-0.19609,1.00559,-0.03436,0.12523,-0.52816,863.00146,0.06117,-0.03273,-0.6977,0.18464,-0.30517,-0.35051
="2026/04/02 17:08:10.960",-1.30068,0.19944,-0.05379,-0.03238,-0.04798,0.046,21.21808,-0.35585,0.1469,0.52674,-0.90946,-0.14925,0.38752,864.1673,-0.17749,-0.07171,0.8226,-0.17771,-0.06027,-0.79276
="2026/04/02 17:08:10.980",0.8336,-0.76308,1.57153,-0.30611,0.11158,-0.02306,19.87628,-0.87216,-0.17955,0.28478,0.11869,0.12848,-0.32627,865.61047,0.46186,-0.01427,-1.06598,0.25766,-0.63006,-0.57208
="2026/04/02 17:08:11.000",0.35494,-0.32823,0.32284,-0.23045,0.04621,0.02153,20.36294,-0.37647,0.10049,1.11295,-0.551,0.06713,-0.00179,865.78864,-0.08873,0.01532,0.08798,0.15112,-0.2209,-0.93009
="2026/04/02 17:08:11.020",-0.28811,-0.20512,0.32167,-0.16996,0.01381,0.06105,21.08213,-0.69298,-0.20569,0.13643,-0.61833,-0.10871,0.17728,867.25433,0.44374,-0.05568,-0.01412,-0.08268,-0.34867,-0.71997
="2026/04/02 17:08:11.040",2.0842,-0.6139,1.37311,-0.56916,0.09992,0.04643,19.57441,-0.48585,0.1089,0.99705,-0.09739,0.13722,-0.70888,866.30383,0.18007,-0.12716,-1.09799,0.27992,-0.38805,-0.66989
="2026/04/02 17:08:11.060",0.01266,-0.21766,0.09756,-0.50082,0.01888,0.02247,21.07368,-0.20981,-0.04294,0.43622,-1.18665,-0.17791,0.43907,865.19867,-0.10993,-0.01008,0.73942,0.09954,0.00652,-1.11462
="2026/04/02 17:08:11.080",1.29803,-0.38231,1.16159,-0.60858,0.01351,0.04806,21.3541,-0.5015,-0.02102,-0.07505,-0.40858,0.05505,-0.10412,865.21332,0.75543,-0.04448,-1.16618,0.4468,-0.42615,-0.32848
="2026/04/02 17:08:11.100",1.61888,-0.32812,0.60141,-0.68411,0.04651,0.01073,21.73552,-0.27804,0.04305,1.15658,-0.56572,0.04603,-0.07278,863.63306,-0.2839,0.05447,-0.17414,0.33495,0.23605,-0.75739
="2026/04/02 17:08:11.120",-0.29603,0.48726,-0.1171,-0.13354,0.03764,0.05465,22.56732,0.01011,-0.05052,-0.49797,-0.78643,-0.12568,0.6275,864.80975,0.35108,0.05171,0.44449,0.05449,0.00761,-0.62877
="2026/04/02 17:08:11.140",2.36499,-0.74693,2.15362,-0.89443,0.02444,0.02057,20.52855,-0.18441,0.09221,0.52155,-0.07411,0.18301,-0.38455,864.19415,0.31416,0.04183,-1.26553,0.55413,-0.41171,-0.29224
="2026/04/02 17:08:11.160",-0.01509,-0.18634,-0.75892,-0.64218,0.00842,0.03561,21.79928,0.44958,-0.02529,0.60954,-0.65561,-0.07884,0.14743,862.82214,-0.37269,0.11597,0.87093,0.0574,0.33417,-0.56485
="2026/04/02 17:08:11.180",1.03865,-0.24564,1.37222,-0.31734,0.16033,0.14825,22.15705,0.25588,-0.09693,-0.61822,0.00659,-0.0014,0.03948,862.44653,0.58288,0.09717,-0.4099,0.32015,-0.13256,-0.12055
="2026/04/02 17:08:11.200",1.40281,-0.14901,0.35504,-0.34523,-0.04046,-0.02174,22.18027,0.39285,0.12584,0.51637,0.02409,0.06945,-0.2945,860.34399,-0.37021,-0.01316,-0.36303,0.31666,0.10658,0.26923
="2026/04/02 17:08:11.220",-0.8594,0.19601,-0.68217,-0.35213,0.01122,-0.01314,22.84418,0.60379,-0.01777,-0.71823,-0.03569,-0.12523,0.55992,860.33545,0.00224,0.15142,0.88204,-0.04307,0.2577,-0.20352
