time,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSGD00004.chdata,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ
="2026/04/02 17:06:55.420",-0.88999,0.6491,-1.85321,0.54417,-0.03777,-0.08399,24.02713,0.27269,0.02314,-0.05042,0.07401,-0.11269,0.45261,848.01941,-0.88863,0.05308,1.62167,-0.10055,0.74005,0.33505
="2026/04/02 17:06:55.440",-0.31794,0.17801,-0.16053,0.62298,-0.0255,-0.02483,25.10167,-0.13625,-0.12038,-1.09769,0.42614,0.09451,0.07117,852.9707,0.33427,0.19071,-0.28683,0.07322,-0.22272,0.91892
="2026/04/02 17:06:55.460",0.25429,0.1237,-1.20684,0.08377,-0.06558,-0.06871,24.59937,-0.01485,0.17478,0.45277,0.14639,0.16441,-0.43529,857.39362,-0.65053,0.1963,-0.06346,0.10743,0.14006,0.60993
="2026/04/02 17:06:55.480",-1.48219,0.45628,-2.15003,0.80692,-0.01422,-0.07443,24.35781,0.13395,-0.03854,-0.64481,-0.44111,-0.07412,0.42648,862.90948,-0.46926,-0.0202,0.99348,-0.28137,0.39718,1.14415
="2026/04/02 17:06:55.500",1.32249,-0.12714,0.22263,0.56714,0.0195,-0.02858,20.70611,-0.34668,-0.04971,-0.15249,0.13052,0.21238,-0.51536,866.38947,0.09356,-0.12703,-1.14092,0.24302,-0.09229,1.11101
="2026/04/02 17:06:55.520",-0.60987,0.48092,-1.76523,0.18647,-0.12233,-0.14401,18.38636,-0.02029,0.1922,0.63768,-0.63198,-0.03246,-0.01203,868.73236,-0.89664,-0.04511,0.96864,-0.31164,0.28421,0.14419
="2026/04/02 17:06:55.540",-0.32085,0.06154,-0.56271,0.51906,0.03204,-0.04988,14.89417,-0.4473,-0.30292,-0.55215,-0.43643,-0.02722,0.02507,870.96039,0.07084,0.09946,-0.05321,-0.10059,-0.30116,0.34517
="2026/04/02 17:06:55.560",0.93009,0.0188,0.20132,0.29165,-0.04265,-0.0158,11.17489,-0.45006,0.14841,0.83009,-0.41127,0.13848,-0.47405,868.8241,-0.33565,0.07799,-0.45311,0.1356,-0.14829,-0.05169
="2026/04/02 17:06:55.580",-1.34374,0.25915,-1.02098,0.23627,0.04706,0.00927,10.82596,-0.23994,-0.09598,0.19134,-1.04203,-0.12856,0.32972,866.67596,-0.14459,0.03939,0.96278,-0.15882,0.15132,-0.52871
="2026/04/02 17:06:55.600",0.75211,-0.41952,1.41637,0.45648,0.00988,0.03321,10.17992,-0.59035,0.08421,0.18752,-0.43563,0.11412,-0.41478,864.11719,0.40928,-0.00982,-1.01082,0.29588,-0.41347,-0.39904
="2026/04/02 17:06:55.620",-0.4008,-0.17395,0.07284,-0.07693,-0.0844,-0.02413,11.7273,-0.116,0.1036,0.97147,-1.05706,-0.06742,-0.01566,859.41296,-0.08962,0.03731,0.28272,0.06073,-0.05056,-0.80804
="2026/04/02 17:06:55.640",-0.73586,-0.19534,1.16839,-0.10374,-0.04245,0.02459,14.41369,-0.28956,-0.07819,0.02534,-0.8079,-0.13354,0.10268,856.77478,0.56448,0.00482,-0.08594,0.13816,-0.31544,-0.94803
="2026/04/02 17:06:55.660",1.06455,-0.66356,1.7879,-0.34332,0.03662,-0.01043,16.82837,-0.20944,0.00329,0.90949,-0.46323,0.09601,-0.34083,853.98187,0.3388,-0.11023,-0.89624,0.35914,-0.43719,-0.95545
="2026/04/02 17:06:55.680",-1.18936,-0.10393,0.795,-0.54232,0.02048,0.04416,21.73676,0.09405,-0.11392,0.66412,-1.23243,-0.17858,0.42632,853.61365,0.27804,-0.06717,0.55003,-0.02944,-0.15279,-1.19428
="2026/04/02 17:06:55.700",0.38339,-0.89992,2.447,-0.55309,0.05213,0.05019,24.34917,-0.04732,0.00364,-0.20512,-0.29372,0.09764,-0.34318,855.90338,0.63552,-0.00977,-1.01288,0.1605,-0.55615,-1.00039
="2026/04/02 17:06:55.720",0.217,-0.86618,1.2663,-0.57512,0.02307,0.03102,27.61854,0.23965,0.12402,1.54059,-0.61136,-0.00534,-0.1436,858.42615,0.17904,-0.07157,-0.13478,-0.09293,-0.2553,-1.1029
="2026/04/02 17:06:55.740",-0.66582,-0.5409,1.26398,-0.60934,0.01946,0.11392,30.72626,0.48466,-0.03447,-0.44099,-0.68217,-0.0792,0.52537,863.3197,0.52974,-0.20699,0.11017,-0.27894,-0.12312,-0.72864
="2026/04/02 17:06:55.760",1.48613,-0.75769,1.92272,-0.5946,0.04771,0.11249,29.64593,0.03203,0.06758,0.48048,0.00896,0.1234,-0.41534,866.72876,0.51707,-0.103,-1.51716,-0.01831,-0.39692,-0.53552
="2026/04/02 17:06:55.780",-0.95862,0.31492,-0.80888,-0.61477,-0.00711,0.0599,29.16153,0.40321,0.04274,0.57456,-0.70142,-0.18574,0.37615,870.2077,-0.33133,-0.02975,0.91841,-0.37479,0.07255,-1.01965
="2026/04/02 17:06:55.800",0.86606,-0.40326,1.69884,-0.64427,0.09102,0.09343,26.14785,0.11725,-0.14667,-0.52511,0.08185,0.03625,-0.05148,874.32037,0.70052,-0.06989,-0.96616,-0.22688,-0.5283,-0.32219
="2026/04/02 17:06:55.820",0.99407,-0.45641,1.05266,-0.50654,0.0735,0.07604,22.70612,0.17933,0.25344,1.00576,0.15264,0.14382,-0.22252,874.1839,-0.04589,-0.02646,-0.28647,-0.26858,-0.0612,-0.52073
="2026/04/02 17:06:55.840",-1.13974,-0.06097,-0.91623,-0.3573,0.01674,0.07744,19.53599,0.20554,-0.21603,-0.3831,0.07185,-0.12064,0.40572,872.98755,0.13989,-0.01684,0.63423,-0.33217,-0.06226,-0.62074
="2026/04/02 17:06:55.860",1.60349,-0.29988,1.99177,-0.51318,0.042,0.04942,14.26887,-0.07908,0.03674,-0.04047,0.71398,0.07752,-0.4887,869.49774,0.38626,-0.15144,-1.14294,-0.034,-0.39453,0.00292
="2026/04/02 17:06:55.880",-0.69025,0.13337,-0.75306,-0.49982,-0.05123,0.02714,13.02049,0.36808,0.0678,0.30961,0.41479,-0.10647,0.24835,864.31561,-0.3215,-0.05988,0.88224,-0.14986,0.2325,-0.38463
="2026/04/02 17:06:55.900",-0.06448,-0.29724,0.96163,-0.20515,0.07093,0.08676,12.86377,0.03605,-0.15351,-0.71982,0.9043,-0.04067,0.29387,859.63031,0.47778,-0.01843,-0.18337,-0.04884,-0.08194,-0.05184
="2026/04/02 17:06:55.920",0.84103,-0.26921,0.49509,-0.2847,0.06502,0.00384,12.26206,0.12397,0.14427,0.21414,0.44953,0.19857,0.01992,853.34448,-0.24717,0.06904,-0.14797,0.12732,0.1663,-0.04855
="2026/04/02 17:06:55.940",-1.58195,0.49,-1.00385,-0.05637,-0.09813,-0.05322,14.94689,0.26871,-0.01949,-0.72889,0.33476,-0.17861,0.55918,849.94183,0.01355,0.03824,0.92726,-0.05888,0.43312,0.33976
="2026/04/02 17:06:55.960",0.90026,-0.01488,0.62683,0.10713,0.0993,0.04451,17.19283,-0.07708,0.07846,-0.66761,1.50353,0.18354,-0.62646,847.55896,0.11069,0.06799,-0.76542,0.28616,0.1316,0.55883
="2026/04/02 17:06:55.980",-0.31787,0.62783,-1.44292,0.32488,-0.03325,-0.03326,21.06123,0.38509,-0.00028,-0.01677,0.54444,0.01108,0.1062,845.50378,-0.41116,-0.06767,0.66525,-0.07546,0.54945,0.74615
="2026/04/02 17:06:56.000",-0.66083,0.70873,-0.95376,0.22042,0.00035,0.00857,24.30815,0.10969,-0.05229,-1.17729,0.72381,-0.01886,0.36789,847.61359,0.00893,0.00107,0.36794,0.14836,0.39333,0.74365
="2026/04/02 17:06:56.020",1.10944,0.39985,-1.04248,0.31028,-0.04512,-0.09608,24.53002,0.15887,0.03002,-0.37956,0.8847,0.12532,-0.26188,850.37494,-0.47859,0.01972,-0.23159,0.08841,0.26965,0.96071
="2026/04/02 17:06:56.040",-1.08082,0.91929,-2.43171,0.42592,-0.02956,-0.12801,26.29943,0.42308,-0.02537,-0.53919,0.1366,-0.13982,0.71937,854.59503,-0.42221,0.18932,1.27731,-0.23089,0.46408,0.842
="2026/04/02 17:06:56.060",0.78903,0.46786,-0.96953,0.71983,-0.02757,-0.05661,25.07528,-0.09017,-0.01804,-0.93744,0.7958,0.114,-0.14096,859.06628,-0.03835,0.12546,-0.65487,0.07764,0.23237,1.61653
="2026/04/02 17:06:56.080",0.26747,0.71707,-2.08382,0.59651,-0.0813,-0.14308,23.17755,0.12646,0.09552,0.33588,0.13718,0.01034,-0.13698,862.00867,-0.80079,0.18553,0.86313,-0.199,0.66961,0.79819
="2026/04/02 17:06:56.100",-0.94457,1.02373,-2.06076,0.57267,-0.0577,-0.05484,20.75432,-0.05855,-0.19747,-1.14377,0.11481,-0.11109,0.21242,866.19598,-0.27241,0.05971,0.47499,-0.24625,0.15143,1.11531
="2026/04/02 17:06:56.120",1.31672,0.02121,-0.34524,0.11384,-0.02083,-0.03743,15.18136,-0.30969,0.09754,0.01279,0.41512,0.17401,-0.65486,867.19385,-0.11029,0.05709,-0.90205,0.01756,-0.01166,1.25254
="2026/04/02 17:06:56.140",-1.2389,0.60436,-2.25602,0.92515,0.01439,-0.09676,12.35576,-0.01343,-0.03898,0.04407,-0.32521,-0.11155,0.08138,866.23486,-0.89834,0.07464,1.54788,-0.17628,0.50391,0.45196
="2026/04/02 17:06:56.160",0.06937,-0.00033,0.07626,0.63849,-0.00988,-0.02773,9.21716,-0.62945,-0.01504,-0.5901,0.06267,0.07116,-0.28481,864.55853,0.26872,0.02855,-0.57168,0.04789,-0.2644,0.62716
="2026/04/02 17:06:56.180",0.1846,0.26645,-0.9396,0.38342,-0.06652,-0.1323,8.26162,-0.30574,0.04422,0.83188,-0.30034,0.07084,-0.3732,860.16931,-0.53993,0.1048,0.21804,0.13798,0.3382,0.06876
="2026/04/02 17:06:56.200",-1.5705,0.36872,-0.65427,0.61597,-0.07018,0.00678,10.18531,-0.33175,0.00328,-0.27796,-0.48169,-0.10301,0.20094,857.96216,0.1538,0.01516,0.78669,-0.02473,0.16981,0.00086
="2026/04/02 17:06:56.220",0.97978,-0.39576,0.83594,0.3048,0.01634,-0.01486,9.99526,-0.55706,-0.08359,0.44112,-0.23662,0.16145,-0.4055,855.31232,0.28575,-0.04336,-0.96536,0.35274,-0.2527,-0.20271
="2026/04/02 17:06:56.240",-1.13028,0.27361,-0.40328,0.01734,-0.07483,-0.06692,13.33325,-0.05213,0.17592,0.61099,-1.16243,-0.00921,0.18397,852.11395,-0.27422,-0.01209,0.90365,-0.01212,0.24975,-0.76868
="2026/04/02 17:06:56.260",-0.39998,-0.38522,1.1785,0.18958,-0.09175,0.05655,18.29886,-0.47498,-0.21347,-0.22313,-0.29949,-0.02221,-0.31242,851.39832,0.63249,0.02164,-0.68802,0.2764,-0.34255,-0.54587
="2026/04/02 17:06:56.280",0.59795,-0.26806,1.04097,-0.05245,-0.0395,-0.02965,22.23189,-0.19251,0.09856,1.03103,-0.38083,0.10191,-0.44164,851.49664,0.04768,-0.00495,-0.53841,0.14377,-0.31033,-0.95375
="2026/04/02 17:06:56.300",-1.35714,-0.21816,0.41735,-0.02773,0.07507,0.0647,26.71609,0.0371,0.03295,0.27773,-1.21921,-0.17021,0.60264,855.18469,0.30854,0.00321,0.46035,-0.16902,-0.14727,-0.93645
="2026/04/02 17:06:56.320",1.05565,-0.73777,2.03111,-0.25335,0.01522,0.11127,27.47993,-0.15626,-0.00365,0.36569,-0.27199,0.10551,-0.47443,860.05878,0.47557,-0.09931,-1.27203,0.21694,-0.49989,-0.54987
="2026/04/02 17:06:56.340",-0.30646,-0.42078,0.09541,-0.58896,-0.01088,-0.06091,28.70044,0.3376,0.05524,0.85211,-0.93779,-0.08055,0.01631,864.55414,-0.13379,-0.12692,0.47852,-0.29357,-0.22367,-1.16618
="2026/04/02 17:06:56.360",0.02151,-0.37781,1.36344,-0.51417,0.00077,0.07255,28.88137,-0.0322,-0.18232,-0.07866,-0.55971,-0.09937,0.15329,870.29608,0.57458,-0.11371,-0.487,-0.14404,-0.56601,-0.8861
="2026/04/02 17:06:56.380",1.3826,-0.61541,1.64572,-0.55549,0.02235,0.08087,26.24261,-0.08447,0.16736,1.27318,-0.34306,0.15675,-0.39222,873.09131,0.16903,-0.08794,-0.72909,-0.11845,-0.42879,-0.93863
="2026/04/02 17:06:56.400",-0.89144,-0.4409,0.76401,-0.37928,0.04265,0.05513,24.09477,0.27828,-0.00674,0.11079,-0.85743,-0.1362,0.53994,874.8006,0.07669,-0.0689,0.75403,-0.40468,-0.11992,-1.08341
="2026/04/02 17:06:56.420",0.86514,-0.95406,1.73056,-0.59846,0.05753,0.04987,19.31593,-0.06539,0.03709,-0.00965,0.00073,0.06303,-0.33512,874.79889,0.81559,-0.06366,-1.43711,-0.01699,-0.65918,-0.55644
="2026/04/02 17:06:56.440",0.41572,-0.45716,0.16539,-0.66434,-0.00274,0.02778,16.39654,0.19008,0.0041,1.28106,-0.3826,-0.0572,0.08128,872.63202,-0.32505,-0.08201,0.28336,-0.18341,0.15193,-0.85938
="2026/04/02 17:06:56.460",-0.17564,-0.02379,0.84182,-0.32075,0.07398,0.06901,14.77508,0.13049,-0.12851,-0.45162,-0.11417,-0.12153,0.26003,870.65405,0.67444,-0.07199,-0.02528,-0.14559,-0.1688,-0.7575
="2026/04/02 17:06:56.480",1.69507,-0.50511,2.00855,-0.82317,-0.00751,0.05529,12.79188,-0.14995,0.00925,0.64017,0.35623,0.17615,-0.32108,865.26727,0.3725,0.01756,-1.09098,0.15597,-0.27146,-0.52958
="2026/04/02 17:06:56.500",-1.3331,0.10192,-0.18811,-0.63273,0.00237,0.03465,15.01415,0.47974,0.03963,0.04397,-0.04646,-0.13646,0.49846,859.43573,-0.02458,0.08146,0.78048,-0.09926,0.25531,-0.57912
="2026/04/02 17:06:56.520",0.56999,-0.8213,2.24259,-0.33503,0.08182,0.16689,15.8429,0.00231,-0.16534,-0.50437,0.66462,0.08265,0.03097,854.77075,0.79012,-0.01225,-0.98197,0.30248,-0.33246,-0.28695
="2026/04/02 17:06:56.540",0.14823,0.04729,0.23435,-0.34058,0.02256,0.04432,17.78172,0.35291,0.17171,0.45586,0.51043,0.06724,-0.03394,850.36029,-0.08544,-0.06413,0.13445,0.03062,0.11032,-0.47444
="2026/04/02 17:06:56.560",-1.13572,0.26914,0.03201,-0.30533,0.0062,-0.01672,22.35124,0.34872,-0.04316,-0.94939,0.37781,-0.15424,0.31436,849.93591,0.22605,-0.03195,0.37783,0.0721,0.14201,-0.00832
="2026/04/02 17:06:56.580",1.1602,-0.17511,0.87291,-0.36533,-0.01025,0.04025,24.2441,0.13175,0.07032,-0.23349,1.00299,0.1524,-0.36441,849.98425,0.15117,-0.11906,-0.9864,0.25674,-0.06176,0.51636
="2026/04/02 17:06:56.600",-0.94999,0.40166,-1.40259,-0.09369,-0.0204,-0.04053,26.7562,0.56774,0.09782,-0.18081,0.32088,-0.12723,0.43785,851.87982,-0.50307,0.03996,1.03487,-0.09855,0.48399,0.09169
="2026/04/02 17:06:56.620",0.31302,0.00767,-0.0342,0.02732,0.04207,0.02688,27.0676,0.12063,-0.16523,-0.96688,1.00673,0.0824,-0.10112,855.39612,0.21411,0.00954,-0.58816,0.09823,0.03048,1.14871
="2026/04/02 17:06:56.640",0.74724,0.2753,-0.90868,0.15186,-0.0252,0.05733,26.30515,0.30136,0.12827,0.09521,0.81052,0.15061,-0.30733,857.68903,-0.53093,0.15791,0.12838,0.01813,0.33364,0.77604
="2026/04/02 17:06:56.660",-1.17252,0.67557,-2.05715,0.34512,-0.02638,-0.01629,26.23819,0.19207,-0.06312,-0.9801,0.39814,-0.14039,0.76647,861.63538,-0.26632,0.08996,0.93144,-0.31868,0.39671,1.07662
="2026/04/02 17:06:56.680",1.29018,0.34171,-0.77825,0.23228,0.02087,-0.01933,21.76164,0.00293,0.04718,-0.54146,1.18369,0.18379,-0.6019,863.9715,-0.2828,0.0374,-0.64726,0.11115,0.14891,1.26168
="2026/04/02 17:06:56.700",-0.34243,0.80665,-2.34642,0.3769,-0.05033,-0.07303,18.49325,0.13614,0.0274,0.17314,0.32797,-0.04432,0.18349,864.9812,-0.5737,-0.06022,0.98232,-0.24007,0.5848,1.01638
="2026/04/02 17:06:56.720",-0.14756,0.52012,-1.41316,0.44594,-0.00962,-0.05833,14.81135,-0.26511,-0.16633,-1.35405,0.78259,-0.06704,0.02129,865.95636,-0.16331,-0.03614,0.08854,0.02824,0.24227,1.33473
="2026/04/02 17:06:56.740",0.79582,0.47951,-1.35944,0.42876,-0.08229,-0.12603,10.15521,-0.32747,0.13798,0.30545,0.74419,0.07195,-0.65794,863.25299,-0.59678,0.15987,-0.13239,0.09097,0.05938,0.78598
="2026/04/02 17:06:56.760",-1.30084,0.76942,-1.96367,0.51946,-0.01966,-0.08999,8.88904,-0.06642,-0.10993,-0.47558,0.15953,-0.17569,0.28489,860.18469,-0.87662,0.14544,1.57093,-0.19146,0.35276,0.67864
="2026/04/02 17:06:56.780",1.13647,-0.14642,0.53807,0.62111,-0.03816,-0.09776,7.72041,-0.51797,0.00724,-0.47577,0.83616,0.12609,-0.49115,856.39978,0.38812,0.07377,-0.97525,0.41981,-0.28683,1.06907
="2026/04/02 17:06:56.800",-0.8709,0.52077,-2.02573,0.78974,-0.01259,-0.07183,8.73885,-0.13474,0.07766,0.3945,0.01211,0.05517,0.18549,852.41309,-0.81292,0.06588,0.97223,0.15139,0.52582,0.29709
="2026/04/02 17:06:56.820",-0.89458,0.57285,-0.65533,0.70423,-0.03828,-0.01959,11.54489,-0.38067,-0.19678,-0.8909,0.08941,0.03396,0.23798,850.91589,0.05199,-0.02749,0.34278,0.24892,0.17567,0.51708
="2026/04/02 17:06:56.840",1.10875,0.02568,0.05196,0.35164,-0.03948,-0.05397,14.58536,-0.30489,0.13808,0.40963,0.07367,0.19237,-0.36834,849.07672,-0.04565,-0.01414,-0.66831,0.4974,-0.00452,0.43971
="2026/04/02 17:06:56.860",-1.44811,0.53206,-1.70296,0.29967,0.00934,-0.0903,19.57092,-0.04849,-0.05713,-0.06696,-0.7179,-0.09564,0.25014,849.40668,-0.41068,0.13228,1.13345,0.09204,0.39146,0.19363
="2026/04/02 17:06:56.880",0.63369,-0.04429,0.92875,0.49118,-0.0628,0.07291,22.09798,-0.42794,-0.00676,-0.4135,-0.28499,0.08033,-0.32013,851.59607,0.33825,0.13939,-1.03314,0.31291,-0.03659,0.40573
="2026/04/02 17:06:56.900",-0.07816,0.05497,-0.60766,0.16564,-0.00789,-0.06865,25.15127,0.05452,0.07818,0.85602,-0.6755,0.08064,-0.09265,854.17548,-0.29812,0.05589,0.12236,0.23172,0.15171,0.09005
="2026/04/02 17:06:56.920",-0.96373,0.12807,-0.31087,0.30293,0.01466,0.00568,26.93519,-0.02444,-0.02358,-0.29375,-0.2648,-0.21765,-0.00197,860.3479,0.08022,-0.01145,0.33128,-0.16105,-0.13855,0.03065
="2026/04/02 17:06:56.940",1.42558,-0.61498,1.09249,0.04525,0.00517,-0.01541,25.20005,-0.11064,-0.03255,0.74676,-0.22288,0.12985,-0.52263,864.95343,0.12416,-0.03035,-1.19554,0.15429,-0.35704,-0.01649
="2026/04/02 17:06:56.960",-0.9353,0.02191,-0.58159,0.00019,-0.04064,0.04415,25.15948,0.11586,-0.00157,0.60516,-1.34125,-0.17251,0.41469,869.29993,-0.13751,-0.0386,0.83788,-0.22303,-0.02403,-0.92191
="2026/04/02 17:06:56.980",0.36819,-0.71868,1.29022,-0.08706,0.08553,-0.08312,22.45052,-0.39205,-0.07269,0.00746,-0.35537,-0.02804,-0.1474,874.0733,0.5352,0.019,-0.7263,-0.08732,-0.61894,-0.6483
="2026/04/02 17:06:57.000",0.61464,-0.525,0.96359,-0.43887,0.02871,0.0546,18.89811,0.00979,0.1269,1.06882,-0.65968,-0.0075,-0.43797,874.82294,-0.09657,0.02302,-0.30881,-0.12307,-0.29496,-0.88929
="2026/04/02 17:06:57.020",-0.98969,-0.5346,0.77942,-0.32767,0.04074,0.06952,17.2299,-0.09815,-0.04334,0.40266,-0.88042,-0.09775,0.48623,874.85608,0.38963,-0.01732,0.46217,-0.2978,-0.2892,-1.14406
="2026/04/02 17:06:57.040",1.31416,-0.88536,1.96708,-0.48136,0.06904,0.0675,14.50313,-0.3289,-0.00481,0.58312,-0.15381,0.19037,-0.31872,871.84003,0.36666,-0.1213,-1.27283,0.14062,-0.63447,-0.81217
="2026/04/02 17:06:57.060",-0.70685,-0.31823,0.69573,-0.5709,0.00298,0.06345,14.71454,0.01087,0.06131,1.03267,-0.88393,-0.03445,0.22945,867.84943,-0.13911,-0.05056,0.65295,-0.20407,-0.27197,-1.44711
="2026/04/02 17:06:57.080",-0.07095,-0.5197,1.92185,-0.6325,0.0708,0.11062,14.53925,-0.13876,-0.14511,-0.38846,-0.14297,-0.0419,-0.05712,864.75488,0.89168,-0.18875,-0.90936,0.10773,-0.70265,-0.63186
="2026/04/02 17:06:57.100",1.04909,-1.05587,2.00783,-0.57205,0.02891,0.05222,15.17221,-0.09237,0.2112,1.24833,-0.16413,0.04375,-0.30493,859.15375,0.16282,-0.11709,-0.4944,0.18683,-0.17183,-1.22117
="2026/04/02 17:06:57.120",-1.3397,0.10007,0.1279,-0.12397,0.00312,0.06919,19.47688,0.18442,-0.16642,-0.25866,-0.48764,-0.16286,0.53957,855.6994,0.33581,-0.09244,0.72771,-0.03755,0.04451,-1.00146
="2026/04/02 17:06:57.140",1.42051,-0.65513,2.94009,-0.92443,-0.04188,0.07921,21.48018,-0.05035,0.1562,0.01819,0.31284,0.17255,-0.2517,853.85583,0.6843,-0.09177,-1.44251,0.27624,-0.51546,-0.52835
="2026/04/02 17:06:57.160",-0.32743,-0.09218,0.01925,-0.58415,0.01429,0.05003,24.94754,0.4867,-0.00255,0.70636,-0.13903,-0.03401,0.20766,852.74231,-0.22477,-0.04258,0.74688,-0.079,0.04086,-1.15672
="2026/04/02 17:06:57.180",-0.1612,-0.11805,1.0321,-0.31536,0.07964,0.11154,27.96049,0.243,-0.05971,-0.7526,0.24881,-0.01826,0.16114,855.29047,0.77154,-0.03764,-0.23615,0.006,-0.14608,-0.27528
="2026/04/02 17:06:57.200",1.42402,-0.51074,1.168,-0.38363,0.05397,0.07188,28.63783,0.27293,0.07381,0.37222,0.53965,0.09825,-0.29859,857.35956,-0.02463,0.00387,-0.86628,0.10318,-0.05858,-0.17427
="2026/04/02 17:06:57.220",-1.04047,0.15491,-1.07932,-0.38083,0.04401,0.032,29.88066,0.5429,-0.01177,-0.43884,0.20111,-0.12609,0.46082,860.52545,-0.06459,0.02494,1.1155,-0.34004,0.26518,-0.08102
="2026/04/02 17:06:57.240",1.30414,-0.27218,0.7422,-0.20514,0.08384,0.08498,26.75633,0.20229,-0.01291,-0.76725,1.02571,0.06138,-0.27686,864.32532,0.23472,0.01084,-0.82593,0.07555,-0.18397,0.8028
="2026/04/02 17:06:57.260",0.4562,0.27689,-1.21768,-0.29565,-0.0493,0.00889,24.18034,0.51436,0.16054,0.20007,0.03886,0.03398,0.33616,866.01849,-0.61406,-0.08195,0.56012,-0.32159,0.31762,0.63587
="2026/04/02 17:06:57.280",-0.41989,0.35949,-1.17494,-0.01993,0.03244,0.03284,21.69493,0.27103,-0.08077,-1.11225,0.3031,-0.10978,0.50239,868.23541,0.11572,0.07366,0.58928,-0.22872,0.2516,0.4066
="2026/04/02 17:06:57.300",1.44762,0.19839,-0.60332,0.21289,-0.07211,-0.03717,16.30525,0.02515,-0.02218,-0.25891,1.03499,0.18758,-0.47619,867.18713,-0.27935,-0.03389,-0.59009,0.0201,0.17076,1.08724
="2026/04/02 17:06:57.320",-0.8815,0.79579,-2.21772,0.10886,-0.05165,-0.03325,14.13044,0.33748,0.0749,-0.44199,0.25882,-0.12096,0.36651,865.03687,-0.49245,0.08942,1.24903,-0.29846,0.58643,0.87216
="2026/04/02 17:06:57.340",0.55798,0.20682,-0.54058,0.27231,0.04627,-0.02961,10.90735,-0.23017,-0.09349,-0.95618,1.07374,0.0348,-0.15759,861.8476,-0.06068,0.10395,-0.39079,0.12171,0.1526,1.48848
="2026/04/02 17:06:57.360",0.25355,0.54671,-1.46123,0.30323,-0.02783,-0.07063,9.15626,0.00077,0.14201,0.1621,0.69295,0.04069,-0.11901,855.92865,-0.61507,0.14098,0.35254,0.12015,0.47317,1.13331
="2026/04/02 17:06:57.380",-1.29122,0.88609,-1.62205,0.70012,-0.05787,-0.08801,10.34083,-0.00038,-0.19745,-1.33222,0.42958,-0.1581,0.6082,852.41974,-0.15678,0.05553,0.82376,0.00471,0.42614,1.07011
="2026/04/02 17:06:57.400",0.84886,0.38256,-0.53126,0.4292,-0.02974,-0.10141,10.91866,-0.31526,0.03095,-0.05757,1.21784,0.16247,-0.54757,848.38336,-0.15818,0.04379,-0.73547,0.43831,0.08586,1.01292
="2026/04/02 17:06:57.420",-1.0301,0.68662,-1.79412,0.53776,-0.07751,-0.09703,14.80021,0.07481,0.01093,-0.00134,0.08437,-0.00425,0.472,845.57648,-0.83064,0.03179,1.69768,-0.0614,0.68957,0.18955
="2026/04/02 17:06:57.440",-0.41086,0.22237,0.09392,0.50039,-0.02931,-0.02557,17.57081,-0.26054,-0.08273,-1.03551,0.42273,0.08881,0.0793,846.3512,0.47408,0.08499,-0.34216,0.19044,-0.21682,0.83879
="2026/04/02 17:06:57.460",0.03462,0.14298,-0.81729,0.12613,-0.08331,-0.10149,19.8819,-0.08181,0.17192,0.48882,0.227,0.1668,-0.45487,847.3266,-0.62216,0.12487,0.001,0.26607,0.16377,0.435
="2026/04/02 17:06:57.480",-1.69314,0.47718,-1.89809,0.76641,-0.02949,-0.05706,23.85719,0.13547,-0.04917,-0.60757,-0.34859,-0.10539,0.29436,850.53601,-0.39311,-0.01734,1.03197,-0.18792,0.30148,0.74749
="2026/04/02 17:06:57.500",1.2299,-0.10114,0.55189,0.57688,0.03048,-0.04109,23.95402,-0.31047,-0.03555,-0.20486,0.17516,0.16735,-0.69155,854.59729,0.18337,-0.07335,-1.20834,0.28393,-0.2794,0.99684
="2026/04/02 17:06:57.520",-0.71913,0.48897,-1.50173,0.18357,-0.11945,-0.1679,24.68863,0.1063,0.20021,0.5988,-0.72344,-0.05271,-0.09397,859.22455,-0.85869,-0.00728,1.10671,-0.29676,0.23442,0.04851
="2026/04/02 17:06:57.540",-0.35518,0.03019,-0.59875,0.6349,-0.00619,-0.01271,23.82024,-0.31315,-0.30242,-0.45878,-0.50195,-0.03994,0.05227,865.92407,0.16854,0.01404,-0.01175,-0.095,-0.34203,0.33029
="2026/04/02 17:06:57.560",1.02229,-0.0131,0.10862,0.28393,-0.03056,-0.02269,20.89088,-0.28967,0.12449,0.87784,-0.49141,0.15209,-0.48275,868.90759,-0.29003,0.05199,-0.63435,0.12627,-0.1745,0.17238
="2026/04/02 17:06:57.580",-1.22758,0.24196,-1.21156,0.20167,0.02545,0.00679,19.31673,-0.07443,-0.08641,0.07702,-1.03825,-0.11691,0.33196,871.14728,-0.26657,0.03385,1.16711,-0.3548,0.10305,-0.45248
="2026/04/02 17:06:57.600",0.94498,-0.37037,1.17242,0.4443,0.01732,0.06784,14.97658,-0.58407,0.05203,0.21168,-0.41167,0.1032,-0.35827,872.22369,0.38753,0.05119,-0.90834,0.01014,-0.38558,-0.34764
