time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSGD00003.chdata,WSGD00004.chdata,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ
="2026/04/02 16:00:11.660",0.08608,-0.08456,0.0696,0.06279,-0.00886,-0.17564,0.14533,-0.07676,0.23328,20.02012,864.94354,0.08409,0.0082,-0.10751,0.1178,-0.02918,-0.08628,-0.11676,0.0162,0.01618
="2026/04/02 16:00:11.680",-0.00386,-0.00663,0.05155,0.03845,0.02954,0.09013,-0.04997,0.07631,-0.28044,20.18383,864.86438,0.03594,0.04536,-0.14887,-0.08517,-0.02103,0.16845,0.02312,0.00483,-0.00506
="2026/04/02 16:00:11.700",0.05419,0.01038,-0.11108,0.09764,-0.0158,-0.14251,-0.07461,-0.03832,0.06156,20.12225,865.16724,0.1873,-0.0032,-0.07082,0.04328,-0.0066,-0.10745,-0.06161,0.00718,-0.00385
="2026/04/02 16:00:11.720",0.02602,-0.1107,0.08803,-0.04463,-0.0049,0.04098,0.25214,-0.15204,0.20998,20.33971,865.44537,0.10262,0.01345,-0.13144,0.05757,-0.04877,0.10439,0.05116,0.01682,0.02835
="2026/04/02 16:00:11.740",0.02125,0.05251,-0.08801,0.10136,0.02857,0.00618,-0.22191,-0.07063,-0.25676,20.4333,864.89368,0.09996,-0.04091,0.1119,-0.04616,-0.02623,-0.06616,0.09717,0.00153,0.02176
="2026/04/02 16:00:11.760",0.08364,-0.1151,-0.19937,0.04322,-0.04245,-0.22432,0.11341,-0.13716,0.21609,21.0789,865.05127,0.12787,-0.06101,0.13637,0.13316,-0.04748,-0.20112,-0.04045,0.02497,0.03708
="2026/04/02 16:00:11.780",0.03308,-0.24977,-0.10589,0.01773,0.0419,0.12284,0.01681,-0.00149,-0.29197,21.16588,865.28375,0.07507,-0.04451,0.04959,-0.08743,0.02257,0.22201,0.05645,-0.00071,0.00565
="2026/04/02 16:00:11.800",0.04025,-0.05495,0.11148,0.12882,-0.01892,-0.14572,-0.06992,-0.05314,0.10805,20.64819,865.57855,0.19848,0.00201,0.15523,-0.03964,-0.03307,-0.19594,0.07163,-0.02475,-0.00837
="2026/04/02 16:00:11.820",0.06882,0.34242,0.05833,0.01093,0.08822,-0.00008,0.28158,-0.09044,0.14415,20.9238,865.40204,0.05194,0.01464,0.03477,-0.01019,-0.00947,0.1074,0.08282,0.03297,-0.02045
="2026/04/02 16:00:11.840",0.05373,0.23672,0.12241,0.07459,-0.0338,0.0296,-0.16732,0.03197,-0.14227,20.97426,864.89752,0.07125,-0.04256,0.14809,-0.08263,-0.1567,-0.02697,-0.0153,-0.03661,-0.00671
="2026/04/02 16:00:11.860",0.01635,0.04061,0.07505,-0.0798,-0.0551,-0.10293,0.06551,-0.10094,0.34797,20.76443,864.68805,0.10523,-0.02589,0.02635,0.11571,-0.09144,-0.04921,-0.16469,0.05351,0.04182
="2026/04/02 16:00:11.880",-0.0056,0.05799,0.02932,-0.07781,-0.04824,0.06699,-0.09715,-0.05199,-0.14947,20.78811,865.53729,0.01661,0.00481,0.00114,-0.09428,0.07923,0.20668,0.06625,0.02707,0.043
="2026/04/02 16:00:11.900",0.00162,0.01203,-0.07828,0.10281,0.05165,-0.11051,-0.12195,-0.11225,-0.05291,21.00371,865.85999,0.12526,-0.05054,0.18011,0.07237,0.10531,-0.14624,0.27292,-0.00615,-0.00861
="2026/04/02 16:00:11.920",-0.0287,-0.07736,-0.03348,-0.01751,0.03447,0.0106,0.3618,0.0415,-0.02923,21.08049,865.43073,-0.01138,0.01799,0.023,0.11063,0.0616,-0.03287,0.0705,0.00549,-0.00221
="2026/04/02 16:00:11.940",-0.01624,-0.18421,-0.26258,0.08747,-0.00546,0.02016,-0.10705,0.17099,-0.03547,20.7541,864.81177,0.13335,-0.06851,0.1102,-0.11722,0.09379,-0.0095,0.08528,0.0158,-0.02422
="2026/04/02 16:00:11.960",-0.0374,-0.25008,-0.11399,-0.01925,-0.03824,-0.09732,0.04162,-0.10337,0.26334,20.3673,865.46167,0.09097,-0.02676,0.06117,0.16037,0.08027,-0.2399,0.02626,-0.00352,0.01385
="2026/04/02 16:00:11.980",0.06121,-0.06184,-0.12684,-0.04449,0.01711,0.10634,0.11411,-0.18304,-0.12124,20.77613,865.90485,-0.02971,0.02597,0.04547,-0.0434,0.04796,0.12052,0.17761,0.02295,-0.04951
="2026/04/02 16:00:12.000",-0.00202,0.02893,-0.14773,0.06996,-0.00073,-0.11186,-0.17401,-0.01308,0.08828,21.26295,864.94421,-0.04406,0.02341,0.1609,-0.05303,-0.08477,0.0598,0.00789,-0.02715,-0.03254
="2026/04/02 16:00:12.020",0.00665,0.06227,0.29997,-0.09639,-0.01176,0.08575,0.26916,-0.08755,0.09955,21.26174,865.28906,0.11922,0.04297,-0.12933,0.04397,-0.12131,-0.0096,0.09478,-0.05354,0.02535
="2026/04/02 16:00:12.040",0.0267,0.31103,0.0629,0.01525,0.0235,0.21388,-0.08619,0.02346,-0.22452,20.82588,866.10632,0.10997,-0.0151,-0.0393,-0.0759,-0.01848,0.10048,0.12643,-0.02408,-0.00833
="2026/04/02 16:00:12.060",-0.04225,0.20107,0.08333,-0.15667,-0.07262,0.01377,0.14276,-0.06665,0.21122,20.8424,866.03687,-0.04042,-0.03483,0.07412,0.12649,-0.04992,-0.13886,0.05918,-0.0193,-0.00913
="2026/04/02 16:00:12.080",-0.05384,0.09801,-0.11772,-0.06847,0.07866,0.07566,0.10819,0.08827,-0.35306,21.2186,865.33221,0.11643,0.00907,0.01242,-0.08587,0.03605,-0.0012,0.01403,-0.00842,-0.00279
="2026/04/02 16:00:12.100",-0.1183,0.0495,-0.04708,0.06648,0.03016,-0.07559,-0.20289,0.24172,-0.20901,21.10203,865.14655,-0.06272,-0.06383,0.12829,0.01077,0.0884,-0.06607,0.06487,-0.00048,-0.01065
="2026/04/02 16:00:12.120",0.00381,-0.03228,-0.02605,-0.0739,0.02623,0.08167,0.2304,0.21008,-0.1207,20.95416,865.39124,0.03244,0.01887,-0.06009,0.01385,0.12027,-0.08386,-0.01223,-0.03687,0.01658
="2026/04/02 16:00:12.140",-0.08044,0.02495,0.01736,0.08286,0.03928,0.17091,-0.19349,0.04595,-0.07085,20.78494,864.86908,0.0477,-0.01185,-0.04713,0.00844,0.06357,0.07648,0.21439,0.01027,0.00767
="2026/04/02 16:00:12.160",-0.0791,-0.04544,-0.00563,-0.19411,-0.13752,0.00158,-0.02681,-0.12484,0.63518,20.44314,864.88477,0.00147,-0.0388,0.05527,0.07758,0.02381,-0.06007,0.13091,-0.00627,0.01802
="2026/04/02 16:00:12.180",-0.0827,-0.02984,-0.06505,-0.15048,-0.01545,0.20027,-0.15188,-0.40447,0.09348,20.86528,865.0741,-0.00127,0.00911,-0.04511,-0.07051,0.02395,0.05555,-0.02622,0.006,0.0046
="2026/04/02 16:00:12.200",-0.06395,0.04378,-0.0233,-0.10714,0.00338,0.08164,-0.34435,-0.2925,0.16025,20.93132,864.54504,0.04355,-0.03625,0.10699,0.05264,0.04404,-0.02614,0.04596,-0.01121,0.005
="2026/04/02 16:00:12.220",-0.04556,0.00917,0.03297,-0.20181,-0.01219,0.07725,0.19441,0.04526,-0.07432,21.14617,864.63269,-0.01543,-0.01155,-0.04874,-0.00467,0.05431,-0.0448,0.10102,0.01383,0.0161
="2026/04/02 16:00:12.240",-0.05931,0.07717,0.01069,0.02661,0.05076,0.09951,-0.18742,0.1992,-0.22843,20.63758,864.5799,0.12054,0.00427,-0.06859,-0.03401,0.0147,0.06032,0.12967,-0.00488,-0.02499
="2026/04/02 16:00:12.260",-0.0342,0.05689,0.00234,-0.23095,-0.01397,0.05697,0.06568,0.19011,-0.04393,20.27427,864.93884,0.13132,-0.01333,0.02581,0.0871,0.01552,-0.11971,-0.00274,0.00316,-0.00826
="2026/04/02 16:00:12.280",-0.03115,0.02413,-0.01872,-0.08118,-0.02239,0.02967,0.06213,0.22187,-0.26842,20.83145,864.83478,0.33906,-0.00744,-0.02882,-0.05745,-0.00393,0.02733,0.13202,-0.01484,-0.01542
="2026/04/02 16:00:12.300",-0.0466,0.05951,-0.04218,-0.1199,0.0228,0.06818,-0.22187,0.08803,-0.11705,20.99096,864.02667,0.11795,-0.05947,0.11743,0.1576,-0.01885,-0.12921,-0.00225,-0.032,-0.0081
="2026/04/02 16:00:12.320",-0.06396,-0.02287,0.09748,-0.19665,-0.00882,0.09028,0.28574,0.14826,-0.20639,21.06561,863.73975,0.08217,0.0247,-0.04742,-0.01868,-0.01177,-0.06005,0.08251,-0.00642,0.00268
="2026/04/02 16:00:12.340",-0.01711,0.13272,-0.03009,-0.01239,-0.00929,0.13759,-0.03737,0.04687,0.06022,20.68878,864.14801,0.06788,0.02117,0.07341,-0.07882,0.00728,0.09086,-0.02747,-0.03527,-0.00442
="2026/04/02 16:00:12.360",-0.05166,0.04049,0.04154,-0.20188,0.00667,0.06369,0.05198,-0.00305,-0.08521,20.15164,865.36639,0.20938,0.05277,-0.06239,0.11941,0.00386,-0.16664,0.17136,0.01231,0.00427
="2026/04/02 16:00:12.380",-0.00588,0.02181,0.07505,-0.04723,-0.03926,0.11533,0.06693,0.05475,-0.1292,19.99537,865.63562,0.21022,0.02916,-0.20627,-0.13921,0.01618,0.11513,0.05316,0.0089,-0.03024
="2026/04/02 16:00:12.400",-0.06302,0.10908,-0.07921,-0.0209,0.0136,0.06089,-0.21753,0.04947,0.07634,20.00274,864.40271,0.10984,-0.01095,0.00414,0.0944,0.0407,-0.0662,0.08034,-0.00358,-0.0064
="2026/04/02 16:00:12.420",-0.03152,-0.02162,0.09173,-0.12584,-0.00651,-0.01055,0.12959,0.13067,-0.09718,20.77068,863.89832,0.06159,0.0085,-0.03551,-0.04754,0.02294,-0.04125,0.02493,-0.00931,0.00562
="2026/04/02 16:00:12.440",-0.03847,0.08621,0.00165,0.04238,0.05648,0.20708,-0.1624,0.05787,0.1189,20.72168,863.59198,0.05059,-0.01375,-0.02234,-0.0849,0.04207,0.18951,-0.00653,0.02695,-0.0046
="2026/04/02 16:00:12.460",-0.07008,0.03918,0.07696,-0.10214,-0.02293,-0.00055,0.01207,-0.0047,0.0483,20.19136,864.01978,0.02034,-0.05595,0.05575,0.10284,0.03432,-0.20368,0.06873,-0.02716,-0.01183
="2026/04/02 16:00:12.480",-0.01861,0.00624,-0.12079,-0.00808,-0.0212,0.06827,0.067,0.00412,-0.04067,20.36192,864.56531,0.03453,-0.01389,0.05596,-0.07543,0.05726,0.03373,0.05243,-0.04099,-0.01446
="2026/04/02 16:00:12.500",-0.03255,0.00044,-0.0722,-0.06317,0.02327,0.12301,-0.3292,0.04015,-0.11167,19.93524,864.12103,-0.00655,-0.03194,0.08234,0.12242,-0.01701,0.01162,-0.09381,-0.0303,-0.00669
="2026/04/02 16:00:12.520",-0.02959,-0.06709,-0.06836,-0.10569,-0.03094,-0.04684,0.20976,0.02622,0.12953,19.20579,863.78943,-0.02647,0.01672,0.13361,-0.14183,0.00001,-0.02114,-0.08936,0.01655,-0.02355
="2026/04/02 16:00:12.540",-0.01782,0.05071,0.06007,-0.0199,0.01064,0.09955,-0.23653,0.0648,0.02321,19.26114,863.4256,-0.07361,0.06746,-0.01904,-0.05974,-0.00365,0.11314,-0.07101,-0.06499,-0.05915
="2026/04/02 16:00:12.560",-0.04219,0.12658,0.11182,-0.1078,0.01128,-0.07697,-0.05881,0.0831,-0.10147,20.04327,863.71918,-0.06108,0.05639,-0.09173,0.01165,0.01925,-0.16924,-0.04983,0.01159,0.00786
="2026/04/02 16:00:12.580",0.03721,0.10498,0.13268,0.01733,-0.00343,0.02539,0.18507,0.06547,0.13443,20.69324,864.59448,0.01932,0.05784,-0.2104,-0.17243,-0.02766,0.17017,0.02686,0.01163,0.06079
="2026/04/02 16:00:12.600",-0.07404,0.02239,-0.00426,-0.07361,0.01486,0.20277,-0.15096,0.09182,-0.03871,20.24295,864.84918,-0.02736,0.04759,-0.04369,0.15223,-0.01529,0.02834,-0.06214,0.02635,0.04603
="2026/04/02 16:00:12.620",0.01498,-0.11246,-0.02049,-0.04915,-0.04594,-0.11793,0.19345,0.04081,0.17582,20.16561,864.82324,-0.15231,0.06932,0.01302,-0.05748,0.04723,-0.05058,-0.01729,0.00345,0.03748
="2026/04/02 16:00:12.640",-0.04201,0.00223,-0.05373,-0.00033,0.05042,0.14295,-0.11382,0.00605,0.021,20.02391,864.40338,-0.09923,0.04487,-0.04153,-0.05777,0.07711,0.12041,0.06633,-0.04433,-0.03284
="2026/04/02 16:00:12.660",-0.0462,0.0309,-0.05312,-0.08391,-0.02502,-0.03748,-0.09496,0.15216,-0.1964,19.70403,864.56897,-0.22608,-0.03828,-0.06781,0.08071,0.0379,-0.15607,-0.0551,0.00519,0.0018
="2026/04/02 16:00:12.680",0.01495,0.02717,0.20402,0.01283,0.00389,-0.03051,0.17979,0.01118,0.23631,19.71791,864.52002,-0.01559,0.02496,-0.16119,-0.12914,-0.09501,0.0678,-0.02359,-0.01603,0.03155
="2026/04/02 16:00:12.700",0.01758,0.13092,0.00776,-0.06679,0.02218,0.17946,-0.28867,0.00865,-0.21215,19.83801,863.70947,-0.12544,0.00331,-0.05954,0.06718,-0.05935,0.10581,0.01003,0.00454,-0.0528
="2026/04/02 16:00:12.720",0.00463,-0.02376,0.14423,-0.1292,-0.0457,0.07429,0.16552,0.05135,0.0475,20.16923,863.95825,-0.18225,0.00423,-0.02661,-0.09788,-0.04834,-0.02612,-0.1067,0.01921,-0.00411
="2026/04/02 16:00:12.740",-0.01619,0.05342,0.11701,-0.13308,-0.06486,0.07631,-0.18477,0.08679,0.18369,19.69108,863.54547,-0.01042,0.03514,-0.03317,0.03788,0.02065,0.19569,-0.12644,0.03113,-0.02225
="2026/04/02 16:00:12.760",-0.02639,0.03794,0.17704,-0.06687,0.12938,-0.10169,-0.23278,0.01797,-0.27989,19.14109,863.33301,-0.10128,0.05087,-0.03267,-0.00842,0.03471,-0.04957,-0.21421,-0.04066,0.02363
="2026/04/02 16:00:12.780",0.05118,-0.12223,-0.03354,0.09411,-0.02047,-0.12344,0.01947,0.19557,-0.14732,19.08595,863.80719,0.07781,0.02875,-0.07692,-0.09174,0.03989,-0.02193,-0.02198,0.02856,0.02691
="2026/04/02 16:00:12.800",-0.03722,-0.15088,-0.10307,-0.00669,0.03723,0.23282,-0.34528,0.40057,-0.17633,19.54316,863.724,-0.03273,0.00572,-0.04939,0.08657,0.08508,0.02964,-0.18007,0.01995,0.02084
="2026/04/02 16:00:12.820",0.10277,-0.33358,-0.04931,-0.00935,-0.16951,-0.08205,-0.08294,-0.05402,0.40422,20.43065,864.0047,0.09184,-0.01512,-0.09172,-0.08463,0.05826,-0.04074,-0.10522,0.03932,0.01623
="2026/04/02 16:00:12.840",0.08774,-0.19504,0.0338,0.04863,0.12242,0.04863,-0.1253,-0.56568,0.3184,20.62499,863.99182,-0.0066,0.0189,-0.08866,0.05203,-0.02142,0.12416,-0.07712,-0.00369,0.03861
="2026/04/02 16:00:12.860",0.03055,0.10923,0.10964,0.00707,-0.08179,-0.06951,-0.28887,-0.05929,0.00931,20.46269,864.2641,-0.13251,-0.01146,0.04984,0.00022,-0.1218,-0.05939,-0.08999,0.01635,0.00772
="2026/04/02 16:00:12.880",0.10523,0.13958,0.12934,0.02143,-0.03617,-0.14094,-0.04164,-0.19287,0.31142,20.04963,864.26843,0.07532,0.05158,-0.06497,-0.11828,-0.22505,0.01047,-0.09033,-0.00099,0.00335
="2026/04/02 16:00:12.900",0.04002,0.05418,0.09369,-0.0764,0.01851,0.08503,-0.34462,-0.05515,-0.13936,20.05118,863.8504,-0.03253,0.05133,-0.08635,0.12235,-0.14922,0.03406,-0.14358,-0.01487,-0.0247
="2026/04/02 16:00:12.920",0.07364,-0.0269,0.05436,-0.00082,-0.0545,-0.13794,0.0995,-0.06935,0.01568,20.6022,863.65906,-0.02096,-0.02723,-0.02638,-0.11619,0.03523,-0.07757,-0.09191,0.01811,-0.00642
="2026/04/02 16:00:12.940",0.09351,-0.06732,0.02099,0.0201,0.1225,0.073,0.16077,0.0099,-0.184,20.07023,863.58588,-0.0238,0.02687,-0.07885,0.02397,0.11655,0.1038,-0.13912,0.0238,-0.01274
="2026/04/02 16:00:12.960",0.01517,-0.09277,-0.02842,-0.02611,-0.01079,0.01369,0.08923,0.4715,-0.40774,19.68112,864.15771,-0.11361,0.00002,0.0362,-0.01914,0.08996,-0.04525,-0.0801,0.00116,0.01506
="2026/04/02 16:00:12.980",0.09572,-0.09902,-0.00316,0.1216,-0.00802,-0.22502,0.23445,0.22133,-0.00544,19.67097,864.10504,0.08273,-0.00018,-0.12065,-0.05563,-0.00714,0.01966,-0.13785,0.01571,0.00538
="2026/04/02 16:00:13.000",0.03154,-0.09291,0.0397,0.07338,0.1061,-0.11639,-0.03467,0.08047,-0.3376,19.18229,863.62396,-0.02964,-0.01952,-0.01534,0.02767,-0.04873,0.0829,0.0371,0.00868,0.00002
="2026/04/02 16:00:13.020",0.01893,-0.02842,-0.0032,0.13859,-0.01823,-0.14663,-0.00774,0.07363,-0.12624,19.50833,864.61823,0.03781,-0.05036,-0.03931,-0.0747,-0.0507,0.01032,-0.08585,0.00661,0.01651
="2026/04/02 16:00:13.040",0.04656,-0.00076,0.08521,0.08591,-0.02854,-0.05128,0.02968,-0.23603,0.43738,19.83777,864.8797,0.09797,0.03362,-0.05735,0.08528,-0.06105,0.084,-0.0998,0.03262,-0.02843
="2026/04/02 16:00:13.060",0.01436,0.00088,-0.06588,0.12552,0.04513,-0.01586,-0.10371,-0.34493,0.10098,20.19955,864.61395,-0.15034,0.02847,0.09007,-0.01805,-0.0474,0.03284,-0.07187,-0.01503,0.00594
="2026/04/02 16:00:13.080",0.04607,-0.02196,-0.01472,0.1735,-0.05231,-0.0901,0.0873,-0.33863,0.30198,20.51573,864.41876,0.01661,0.02916,0.04367,-0.00862,0.02883,-0.02895,-0.11238,-0.00981,-0.01334
="2026/04/02 16:00:13.100",0.00077,-0.07549,0.16433,0.13892,0.00466,0.02971,-0.01552,-0.11735,0.02448,20.37717,864.49426,-0.05049,0.02704,-0.12411,0.01249,0.00415,0.08944,-0.03823,0.00893,-0.01091
="2026/04/02 16:00:13.120",0.05651,-0.01915,0.05595,0.19032,-0.00085,-0.1677,-0.04329,-0.09839,-0.05911,20.35033,864.58374,0.01694,0.02611,-0.01237,-0.10003,0.0077,-0.04039,-0.02233,-0.00729,-0.00618
="2026/04/02 16:00:13.140",0.0522,-0.00811,-0.01049,0.09303,-0.01077,-0.01138,0.13997,-0.03258,0.15411,20.09795,864.40643,0.01191,0.0231,-0.1882,-0.02851,-0.02783,0.14337,-0.1178,0.01154,0.03365
="2026/04/02 16:00:13.160",0.02131,-0.00119,-0.12218,0.11591,0.01053,-0.05586,-0.0502,0.02695,-0.1767,19.8567,864.55554,-0.07986,-0.03279,-0.00287,0.02859,-0.04895,-0.13982,-0.07684,0.00723,0.01016
="2026/04/02 16:00:13.180",0.05509,-0.10959,-0.01942,0.09978,0.01053,-0.15254,0.16957,0.02101,0.16566,19.50058,864.53937,0.05305,-0.02978,0.04276,0.04522,-0.02697,-0.02558,-0.05822,0.03462,0.00755
="2026/04/02 16:00:13.200",-0.02463,-0.06673,0.00936,0.06161,0.0277,-0.01379,0.07319,0.0421,-0.21434,19.48265,864.57196,-0.0548,-0.00264,-0.08193,-0.04201,0.02263,0.1483,0.00867,-0.00227,0.07317
="2026/04/02 16:00:13.220",0.02813,-0.0562,-0.0425,0.09678,0.02461,-0.11729,0.10474,-0.01864,0.03079,19.97036,864.68311,0.03304,-0.05379,0.06007,-0.00459,0.00129,-0.16334,0.00579,0.02994,0.01631
="2026/04/02 16:00:13.240",0.05903,-0.03779,0.0292,0.00772,0.00797,-0.01237,0.15344,-0.06944,0.05844,19.93149,864.83618,0.12856,0.02786,-0.06275,0.04432,-0.00563,0.05264,-0.07802,-0.01238,-0.03151
="2026/04/02 16:00:13.260",-0.00329,0.00381,-0.07337,0.05221,-0.00185,-0.09253,-0.05392,-0.03991,-0.16455,19.84674,865.03851,-0.14906,-0.00371,0.02086,-0.01216,-0.04025,0.03328,-0.13604,0.01714,-0.03345
="2026/04/02 16:00:13.280",0.02154,-0.1027,0.02316,0.05814,-0.01086,-0.19748,0.06321,-0.09588,0.174,20.06784,864.78284,0.01343,-0.01015,0.02691,-0.00443,-0.04629,-0.07478,-0.04379,-0.02919,-0.03514
="2026/04/02 16:00:13.300",0.02201,-0.03305,-0.04841,-0.03011,0.02861,0.10661,-0.06859,-0.02892,-0.21393,20.18114,864.96625,-0.05018,-0.00449,-0.04425,0.02672,-0.01008,0.06742,0.0366,0.01935,-0.01107
="2026/04/02 16:00:13.320",0.03178,0.01246,-0.08451,0.11543,-0.0284,-0.1666,-0.01639,-0.04608,0.15385,20.19727,865.72241,0.05707,-0.05337,0.06946,0.08024,-0.03093,-0.14993,-0.0174,0.01778,-0.04298
="2026/04/02 16:00:13.340",0.07867,-0.11647,-0.01539,0.01837,0.00367,-0.04903,0.10931,-0.09639,0.12414,20.537,865.48041,0.1193,-0.0206,-0.03599,-0.0015,-0.02346,0.12281,-0.01218,0.01019,0.00812
="2026/04/02 16:00:13.360",-0.03112,-0.01997,-0.12601,0.06857,-0.01366,0.04454,-0.16626,-0.00931,-0.26089,20.94791,865.17261,0.05574,-0.08602,0.10822,0.12899,-0.02804,-0.12463,-0.04215,0.02928,0.00703
="2026/04/02 16:00:13.380",0.05717,-0.08209,-0.17367,0.06017,-0.0281,-0.19254,0.07804,-0.13204,0.2838,20.94181,865.49042,0.10401,-0.02417,0.08382,0.04482,0.0038,-0.10416,0.06926,0.00916,-0.01145
="2026/04/02 16:00:13.400",0.00365,-0.12843,-0.14901,0.00284,0.02068,0.08673,-0.06321,-0.01846,-0.17857,20.77043,865.53448,0.12995,0.02998,0.03438,-0.03798,-0.02741,0.13756,0.07637,0.00511,0.03369
="2026/04/02 16:00:13.420",-0.01545,-0.05282,0.00297,0.11735,0.01374,-0.11715,-0.08197,-0.05308,-0.01765,21.3004,864.94952,0.02793,0.0025,0.12949,0.12342,-0.041,-0.13639,0.03988,0.02947,0.00747
="2026/04/02 16:00:13.440",0.0769,0.05907,0.00704,-0.05667,-0.04174,0.02736,0.18263,-0.08704,0.15913,21.24685,864.90936,0.07074,0.04722,0.10235,0.02287,-0.02043,-0.09132,0.15537,0.00829,0.01142
="2026/04/02 16:00:13.460",-0.01444,-0.02107,-0.32815,0.04712,0.04348,0.03687,-0.11937,-0.01912,-0.23745,20.09728,865.32672,-0.07398,0.01422,0.05602,0.05478,0.01989,0.08709,0.06532,-0.03177,-0.03579
="2026/04/02 16:00:13.480",0.07502,-0.32919,0.18472,-0.02438,-0.02836,-0.13952,0.09523,-0.09184,0.29606,20.22327,865.52441,-0.0199,0.00186,0.10579,0.05728,0.04178,-0.16471,0.02851,-0.00396,0.04098
="2026/04/02 16:00:13.500",0.02442,-0.10549,-0.18832,0.00065,0.06253,0.02616,0.0248,0.04101,-0.27177,21.0086,865.93689,-0.09906,-0.03497,-0.0073,0.08329,0.0854,0.19781,0.00563,-0.05334,-0.02944
="2026/04/02 16:00:13.520",0.05439,-0.00448,-0.12548,0.06362,-0.05094,-0.0937,-0.18143,0.06704,0.02685,21.27827,865.99689,0.05244,-0.03921,0.05878,0.13858,-0.09038,-0.32868,0.14493,-0.00578,-0.00094
="2026/04/02 16:00:13.540",0.05112,-0.00751,-0.10795,-0.02565,0.04,0.01844,0.1617,0.0154,-0.01298,20.57137,865.90594,-0.08747,-0.01271,-0.04169,-0.09707,-0.21537,0.06494,0.06904,0.03816,0.02456
="2026/04/02 16:00:13.560",-0.01641,0.10968,-0.0492,0.06674,-0.05472,0.05038,-0.09197,0.0056,-0.05925,20.27002,865.32458,-0.03804,0.01214,0.09788,-0.00384,-0.10485,-0.03514,0.07768,0.00466,-0.00686
="2026/04/02 16:00:13.580",0.07377,0.09408,0.08788,-0.06239,-0.00196,-0.11842,0.15111,-0.24746,0.32353,20.48309,865.16833,-0.04422,-0.00717,0.05984,0.03148,-0.03996,-0.09955,-0.03396,-0.05705,-0.06959
="2026/04/02 16:00:13.600",-0.06011,0.25878,-0.02285,0.00098,0.03177,0.06952,0.04408,-0.08561,-0.24806,20.41807,865.83282,-0.03711,-0.04628,0.05118,0.01645,0.02387,0.07124,0.14222,-0.01682,-0.01525
="2026/04/02 16:00:13.620",-0.01847,0.06234,-0.14181,0.04903,-0.04056,-0.00043,-0.11111,0.03184,-0.07318,20.33064,866.04291,-0.01454,-0.03264,0.05422,0.02576,0.01673,-0.09156,0.08599,-0.02949,-0.04376
="2026/04/02 16:00:13.640",-0.01133,-0.21931,0.0576,-0.06063,-0.00253,0.02815,0.17333,0.0976,0.13956,20.03098,865.599,-0.03909,0.03024,-0.013,0.01289,0.09182,0.01346,0.14639,0.01292,0.01297
="2026/04/02 16:00:13.660",-0.03505,-0.03307,-0.12019,0.02182,-0.01215,0.11908,-0.21724,0.0539,-0.15134,20.07301,865.18317,-0.11137,0.00484,0.07984,0.13848,0.21172,-0.05667,0.1429,0.01251,-0.00581
="2026/04/02 16:00:13.680",0.00983,-0.10796,-0.25851,-0.07711,0.00378,-0.04713,0.02706,-0.02404,0.19096,20.62624,865.1853,0.00464,-0.0161,0.07332,-0.01359,0.12107,-0.031,0.00509,0.00406,-0.02836
="2026/04/02 16:00:13.700",-0.06176,-0.16093,-0.04863,-0.03956,-0.01629,-0.01769,-0.05209,-0.05575,-0.04809,21.2198,865.23407,-0.04687,-0.02553,-0.03125,0.01241,-0.06803,0.0673,0.11104,0.01524,-0.00108
="2026/04/02 16:00:13.720",-0.01761,0.06249,-0.15375,-0.01416,0.04261,-0.046,-0.22279,-0.07451,0.04152,21.46768,864.58698,-0.06978,-0.06675,0.10018,0.07004,-0.03225,-0.12359,0.09743,-0.0161,0.02297
="2026/04/02 16:00:13.740",0.00005,0.10742,0.09577,-0.14951,-0.08354,0.0425,0.08035,0.0101,0.08806,21.18009,864.30725,-0.01866,-0.02117,0.01726,-0.06125,-0.07381,0.01591,0.11202,0.022,-0.03533
="2026/04/02 16:00:13.760",0.01296,0.17366,0.04059,-0.06228,-0.01369,0.22253,-0.00581,-0.1184,-0.07597,20.57941,864.95172,-0.028,-0.01791,0.06946,0.01662,-0.07835,-0.07833,0.05,-0.00074,-0.03135
="2026/04/02 16:00:13.780",-0.04236,0.14028,0.06211,-0.19224,-0.00498,0.10975,0.21904,-0.0425,0.08197,19.92012,865.36273,0.00709,-0.0576,-0.07845,0.01055,-0.02552,-0.09039,0.08976,-0.02792,0.00375
="2026/04/02 16:00:13.800",-0.01618,0.14637,0.06088,-0.11179,0.01675,0.11,0.32589,0.19006,-0.1727,20.28515,865.22632,0.0926,0.01258,0.00627,-0.00851,0.01745,0.02199,0.18778,-0.00085,-0.00127
="2026/04/02 16:00:13.820",-0.05804,0.10621,-0.0472,0.00981,0.11434,-0.02192,-0.10313,0.3189,-0.37596,20.9119,864.65881,-0.09211,-0.0229,0.17191,0.04459,0.03413,-0.14408,0.11547,0.00505,-0.0232
="2026/04/02 16:00:13.840",-0.04051,0.04324,-0.02805,-0.17056,-0.0142,0.05959,0.10054,0.54675,-0.20008,21.08101,864.88434,0.02407,0.00665,0.05371,-0.08073,0.03138,0.0297,-0.00159,0.00532,0.00467
