time,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSGD00003.chdata,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSGD00004.chdata
="2026/04/02 16:33:27.100",0.12615,-0.11684,-0.17417,1.29585,0.28467,-0.20969,-0.23465,0.00229,0.06273,-0.44631,-0.09754,-0.26948,1.51757,0.06331,0.27235,17.68471,-0.54027,-0.2276,0.64538,907.33295
="2026/04/02 16:33:27.120",0.07975,0.0642,0.62715,1.33967,0.60313,0.44435,0.1532,0.08789,0.06951,-0.52529,0.1078,0.41214,1.77431,0.04886,0.05347,9.01036,-0.47251,-0.00005,-0.00055,902.51361
="2026/04/02 16:33:27.140",0.87335,-0.10228,-1.0317,-0.44924,0.75419,-0.74153,-0.00011,-0.02094,-0.00973,-0.11408,-0.0742,-0.22133,2.10999,0.07276,-0.5548,3.20798,0.29053,-0.6913,-0.40259,893.05359
="2026/04/02 16:33:27.160",0.25031,0.02946,0.11795,0.86167,-0.06453,1.83557,0.41623,0.01896,0.0807,0.05692,-0.08213,-1.03588,1.65564,-0.12322,0.05056,0.42005,0.24634,-0.65324,-1.80475,879.23285
="2026/04/02 16:33:27.180",0.92605,0.07797,-0.67163,-0.59256,0.13892,0.37141,0.67517,-0.0182,-0.05645,0.5152,0.23143,-0.59302,1.98808,0.01977,-0.3575,2.92059,0.49467,-0.64415,-2.77727,863.55969
="2026/04/02 16:33:27.200",0.78621,0.16144,-1.01918,-1.2861,-0.10726,1.06729,0.86915,-0.05859,-0.16301,1.06123,-0.0575,-1.72414,1.18827,0.02807,-0.25542,8.4769,0.85307,-1.08044,-2.49201,848.91534
="2026/04/02 16:33:27.220",0.68124,0.32171,0.15271,-0.37144,-0.65237,1.78715,0.91696,-0.0073,-0.03352,1.04712,0.05184,-1.60735,0.76739,-0.04743,0.10293,16.22267,0.69712,-0.55895,-3.46146,837.26459
="2026/04/02 16:33:27.240",0.98537,0.14068,-1.50075,-2.21378,-0.72922,-0.19352,0.83226,-0.09083,-0.10249,1.69626,0.27961,-1.68093,0.68367,0.08651,-0.41323,26.83431,0.67174,-0.96862,-3.7608,832.11823
="2026/04/02 16:33:27.260",0.71428,0.40557,-0.75822,-1.08531,-1.18061,1.63887,1.70239,-0.03698,-0.14182,1.69509,-0.20226,-2.25054,-0.55651,-0.08687,0.24263,35.84173,0.6451,-1.34684,-2.55694,832.82208
="2026/04/02 16:33:27.280",-0.2188,0.39953,0.20916,-1.14568,-1.4662,-0.01611,0.95711,-0.12583,-0.16338,1.58827,0.25281,-1.18478,-0.44572,-0.07435,-0.00738,43.07255,0.15188,-0.28955,-2.78355,837.50494
="2026/04/02 16:33:27.300",0.45125,0.42463,-1.21143,-1.83597,-1.29974,-0.6741,0.60895,-0.1269,-0.1289,1.47431,0.13362,-1.36518,-1.10678,-0.0157,-0.29561,48.07153,0.28234,-0.62901,-1.18073,846.99365
="2026/04/02 16:33:27.320",-0.60959,0.41143,0.60967,-0.45657,-1.14749,0.17717,0.36076,0.15091,0.08661,0.91178,-0.07498,-1.49701,-2.21174,-0.44777,0.68978,46.52778,-0.1072,-0.13922,-0.61981,858.38885
="2026/04/02 16:33:27.340",-0.27347,0.19588,0.23306,-1.20282,-0.77703,-1.70282,0.30879,0.01064,0.00539,0.47268,0.30824,0.34804,-1.46731,0.00684,-0.5952,40.39778,-0.46539,0.31645,0.35571,869.67902
="2026/04/02 16:33:27.360",-0.63173,0.02862,-0.37639,-0.69175,-0.78247,-1.54904,-0.2078,0.03909,-0.01796,0.04402,-0.19683,-0.29216,-2.13093,-0.04363,0.05932,30.96309,-0.26929,-0.00724,1.44712,879.17188
="2026/04/02 16:33:27.380",-1.15024,-0.00495,1.28027,0.92903,-0.86655,-0.21475,-0.33692,0.09155,-0.02681,-0.73376,0.15933,0.65205,-2.22647,-0.13672,-0.04464,19.32093,-0.56401,0.80455,1.5122,883.89337
="2026/04/02 16:33:27.400",-0.12975,-0.12952,-0.24661,-0.88492,0.15136,-2.11612,-0.23097,-0.06442,-0.00531,-0.97197,-0.04588,1.4572,-1.43064,0.08087,-0.13939,8.27209,-0.50398,0.5981,2.4054,883.66119
="2026/04/02 16:33:27.420",-0.94937,-0.15177,0.80766,0.85278,-0.068,0.40647,-0.69966,0.01265,0.04264,-1.41997,-0.17913,1.12901,-1.85007,-0.15805,0.40347,0,-0.22771,0.55371,3.03225,878.55103
="2026/04/02 16:33:27.440",-0.29203,-0.29683,0.86862,0.82896,0.36834,-0.09072,-0.82831,-0.03907,0.03768,-1.92948,-0.02215,2.65768,-0.79772,0.00578,0.02724,0,-0.15768,1.06981,2.18371,869.50208
="2026/04/02 16:33:27.460",-0.18049,-0.29235,-0.13786,0.05266,0.98989,-0.1547,-1.01923,0.02456,0.02785,-1.70057,-0.19376,1.78845,-0.77095,0.11909,0.06827,0,0.15816,0.4875,2.48248,859.54785
="2026/04/02 16:33:27.480",-0.6089,-0.09697,1.32922,1.65923,1.01416,1.50517,-0.48887,0.0606,0.12506,-1.9725,-0.31232,1.91089,-0.72935,-0.00275,0.6153,0,0.19163,0.75439,2.47277,848.98193
="2026/04/02 16:33:27.500",0.00063,-0.35683,0.48287,0.14235,1.46913,-0.16693,-1.46275,-0.06126,0.07212,-1.80453,0.17269,2.47112,0.23727,0.15033,-0.06216,0,0.32226,1.03459,1.40451,840.4295
="2026/04/02 16:33:27.520",0.41983,-0.32269,-0.3562,0.8032,1.52313,1.13313,-0.69026,0.13107,0.15598,-1.1536,-0.18375,0.62908,-0.19101,0.10722,0.19157,6.80497,0.50524,-0.12734,1.87278,836.41632
="2026/04/02 16:33:27.540",-0.33479,-0.40595,1.48941,1.26915,1.67823,0.79167,-0.41402,0.09976,0.25305,-0.88374,-0.08412,0.98665,0.64525,0.02434,0.16803,18.63246,0.1579,0.66914,0.5231,837.39807
="2026/04/02 16:33:27.560",0.58541,-0.27413,-0.42099,0.04336,1.60413,-0.7339,-0.35312,0.0322,0.09055,-0.2053,0.15983,0.7098,1.56376,0.26379,-0.36409,31.33907,-0.08041,0.2832,0.4895,845.04749
="2026/04/02 16:33:27.580",0.02853,-0.06451,0.07883,1.46384,0.80485,1.42973,-0.24621,-0.01349,0.13017,0.2976,-0.2065,-0.85276,0.72875,-0.03142,0.38683,40.24894,0.06534,-0.18028,0.26733,856.55792
="2026/04/02 16:33:27.600",0.10391,-0.1272,0.27103,0.71667,0.50053,-0.16977,0.02445,0.0497,0.07636,0.4923,0.2592,0.13091,1.98077,-0.08897,-0.29417,46.20888,-0.30163,-0.11448,-0.53136,870.03619
="2026/04/02 16:33:27.620",0.5181,-0.0996,-1.30694,-0.21854,0.77139,-1.12994,0.27273,0.04482,-0.04454,1.07474,-0.12672,-1.15507,2.02766,0.13654,-0.45885,48.62122,-0.34605,-0.59587,-1.00879,884.16876
="2026/04/02 16:33:27.640",-0.1353,0.09218,0.35586,1.40817,-0.15134,0.78033,0.5462,-0.06125,-0.02774,0.96257,0.0237,-1.37551,1.27493,0.04311,0.57385,44.84045,-0.50663,-0.42317,-1.25115,894.61285
="2026/04/02 16:33:27.660",0.74663,0.14976,-0.74411,-0.63574,0.09729,-1.70587,0.43836,-0.08649,-0.12101,1.20607,0.18154,-1.23087,2.0218,0.121,-0.42513,38.4661,-0.47784,-0.62794,-1.6939,901.75781
="2026/04/02 16:33:27.680",0.0501,0.18917,-0.86233,-0.19848,-0.53958,-0.17314,0.65987,0.01613,-0.12764,1.34656,-0.15477,-2.24647,1.1441,-0.10229,0.19383,28.05944,-0.3727,-0.8767,-1.70961,903.48792
="2026/04/02 16:33:27.700",0.36522,0.2716,0.11161,-0.05256,-1.05264,0.03702,0.89484,-0.03467,-0.03972,0.98927,0.2636,-1.1876,1.08272,-0.10373,-0.09024,16.57347,-0.20388,-0.55975,-2.12376,897.51624
="2026/04/02 16:33:27.720",0.74019,0.18595,-1.34574,-1.9388,-0.94605,-0.88126,-0.04153,-0.04683,-0.07435,1.20243,0.12193,-1.37956,0.85036,-0.01245,-0.50864,8.60934,-0.07146,-0.80018,-2.28783,886.42328
="2026/04/02 16:33:27.740",0.39451,0.23408,-0.32617,-0.57281,-1.5734,1.44698,1.30493,0.09433,-0.05629,1.13025,-0.16891,-2.14452,-0.18851,-0.18811,0.22513,2.15552,0.30053,-0.69694,-1.97095,871.3252
="2026/04/02 16:33:27.760",0.32808,0.34854,-0.08142,-1.45314,-1.44834,0.21713,0.73064,-0.10795,-0.1075,0.84768,0.32106,-0.18596,0.57874,-0.12242,-0.3334,0.5343,0.33546,0.06701,-2.15822,854.61169
="2026/04/02 16:33:27.780",0.57703,0.46298,-1.29774,-1.945,-1.3677,1.141,0.46651,0.00728,-0.11741,0.84695,-0.15696,-0.985,-0.37364,0.00177,-0.06617,3.0335,0.74627,-0.3829,-1.20764,838.91815
="2026/04/02 16:33:27.800",-0.04066,0.1316,0.65168,-0.09325,-2.07073,2.49516,0.81177,-0.0338,0.00336,0.39044,0.17034,-0.60828,-1.47294,-0.14633,0.37184,7.16046,0.7907,0.2053,-1.15054,826.42371
="2026/04/02 16:33:27.820",0.23949,-0.01229,-0.67559,-2.16636,-1.01033,0.0145,0.10041,-0.02074,-0.13041,0.38443,-0.09665,0.46113,-0.99559,-0.04242,-0.2505,14.74434,0.49384,0.06953,-0.68121,820.3396
="2026/04/02 16:33:27.840",-0.18033,-0.16081,-0.08608,-0.52094,-1.0175,1.1759,-0.11333,-0.01027,0.03058,0.18225,-0.07732,-0.34405,-1.87657,-0.15489,0.20331,22.73464,0.72269,-0.00398,0.08946,820.27887
="2026/04/02 16:33:27.860",-0.41585,-0.09776,0.79673,0.42392,-0.81197,0.60872,-0.2911,0.06012,-0.09711,-0.17644,0.23889,1.22439,-2.0594,-0.03393,0.39462,30.40845,0.25931,0.57111,0.61404,826.36285
="2026/04/02 16:33:27.880",-0.10651,-0.22467,-0.56199,-0.71216,0.26842,-1.36611,-0.55198,-0.01512,0.01002,-0.18155,-0.24901,0.75996,-1.66037,0.18031,-0.34099,35.84855,0.11221,0.21831,1.59218,838.48669
="2026/04/02 16:33:27.900",-1.09991,-0.12949,0.98182,1.76957,0.15849,-0.15216,-0.5932,0.02046,0.06419,-0.64875,-0.04748,0.8812,-1.84996,0.01866,0.40261,36.72299,-0.25138,0.57161,1.9791,853.81573
="2026/04/02 16:33:27.920",-0.3583,-0.14307,0.60427,0.84003,1.1384,-1.88459,-0.81686,-0.05631,0.08525,-0.84467,0.12952,1.82286,-1.13338,0.16449,0.09137,35.24612,-0.42452,0.69577,2.35323,869.63434
="2026/04/02 16:33:27.940",-0.87657,-0.179,0.17994,1.03217,1.28135,-1.61646,-0.97592,-0.02427,-0.05262,-1.03953,-0.2422,1.0818,-1.25658,0.08452,0.14744,29.37574,-0.45396,0.35046,3.3275,883.86395
="2026/04/02 16:33:27.960",-1.16157,-0.21683,1.15802,2.41395,1.25125,-1.01654,0.0298,-0.02607,0.0264,-1.39085,-0.07252,1.34459,-0.72941,0.01523,0.36316,19.74652,-0.6377,0.53572,2.22867,892.69318
="2026/04/02 16:33:27.980",-0.65737,-0.19059,0.134,0.66026,1.78898,-2.13414,-1.22435,-0.10118,0.01614,-1.61389,0.19978,2.25572,0.10647,0.12286,-0.26209,10.60067,-0.64673,0.32513,2.24456,896.46448
="2026/04/02 16:33:28.000",-0.38773,-0.26444,0.17791,1.53642,1.47483,0.19231,-0.6343,-0.00997,0.04558,-1.8059,-0.27944,0.58273,-1.00536,0.20985,0.49498,1.77914,-0.30936,-0.04899,2.20187,895.20612
="2026/04/02 16:33:28.020",-0.40514,-0.2777,1.07413,0.90866,1.32062,-0.57018,-0.63422,0.05114,0.11331,-1.81927,0.14445,1.66594,0.01843,0.14548,0.29869,0,-0.21757,0.58297,1.34235,887.88702
="2026/04/02 16:33:28.040",0.47428,-0.16653,-0.78829,-0.94188,1.85496,-0.42237,-0.59775,0.06603,0.09674,-1.33885,-0.34251,0.94376,1.06618,0.27741,-0.49367,0,0.02323,-0.05784,1.24247,877.47107
="2026/04/02 16:33:28.060",-0.08861,-0.02998,0.35567,1.19788,0.24339,2.28535,-0.21465,0.05471,0.12238,-0.89984,0.04103,0.01146,0.5254,0.04425,0.17194,0,0.37551,0.03776,-0.39105,864.41656
="2026/04/02 16:33:28.080",0.84722,-0.06212,0.11447,-0.76095,0.48642,0.61714,0.13525,0.03847,-0.05705,-0.35131,0.12952,0.39609,1.50595,0.19667,-0.17522,3.83955,0.27118,0.12892,-1.36203,852.8844
="2026/04/02 16:33:28.100",0.84538,-0.09387,-0.87268,-0.94132,0.43984,1.09539,0.16174,-0.06807,-0.11404,0.39281,-0.14033,-1.09965,1.29557,0.07435,0.04165,14.03369,0.77314,-0.51275,-1.28013,845.44104
="2026/04/02 16:33:28.120",0.40738,0.03743,0.19795,0.14867,-0.4434,2.04435,0.50445,0.05442,0.01507,0.81837,0.20421,-1.01085,1.34947,-0.07215,-0.36354,25.25324,0.42463,-0.16989,-2.36625,840.86591
="2026/04/02 16:33:28.140",1.29578,0.09553,-1.02191,-1.83724,-0.27566,0.0063,0.60525,-0.00839,0.00008,1.45777,0.11856,-1.20533,1.94533,0.0452,-0.79926,37.82885,0.45936,-0.56552,-2.12553,841.86523
="2026/04/02 16:33:28.160",0.21527,0.12845,-0.65738,-0.19004,-0.86181,1.54786,0.98325,0.03144,-0.05375,1.63324,-0.09095,-2.27504,1.07605,-0.04332,-0.01168,45.62194,0.15015,-0.74725,-2.66629,847.47156
="2026/04/02 16:33:28.180",0.55114,0.26598,-0.33621,-0.46042,-1.03539,-0.28077,0.8819,-0.0623,-0.07778,1.97869,0.22799,-1.57226,1.18866,-0.06039,-0.11373,50.0683,-0.03584,-0.63225,-2.6213,856.35175
="2026/04/02 16:33:28.200",0.78185,0.15563,-1.25253,-1.16469,-0.94371,-0.71079,0.16567,0.05146,0.01162,1.84627,-0.00022,-1.49632,0.65336,-0.03661,-0.27491,51.15918,-0.16612,-0.43227,-0.99844,867.98682
="2026/04/02 16:33:28.220",-0.1841,0.0888,-0.0764,0.22915,-1.43581,-0.36586,1.47805,0.02754,0.01856,1.72034,0.01939,-2.2872,0.00014,-0.18069,0.18931,45.86403,-0.43324,-0.0849,-1.30734,877.90546
="2026/04/02 16:33:28.240",0.0388,0.32479,-0.17122,-1.07498,-1.00857,-1.83263,0.61904,0.00671,-0.00072,1.34836,0.16797,-0.70743,0.85713,-0.13182,-0.57363,37.6684,-0.7361,-0.03502,-1.12722,884.96887
="2026/04/02 16:33:28.260",-0.09295,0.24791,-1.02226,-0.62115,-1.23752,-0.78278,0.27979,-0.06594,0.02817,1.18529,-0.05293,-1.48606,-0.03804,-0.1797,0.02762,26.63641,-0.58909,-0.46668,-0.34339,887.59747
="2026/04/02 16:33:28.280",-0.62476,0.03552,0.86847,0.96171,-1.87289,-0.07585,0.45139,-0.03013,-0.06061,0.59912,0.21673,-0.19003,-0.68338,-0.22656,0.39349,14.45085,-0.56378,0.05053,-0.53048,883.96472
="2026/04/02 16:33:28.300",0.12798,0.00114,-0.56893,-1.18796,-0.47422,-1.99012,0.29005,0.03878,-0.10774,0.09986,-0.11956,0.26859,-0.39477,0.06939,-0.16192,3.91177,-0.32844,-0.20651,0.12519,877.13263
="2026/04/02 16:33:28.320",-0.51753,0.03363,0.17975,0.50666,-0.87071,0.57333,0.06103,-0.01645,0.05814,-0.38167,-0.00664,0.09017,-1.39525,-0.08788,0.45095,0,0.23023,-0.14085,0.56988,865.76733
="2026/04/02 16:33:28.340",-0.41884,0.01781,0.85307,0.01978,-0.21892,-0.09665,-0.29306,0.03745,0.02624,-0.91925,0.01458,1.57266,-0.79159,0.08909,-0.24528,0,0.11328,0.48526,0.50108,852.09393
="2026/04/02 16:33:28.360",0.02105,-0.00334,-0.00541,-0.63733,0.26434,-0.14989,-0.64996,0.0938,0.13617,-0.87444,-0.03385,0.89413,-1.49398,0.0643,-0.16139,0,0.52878,0.38206,1.66386,840.70728
="2026/04/02 16:33:28.380",-0.52119,-0.07364,1.0272,1.30749,0.1436,1.55631,-0.61302,-0.05478,-0.02553,-1.32654,-0.09173,1.39604,-1.81879,-0.07264,0.3833,0,0.53433,0.85107,1.42278,831.04816
="2026/04/02 16:33:28.400",0.28677,-0.11409,0.36447,-0.27374,1.00062,-0.45798,-0.94437,-0.00853,0.02824,-1.08845,0.01769,2.01021,-0.8539,0.12434,-0.24572,4.85858,0.60252,0.77552,2.13017,826.45477
="2026/04/02 16:33:28.420",-0.44409,-0.30618,0.474,0.83787,0.82789,1.34123,-0.81874,-0.05524,0.04745,-1.07057,-0.26713,0.98505,-1.11563,0.01486,0.25261,15.1124,0.55574,0.89845,2.14588,828.25433
="2026/04/02 16:33:28.440",-0.49626,-0.2118,1.16265,1.35888,0.95672,0.54074,-0.63726,0.06916,0.03556,-0.78909,0.07269,1.17254,-0.60413,0.02146,0.20227,24.99573,0.27371,0.73727,0.49183,835.57471
="2026/04/02 16:33:28.460",0.10328,-0.09459,-0.03144,0.20034,1.49412,-0.12673,-0.87278,-0.0257,-0.0294,-0.72783,0.03243,1.61137,0.04341,0.14969,-0.07103,34.12312,0.03003,0.17963,1.92572,848.56201
="2026/04/02 16:33:28.480",-0.36915,-0.3225,0.43547,1.71826,0.82364,0.86769,-0.55728,-0.04076,0.10276,-0.64442,-0.18565,0.06949,-0.84223,0.02404,0.78212,38.47821,0.07653,0.24806,1.68143,864.03827
="2026/04/02 16:33:28.500",-0.42313,-0.21887,0.90442,0.95205,1.19766,0.09138,-0.47165,0.02872,0.00548,-0.86632,-0.02455,1.03386,0.21326,0.16232,-0.24386,39.99504,-0.31744,0.46804,0.77756,879.67291
="2026/04/02 16:33:28.520",0.15507,-0.1401,-0.75861,-0.72828,1.30833,-0.92995,-0.43139,-0.02143,0.0436,-0.57585,-0.17202,-0.11899,0.51088,0.1966,-0.29484,37.45892,-0.42194,-0.238,0.62412,894.12439
="2026/04/02 16:33:28.540",-0.61975,-0.0213,0.64182,1.71478,-0.11754,0.82066,0.28373,0.12469,0.09916,-0.54874,0.22079,-0.37988,-0.12566,-0.02535,0.65121,30.88627,-0.51435,0.069,0.6878,903.62921
="2026/04/02 16:33:28.560",0.44918,-0.23307,-0.43572,-0.53042,0.80254,-1.71214,-0.17904,-0.03138,-0.07987,-0.33914,-0.13562,0.2855,1.39849,0.12083,-0.4718,24.20252,-0.36002,-0.14555,0.10691,907.23438
="2026/04/02 16:33:28.580",0.08445,-0.11356,-0.75135,0.15818,0.2176,-0.06953,0.3941,-0.09598,-0.03914,-0.02426,-0.07706,-1.07894,1.22111,-0.10809,-0.02109,15.79414,-0.18098,-0.71074,-0.60384,904.6297
="2026/04/02 16:33:28.600",0.03593,0.01481,0.16447,0.28214,-0.18454,0.44224,0.81229,-0.02254,0.06877,-0.00363,0.12127,-0.58597,1.27181,-0.16339,0.17936,8.9454,-0.26208,-0.36088,-2.03528,895.28778
="2026/04/02 16:33:28.620",0.91519,-0.02524,-1.22664,-1.641,-0.12778,-0.6073,0.52969,0.01974,-0.01492,0.63856,-0.01467,-1.18474,1.50464,0.04539,-0.19082,5.33866,0.12283,-0.85068,-2.40301,881.40942
="2026/04/02 16:33:28.640",0.3096,0.16177,-0.1979,-0.38979,-0.84279,1.35251,1.00626,-0.05108,-0.0837,0.59442,0.04704,-1.67623,0.59644,-0.07318,0.29807,3.70213,0.39188,-0.83776,-2.74564,865.17358
="2026/04/02 16:33:28.660",0.65342,0.38164,-0.26109,-1.4166,-0.70058,0.0474,0.85493,-0.02566,-0.11524,1.04409,0.15817,-1.01593,1.14954,0.12871,-0.38412,6.78353,0.38284,-0.68852,-3.04128,849.81476
="2026/04/02 16:33:28.680",1.08887,0.29402,-1.33145,-1.58542,-0.96346,0.88352,0.94549,-0.0299,-0.14299,1.07669,0.00191,-1.15504,0.33228,0.0051,-0.26816,13.35286,0.68159,-0.63051,-2.24616,838.09259
="2026/04/02 16:33:28.700",-0.09465,0.32797,0.40825,-0.32647,-1.13088,1.03704,0.92845,-0.02471,-0.02924,1.04012,0.01965,-1.74034,-0.49831,-0.05739,0.02752,21.7244,0.46051,-0.29416,-2.51009,829.82269
="2026/04/02 16:33:28.720",0.62118,0.32036,-0.58236,-1.90902,-0.97637,-0.41088,0.482,0.16858,0.03744,1.24651,0.08898,-0.56073,0.15418,0.04704,-0.63042,31.40607,0.26914,-0.36171,-2.064,827.11017
="2026/04/02 16:33:28.740",0.10895,0.1845,-0.64103,-0.49429,-1.18324,-0.4857,0.67665,-0.02304,-0.00643,1.30291,0.13011,-1.49685,-0.62569,-0.09292,-0.11141,37.94466,0.23622,-0.64466,-1.42561,830.21313
="2026/04/02 16:33:28.760",-0.43467,0.13577,0.82186,0.84802,-0.87859,-0.23176,0.23452,-0.00373,-0.06193,1.15587,0.10393,-0.09157,-0.72727,-0.05434,-0.23395,41.40571,-0.22745,0.19517,-0.79687,838.7359
="2026/04/02 16:33:28.780",0.27799,0.0997,-0.83699,-0.62441,0.00595,-2.19529,0.18362,-0.10714,-0.13419,1.01409,-0.04938,-0.1133,-0.60393,0.07979,-0.23179,41.72265,-0.18972,-0.19267,0.6245,851.41028
="2026/04/02 16:33:28.800",-0.97287,0.15867,0.78252,1.32293,-0.50843,-0.43357,-0.49104,-0.03868,-0.06295,0.3761,0.08035,-0.30226,-1.32055,-0.18893,0.07735,37.06639,-0.52089,0.16809,1.30421,864.16144
="2026/04/02 16:33:28.820",-0.38922,0.13598,0.21381,0.09892,0.35036,-1.67565,-0.40678,-0.04601,-0.04427,-0.1696,0.06217,1.25393,-0.62314,0.04734,-0.00385,30.22152,-0.597,0.68305,2.03746,875.41754
="2026/04/02 16:33:28.840",-0.45573,-0.11249,-0.41098,0.31347,0.11506,-0.93187,-0.48463,-0.00874,0.01947,-0.58008,-0.16468,0.8594,-1.18495,-0.05457,0.14664,19.94151,-0.41328,0.4415,3.08444,883.2132
="2026/04/02 16:33:28.860",-1.10853,-0.12727,1.24258,1.69376,0.0466,0.03019,-0.8467,0.00797,0.14948,-1.21385,-0.06925,1.61222,-1.00345,0.00165,0.44479,7.93159,-0.58016,1.06077,2.853,886.05402
="2026/04/02 16:33:28.880",-0.15915,-0.25848,-0.00857,-0.11067,0.77376,-1.26643,-0.91547,-0.03133,-0.00413,-1.14323,-0.06033,1.91335,-0.30927,0.11317,-0.11916,0,-0.4076,1.04347,3.1246,885.05103
="2026/04/02 16:33:28.900",-0.58351,-0.42855,0.64713,1.17955,0.43366,0.91824,-0.90424,0.01583,0.04817,-1.6657,-0.25316,1.47266,-0.85412,-0.11216,0.64976,0,-0.02399,1.02163,2.99998,878.59723
="2026/04/02 16:33:28.920",-0.75024,-0.28729,1.61819,0.9033,0.87426,0.36996,-1.17717,0.02088,0.18042,-1.14131,0.01061,1.64282,0.24908,0.01446,0.24216,0,-0.11228,1.0504,1.98481,868.3584
="2026/04/02 16:33:28.940",0.60402,-0.30303,-0.42079,-0.0617,0.87812,0.77061,-0.8025,0.05086,0.06038,-1.31442,-0.07226,1.9632,1.10567,-0.01831,-0.4095,0,0.48935,0.42369,2.06004,858.85388
="2026/04/02 16:33:28.960",-0.30371,-0.33808,0.90815,1.40127,0.65184,1.9728,-0.75921,0.01275,0.10199,-0.9709,-0.04379,0.96665,0.38522,-0.25997,0.74521,0,0.54743,0.44161,1.19342,849.89587
="2026/04/02 16:33:28.980",0.54095,-0.29714,0.67171,0.04492,1.06876,2.46955,-0.47887,0.01553,0.03507,-0.94714,-0.09938,1.47097,1.12417,0.10047,0.20651,7.09764,0.57922,0.49227,0.92252,843.44757
="2026/04/02 16:33:29.000",0.88708,-0.20845,-0.90981,-0.71473,0.29121,1.3504,-0.37349,-0.08482,-0.00691,-0.46317,0.04228,-0.18702,0.99303,0.01993,0.1459,18.64095,0.80989,-0.19385,0.42625,842.23779
="2026/04/02 16:33:29.020",-0.12255,-0.10206,0.35268,1.00523,-0.05128,2.37511,-0.16791,0.13788,0.03102,-0.16584,-0.10035,0.11513,1.03216,0.04595,0.01817,30.51606,0.53838,0.06638,-0.96917,845.0907
="2026/04/02 16:33:29.040",1.00097,-0.21154,-0.82324,-0.85735,0.91637,-0.1397,0.45577,-0.07554,-0.02472,0.36227,0.09455,-0.43496,1.61057,0.27791,-0.5094,42.33938,0.1372,-0.28281,-1.57366,853.62115
="2026/04/02 16:33:29.060",0.20511,-0.04522,-0.56758,0.8068,0.0653,0.98944,0.42672,0.03064,-0.02769,0.90112,0.01951,-1.60953,0.83157,0.13911,0.19571,48.2224,0.23169,-0.67617,-1.54471,865.3089
="2026/04/02 16:33:29.080",0.41454,0.10585,0.16785,0.14326,-0.02364,-0.5721,0.49871,-0.00302,0.01943,1.00467,0.23451,-0.85592,1.30403,0.15029,-0.10289,50.30909,-0.25128,-0.52543,-1.85626,876.5564
="2026/04/02 16:33:29.100",0.63257,0.13982,-1.25398,-0.63198,0.02028,-1.78745,0.8138,-0.0361,-0.07843,1.41638,0.0229,-1.97637,1.27835,0.15817,-0.48865,48.74461,-0.18682,-1.09911,-1.72783,887.36444
="2026/04/02 16:33:29.120",-0.15682,0.24341,-0.03938,0.52222,-0.6238,-0.08868,0.98831,-0.05392,-0.05756,1.08759,0.04397,-1.88138,0.47547,-0.13391,-0.1158,41.04304,-0.43424,-0.90502,-2.0468,894.5462
="2026/04/02 16:33:29.140",0.2268,0.27764,-0.65068,-1.04986,-0.39069,-2.1055,0.85212,-0.05491,-0.08089,1.18152,0.26255,-1.16786,0.92305,0.04064,-0.48885,31.79956,-0.57974,-0.9167,-1.98996,896.79047
="2026/04/02 16:33:29.160",0.48589,0.30746,-1.40065,-0.79205,-0.88652,-0.64647,1.32266,-0.17099,-0.23348,0.74313,-0.11713,-1.55665,-0.12919,-0.11758,-0.00674,20.37314,-0.1729,-1.39343,-1.48882,893.70917
="2026/04/02 16:33:29.180",-0.60956,0.29288,0.57316,-0.40596,-1.04256,-0.37781,0.41928,-0.08727,-0.09095,0.51962,-0.05106,-1.13178,-0.76493,-0.02689,0.3695,9.90795,-0.38793,-0.72696,-1.77163,883.78949
="2026/04/02 16:33:29.200",0.42996,0.30365,-1.2354,-1.93849,-1.01404,-1.09207,0.69872,-0.02174,-0.00956,0.18608,0.2525,-0.55602,-0.4756,0.16918,-0.41282,3.47047,-0.01226,-0.81793,-1.65071,870.66266
="2026/04/02 16:33:29.220",-0.25963,0.50811,-0.14618,-1.0063,-0.69145,-0.56586,0.7341,0.02118,-0.11117,0.11202,-0.05507,-1.12418,-1.46323,-0.08497,0.14113,0,0.1002,-0.56088,-0.98346,855.48621
="2026/04/02 16:33:29.240",-0.22275,0.23457,0.47462,-0.53298,0.00636,-0.12506,0.3479,-0.01854,-0.09853,-0.08554,-0.07148,0.44166,-1.1792,0.13299,-0.08481,0,0.22665,0.21261,-0.96287,840.49469
="2026/04/02 16:33:29.260",0.33,0.19972,-0.97897,-1.50994,-0.12896,-0.81864,0.18166,0.03381,0.00215,-0.00792,0.10996,0.09768,-1.2836,0.12211,-0.30547,1.64324,0.57512,0.06324,-0.00203,829.15906
="2026/04/02 16:33:29.280",-0.47679,0.11365,0.7579,0.37553,-0.62711,1.72248,0.41082,-0.05408,0.04565,-0.27864,-0.18263,0.34448,-2.08321,-0.08397,0.37256,7.68531,0.54353,0.67685,0.49575,821.84552
