time,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSGD00004.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ
="2026/04/02 16:16:38.900",0.40727,-0.00054,-0.16374,-0.45163,-0.06205,0.25412,1.13254,-0.09453,-0.44009,-0.00557,0.02053,0.03418,14.39896,874.41388,-0.37459,0.13047,-0.73445,-0.24492,0.07139,-0.2154
="2026/04/02 16:16:38.920",-0.65885,-0.01213,0.30343,-0.43458,-0.08292,0.66147,-1.21405,0.47242,-2.73225,-0.04131,-0.0245,-0.03483,11.75768,876.82098,0.59808,0.12655,-0.13998,-0.03907,-0.03707,0.08523
="2026/04/02 16:16:38.940",-0.24699,-0.04008,0.07228,-0.16671,0.04203,0.81024,-0.5452,-0.12699,-0.16864,-0.00926,0.00405,0.01038,11.53097,877.61719,-0.25042,-0.08519,-0.82905,0.04292,-0.09821,0.25292
="2026/04/02 16:16:38.960",0.05929,-0.05873,0.31107,-0.07723,-0.25022,1.19834,0.1614,0.29708,-2.19421,-0.02356,-0.01405,-0.0191,10.94103,875.04285,-0.37852,0.10623,0.56626,-0.146,0.09703,-0.3771
="2026/04/02 16:16:38.980",-0.70853,-0.06224,0.4006,0.19404,0.03036,0.90103,-2.10223,0.18025,-0.74878,-0.00235,0.00152,0.00403,12.56637,869.86719,0.18328,-0.10032,0.05524,0.28845,-0.14874,0.44463
="2026/04/02 16:16:39.000",0.53088,-0.06409,0.08175,0.36505,-0.12749,0.81512,0.66578,-0.10393,0.24717,0.0178,0.01997,0.01432,16.28177,864.8175,-0.9823,-0.08626,0.44542,-0.05825,0.04088,-0.24854
="2026/04/02 16:16:39.020",-0.37134,-0.04484,0.34653,0.4546,-0.07909,0.44109,-0.93893,0.22249,-0.67917,-0.02184,-0.02272,-0.0255,19.24631,857.9613,0.1816,-0.04512,1.01664,0.20805,0.01037,-0.03002
="2026/04/02 16:16:39.040",0.33129,-0.02375,-0.00409,0.57637,0.11937,-0.13758,-0.38262,-0.3034,2.01375,0.00298,0.01947,0.04217,23.85488,853.41901,-0.46126,-0.16675,0.32087,0.15913,-0.03995,0.09212
="2026/04/02 16:16:39.060",0.50374,-0.00402,-0.07261,0.42662,-0.10704,-0.3131,1.33868,-0.01412,0.54951,-0.02823,-0.0121,-0.00861,26.6309,851.46552,-0.28869,-0.02759,0.99775,-0.02608,0.11066,-0.35273
="2026/04/02 16:16:39.080",-0.21555,0.02874,-0.02126,0.36616,0.18994,-0.924,-0.78215,-0.16712,1.7944,-0.02654,-0.00668,-0.01581,28.52289,849.57318,0.52353,-0.09035,0.32156,0.28447,-0.10227,0.11773
="2026/04/02 16:16:39.100",0.90066,0.0423,-0.41123,0.09998,0.02431,-1.0006,1.74133,-0.2908,1.76827,0.01044,0.02866,0.0159,31.7681,853.078,-0.46772,-0.02439,-0.00136,-0.22891,0.0718,-0.1873
="2026/04/02 16:16:39.120",-0.29777,0.06653,-0.17534,-0.09308,0.05054,-1.0037,0.32254,0.07889,0.31265,-0.04443,-0.01074,-0.01528,29.9346,857.18011,0.82171,0.05341,0.11569,0.12501,-0.01569,-0.08415
="2026/04/02 16:16:39.140",0.29799,0.06458,-0.31999,-0.24114,0.19253,-0.98441,0.08771,-0.23523,1.40377,0.0044,0.00868,0.00791,27.19525,863.39496,0.12261,-0.01392,-0.77523,-0.09697,-0.05954,0.17043
="2026/04/02 16:16:39.160",0.14256,0.05348,-0.30057,-0.51525,-0.08181,-0.44441,1.5732,0.03825,-0.78966,-0.01691,-0.0034,-0.01212,23.20762,870.58472,0.17113,0.15499,-0.49422,-0.2375,0.06382,-0.20607
="2026/04/02 16:16:39.180",-0.60978,0.04198,0.0177,-0.48367,0.14825,-0.28871,-1.10717,0.02862,-0.32532,-0.03253,-0.0095,-0.03115,17.41247,875.30176,0.71909,0.08443,-0.73539,0.12033,-0.07521,0.28333
="2026/04/02 16:16:39.200",0.35353,0.0094,-0.14388,-0.55368,-0.06793,0.30789,0.86456,0.00997,-1.03766,-0.00063,0.00007,0.01102,13.77317,880.84705,-0.43037,0.05679,-0.78942,-0.35249,0.01736,-0.06252
="2026/04/02 16:16:39.220",-0.79597,-0.02566,0.19107,-0.39684,-0.07684,0.68859,-0.48016,0.2291,-1.88372,-0.00893,-0.02397,-0.05071,8.60401,880.55005,0.54308,0.1138,-0.27248,0.1323,-0.03207,0.03597
="2026/04/02 16:16:39.240",-0.02012,-0.05775,0.20988,-0.20981,0.03384,0.80005,-1.22163,0.05093,-0.78719,-0.01381,0.01187,0.00889,7.08774,878.78864,-0.39683,0.00176,-0.43789,-0.06669,-0.07436,0.22996
="2026/04/02 16:16:39.260",-0.16298,-0.05875,0.17865,-0.06982,-0.22648,1.14077,0.38135,0.2293,-1.91921,-0.04152,0.0055,0.02198,8.248,875.95007,-0.33463,-0.00022,0.11746,-0.06672,0.02838,-0.11476
="2026/04/02 16:16:39.280",-0.50211,-0.05718,0.4263,0.28772,0.02897,0.80211,-1.97908,0.06124,-0.33777,-0.01887,-0.00908,-0.00892,8.88057,867.04883,0.0796,-0.02507,0.35927,0.3295,-0.0682,0.18627
="2026/04/02 16:16:39.300",0.54038,-0.06938,0.1167,0.33747,-0.12181,0.72753,0.14499,0.06838,-0.2886,0.00644,0.0274,0.02162,14.41494,860.65833,-0.96268,-0.08258,0.3943,-0.15143,0.04302,-0.07476
="2026/04/02 16:16:39.320",-0.43822,-0.04986,0.21998,0.5569,-0.0485,0.34468,-0.37041,0.04011,0.18894,-0.06006,-0.01789,-0.00631,18.7185,853.05188,0.19231,-0.08181,0.87822,0.36148,0.00403,-0.08117
="2026/04/02 16:16:39.340",0.53546,-0.0254,0.12897,0.57806,0.08964,-0.18928,-0.76349,-0.16698,1.49497,0.00416,-0.00033,-0.00749,23.64804,848.18109,-0.46401,-0.08684,0.6698,0.05707,-0.01307,0.03216
="2026/04/02 16:16:39.360",0.26544,0.0072,-0.18979,0.43028,-0.09283,-0.39429,1.35323,-0.01876,0.73132,-0.0068,0.00142,-0.00284,29.43737,848.31213,-0.1399,-0.09683,0.58914,0.00987,0.06384,-0.17703
="2026/04/02 16:16:39.380",-0.02122,0.04309,-0.0355,0.45041,0.17406,-0.88553,-0.52337,-0.20682,2.01691,-0.0212,-0.0149,-0.01293,30.63887,847.35663,0.47938,-0.04863,0.48291,0.29026,-0.01434,0.05441
="2026/04/02 16:16:39.400",0.78544,0.06397,-0.33183,0.06501,0.02424,-0.92209,1.18558,-0.10777,1.00488,0.02135,0.01031,0.02032,33.17994,852.43195,-0.24607,-0.03674,-0.16813,-0.306,0.0552,-0.12191
="2026/04/02 16:16:39.420",-0.37214,0.06748,-0.28705,-0.08945,0.07746,-0.9412,0.79742,-0.10508,0.9154,0.00133,-0.00742,-0.01688,32.22186,857.71497,0.81007,0.02217,-0.28315,0.21564,0.00907,-0.04675
="2026/04/02 16:16:39.440",0.42372,0.06081,-0.191,-0.33284,0.15126,-0.86087,-0.01317,-0.09054,0.75496,-0.00179,0.01016,0.01344,29.06598,864.92914,0.08369,0.06421,-0.42468,-0.19633,-0.01618,0.04686
="2026/04/02 16:16:39.460",-0.1283,0.05024,-0.3467,-0.55707,-0.05518,-0.4028,1.44966,0.04259,-0.7379,-0.01168,0.00155,0.02121,25.36244,874.05347,0.29453,0.06422,-0.7509,-0.16581,0.02264,-0.05966
="2026/04/02 16:16:39.480",-0.4217,0.03517,-0.00416,-0.49875,0.11604,-0.18263,-0.6151,-0.02934,-0.1384,-0.02398,-0.00821,-0.01523,17.73247,878.2572,0.56044,0.12095,-0.55135,0.1213,-0.04968,0.12748
="2026/04/02 16:16:39.500",0.23107,0.00567,-0.07728,-0.62096,-0.08206,0.36319,0.41697,0.16807,-1.60199,-0.01585,-0.00628,0.01965,13.61071,883.1842,-0.39005,0.08141,-0.70896,-0.37073,-0.01595,0.04373
="2026/04/02 16:16:39.520",-0.81439,-0.02412,0.07203,-0.37544,-0.05571,0.63765,-0.1844,0.08085,-1.20205,0.00649,0.00957,0.00666,8.60986,882.27222,0.41092,0.04946,-0.50573,0.20529,-0.04184,0.0782
="2026/04/02 16:16:39.540",0.14993,-0.03925,0.29252,-0.22284,-0.02845,0.8321,-1.22752,0.13756,-1.1963,0.00069,0.0025,0.00759,5.16503,878.51105,-0.51015,0.06073,-0.15672,-0.14203,-0.02813,0.11545
="2026/04/02 16:16:39.560",-0.33528,-0.05415,0.16606,-0.03166,-0.17953,1.03247,0.12258,0.20331,-1.67209,-0.01276,0.00008,0.00461,6.36543,874.06122,-0.30716,-0.04434,-0.10942,-0.00499,-0.01195,0.01644
="2026/04/02 16:16:39.580",-0.27114,-0.06797,0.37806,0.35815,0.02261,0.78172,-1.44873,-0.02549,0.0425,-0.02434,-0.00463,0.02146,7.08709,864.6145,-0.11936,-0.01773,0.43972,0.30918,-0.02775,0.05476
="2026/04/02 16:16:39.600",0.45026,-0.06522,0.21156,0.39648,-0.12589,0.66526,-0.30063,0.15123,-0.64782,0.01094,0.01223,0.02007,12.70815,858.20221,-0.79491,-0.06264,0.4881,-0.15554,0.01854,-0.05162
="2026/04/02 16:16:39.620",-0.39306,-0.05089,0.14123,0.67026,-0.00881,0.23836,-0.22984,-0.08923,0.82157,-0.00648,-0.01583,-0.01262,17.99492,850.42047,0.1556,-0.10821,0.56267,0.39151,-0.02195,-0.00476
="2026/04/02 16:16:39.640",0.6646,-0.0172,0.16899,0.6119,0.04819,-0.1864,-0.68346,-0.07121,1.15505,0.05264,0.00994,-0.02761,24.09484,844.98352,-0.48648,-0.05024,0.84253,-0.01936,0.02998,-0.07274
="2026/04/02 16:16:39.660",0.0719,-0.00064,-0.1628,0.45567,-0.02851,-0.45974,0.87242,-0.02229,0.80305,0.01434,0.01023,-0.00474,31.94699,844.98297,0.05956,-0.11268,0.37773,0.074,0.01633,-0.06526
="2026/04/02 16:16:39.680",0.18006,0.03117,-0.08363,0.41994,0.15269,-0.85791,-0.07633,-0.24155,2.17064,-0.02324,-0.00598,-0.00821,34.11332,846.12653,0.35598,-0.03407,0.48927,0.23174,0.01201,-0.07848
="2026/04/02 16:16:39.700",0.60021,0.05494,-0.23785,-0.0086,0.01149,-0.86185,0.85814,0.01026,0.47255,0.01612,0.00655,0.0003,36.97129,853.3902,-0.08695,-0.00955,0.10279,-0.28044,0.03403,-0.09516
="2026/04/02 16:16:39.720",-0.34745,0.05635,-0.33061,-0.10305,0.10522,-0.93662,0.96373,-0.21149,1.31078,0.01758,0.00168,-0.00199,35.90889,860.28802,0.78347,-0.02818,-0.31642,0.20542,-0.00949,-0.00012
="2026/04/02 16:16:39.740",0.49223,0.07153,-0.15155,-0.41902,0.08522,-0.75846,0.26836,-0.05052,0.30182,-0.01388,0.00313,0.01864,31.47061,868.39832,0.06768,0.10648,-0.21036,-0.23713,0.03494,-0.04312
="2026/04/02 16:16:39.760",-0.34487,0.0506,-0.30904,-0.61584,-0.01669,-0.35467,1.10857,0.05163,-0.76648,-0.00708,-0.00204,-0.01459,26.92171,877.78473,0.45464,0.02087,-0.83202,-0.09533,-0.02728,0.03951
="2026/04/02 16:16:39.780",-0.22609,0.03218,-0.0629,-0.5474,0.09233,-0.10532,-0.13126,-0.09246,-0.06061,-0.00238,0.00495,-0.01286,17.7428,881.98621,0.31679,0.12183,-0.55654,0.0645,-0.02227,0.04603
="2026/04/02 16:16:39.800",0.0467,0.00402,-0.01748,-0.69568,-0.08406,0.3839,0.13608,0.26547,-2.03761,-0.00902,-0.00035,-0.01427,11.95606,886.09747,-0.23865,0.10015,-0.58259,-0.31108,-0.00778,0.04475
="2026/04/02 16:16:39.820",-0.74228,-0.02094,0.05403,-0.37862,-0.00931,0.61153,-0.22943,0.0119,-0.8519,0.05094,0.00001,-0.0098,6.3483,884.70105,0.25414,0.02673,-0.62791,0.22342,-0.05734,0.13653
="2026/04/02 16:16:39.840",0.2065,-0.0489,0.27798,-0.23084,-0.06537,0.85979,-0.91069,0.17386,-1.39218,-0.01278,-0.00023,-0.02194,1.86571,879.72748,-0.5945,0.08149,0.03177,-0.15697,0.00617,0.0051
="2026/04/02 16:16:39.860",-0.46555,-0.06245,0.17545,0.01055,-0.12447,0.94921,-0.37639,0.18621,-1.41538,0.0053,-0.01043,-0.0195,2.36925,873.17041,-0.196,-0.04531,-0.16133,0.06879,-0.04477,0.13251
="2026/04/02 16:16:39.880",-0.04706,-0.06653,0.31748,0.40782,-0.00571,0.69827,-1.0824,-0.06537,0.26318,-0.00159,-0.00245,-0.01248,3.87027,863.12463,-0.37704,-0.02133,0.42302,0.21016,-0.00589,0.0106
="2026/04/02 16:16:39.900",0.29918,-0.06959,0.25022,0.43087,-0.13666,0.58794,-0.53271,0.21411,-0.78117,-0.01629,-0.0065,-0.00378,10.35783,855.31805,-0.60208,-0.04528,0.60593,-0.10383,0.00484,-0.05939
="2026/04/02 16:16:39.920",-0.2679,-0.04365,0.1261,0.69925,0.03426,0.14069,-0.38347,-0.16351,1.24538,-0.01677,0.00452,0.00192,17.60396,846.82227,0.06246,-0.12399,0.4485,0.35778,-0.02858,0.04928
="2026/04/02 16:16:39.940",0.70584,-0.02342,0.14069,0.62144,-0.006,-0.19425,-0.35128,-0.03784,0.9169,-0.01059,-0.00451,-0.00949,24.95421,842.42975,-0.44947,-0.02562,0.90937,-0.06782,0.06505,-0.15534
="2026/04/02 16:16:39.960",-0.07584,0.00802,-0.10637,0.50295,0.00834,-0.4894,0.42987,-0.04986,0.93506,-0.00897,-0.0035,-0.01209,33.33345,843.07324,0.25638,-0.11362,0.31938,0.10759,-0.01106,0.01769
="2026/04/02 16:16:39.980",0.36685,0.02842,-0.12214,0.39165,0.13106,-0.83842,0.28601,-0.27345,2.07664,-0.00866,-0.00341,-0.00285,36.8494,845.3338,0.18612,-0.02279,0.42828,0.12634,0.0456,-0.10343
="2026/04/02 16:16:40.000",0.38328,0.05698,-0.19153,-0.03009,0.01037,-0.81538,0.80692,0.05639,0.22124,0.00945,-0.00059,-0.02253,39.95501,853.57532,0.17351,-0.00176,0.14777,-0.22105,0.04863,-0.08729
="2026/04/02 16:16:40.020",-0.26827,0.06491,-0.33225,-0.15464,0.14181,-0.88037,0.81164,-0.2174,1.39092,0.00324,0.0013,-0.00983,39.26908,862.18811,0.70188,-0.0249,-0.40905,0.18116,-0.02323,0.04332
="2026/04/02 16:16:40.040",0.46862,0.0617,-0.20613,-0.47199,0.03763,-0.61685,0.71532,0.00502,-0.05164,-0.0301,-0.00624,0.00796,34.07908,872.51849,0.05823,0.10014,-0.20369,-0.27858,0.03881,-0.12293
="2026/04/02 16:16:40.060",-0.49745,0.05769,-0.26069,-0.64285,0.02809,-0.33648,0.70701,0.06585,-0.7133,0.02496,0.0103,0.00148,27.06613,881.80127,0.56123,0.03346,-0.78215,-0.0276,-0.04544,0.12186
="2026/04/02 16:16:40.080",-0.06281,0.03013,-0.09672,-0.61201,0.06347,-0.03623,0.18619,-0.08782,-0.18627,-0.00842,0.00575,0.00411,17.50715,886.24298,0.07708,0.09446,-0.59,-0.02639,-0.00386,0.02599
="2026/04/02 16:16:40.100",-0.15301,0.00643,0.00169,-0.70157,-0.09818,0.42675,0.10739,0.28062,-2.07446,-0.01389,-0.01328,-0.02596,10.48794,888.883,-0.10036,0.09829,-0.47878,-0.22452,-0.01549,0.02451
="2026/04/02 16:16:40.120",-0.60539,-0.02539,0.05807,-0.37738,0.01013,0.57324,-0.43392,-0.02171,-0.64787,-0.00418,0.01275,0.00817,3.95157,885.91522,0.09459,0.01081,-0.63614,0.19864,-0.07499,0.17689
="2026/04/02 16:16:40.140",0.21945,-0.04412,0.2453,-0.21787,-0.10401,0.83459,-0.55123,0.16888,-1.51009,0.00082,0.00034,-0.01505,0,879.70642,-0.64381,0.08796,0.07539,-0.16646,0.02294,-0.03906
="2026/04/02 16:16:40.160",-0.52913,-0.05557,0.24459,0.08082,-0.08189,0.82941,-0.78434,0.16345,-1.10661,0.02033,-0.00678,-0.0108,0.19986,870.50775,-0.10687,-0.04715,-0.11459,0.16958,-0.05795,0.14705
="2026/04/02 16:16:40.180",0.16027,-0.06192,0.28135,0.42514,-0.01596,0.65193,-0.89243,-0.05332,0.25165,-0.02456,-0.00365,0.0221,2.85505,859.29089,-0.56062,-0.01649,0.37955,0.12763,0.00076,-0.00545
="2026/04/02 16:16:40.200",0.13819,-0.04548,0.26949,0.49946,-0.11825,0.52944,-0.61273,0.21057,-0.65927,-0.00252,-0.01037,-0.01393,10.00902,851.02478,-0.40496,-0.04956,0.63048,-0.0169,0.01325,-0.03549
="2026/04/02 16:16:40.220",-0.08419,-0.04103,0.13121,0.75032,0.04139,0.02317,-0.61333,-0.15999,1.40311,-0.00155,0.00044,0.01442,18.27438,843.62079,-0.02997,-0.12056,0.40383,0.30807,-0.02403,0.05943
="2026/04/02 16:16:40.240",0.66049,-0.01725,0.10459,0.63826,-0.02911,-0.17596,-0.01724,0.00681,0.7926,-0.00309,0.00084,-0.00532,27.36831,840.4823,-0.39046,-0.01718,0.83008,-0.09118,0.0705,-0.17882
="2026/04/02 16:16:40.260",-0.11542,0.00106,-0.06147,0.53628,0.04917,-0.54973,0.09261,-0.06337,1.14733,0.00596,0.00362,0.00044,36.23903,841.16357,0.41046,-0.11637,0.33528,0.1958,-0.02058,0.03047
="2026/04/02 16:16:40.280",0.48913,0.02442,-0.16351,0.34111,0.09931,-0.79389,0.50146,-0.25117,1.84879,-0.00679,0.00015,-0.02178,40.59466,845.18628,0.07673,-0.03094,0.34697,0.01595,0.04894,-0.12778
="2026/04/02 16:16:40.300",0.15127,0.05405,-0.21757,-0.04551,0.00341,-0.76426,0.86722,0.04827,0.18538,0.01576,-0.00899,-0.01608,42.38593,854.46265,0.37806,-0.00204,0.11739,-0.11677,0.04791,-0.09223
="2026/04/02 16:16:40.320",-0.16065,0.06162,-0.30815,-0.18986,0.14284,-0.83033,0.60743,-0.22139,1.26466,0.02176,0.01223,0.01,40.22948,864.2298,0.60552,-0.02813,-0.39278,0.11102,-0.01269,0.0563
="2026/04/02 16:16:40.340",0.35358,0.05526,-0.26282,-0.53974,0.00441,-0.4888,1.02778,0.01007,-0.3327,-0.03603,0.00236,0.02041,34.66243,875.54395,0.09416,0.09403,-0.2448,-0.26581,0.05583,-0.13201
="2026/04/02 16:16:40.360",-0.5507,0.05474,-0.22042,-0.66243,0.05638,-0.29612,0.44617,0.02352,-0.56134,-0.04129,-0.00161,0.0037,26.34997,884.66309,0.61675,0.03962,-0.72613,0.03871,-0.03924,0.13291
="2026/04/02 16:16:40.380",0.06737,0.0238,-0.11642,-0.69218,0.029,0.0343,0.34524,-0.05643,-0.44272,0.00479,0.00747,0.02885,16.51533,889.58832,-0.10406,0.08747,-0.58246,-0.13163,0.00256,0.01782
="2026/04/02 16:16:40.400",-0.31339,0.01572,0.02377,-0.68792,-0.09703,0.43168,0.12943,0.24534,-1.9435,-0.02675,-0.01347,0.0008,8.26351,890.72351,0.01734,0.08886,-0.47854,-0.12642,-0.0133,0.04417
="2026/04/02 16:16:40.420",-0.44422,-0.02298,0.10663,-0.34783,0.03497,0.56491,-0.64259,-0.00156,-0.5547,0.01118,0.00079,0.01741,0.42763,886.20801,-0.08318,0.03215,-0.53148,0.14999,-0.07027,0.19584
="2026/04/02 16:16:40.440",0.15889,-0.04162,0.20965,-0.1865,-0.12295,0.82845,-0.32014,0.20237,-1.52223,0.01303,-0.001,-0.01354,0,879.1311,-0.64649,0.06043,0.01148,-0.16344,0.01276,-0.03952
="2026/04/02 16:16:40.460",-0.51522,-0.05394,0.26565,0.16893,-0.06141,0.72031,-1.04715,0.11955,-0.75304,-0.03053,-0.00626,0.00284,0,868.58191,-0.0965,-0.02811,-0.04174,0.24263,-0.06745,0.17191
="2026/04/02 16:16:40.480",0.30948,-0.05565,0.24212,0.44751,-0.04762,0.6024,-0.81428,-0.01006,0.11974,0.00437,0.00125,-0.01397,1.44373,857.08398,-0.70547,-0.02073,0.36597,0.04441,0.01505,-0.0293
="2026/04/02 16:16:40.500",-0.00291,-0.05481,0.23258,0.57803,-0.10385,0.41223,-0.57828,0.15275,-0.38834,0.0184,-0.0103,-0.0137,9.21597,847.38782,-0.25614,-0.05029,0.5721,0.0785,-0.00069,-0.01782
="2026/04/02 16:16:40.520",0.07847,-0.03903,0.15268,0.78234,0.07437,-0.02065,-0.79598,-0.15756,1.43188,0.03088,0.00362,-0.00049,18.30081,839.79956,-0.09295,-0.10481,0.49345,0.24315,-0.01185,0.03275
="2026/04/02 16:16:40.540",0.57472,-0.01966,0.06453,0.63052,-0.05935,-0.19751,0.17006,0.00868,0.61944,-0.03492,-0.00122,-0.00206,28.39986,837.86273,-0.29646,-0.05317,0.71545,-0.08272,0.06547,-0.17762
="2026/04/02 16:16:40.560",-0.11883,0.00598,-0.04513,0.57319,0.07175,-0.55516,-0.06444,-0.11609,1.31729,-0.01093,-0.00826,-0.00574,37.34538,839.22717,0.48905,-0.0933,0.3528,0.22384,-0.00851,0.0142
="2026/04/02 16:16:40.580",0.55031,0.03447,-0.15515,0.28442,0.06131,-0.72885,0.57817,-0.18379,1.44099,-0.00898,0.00667,0.01306,43.12871,845.22955,0.01612,-0.02239,0.30741,-0.08322,0.05313,-0.1399
="2026/04/02 16:16:40.600",-0.02538,0.05211,-0.23655,-0.07409,0.0175,-0.73155,0.92938,0.00545,0.33553,-0.01506,-0.00556,-0.00662,45.09623,855.96277,0.53012,-0.01207,0.07294,-0.02938,0.0279,-0.08999
="2026/04/02 16:16:40.620",-0.03016,0.05244,-0.24906,-0.25627,0.14491,-0.72307,0.54304,-0.18609,1.07627,-0.00927,0.0015,0.0076,41.61663,867.64526,0.49155,0.00934,-0.32743,0.05801,-0.00676,0.03188
="2026/04/02 16:16:40.640",0.22146,0.0503,-0.26945,-0.59061,-0.00606,-0.40723,1.22829,0.04727,-0.54485,0.03452,-0.0015,-0.01379,35.85337,879.26746,0.14007,0.07803,-0.32426,-0.24893,0.03607,-0.11978
="2026/04/02 16:16:40.660",-0.52227,0.04205,-0.16572,-0.68439,0.06885,-0.25,0.4053,-0.01082,-0.37606,-0.02711,0.00055,0.00957,26.5724,887.17212,0.57989,0.04261,-0.6367,0.08042,-0.04619,0.10334
="2026/04/02 16:16:40.680",0.1156,0.03465,-0.11183,-0.7304,0.01707,0.09744,0.41381,0.00581,-0.77303,0.02098,0.00191,0.00964,15.39542,891.98682,-0.20236,0.0932,-0.54738,-0.17568,0.00184,-0.03196
="2026/04/02 16:16:40.700",-0.44471,0.00953,-0.00444,-0.64602,-0.07378,0.42024,0.15786,0.18592,-1.64887,-0.03677,-0.00363,0.00048,5.58141,892.16028,0.05068,0.06299,-0.52882,-0.02968,-0.03175,0.07723
="2026/04/02 16:16:40.720",-0.25178,-0.02953,0.09944,-0.30276,0.03101,0.56822,-0.71154,0.00679,-0.58271,-0.00463,0.00058,0.00925,0,886.36469,-0.25803,0.05502,-0.42365,0.07995,-0.05981,0.12981
="2026/04/02 16:16:40.740",0.05718,-0.04108,0.15822,-0.16168,-0.1277,0.78099,-0.27592,0.20199,-1.52177,-0.01066,0.00872,-0.01286,0,878.45618,-0.59996,0.04516,-0.04067,-0.12367,-0.00304,-0.005
="2026/04/02 16:16:40.760",-0.42942,-0.04351,0.26233,0.22431,-0.01724,0.6596,-1.13801,0.06712,-0.35552,-0.03673,-0.02115,-0.01347,0,866.69983,-0.14254,-0.02718,0.02081,0.25522,-0.05894,0.15055
="2026/04/02 16:16:40.780",0.39635,-0.05864,0.23336,0.48146,-0.06243,0.55366,-0.8527,0.04003,-0.04866,-0.04475,-0.01107,0.01538,0,854.28259,-0.73938,-0.02732,0.3794,-0.03495,0.01978,0.01451
="2026/04/02 16:16:40.800",-0.10703,-0.06387,0.2145,0.60488,-0.07062,0.33335,-0.62738,0.10541,-0.05739,0.00249,-0.01108,0.00838,8.53176,843.72119,-0.12677,-0.07231,0.45261,0.13912,-0.0075,-0.01268
="2026/04/02 16:16:40.820",0.24195,-0.03036,0.16575,0.78081,0.06373,-0.05802,-0.83585,-0.13222,1.33285,-0.03567,-0.00063,0.0071,19.1637,836.34753,-0.17323,-0.08005,0.53382,0.17181,-0.00281,0.00075
="2026/04/02 16:16:40.840",0.43227,-0.01807,0.03511,0.63529,-0.04961,-0.24382,0.17444,0.02173,0.52463,0.00518,0.01121,-0.00485,31.44051,835.38348,-0.15484,-0.05896,0.60731,-0.05429,0.05074,-0.13298
="2026/04/02 16:16:40.860",-0.06541,0.0113,-0.03202,0.55297,0.09585,-0.57344,-0.07457,-0.15055,1.48516,0.00019,0.0025,-0.0037,39.98875,837.9519,0.50751,-0.09042,0.33513,0.22469,0.00534,-0.0137
="2026/04/02 16:16:40.880",0.5538,0.03034,-0.13558,0.19776,0.04395,-0.66264,0.63662,-0.11167,1.06242,-0.00885,-0.00671,0.00957,44.65591,846.47699,0.04091,-0.02144,0.30448,-0.14194,0.05047,-0.1579
="2026/04/02 16:16:40.900",-0.14199,0.04367,-0.2215,-0.08062,0.03287,-0.68912,0.95037,-0.03298,0.44691,-0.0146,0.00504,0.01531,46.12426,858.41663,0.64903,-0.02751,-0.04418,0.04363,0.01539,-0.04324
="2026/04/02 16:16:40.920",0.08765,0.04875,-0.2258,-0.31994,0.11548,-0.65643,0.60428,-0.15543,0.83172,0.00682,0.015,0.02315,43.32054,870.67761,0.39933,0.01009,-0.22534,-0.01947,0.00221,-0.01643
="2026/04/02 16:16:40.940",0.01775,0.04599,-0.30414,-0.65895,-0.02569,-0.35489,1.19307,0.06385,-0.69892,-0.01919,0.00322,-0.01352,36.75615,882.89746,0.23582,0.05329,-0.36224,-0.21246,0.01917,-0.07586
="2026/04/02 16:16:40.960",-0.47466,0.04214,-0.18008,-0.69553,0.08308,-0.18561,0.42105,-0.04865,-0.25623,-0.00296,-0.00103,-0.01631,25.76365,890.39307,0.48313,0.04177,-0.5679,0.10889,-0.03917,0.09041
="2026/04/02 16:16:40.980",0.10774,0.01742,-0.11499,-0.74694,-0.02306,0.15987,0.43397,0.06565,-1.06105,0.01072,0.00869,0.00437,14.47101,894.54498,-0.24035,0.08681,-0.49944,-0.21092,0.00506,0.00087
="2026/04/02 16:16:41.000",-0.52889,0.0036,-0.03314,-0.60458,-0.06132,0.40024,0.09922,0.13045,-1.34218,0.01668,0.00244,-0.00685,3.87714,893.20282,0.06647,0.05572,-0.54961,0.03912,-0.04397,0.09485
="2026/04/02 16:16:41.020",-0.09242,-0.01842,0.12092,-0.3287,0.00499,0.51622,-0.67781,0.02607,-0.64095,-0.01686,0.01569,-0.00499,0,885.75519,-0.39112,0.05924,-0.28629,0.03864,-0.03839,0.05294
="2026/04/02 16:16:41.040",-0.0514,-0.03993,0.15513,-0.09395,-0.12523,0.70444,-0.37645,0.1921,-1.41804,-0.03111,-0.00955,-0.00618,0,876.07233,-0.52479,0.02727,-0.1134,-0.06788,-0.01406,0.00548
="2026/04/02 16:16:41.060",-0.31364,-0.04873,0.24196,0.27225,-0.00515,0.55778,-1.15219,0.02016,-0.0569,0.02509,-0.00208,-0.00786,0,862.40173,-0.24202,-0.0219,0.04225,0.24044,-0.0436,0.15203
="2026/04/02 16:16:41.080",0.39498,-0.07464,0.27207,0.47454,-0.09309,0.49542,-0.83773,0.08027,-0.21588,-0.00127,-0.00229,-0.01112,0,850.46057,-0.7166,-0.01714,0.41682,-0.06377,0.0074,-0.00239
