time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSGD00003.chdata,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00004.chdata,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ
="2026/04/02 15:42:23.940",-0.04595,0.04452,-0.01707,-0.02633,0.03917,0.07894,20.81279,-0.05842,-0.05355,-0.03958,863.5188,0.04545,-0.00326,0.06254,0.07239,0.07717,-0.02182,0.02205,0.08792,-0.06887
="2026/04/02 15:42:23.960",-0.05402,-0.06769,-0.02989,-0.20567,0.02027,-0.05166,21.1492,0.09647,-0.03891,-0.00827,863.492,0.03078,0.0131,0.04086,0.01771,0.03117,0.08966,-0.04372,0.09193,0.06872
="2026/04/02 15:42:23.980",0.06317,-0.20862,-0.19628,-0.09105,-0.12089,0.30609,21.06603,-0.02118,-0.02497,-0.00671,863.47449,0.03856,-0.01953,-0.09081,0.11004,-0.07388,0.019,-0.04413,0.03463,0.00838
="2026/04/02 15:42:24.000",0.03874,-0.2618,-0.22641,0.0318,-0.19367,0.32835,20.77135,-0.01877,0.00509,0.02429,863.27618,0.00325,-0.02577,-0.04266,-0.02666,-0.00724,0.05421,0.11835,-0.07052,-0.04016
="2026/04/02 15:42:24.020",-0.01639,-0.07577,0.11213,-0.01517,-0.19881,-0.06489,20.69791,-0.02319,-0.02628,0.01189,863.32135,-0.0467,-0.01758,0.05235,0.07468,-0.02647,-0.00218,-0.02073,-0.16723,0.03009
="2026/04/02 15:42:24.040",0.06282,0.12001,-0.02899,0.11292,-0.06258,0.23785,20.87587,-0.08779,-0.01668,-0.01225,863.24017,-0.05913,-0.01519,0.00454,0.05445,-0.00429,-0.12432,0.01122,-0.16206,-0.02636
="2026/04/02 15:42:24.060",0.00131,0.11843,0.09607,-0.00574,0.20821,-0.49006,21.4945,-0.03566,0.01149,0.00872,863.07043,0.04572,0.01688,-0.09473,0.09575,0.01762,-0.02632,-0.00738,-0.02981,0.00916
="2026/04/02 15:42:24.080",0.01744,0.01406,0.05103,0.07245,0.21864,-0.05603,21.32525,-0.07528,-0.00613,0.00083,863.71747,0.20378,0.0189,-0.02363,0.15749,-0.00291,-0.07853,-0.07503,0.13499,-0.06047
="2026/04/02 15:42:24.100",0.0001,-0.05627,-0.0532,0.22501,0.09452,-0.05489,21.17635,-0.04608,-0.01742,-0.01427,864.55682,-0.01233,-0.00527,0.07313,0.05515,0.03915,0.02884,0.04232,0.13788,0.00277
="2026/04/02 15:42:24.120",0.06941,-0.13862,0.06174,0.1575,0.02214,-0.10835,21.51588,-0.01948,-0.01425,-0.00107,864.96063,0.05526,-0.05024,-0.17922,0.07399,0.01404,0.06132,-0.16347,-0.02309,0.07513
="2026/04/02 15:42:24.140",0.03175,0.06031,0.05256,0.15009,-0.08255,0.02436,21.66086,-0.05892,-0.01552,0.01503,864.66956,0.15282,0.01675,-0.04491,-0.00072,-0.04143,-0.03835,0.07654,-0.11895,0.00822
="2026/04/02 15:42:24.160",0.01744,0.17548,0.35134,0.12371,0.04341,-0.0386,21.39415,-0.02272,-0.00258,-0.04294,864.72479,-0.04967,0.00789,0.02431,-0.05018,0.01684,-0.03123,-0.06555,-0.10467,0.09119
="2026/04/02 15:42:24.180",0.01858,0.21832,0.00765,-0.24777,0.01614,-0.23482,20.85432,-0.14385,-0.02974,-0.03314,864.72473,0.06569,0.00249,0.05536,-0.00304,-0.03751,-0.07692,-0.12882,0.03494,0.03318
="2026/04/02 15:42:24.200",0.03419,0.01967,0.16853,0.05661,0.03308,-0.11342,20.5499,0.03491,-0.01623,0.01219,864.81549,-0.01382,0.0529,0.04834,-0.07102,0.00222,-0.0779,0.04342,0.13141,0.09908
="2026/04/02 15:42:24.220",-0.04213,0.03495,0.09856,-0.19505,0.11059,-0.29476,20.82061,-0.04031,-0.02163,0.00955,864.89526,0.10056,-0.0324,-0.17867,0.05046,0.00089,0.03954,-0.01331,0.1508,-0.03941
="2026/04/02 15:42:24.240",-0.00449,0.01375,0.03384,0.11714,0.05377,0.04436,20.24696,-0.04911,0.00098,-0.00676,864.39307,0.10239,0.05141,0.03675,0.01951,0.02908,-0.0903,-0.06776,0.09709,0.03986
="2026/04/02 15:42:24.260",0.02524,-0.04743,0.00629,0.04565,0.09765,-0.18118,20.6551,0.0067,0.00666,-0.01107,863.58905,-0.05967,-0.01201,0.00808,0.04397,0.01017,0.0046,0.03515,-0.00023,0.01574
="2026/04/02 15:42:24.280",-0.0399,-0.06996,0.01586,-0.03492,0.01622,-0.04013,20.77545,-0.16637,0.01428,0.01957,863.16211,0.09976,-0.01615,-0.01121,0.08793,0.04104,0.04708,-0.09133,-0.02552,0.01184
="2026/04/02 15:42:24.300",0.10679,-0.09726,0.01138,0.12467,-0.02585,0.14696,21.00323,-0.04746,0.0035,0.01677,863.57251,-0.09929,-0.00708,-0.02505,0.03181,-0.02149,-0.07183,0.04377,-0.0096,-0.04152
="2026/04/02 15:42:24.320",0.02969,-0.0964,0.08244,-0.0935,0.0034,-0.06464,21.50334,-0.12123,-0.0299,-0.05524,863.82574,-0.02615,-0.07522,-0.09063,0.08401,-0.00082,0.02863,-0.03416,-0.04704,0.06303
="2026/04/02 15:42:24.340",0.1526,-0.00692,0.07837,-0.06476,-0.02988,-0.04155,21.41177,0.03773,0.02173,-0.00493,863.7724,0.01893,0.11172,0.17276,0.0666,0.01818,-0.03405,0.00072,-0.01757,0.00947
="2026/04/02 15:42:24.360",0.05778,-0.02107,0.04658,0.03509,-0.03664,0.04111,21.58055,-0.06112,-0.00527,-0.00012,864.32397,0.08298,0.00648,-0.1999,0.05431,-0.02195,-0.06154,-0.04069,-0.00329,-0.01136
="2026/04/02 15:42:24.380",-0.01037,0.00107,0.1585,-0.19172,-0.01985,-0.04759,21.47634,-0.04635,-0.00865,-0.00768,864.61786,0.10326,0.01608,-0.0223,0.05768,-0.01816,-0.07236,-0.04721,0.01015,0.10815
="2026/04/02 15:42:24.400",0.03064,0.09414,0.05969,0.03704,-0.05174,-0.03236,21.07231,-0.09746,-0.02013,-0.01592,864.67328,-0.02,-0.01374,0.18086,0.02787,0.00559,-0.15482,0.0042,0.01004,-0.0063
="2026/04/02 15:42:24.420",0.04605,0.00723,0.17659,-0.10369,0.02156,-0.12694,21.14392,-0.04488,-0.05921,-0.05526,864.67389,0.0398,0.01934,-0.01594,0.06079,0.02065,0.00302,-0.10044,-0.00092,-0.01846
="2026/04/02 15:42:24.440",0.07049,0.01008,0.16469,-0.11441,0.04805,-0.12102,21.169,-0.08623,0.01112,-0.00657,864.66699,-0.10044,0.04167,0.09455,0.02662,-0.02176,-0.02918,-0.05922,0.02209,0.07351
="2026/04/02 15:42:24.460",0.05042,0.01633,0.05131,0.02774,-0.00425,0.01706,21.07118,-0.01169,0.00822,0.03142,864.70862,-0.05875,-0.04059,-0.17531,0.02764,-0.02652,-0.08579,0.02113,-0.02609,0.07493
="2026/04/02 15:42:24.480",0.06492,0.00151,0.11626,-0.12385,0.0063,-0.08621,20.61401,0.06409,0.01725,-0.01841,864.83716,-0.09789,0.03303,0.01047,0.01815,0.01941,0.00635,-0.17447,-0.00961,0.14584
="2026/04/02 15:42:24.500",0.00579,0.01945,0.04885,-0.00869,-0.00722,-0.08648,20.56709,-0.10795,-0.02313,-0.03189,865.53333,0.04243,-0.02329,-0.09924,-0.02804,0.01319,-0.07285,0.02315,0.00989,0.06988
="2026/04/02 15:42:24.520",0.02081,-0.00754,0.06805,-0.00951,0.01773,-0.24405,20.9279,-0.01431,-0.00774,0.02523,865.07452,0.05809,-0.0559,-0.08031,0.03733,-0.00018,0.02436,-0.05719,0.00494,-0.00157
="2026/04/02 15:42:24.540",0.10349,-0.03277,0.05031,-0.07691,0.04569,0.1423,21.32021,-0.10886,0.03881,0.0249,864.11462,-0.02756,-0.01393,0.07119,-0.06358,0.01337,-0.01688,0.01477,0.02872,0.17295
="2026/04/02 15:42:24.560",-0.00146,0.00895,-0.08039,-0.04974,-0.07971,0.05593,21.40116,-0.07123,0.00763,0.02532,864.11072,-0.01862,-0.02683,0.06482,-0.09877,0.02689,0.0345,-0.084,0.08074,0.00967
="2026/04/02 15:42:24.580",-0.03502,-0.04019,-0.15409,-0.05689,0.01524,0.23811,20.74939,0.02581,0.02491,0.02364,864.26672,0.09541,-0.01595,0.08781,-0.0146,0.02989,0.01739,0.06331,0.06015,-0.02125
="2026/04/02 15:42:24.600",0.07011,-0.04772,0.20478,-0.18644,0.0577,-0.07546,21.25389,0.07285,-0.02566,-0.03295,864.30048,0.05716,0.01891,-0.12747,-0.09153,-0.02964,-0.07277,-0.07544,0.03707,0.09079
="2026/04/02 15:42:24.620",0.0108,-0.01218,-0.12507,-0.07781,0.00804,0.05603,21.70908,-0.06527,0.01349,-0.03789,863.80127,0.16215,0.03533,0.04899,0.11752,-0.00545,-0.02868,-0.15444,-0.07477,-0.02828
="2026/04/02 15:42:24.640",0.03173,0.00687,-0.06192,-0.07945,-0.06424,-0.23427,21.44593,0.03629,-0.02556,-0.04342,863.76837,0.18032,-0.00581,-0.05143,-0.00827,0.01454,0.02203,0.05023,-0.03064,0.02451
="2026/04/02 15:42:24.660",-0.01043,0.01872,0.02151,0.00353,0.00877,-0.14374,21.71601,-0.00369,-0.01462,-0.01212,864.56354,-0.02207,-0.00405,-0.09679,-0.03268,0.02739,-0.13795,-0.20114,-0.00584,0.10205
="2026/04/02 15:42:24.680",0.02262,0.08012,0.12508,-0.14653,0.01825,0.04043,21.26506,-0.02262,0.01273,0.02579,865.19733,0.13547,0.0171,-0.09368,0.01931,-0.02526,-0.18215,0.01892,-0.03025,-0.00189
="2026/04/02 15:42:24.700",0.03699,-0.06523,0.05658,0.00955,0.01384,-0.09816,21.30907,0.02743,0.05326,0.00379,865.71881,0.11534,0.03415,-0.049,-0.03009,0.02326,0.14285,-0.10605,0.0025,0.18686
="2026/04/02 15:42:24.720",-0.05142,0.03275,0.04481,-0.1008,0.00018,-0.1908,21.95416,-0.0425,0.05077,0.01113,866.00909,0.1189,-0.004,-0.09744,0.12096,0.00732,0.00194,-0.10462,-0.02354,0.06316
="2026/04/02 15:42:24.740",0.0463,0.02234,0.04116,0.06767,0.01421,-0.06702,21.77876,0.04093,-0.03677,-0.03443,865.60907,-0.00611,0.05846,0.02145,0.02139,-0.01901,0.03345,0.02821,-0.01396,0.00706
="2026/04/02 15:42:24.760",0.09601,-0.00222,0.07589,-0.02096,0.05623,0.02301,21.44444,-0.01782,-0.03133,-0.02304,865.28387,-0.1569,0.00265,0.0463,0.00893,0.00706,-0.12625,-0.13008,0.03109,0.03398
="2026/04/02 15:42:24.780",0.03931,0.02025,0.04844,-0.08579,0.02949,-0.10009,20.59778,-0.02926,-0.03197,-0.01325,865.24774,0.02788,0.01208,0.02342,0.11672,-0.02623,-0.18526,0.00905,0.05273,0.00616
="2026/04/02 15:42:24.800",0.07356,-0.10376,-0.09534,-0.01141,0.05874,0.0074,20.17409,-0.00391,0.00201,0.00795,865.08411,-0.03706,0.02379,-0.07174,-0.06753,-0.00904,-0.07984,-0.04034,0.03141,0.0761
="2026/04/02 15:42:24.820",-0.02707,0.01141,-0.0797,-0.0448,-0.02087,-0.0938,20.56996,-0.09062,0.01435,0.03191,864.82257,0.07878,-0.0258,0.0192,0.02712,0.00512,-0.04491,0.03099,0.01131,-0.04783
="2026/04/02 15:42:24.840",-0.01598,-0.05108,-0.02991,0.10822,-0.08277,0.18962,20.95337,0.0264,0.04684,-0.02475,864.93195,0.09868,0.00151,0.0945,-0.05943,0.01926,-0.00555,0.02194,0.01402,0.07661
="2026/04/02 15:42:24.860",0.03497,0.02762,-0.071,-0.02235,-0.00634,0.02832,20.56119,-0.12542,0.00902,-0.02189,864.7392,0.02215,-0.00204,0.14554,-0.00675,0.00028,-0.0968,0.04588,-0.04345,-0.01646
="2026/04/02 15:42:24.880",0.02091,0.03883,0.02005,-0.03919,-0.16312,0.03107,20.59969,0.00854,-0.01014,-0.00347,864.28394,0.17364,-0.01796,0.04493,0.01017,-0.00606,0.03202,-0.06171,0.04649,-0.04064
="2026/04/02 15:42:24.900",-0.01449,0.00715,-0.16712,0.06814,0.01038,-0.17656,21.71638,-0.0724,0.0418,0.04315,864.23773,0.22716,0.02124,0.01289,-0.00168,0.00418,0.00724,0.0395,0.01893,-0.03027
="2026/04/02 15:42:24.920",-0.04251,-0.16498,-0.0685,0.11438,0.04504,-0.05254,22.41153,0.08797,0.02301,-0.01809,864.11542,0.16125,0.00536,-0.01074,0.00197,-0.01921,0.01983,-0.09271,0.07525,0.01203
="2026/04/02 15:42:24.940",0.02459,-0.12503,-0.05304,0.22465,0.13157,-0.18389,21.72771,-0.04881,0.01697,-0.00666,864.07635,0.29496,0.02965,0.04083,-0.07036,0.03163,0.06927,0.00037,-0.04515,0.06926
="2026/04/02 15:42:24.960",0.01261,-0.04565,-0.05788,0.10808,0.21945,-0.16633,21.38767,0.04085,-0.01544,-0.01043,864.20013,0.11627,0.04141,0.04343,0.05399,0.02169,-0.01039,-0.00871,-0.06601,-0.05888
="2026/04/02 15:42:24.980",0.02137,0.01743,0.15789,-0.08764,0.22018,0.02748,21.96797,-0.07891,0.00067,-0.01434,864.78967,0.32176,-0.00398,0.01276,0.056,0.02901,-0.0362,-0.04502,-0.06842,0.04776
="2026/04/02 15:42:25.000",-0.02729,0.12737,0.06931,-0.19196,0.06474,0.02728,22.47223,0.00112,0.03933,-0.02511,865.50696,0.15577,0.04073,-0.19899,-0.03064,0.00631,-0.12726,-0.03792,-0.02085,-0.03769
="2026/04/02 15:42:25.020",0.00475,0.14938,0.15349,-0.3369,-0.20786,0.12568,21.86274,0.12485,0.01359,-0.01206,865.77356,0.1662,0.05663,0.05686,-0.08481,-0.03579,0.04809,-0.01231,0.00572,-0.02915
="2026/04/02 15:42:25.040",-0.04086,0.15465,-0.08606,-0.24055,-0.24882,-0.05231,20.5959,0.04409,0.00316,0.01598,865.77454,0.21544,0.01731,-0.02515,-0.11019,-0.01332,0.10014,-0.01829,0.06615,0.00023
="2026/04/02 15:42:25.060",-0.02387,0.06295,0.06672,-0.07143,-0.1328,0.03625,20.58785,-0.01279,0.00044,0.02921,865.98688,0.20452,0.03229,-0.03247,-0.0675,-0.05207,0.10564,0.05869,0.12303,-0.05474
="2026/04/02 15:42:25.080",-0.0575,-0.00924,0.03637,-0.08304,0.02182,0.08163,21.1059,-0.05179,-0.00544,-0.01767,865.5675,0.14691,-0.03497,-0.24128,0.02062,0.05813,-0.00481,-0.00839,0.10809,0.05008
="2026/04/02 15:42:25.100",0.0324,-0.02853,-0.11129,-0.03015,0.0977,0.10674,21.30344,0.09595,0.02338,-0.02643,865.15356,0.10322,-0.01172,0.00606,0.06238,0.03745,-0.06919,-0.02033,0.05047,-0.03354
="2026/04/02 15:42:25.120",-0.06774,-0.08471,-0.01761,-0.27359,-0.03153,0.37046,21.20807,0.04386,0.02209,0.0299,864.63483,0.08965,-0.00522,0.08594,0.08069,-0.03314,-0.03026,-0.05255,0.00382,-0.00091
="2026/04/02 15:42:25.140",-0.04561,-0.01645,-0.18954,-0.20056,-0.18011,0.05355,20.78488,0.03845,0.0417,-0.02302,864.36969,0.03032,-0.04317,-0.12191,0.01652,-0.06347,-0.06592,0.11574,-0.05191,0.01517
="2026/04/02 15:42:25.160",-0.00547,-0.06685,-0.07112,0.10091,-0.28406,0.35727,20.83266,0.06326,0.01639,-0.01005,864.02002,0.18147,0.02577,0.01466,-0.01252,-0.03152,0.10671,-0.0097,-0.04897,-0.0397
="2026/04/02 15:42:25.180",-0.00833,0.0211,-0.20092,0.26863,-0.17388,-0.03585,21.14772,0.009,0.01803,0.01123,863.80981,0.1525,0.04386,0.18394,0.01099,0.03048,0.03898,0.18992,-0.04018,-0.03729
="2026/04/02 15:42:25.200",-0.04877,-0.05729,0.01999,0.36399,0.06452,0.17041,21.22005,-0.04589,0.04074,0.00413,864.11438,0.10508,-0.05819,-0.12043,-0.00089,-0.01644,-0.00046,0.0255,-0.01164,0.00058
="2026/04/02 15:42:25.220",-0.00917,0.1047,-0.12569,0.13308,0.10373,-0.10328,21.23506,0.06535,0.03132,0.02231,864.17072,0.24141,-0.06955,-0.04632,0.07299,0.01104,0.00032,0.01303,0.0546,-0.10277
="2026/04/02 15:42:25.240",-0.03805,-0.02076,-0.04585,0.2242,0.17002,-0.09177,21.19843,0.01501,0.00911,0.02859,863.85913,0.02872,-0.02507,0.12393,0.00004,0.06166,0.05131,0.00793,-0.00895,-0.04869
="2026/04/02 15:42:25.260",-0.00519,-0.05466,-0.06778,0.13561,0.14646,-0.18428,21.15594,0.01078,0.00573,0.00258,863.72284,0.19416,0.01379,-0.01866,0.04996,-0.00025,0.19762,-0.08017,-0.01167,-0.00661
="2026/04/02 15:42:25.280",-0.02473,0.00582,-0.09132,0.2508,0.0335,0.15732,21.21532,0.14823,0.00193,0.00006,863.98151,0.03635,0.02532,-0.10428,-0.07253,-0.00264,0.07306,0.08122,-0.04052,0.00214
="2026/04/02 15:42:25.300",0.03016,-0.08005,-0.04456,0.1626,-0.01845,0.06602,21.38172,0.15503,0.05438,0.02651,864.89807,0.04144,-0.01147,0.00861,-0.06654,-0.02098,0.24732,-0.05962,-0.04281,-0.0438
="2026/04/02 15:42:25.320",-0.05959,0.01262,-0.01176,-0.0951,-0.11195,0.11686,21.32099,0.01087,0.01453,0.01248,865.1864,0.15582,-0.02982,-0.03812,-0.00446,0.02064,0.03351,0.03763,-0.03626,0.02623
="2026/04/02 15:42:25.340",-0.05462,0.04996,-0.05046,-0.07025,-0.11563,0.23227,20.52135,0.01127,0.00069,-0.02475,864.8526,0.03107,-0.01181,-0.00985,-0.0794,0.00711,0.03786,0.1426,-0.00696,-0.15052
="2026/04/02 15:42:25.360",-0.0292,0.02501,-0.08271,-0.2342,-0.01385,0.28553,20.00197,0.01625,-0.00957,0.02093,864.76654,-0.06605,0.00986,0.16696,-0.08992,-0.00843,0.06901,-0.09184,0.01958,0.09326
="2026/04/02 15:42:25.380",-0.06578,0.05688,-0.12586,-0.17574,-0.11564,0.49635,20.18103,0.0731,0.05136,0.02217,864.59668,-0.10632,0.03853,0.18544,-0.06133,-0.0469,0.06781,0.15706,0.02731,-0.09102
="2026/04/02 15:42:25.400",-0.03318,-0.01052,-0.05577,-0.07279,-0.11459,0.10864,20.92741,-0.09553,-0.01284,0.01007,864.63306,-0.18164,0.03648,0.06455,-0.07524,0.02089,0.12444,-0.05734,0.0342,-0.05738
="2026/04/02 15:42:25.420",0.01067,0.03473,-0.12468,-0.09616,-0.08641,0.27783,21.52737,0.00576,-0.02562,0.0202,864.70361,0.01744,0.06344,-0.07428,0.0401,0.01362,0.02512,-0.02718,0.00029,0.01101
="2026/04/02 15:42:25.440",-0.01652,-0.01532,-0.15752,0.02428,-0.09283,0.28726,21.09156,0.02247,-0.00304,0.00136,864.31671,0.05148,-0.00903,-0.15664,-0.16825,0.0127,0.04732,0.14428,-0.02286,-0.10573
="2026/04/02 15:42:25.460",0.03719,-0.0645,-0.17121,-0.03928,-0.0344,0.15399,20.26935,0.04324,0.00758,0.0367,863.25073,0.14121,-0.04992,0.0249,-0.06728,0.02964,0.16241,-0.12032,-0.00371,0.02114
="2026/04/02 15:42:25.480",0.0031,0.0172,-0.2352,0.05177,-0.03658,0.22148,20.67654,-0.08373,0.0131,0.03011,862.90228,-0.06139,-0.0855,0.09934,-0.06821,-0.00346,0.00183,0.10784,0.01275,-0.08763
="2026/04/02 15:42:25.500",0.00478,-0.05111,-0.13391,0.10626,-0.04906,0.02991,21.29747,0.00567,0.01434,0.0235,862.90942,0.03596,0.02608,0.02984,-0.06511,0.01016,0.02674,-0.05409,0.01635,-0.04562
="2026/04/02 15:42:25.520",0.02139,0.00215,-0.15806,0.06502,-0.02969,0.20314,21.35023,0.11758,0.01953,-0.02463,862.5191,-0.01084,-0.03362,-0.09196,-0.06647,-0.01381,0.14219,-0.00378,-0.00785,0.07428
="2026/04/02 15:42:25.540",-0.02381,0.02357,-0.01055,0.13327,-0.02328,0.04798,21.58031,0.0013,-0.01799,-0.02614,863.05829,0.13436,0.06013,-0.01666,-0.12072,-0.02395,0.09097,0.15641,-0.02249,-0.2073
="2026/04/02 15:42:25.560",0.00087,-0.02979,0.04281,-0.04668,0.03995,-0.0994,21.22482,0.15228,-0.01806,-0.01951,864.00146,0.03033,0.04165,-0.01285,-0.02217,-0.02434,-0.00492,-0.00914,-0.01741,-0.03469
="2026/04/02 15:42:25.580",0.03326,-0.00803,-0.05854,0.00667,0.0637,-0.07476,21.11181,0.00451,-0.02573,-0.02362,864.39111,-0.09856,0.03092,0.01745,-0.04328,0.05766,0.12501,0.07531,0.01822,0.01704
="2026/04/02 15:42:25.600",-0.0625,-0.01393,0.07333,-0.08851,-0.01257,0.11996,21.32967,0.04852,-0.0635,-0.04903,864.85736,-0.12495,0.01638,0.00771,0.05081,-0.03283,0.00854,0.01341,0.01773,-0.14598
="2026/04/02 15:42:25.620",-0.00007,0.01142,-0.08581,0.02864,-0.06053,0.14846,21.43143,-0.12869,0.02531,0.02497,864.92883,-0.13049,0.00403,-0.03904,-0.09666,0.02939,0.03646,0.03219,0.0109,-0.02481
="2026/04/02 15:42:25.640",-0.05375,0.0417,-0.10858,-0.02255,-0.10486,-0.00834,20.72402,0.0391,-0.00788,0.02439,864.73035,-0.10701,-0.01689,-0.13829,-0.05469,-0.01009,0.05776,0.04354,-0.03264,-0.05401
="2026/04/02 15:42:25.660",0.00782,-0.01811,-0.07985,0.03294,-0.11534,0.20014,20.00847,0.16248,0.06095,0.02952,864.33508,0.04314,-0.03677,-0.08664,0.08556,0.00245,0.04272,-0.00573,-0.0173,-0.00053
="2026/04/02 15:42:25.680",0.02402,0.03401,-0.08068,-0.07433,-0.03572,-0.18831,19.80511,-0.08323,0.0121,-0.00641,863.82343,-0.00785,-0.02152,0.01849,-0.17629,0.00062,0.16929,0.08053,0.01938,0.04026
="2026/04/02 15:42:25.700",-0.00822,-0.00789,-0.07213,0.10599,-0.06591,0.25426,19.69858,-0.05494,-0.01922,-0.0451,863.61359,0.00143,-0.06367,0.14734,0.00265,-0.01176,0.02568,0.00797,0.00752,-0.10107
="2026/04/02 15:42:25.720",0.02665,-0.02855,-0.09427,-0.07812,-0.03421,0.19727,19.39702,-0.05396,-0.04016,-0.01957,863.35309,-0.14338,0.0056,0.1896,-0.06101,-0.01819,0.01551,0.03525,0.02589,0.00215
="2026/04/02 15:42:25.740",-0.01641,-0.00238,-0.07667,-0.0065,0.00672,0.04632,19.68515,0.0938,-0.01147,-0.01118,863.33038,-0.23262,0.04582,0.23567,0.00381,-0.01448,-0.02512,0.08214,0.06157,-0.14383
="2026/04/02 15:42:25.760",0.01521,-0.04142,0.02698,0.15287,-0.049,0.27783,20.54481,0.06112,0.0205,0.04599,862.76764,-0.13007,0.00205,0.0595,0.08771,-0.01579,0.0341,-0.02121,-0.01092,0.01938
="2026/04/02 15:42:25.780",0.01285,0.06175,-0.00894,0.0729,0.07237,0.09543,21.04432,0.03208,0.00475,0.02197,862.23901,-0.23261,0.02752,0.04848,-0.10478,-0.00272,0.06412,0.1348,-0.02774,-0.03296
="2026/04/02 15:42:25.800",-0.03734,-0.00625,0.05632,0.1356,-0.01573,0.08941,21.34276,-0.02971,-0.0119,-0.02117,862.75623,-0.12034,-0.02609,0.0085,-0.11036,0.00858,0.14883,-0.05608,-0.03914,-0.08965
="2026/04/02 15:42:25.820",0.0328,0.00149,0.04464,-0.07644,0.03023,0.01037,20.94681,-0.12481,0.02913,0.00313,863.47815,-0.08154,-0.05024,-0.06802,-0.03473,0.02483,-0.04282,-0.04903,0.04102,-0.02991
="2026/04/02 15:42:25.840",-0.05528,0.01747,0.02374,-0.04704,0.05216,-0.13489,20.89612,0.00528,0.0079,0.02008,863.72693,-0.15777,-0.05398,-0.08729,-0.10628,-0.01239,-0.11005,0.00147,0.01639,-0.02516
="2026/04/02 15:42:25.860",0.00378,-0.07017,0.08278,-0.0986,0.12777,-0.26074,20.72754,-0.0287,0.01645,0.00336,864.06409,0.0392,0.01295,-0.03956,0.0224,0.03391,0.15903,-0.05022,-0.00949,-0.10961
="2026/04/02 15:42:25.880",-0.05952,0.08357,0.02042,0.11839,0.03112,-0.02976,20.46778,0.15304,0.00272,-0.02334,864.97778,-0.06572,0.04502,0.02121,-0.06504,-0.04801,0.0305,0.05941,-0.0402,0.08689
="2026/04/02 15:42:25.900",-0.01871,0.10627,0.09977,0.24473,0.0672,-0.17198,20.17333,0.06675,-0.00488,-0.02848,865.25885,-0.0124,0.02574,0.00681,0.09132,0.04447,0.15313,0.04454,-0.05153,-0.12437
="2026/04/02 15:42:25.920",-0.00935,0.04759,0.10391,0.11146,0.02218,0.3272,20.14088,0.12758,-0.04797,-0.04623,864.38251,0.07537,0.01762,-0.03214,-0.0169,-0.07123,-0.1243,-0.0346,0.04615,0.07138
="2026/04/02 15:42:25.940",-0.08132,0.05437,0.01605,-0.19282,-0.03366,-0.17408,20.58412,-0.03954,-0.02666,-0.04033,864.14032,-0.0716,-0.03407,0.0308,0.03481,0.05744,0.00359,0.10271,0.08753,-0.07911
="2026/04/02 15:42:25.960",0.00047,-0.09753,-0.03349,-0.33465,-0.06072,0.02606,20.42026,0.13007,-0.04304,0.00408,864.2099,0.15933,0.00241,0.03273,-0.02922,0.00559,-0.03442,-0.06294,0.05725,0.05243
="2026/04/02 15:42:25.980",0.01677,-0.18334,-0.20904,-0.15153,-0.1193,0.25221,19.72472,-0.06319,-0.00913,-0.00352,864.11298,-0.01272,0.00472,-0.00908,-0.02321,-0.04833,-0.00603,-0.02201,0.02396,0.08176
="2026/04/02 15:42:26.000",-0.1094,-0.18918,-0.09685,-0.11869,-0.21216,0.18064,19.60151,-0.02135,-0.0132,0.02724,863.79211,0.02548,-0.0364,0.08585,-0.01969,-0.00783,0.09145,0.09565,-0.12096,-0.12066
="2026/04/02 15:42:26.020",0.04563,-0.07388,0.1614,0.08373,-0.1812,0.10521,19.86386,-0.06664,0.00124,0.02981,863.1521,-0.0079,-0.05221,0.11247,-0.00632,-0.01958,-0.09392,0.02173,-0.17069,0.16726
="2026/04/02 15:42:26.040",0.03339,0.09721,-0.03318,0.21187,-0.02038,-0.0068,20.50458,-0.08442,-0.04154,-0.00741,862.82172,-0.12649,-0.02566,0.10742,0.0084,-0.01726,-0.00048,0.02414,-0.16566,-0.05081
="2026/04/02 15:42:26.060",0.02894,0.17016,0.13773,0.13085,0.1878,-0.25596,20.56689,-0.07422,-0.0189,-0.02178,863.2049,0.10457,-0.01217,0.02534,0.11413,0.04838,-0.10269,-0.05007,-0.02945,-0.02171
="2026/04/02 15:42:26.080",0.01338,0.05498,0.11181,0.18292,0.25082,-0.25954,20.35091,-0.09183,-0.02777,-0.02364,863.48126,0.11238,0.02169,-0.11175,0.11329,0.00503,0.02915,0.03332,0.08326,0.10801
="2026/04/02 15:42:26.100",-0.03567,-0.02468,-0.07336,0.23504,0.17136,-0.25837,20.80416,-0.05449,-0.00536,-0.00062,863.36761,-0.00957,-0.03793,-0.0656,0.1461,0.00754,0.02904,-0.08441,0.11927,-0.04671
="2026/04/02 15:42:26.120",0.04762,-0.10802,0.01998,0.25492,0.05031,0.07844,21.64183,-0.03364,0.02137,0.0264,863.84998,0.06187,-0.00976,-0.09193,0.02534,-0.03243,-0.00067,-0.10042,0.04402,0.0923
